$Trinity Lake Br3 inflow Tw year 2016 YC updated 06/01/23,
",,,",
Jday,Stuart
115.625,7.58
115.667,7.58
115.708,7.58
115.75,7.58
115.792,7.58
115.833,7.58
115.875,7.58
115.917,7.58
115.958,7.58
116,6.72
116.042,6.72
116.083,6.72
116.125,6.72
116.167,6.72
116.208,6.72
116.25,6.72
116.292,6.72
116.333,6.72
116.375,6.72
116.417,6.72
116.458,6.72
116.5,6.72
116.542,6.72
116.583,6.72
116.625,6.72
116.667,6.72
116.708,6.72
116.75,6.72
116.792,6.72
116.833,6.72
116.875,6.72
116.917,6.72
116.958,6.72
117,6.48
117.042,6.48
117.083,6.48
117.125,6.48
117.167,6.48
117.208,6.48
117.25,6.48
117.292,6.48
117.333,6.48
117.375,6.48
117.417,6.48
117.458,6.48
117.5,6.48
117.542,6.48
117.583,6.48
117.625,6.48
117.667,6.48
117.708,6.48
117.75,6.48
117.792,6.48
117.833,6.48
117.875,6.48
117.917,6.48
117.958,6.48
118,7.55
118.042,7.55
118.083,7.55
118.125,7.55
118.167,7.55
118.208,7.55
118.25,7.55
118.292,7.55
118.333,7.55
118.375,7.55
118.417,7.55
118.458,7.55
118.5,7.55
118.542,7.55
118.583,7.55
118.625,7.55
118.667,7.55
118.708,7.55
118.75,7.55
118.792,7.55
118.833,7.55
118.875,7.55
118.917,7.55
118.958,7.55
119,8.31
119.042,8.31
119.083,8.31
119.125,8.31
119.167,8.31
119.208,8.31
119.25,8.31
119.292,8.31
119.333,8.31
119.375,8.31
119.417,8.31
119.458,8.31
119.5,8.31
119.542,8.31
119.583,8.31
119.625,8.31
119.667,8.31
119.708,8.31
119.75,8.31
119.792,8.31
119.833,8.31
119.875,8.31
119.917,8.31
119.958,8.31
120,8.9
120.042,8.9
120.083,8.9
120.125,8.9
120.167,8.9
120.208,8.9
120.25,8.9
120.292,8.9
120.333,8.9
120.375,8.9
120.417,8.9
120.458,8.9
120.5,8.9
120.542,8.9
120.583,8.9
120.625,8.9
120.667,8.9
120.708,8.9
120.75,8.9
120.792,8.9
120.833,8.9
120.875,8.9
120.917,8.9
120.958,8.9
121,8.71
121.042,8.71
121.083,8.71
121.125,8.71
121.167,8.71
121.208,8.71
121.25,8.71
121.292,8.71
121.333,8.71
121.375,8.71
121.417,8.71
121.458,8.71
121.5,8.71
121.542,8.71
121.583,8.71
121.625,8.71
121.667,8.71
121.708,8.71
121.75,8.71
121.792,8.71
121.833,8.71
121.875,8.71
121.917,8.71
121.958,8.71
122,9.13
122.042,9.13
122.083,9.13
122.125,9.13
122.167,9.13
122.208,9.13
122.25,9.13
122.292,9.13
122.333,9.13
122.375,9.13
122.417,9.13
122.458,9.13
122.5,9.13
122.542,9.13
122.583,9.13
122.625,9.13
122.667,9.13
122.708,9.13
122.75,9.13
122.792,9.13
122.833,9.13
122.875,9.13
122.917,9.13
122.958,9.13
123,9.4
123.042,9.4
123.083,9.4
123.125,9.4
123.167,9.4
123.208,9.4
123.25,9.4
123.292,9.4
123.333,9.4
123.375,9.4
123.417,9.4
123.458,9.4
123.5,9.4
123.542,9.4
123.583,9.4
123.625,9.4
123.667,9.4
123.708,9.4
123.75,9.4
123.792,9.4
123.833,9.4
123.875,9.4
123.917,9.4
123.958,9.4
124,9.17
124.042,9.17
124.083,9.17
124.125,9.17
124.167,9.17
124.208,9.17
124.25,9.17
124.292,9.17
124.333,9.17
124.375,9.17
124.417,9.17
124.458,9.17
124.5,9.17
124.542,9.17
124.583,9.17
124.625,9.17
124.667,9.17
124.708,9.17
124.75,9.17
124.792,9.17
124.833,9.17
124.875,9.17
124.917,9.17
124.958,9.17
125,8.98
125.042,8.98
125.083,8.98
125.125,8.98
125.167,8.98
125.208,8.98
125.25,8.98
125.292,8.98
125.333,8.98
125.375,8.98
125.417,8.98
125.458,8.98
125.5,8.98
125.542,8.98
125.583,8.98
125.625,8.98
125.667,8.98
125.708,8.98
125.75,8.98
125.792,8.98
125.833,8.98
125.875,8.98
125.917,8.98
125.958,8.98
126,8.95
126.042,8.95
126.083,8.95
126.125,8.95
126.167,8.95
126.208,8.95
126.25,8.95
126.292,8.95
126.333,8.95
126.375,8.95
126.417,8.95
126.458,8.95
126.5,8.95
126.542,8.95
126.583,8.95
126.625,8.95
126.667,8.95
126.708,8.95
126.75,8.95
126.792,8.95
126.833,8.95
126.875,8.95
126.917,8.95
126.958,8.95
127,8.42
127.042,8.42
127.083,8.42
127.125,8.42
127.167,8.42
127.208,8.42
127.25,8.42
127.292,8.42
127.333,8.42
127.375,8.42
127.417,8.42
127.458,8.42
127.5,8.42
127.542,8.42
127.583,8.42
127.625,8.42
127.667,8.42
127.708,8.42
127.75,8.42
127.792,8.42
127.833,8.42
127.875,8.42
127.917,8.42
127.958,8.42
128,9.32
128.042,9.32
128.083,9.32
128.125,9.32
128.167,9.32
128.208,9.32
128.25,9.32
128.292,9.32
128.333,9.32
128.375,9.32
128.417,9.32
128.458,9.32
128.5,9.32
128.542,9.32
128.583,9.32
128.625,9.32
128.667,9.32
128.708,9.32
128.75,9.32
128.792,9.32
128.833,9.32
128.875,9.32
128.917,9.32
128.958,9.32
129,10.2
129.042,10.2
129.083,10.2
129.125,10.2
129.167,10.2
129.208,10.2
129.25,10.2
129.292,10.2
129.333,10.2
129.375,10.2
129.417,10.2
129.458,10.2
129.5,10.2
129.542,10.2
129.583,10.2
129.625,10.2
129.667,10.2
129.708,10.2
129.75,10.2
129.792,10.2
129.833,10.2
129.875,10.2
129.917,10.2
129.958,10.2
130,10.26
130.042,10.26
130.083,10.26
130.125,10.26
130.167,10.26
130.208,10.26
130.25,10.26
130.292,10.26
130.333,10.26
130.375,10.26
130.417,10.26
130.458,10.26
130.5,10.26
130.542,10.26
130.583,10.26
130.625,10.26
130.667,10.26
130.708,10.26
130.75,10.26
130.792,10.26
130.833,10.26
130.875,10.26
130.917,10.26
130.958,10.26
131,10.23
131.042,10.23
131.083,10.23
131.125,10.23
131.167,10.23
131.208,10.23
131.25,10.23
131.292,10.23
131.333,10.23
131.375,10.23
131.417,10.23
131.458,10.23
131.5,10.23
131.542,10.23
131.583,10.23
131.625,10.23
131.667,10.23
131.708,10.23
131.75,10.23
131.792,10.23
131.833,10.23
131.875,10.23
131.917,10.23
131.958,10.23
132,10.09
132.042,10.09
132.083,10.09
132.125,10.09
132.167,10.09
132.208,10.09
132.25,10.09
132.292,10.09
132.333,10.09
132.375,10.09
132.417,10.09
132.458,10.09
132.5,10.09
132.542,10.09
132.583,10.09
132.625,10.09
132.667,10.09
132.708,10.09
132.75,10.09
132.792,10.09
132.833,10.09
132.875,10.09
132.917,10.09
132.958,10.09
133,10.45
133.042,10.45
133.083,10.45
133.125,10.45
133.167,10.45
133.208,10.45
133.25,10.45
133.292,10.45
133.333,10.45
133.375,10.45
133.417,10.45
133.458,10.45
133.5,10.45
133.542,10.45
133.583,10.45
133.625,10.45
133.667,10.45
133.708,10.45
133.75,10.45
133.792,10.45
133.833,10.45
133.875,10.45
133.917,10.45
133.958,10.45
134,10.89
134.042,10.89
134.083,10.89
134.125,10.89
134.167,10.89
134.208,10.89
134.25,10.89
134.292,10.89
134.333,10.89
134.375,10.89
134.417,10.89
134.458,10.89
134.5,10.89
134.542,10.89
134.583,10.89
134.625,10.89
134.667,10.89
134.708,10.89
134.75,10.89
134.792,10.89
134.833,10.89
134.875,10.89
134.917,10.89
134.958,10.89
135,10.32
135.042,10.32
135.083,10.32
135.125,10.32
135.167,10.32
135.208,10.32
135.25,10.32
135.292,10.32
135.333,10.32
135.375,10.32
135.417,10.32
135.458,10.32
135.5,10.32
135.542,10.32
135.583,10.32
135.625,10.32
135.667,10.32
135.708,10.32
135.75,10.32
135.792,10.32
135.833,10.32
135.875,10.32
135.917,10.32
135.958,10.32
136,9.58
136.042,9.58
136.083,9.58
136.125,9.58
136.167,9.58
136.208,9.58
136.25,9.58
136.292,9.58
136.333,9.58
136.375,9.58
136.417,9.58
136.458,9.58
136.5,9.58
136.542,9.58
136.583,9.58
136.625,9.58
136.667,9.58
136.708,9.58
136.75,9.58
136.792,9.58
136.833,9.58
136.875,9.58
136.917,9.58
136.958,9.58
137,10.35
137.042,10.35
137.083,10.35
137.125,10.35
137.167,10.35
137.208,10.35
137.25,10.35
137.292,10.35
137.333,10.35
137.375,10.35
137.417,10.35
137.458,10.35
137.5,10.35
137.542,10.35
137.583,10.35
137.625,10.35
137.667,10.35
137.708,10.35
137.75,10.35
137.792,10.35
137.833,10.35
137.875,10.35
137.917,10.35
137.958,10.35
138,10.81
138.042,10.81
138.083,10.81
138.125,10.81
138.167,10.81
138.208,10.81
138.25,10.81
138.292,10.81
138.333,10.81
138.375,10.81
138.417,10.81
138.458,10.81
138.5,10.81
138.542,10.81
138.583,10.81
138.625,10.81
138.667,10.81
138.708,10.81
138.75,10.81
138.792,10.81
138.833,10.81
138.875,10.81
138.917,10.81
138.958,10.81
139,11.27
139.042,11.27
139.083,11.27
139.125,11.27
139.167,11.27
139.208,11.27
139.25,11.27
139.292,11.27
139.333,11.27
139.375,11.27
139.417,11.27
139.458,11.27
139.5,11.27
139.542,11.27
139.583,11.27
139.625,11.27
139.667,11.27
139.708,11.27
139.75,11.27
139.792,11.27
139.833,11.27
139.875,11.27
139.917,11.27
139.958,11.27
140,10.62
140.042,10.62
140.083,10.62
140.125,10.62
140.167,10.62
140.208,10.62
140.25,10.62
140.292,10.62
140.333,10.62
140.375,10.62
140.417,10.62
140.458,10.62
140.5,10.62
140.542,10.62
140.583,10.62
140.625,10.62
140.667,10.62
140.708,10.62
140.75,10.62
140.792,10.62
140.833,10.62
140.875,10.62
140.917,10.62
140.958,10.62
141,8.7
141.042,8.7
141.083,8.7
141.125,8.7
141.167,8.7
141.208,8.7
141.25,8.7
141.292,8.7
141.333,8.7
141.375,8.7
141.417,8.7
141.458,8.7
141.5,8.7
141.542,8.7
141.583,8.7
141.625,8.7
141.667,8.7
141.708,8.7
141.75,8.7
141.792,8.7
141.833,8.7
141.875,8.7
141.917,8.7
141.958,8.7
142,8.22
142.042,8.22
142.083,8.22
142.125,8.22
142.167,8.22
142.208,8.22
142.25,8.22
142.292,8.22
142.333,8.22
142.375,8.22
142.417,8.22
142.458,8.22
142.5,8.22
142.542,8.22
142.583,8.22
142.625,8.22
142.667,8.22
142.708,8.22
142.75,8.22
142.792,8.22
142.833,8.22
142.875,8.22
142.917,8.22
142.958,8.22
143,8.67
143.042,8.67
143.083,8.67
143.125,8.67
143.167,8.67
143.208,8.67
143.25,8.67
143.292,8.67
143.333,8.67
143.375,8.67
143.417,8.67
143.458,8.67
143.5,8.67
143.542,8.67
143.583,8.67
143.625,8.67
143.667,8.67
143.708,8.67
143.75,8.67
143.792,8.67
143.833,8.67
143.875,8.67
143.917,8.67
143.958,8.67
144,9.18
144.042,9.18
144.083,9.18
144.125,9.18
144.167,9.18
144.208,9.18
144.25,9.18
144.292,9.18
144.333,9.18
144.375,9.18
144.417,9.18
144.458,9.18
144.5,9.18
144.542,9.18
144.583,9.18
144.625,9.18
144.667,9.18
144.708,9.18
144.75,9.18
144.792,9.18
144.833,9.18
144.875,9.18
144.917,9.18
144.958,9.18
145,9.92
145.042,9.92
145.083,9.92
145.125,9.92
145.167,9.92
145.208,9.92
145.25,9.92
145.292,9.92
145.333,9.92
145.375,9.92
145.417,9.92
145.458,9.92
145.5,9.92
145.542,9.92
145.583,9.92
145.625,9.92
145.667,9.92
145.708,9.92
145.75,9.92
145.792,9.92
145.833,9.92
145.875,9.92
145.917,9.92
145.958,9.92
146,10.38
146.042,10.38
146.083,10.38
146.125,10.38
146.167,10.38
146.208,10.38
146.25,10.38
146.292,10.38
146.333,10.38
146.375,10.38
146.417,10.38
146.458,10.38
146.5,10.38
146.542,10.38
146.583,10.38
146.625,10.38
146.667,10.38
146.708,10.38
146.75,10.38
146.792,10.38
146.833,10.38
146.875,10.38
146.917,10.38
146.958,10.38
147,11.03
147.042,11.03
147.083,11.03
147.125,11.03
147.167,11.03
147.208,11.03
147.25,11.03
147.292,11.03
147.333,11.03
147.375,11.03
147.417,11.03
147.458,11.03
147.5,11.03
147.542,11.03
147.583,11.03
147.625,11.03
147.667,11.03
147.708,11.03
147.75,11.03
147.792,11.03
147.833,11.03
147.875,11.03
147.917,11.03
147.958,11.03
148,11.16
148.042,11.16
148.083,11.16
148.125,11.16
148.167,11.16
148.208,11.16
148.25,11.16
148.292,11.16
148.333,11.16
148.375,11.16
148.417,11.16
148.458,11.16
148.5,11.16
148.542,11.16
148.583,11.16
148.625,11.16
148.667,11.16
148.708,11.16
148.75,11.16
148.792,11.16
148.833,11.16
148.875,11.16
148.917,11.16
148.958,11.16
149,11.05
149.042,11.05
149.083,11.05
149.125,11.05
149.167,11.05
149.208,11.05
149.25,11.05
149.292,11.05
149.333,11.05
149.375,11.05
149.417,11.05
149.458,11.05
149.5,11.05
149.542,11.05
149.583,11.05
149.625,11.05
149.667,11.05
149.708,11.05
149.75,11.05
149.792,11.05
149.833,11.05
149.875,11.05
149.917,11.05
149.958,11.05
150,11.61
150.042,11.61
150.083,11.61
150.125,11.61
150.167,11.61
150.208,11.61
150.25,11.61
150.292,11.61
150.333,11.61
150.375,11.61
150.417,11.61
150.458,11.61
150.5,11.61
150.542,11.61
150.583,11.61
150.625,11.61
150.667,11.61
150.708,11.61
150.75,11.61
150.792,11.61
150.833,11.61
150.875,11.61
150.917,11.61
150.958,11.61
151,12.02
151.042,12.02
151.083,12.02
151.125,12.02
151.167,12.02
151.208,12.02
151.25,12.02
151.292,12.02
151.333,12.02
151.375,12.02
151.417,12.02
151.458,12.02
151.5,12.02
151.542,12.02
151.583,12.02
151.625,12.02
151.667,12.02
151.708,12.02
151.75,12.02
151.792,12.02
151.833,12.02
151.875,12.02
151.917,12.02
151.958,12.02
152,12.55
152.042,12.55
152.083,12.55
152.125,12.55
152.167,12.55
152.208,12.55
152.25,12.55
152.292,12.55
152.333,12.55
152.375,12.55
152.417,12.55
152.458,12.55
152.5,12.55
152.542,12.55
152.583,12.55
152.625,12.55
152.667,12.55
152.708,12.55
152.75,12.55
152.792,12.55
152.833,12.55
152.875,12.55
152.917,12.55
152.958,12.55
153,12.77
153.042,12.77
153.083,12.77
153.125,12.77
153.167,12.77
153.208,12.77
153.25,12.77
153.292,12.77
153.333,12.77
153.375,12.77
153.417,12.77
153.458,12.77
153.5,12.77
153.542,12.77
153.583,12.77
153.625,12.77
153.667,12.77
153.708,12.77
153.75,12.77
153.792,12.77
153.833,12.77
153.875,12.77
153.917,12.77
153.958,12.77
154,12.19
154.042,12.19
154.083,12.19
154.125,12.19
154.167,12.19
154.208,12.19
154.25,12.19
154.292,12.19
154.333,12.19
154.375,12.19
154.417,12.19
154.458,12.19
154.5,12.19
154.542,12.19
154.583,12.19
154.625,12.19
154.667,12.19
154.708,12.19
154.75,12.19
154.792,12.19
154.833,12.19
154.875,12.19
154.917,12.19
154.958,12.19
155,12.68
155.042,12.68
155.083,12.68
155.125,12.68
155.167,12.68
155.208,12.68
155.25,12.68
155.292,12.68
155.333,12.68
155.375,12.68
155.417,12.68
155.458,12.68
155.5,12.68
155.542,12.68
155.583,12.68
155.625,12.68
155.667,12.68
155.708,12.68
155.75,12.68
155.792,12.68
155.833,12.68
155.875,12.68
155.917,12.68
155.958,12.68
156,13
156.042,13
156.083,13
156.125,13
156.167,13
156.208,13
156.25,13
156.292,13
156.333,13
156.375,13
156.417,13
156.458,13
156.5,13
156.542,13
156.583,13
156.625,13
156.667,13
156.708,13
156.75,13
156.792,13
156.833,13
156.875,13
156.917,13
156.958,13
157,13.78
157.042,13.78
157.083,13.78
157.125,13.78
157.167,13.78
157.208,13.78
157.25,13.78
157.292,13.78
157.333,13.78
157.375,13.78
157.417,13.78
157.458,13.78
157.5,13.78
157.542,13.78
157.583,13.78
157.625,13.78
157.667,13.78
157.708,13.78
157.75,13.78
157.792,13.78
157.833,13.78
157.875,13.78
157.917,13.78
157.958,13.78
158,14.11
158.042,14.11
158.083,14.11
158.125,14.11
158.167,14.11
158.208,14.11
158.25,14.11
158.292,14.11
158.333,14.11
158.375,14.11
158.417,14.11
158.458,14.11
158.5,14.11
158.542,14.11
158.583,14.11
158.625,14.11
158.667,14.11
158.708,14.11
158.75,14.11
158.792,14.11
158.833,14.11
158.875,14.11
158.917,14.11
158.958,14.11
159,14.33
159.042,14.33
159.083,14.33
159.125,14.33
159.167,14.33
159.208,14.33
159.25,14.33
159.292,14.33
159.333,14.33
159.375,14.33
159.417,14.33
159.458,14.33
159.5,14.33
159.542,14.33
159.583,14.33
159.625,14.33
159.667,14.33
159.708,14.33
159.75,14.33
159.792,14.33
159.833,14.33
159.875,14.33
159.917,14.33
159.958,14.33
160,13.36
160.042,13.36
160.083,13.36
160.125,13.36
160.167,13.36
160.208,13.36
160.25,13.36
160.292,13.36
160.333,13.36
160.375,13.36
160.417,13.36
160.458,13.36
160.5,13.36
160.542,13.36
160.583,13.36
160.625,13.36
160.667,13.36
160.708,13.36
160.75,13.36
160.792,13.36
160.833,13.36
160.875,13.36
160.917,13.36
160.958,13.36
161,12.85
161.042,12.85
161.083,12.85
161.125,12.85
161.167,12.85
161.208,12.85
161.25,12.85
161.292,12.85
161.333,12.85
161.375,12.85
161.417,12.85
161.458,12.85
161.5,12.85
161.542,12.85
161.583,12.85
161.625,12.85
161.667,12.85
161.708,12.85
161.75,12.85
161.792,12.85
161.833,12.85
161.875,12.85
161.917,12.85
161.958,12.85
162,12.82
162.042,12.82
162.083,12.82
162.125,12.82
162.167,12.82
162.208,12.82
162.25,12.82
162.292,12.82
162.333,12.82
162.375,12.82
162.417,12.82
162.458,12.82
162.5,12.82
162.542,12.82
162.583,12.82
162.625,12.82
162.667,12.82
162.708,12.82
162.75,12.82
162.792,12.82
162.833,12.82
162.875,12.82
162.917,12.82
162.958,12.82
163,12.42
163.042,12.42
163.083,12.42
163.125,12.42
163.167,12.42
163.208,12.42
163.25,12.42
163.292,12.42
163.333,12.42
163.375,12.42
163.417,12.42
163.458,12.42
163.5,12.42
163.542,12.42
163.583,12.42
163.625,12.42
163.667,12.42
163.708,12.42
163.75,12.42
163.792,12.42
163.833,12.42
163.875,12.42
163.917,12.42
163.958,12.42
164,12.78
164.042,12.78
164.083,12.78
164.125,12.78
164.167,12.78
164.208,12.78
164.25,12.78
164.292,12.78
164.333,12.78
164.375,12.78
164.417,12.78
164.458,12.78
164.5,12.78
164.542,12.78
164.583,12.78
164.625,12.78
164.667,12.78
164.708,12.78
164.75,12.78
164.792,12.78
164.833,12.78
164.875,12.78
164.917,12.78
164.958,12.78
165,13.25
165.042,13.25
165.083,13.25
165.125,13.25
165.167,13.25
165.208,13.25
165.25,13.25
165.292,13.25
165.333,13.25
165.375,13.25
165.417,13.25
165.458,13.25
165.5,13.25
165.542,13.25
165.583,13.25
165.625,13.25
165.667,13.25
165.708,13.25
165.75,13.25
165.792,13.25
165.833,13.25
165.875,13.25
165.917,13.25
165.958,13.25
166,12.28
166.042,12.28
166.083,12.28
166.125,12.28
166.167,12.28
166.208,12.28
166.25,12.28
166.292,12.28
166.333,12.28
166.375,12.28
166.417,12.28
166.458,12.28
166.5,12.28
166.542,12.28
166.583,12.28
166.625,12.28
166.667,12.28
166.708,12.28
166.75,12.28
166.792,12.28
166.833,12.28
166.875,12.28
166.917,12.28
166.958,12.28
167,11.32
167.042,11.32
167.083,11.32
167.125,11.32
167.167,11.32
167.208,11.32
167.25,11.32
167.292,11.32
167.333,11.32
167.375,11.32
167.417,11.32
167.458,11.32
167.5,11.32
167.542,11.32
167.583,11.32
167.625,11.32
167.667,11.32
167.708,11.32
167.75,11.32
167.792,11.32
167.833,11.32
167.875,11.32
167.917,11.32
167.958,11.32
168,10.94
168.042,10.94
168.083,10.94
168.125,10.94
168.167,10.94
168.208,10.94
168.25,10.94
168.292,10.94
168.333,10.94
168.375,10.94
168.417,10.94
168.458,10.94
168.5,10.94
168.542,10.94
168.583,10.94
168.625,10.94
168.667,10.94
168.708,10.94
168.75,10.94
168.792,10.94
168.833,10.94
168.875,10.94
168.917,10.94
168.958,10.94
169,10.95
169.042,10.95
169.083,10.95
169.125,10.95
169.167,10.95
169.208,10.95
169.25,10.95
169.292,10.95
169.333,10.95
169.375,10.95
169.417,10.95
169.458,10.95
169.5,10.95
169.542,10.95
169.583,10.95
169.625,10.95
169.667,10.95
169.708,10.95
169.75,10.95
169.792,10.95
169.833,10.95
169.875,10.95
169.917,10.95
169.958,10.95
170,11.55
170.042,11.55
170.083,11.55
170.125,11.55
170.167,11.55
170.208,11.55
170.25,11.55
170.292,11.55
170.333,11.55
170.375,11.55
170.417,11.55
170.458,11.55
170.5,11.55
170.542,11.55
170.583,11.55
170.625,11.55
170.667,11.55
170.708,11.55
170.75,11.55
170.792,11.55
170.833,11.55
170.875,11.55
170.917,11.55
170.958,11.55
171,12.31
171.042,12.31
171.083,12.31
171.125,12.31
171.167,12.31
171.208,12.31
171.25,12.31
171.292,12.31
171.333,12.31
171.375,12.31
171.417,12.31
171.458,12.31
171.5,12.31
171.542,12.31
171.583,12.31
171.625,12.31
171.667,12.31
171.708,12.31
171.75,12.31
171.792,12.31
171.833,12.31
171.875,12.31
171.917,12.31
171.958,12.31
172,13.32
172.042,13.32
172.083,13.32
172.125,13.32
172.167,13.32
172.208,13.32
172.25,13.32
172.292,13.32
172.333,13.32
172.375,13.32
172.417,13.32
172.458,13.32
172.5,13.32
172.542,13.32
172.583,13.32
172.625,13.32
172.667,13.32
172.708,13.32
172.75,13.32
172.792,13.32
172.833,13.32
172.875,13.32
172.917,13.32
172.958,13.32
173,14.02
173.042,14.02
173.083,14.02
173.125,14.02
173.167,14.02
173.208,14.02
173.25,14.02
173.292,14.02
173.333,14.02
173.375,14.02
173.417,14.02
173.458,14.02
173.5,14.02
173.542,14.02
173.583,14.02
173.625,14.02
173.667,14.02
173.708,14.02
173.75,14.02
173.792,14.02
173.833,14.02
173.875,14.02
173.917,14.02
173.958,14.02
174,14.43
174.042,14.43
174.083,14.43
174.125,14.43
174.167,14.43
174.208,14.43
174.25,14.43
174.292,14.43
174.333,14.43
174.375,14.43
174.417,14.43
174.458,14.43
174.5,14.43
174.542,14.43
174.583,14.43
174.625,14.43
174.667,14.43
174.708,14.43
174.75,14.43
174.792,14.43
174.833,14.43
174.875,14.43
174.917,14.43
174.958,14.43
175,14.14
175.042,14.14
175.083,14.14
175.125,14.14
175.167,14.14
175.208,14.14
175.25,14.14
175.292,14.14
175.333,14.14
175.375,14.14
175.417,14.14
175.458,14.14
175.5,14.14
175.542,14.14
175.583,14.14
175.625,14.14
175.667,14.14
175.708,14.14
175.75,14.14
175.792,14.14
175.833,14.14
175.875,14.14
175.917,14.14
175.958,14.14
176,12.92
176.042,12.92
176.083,12.92
176.125,12.92
176.167,12.92
176.208,12.92
176.25,12.92
176.292,12.92
176.333,12.92
176.375,12.92
176.417,12.92
176.458,12.92
176.5,12.92
176.542,12.92
176.583,12.92
176.625,12.92
176.667,12.92
176.708,12.92
176.75,12.92
176.792,12.92
176.833,12.92
176.875,12.92
176.917,12.92
176.958,12.92
177,13.43
177.042,13.43
177.083,13.43
177.125,13.43
177.167,13.43
177.208,13.43
177.25,13.43
177.292,13.43
177.333,13.43
177.375,13.43
177.417,13.43
177.458,13.43
177.5,13.43
177.542,13.43
177.583,13.43
177.625,13.43
177.667,13.43
177.708,13.43
177.75,13.43
177.792,13.43
177.833,13.43
177.875,13.43
177.917,13.43
177.958,13.43
178,13.84
178.042,13.84
178.083,13.84
178.125,13.84
178.167,13.84
178.208,13.84
178.25,13.84
178.292,13.84
178.333,13.84
178.375,13.84
178.417,13.84
178.458,13.84
178.5,13.84
178.542,13.84
178.583,13.84
178.625,13.84
178.667,13.84
178.708,13.84
178.75,13.84
178.792,13.84
178.833,13.84
178.875,13.84
178.917,13.84
178.958,13.84
179,14.05
179.042,14.05
179.083,14.05
179.125,14.05
179.167,14.05
179.208,14.05
179.25,14.05
179.292,14.05
179.333,14.05
179.375,14.05
179.417,14.05
179.458,14.05
179.5,14.05
179.542,14.05
179.583,14.05
179.625,14.05
179.667,14.05
179.708,14.05
179.75,14.05
179.792,14.05
179.833,14.05
179.875,14.05
179.917,14.05
179.958,14.05
180,14.22
180.042,14.22
180.083,14.22
180.125,14.22
180.167,14.22
180.208,14.22
180.25,14.22
180.292,14.22
180.333,14.22
180.375,14.22
180.417,14.22
180.458,14.22
180.5,14.22
180.542,14.22
180.583,14.22
180.625,14.22
180.667,14.22
180.708,14.22
180.75,14.22
180.792,14.22
180.833,14.22
180.875,14.22
180.917,14.22
180.958,14.22
181,14.83
181.042,14.83
181.083,14.83
181.125,14.83
181.167,14.83
181.208,14.83
181.25,14.83
181.292,14.83
181.333,14.83
181.375,14.83
181.417,14.83
181.458,14.83
181.5,14.83
181.542,14.83
181.583,14.83
181.625,14.83
181.667,14.83
181.708,14.83
181.75,14.83
181.792,14.83
181.833,14.83
181.875,14.83
181.917,14.83
181.958,14.83
182,15.16
182.042,15.16
182.083,15.16
182.125,15.16
182.167,15.16
182.208,15.16
182.25,15.16
182.292,15.16
182.333,15.16
182.375,15.16
182.417,15.16
182.458,15.16
182.5,15.16
182.542,15.16
182.583,15.16
182.625,15.16
182.667,15.16
182.708,15.16
182.75,15.16
182.792,15.16
182.833,15.16
182.875,15.16
182.917,15.16
182.958,15.16
183,15.39
183.042,15.39
183.083,15.39
183.125,15.39
183.167,15.39
183.208,15.39
183.25,15.39
183.292,15.39
183.333,15.39
183.375,15.39
183.417,15.39
183.458,15.39
183.5,15.39
183.542,15.39
183.583,15.39
183.625,15.39
183.667,15.39
183.708,15.39
183.75,15.39
183.792,15.39
183.833,15.39
183.875,15.39
183.917,15.39
183.958,15.39
184,15.68
184.042,15.68
184.083,15.68
184.125,15.68
184.167,15.68
184.208,15.68
184.25,15.68
184.292,15.68
184.333,15.68
184.375,15.68
184.417,15.68
184.458,15.68
184.5,15.68
184.542,15.68
184.583,15.68
184.625,15.68
184.667,15.68
184.708,15.68
184.75,15.68
184.792,15.68
184.833,15.68
184.875,15.68
184.917,15.68
184.958,15.68
185,15.91
185.042,15.91
185.083,15.91
185.125,15.91
185.167,15.91
185.208,15.91
185.25,15.91
185.292,15.91
185.333,15.91
185.375,15.91
185.417,15.91
185.458,15.91
185.5,15.91
185.542,15.91
185.583,15.91
185.625,15.91
185.667,15.91
185.708,15.91
185.75,15.91
185.792,15.91
185.833,15.91
185.875,15.91
185.917,15.91
185.958,15.91
186,15.43
186.042,15.43
186.083,15.43
186.125,15.43
186.167,15.43
186.208,15.43
186.25,15.43
186.292,15.43
186.333,15.43
186.375,15.43
186.417,15.43
186.458,15.43
186.5,15.43
186.542,15.43
186.583,15.43
186.625,15.43
186.667,15.43
186.708,15.43
186.75,15.43
186.792,15.43
186.833,15.43
186.875,15.43
186.917,15.43
186.958,15.43
187,15.06
187.042,15.06
187.083,15.06
187.125,15.06
187.167,15.06
187.208,15.06
187.25,15.06
187.292,15.06
187.333,15.06
187.375,15.06
187.417,15.06
187.458,15.06
187.5,15.06
187.542,15.06
187.583,15.06
187.625,15.06
187.667,15.06
187.708,15.06
187.75,15.06
187.792,15.06
187.833,15.06
187.875,15.06
187.917,15.06
187.958,15.06
188,15.24
188.042,15.24
188.083,15.24
188.125,15.24
188.167,15.24
188.208,15.24
188.25,15.24
188.292,15.24
188.333,15.24
188.375,15.24
188.417,15.24
188.458,15.24
188.5,15.24
188.542,15.24
188.583,15.24
188.625,15.24
188.667,15.24
188.708,15.24
188.75,15.24
188.792,15.24
188.833,15.24
188.875,15.24
188.917,15.24
188.958,15.24
189,15.5
189.042,15.5
189.083,15.5
189.125,15.5
189.167,15.5
189.208,15.5
189.25,15.5
