$Trinity Lake Br3 inflow Tw year 2016 YC updated 06/01/23,
",,,",
Jday,Stuart
262.708,16.13
262.75,16.13
262.792,16.13
262.833,16.13
262.875,16.13
262.917,16.13
262.958,16.13
263,16.39
263.042,16.39
263.083,16.39
263.125,16.39
263.167,16.39
263.208,16.39
263.25,16.39
263.292,16.39
263.333,16.39
263.375,16.39
263.417,16.39
263.458,16.39
263.5,16.39
263.542,16.39
263.583,16.39
263.625,16.39
263.667,16.39
263.708,16.39
263.75,16.39
263.792,16.39
263.833,16.39
263.875,16.39
263.917,16.39
263.958,16.39
264,15.85
264.042,15.85
264.083,15.85
264.125,15.85
264.167,15.85
264.208,15.85
264.25,15.85
264.292,15.85
264.333,15.85
264.375,15.85
264.417,15.85
264.458,15.85
264.5,15.85
264.542,15.85
264.583,15.85
264.625,15.85
264.667,15.85
264.708,15.85
264.75,15.85
264.792,15.85
264.833,15.85
264.875,15.85
264.917,15.85
264.958,15.85
265,14.79
265.042,14.79
265.083,14.79
265.125,14.79
265.167,14.79
265.208,14.79
265.25,14.79
265.292,14.79
265.333,14.79
265.375,14.79
265.417,14.79
265.458,14.79
265.5,14.79
265.542,14.79
265.583,14.79
265.625,14.79
265.667,14.79
265.708,14.79
265.75,14.79
265.792,14.79
265.833,14.79
265.875,14.79
265.917,14.79
265.958,14.79
266,14.01
266.042,14.01
266.083,14.01
266.125,14.01
266.167,14.01
266.208,14.01
266.25,14.01
266.292,14.01
266.333,14.01
266.375,14.01
266.417,14.01
266.458,14.01
266.5,14.01
266.542,14.01
266.583,14.01
266.625,14.01
266.667,14.01
266.708,14.01
266.75,14.01
266.792,14.01
266.833,14.01
266.875,14.01
266.917,14.01
266.958,14.01
267,13.55
267.042,13.55
267.083,13.55
267.125,13.55
267.167,13.55
267.208,13.55
267.25,13.55
267.292,13.55
267.333,13.55
267.375,13.55
267.417,13.55
267.458,13.55
267.5,13.55
267.542,13.55
267.583,13.55
267.625,13.55
267.667,13.55
267.708,13.55
267.75,13.55
267.792,13.55
267.833,13.55
267.875,13.55
267.917,13.55
267.958,13.55
268,14.68
268.042,14.68
268.083,14.68
268.125,14.68
268.167,14.68
268.208,14.68
268.25,14.68
268.292,14.68
268.333,14.68
268.375,14.68
268.417,14.68
268.458,14.68
268.5,14.68
268.542,14.68
268.583,14.68
268.625,14.68
268.667,14.68
268.708,14.68
268.75,14.68
268.792,14.68
268.833,14.68
268.875,14.68
268.917,14.68
268.958,14.68
269,14.5
269.042,14.5
269.083,14.5
269.125,14.5
269.167,14.5
269.208,14.5
269.25,14.5
269.292,14.5
269.333,14.5
269.375,14.5
269.417,14.5
269.458,14.5
269.5,14.5
269.542,14.5
269.583,14.5
269.625,14.5
269.667,14.5
269.708,14.5
269.75,14.5
269.792,14.5
269.833,14.5
269.875,14.5
269.917,14.5
269.958,14.5
270,14.87
270.042,14.87
270.083,14.87
270.125,14.87
270.167,14.87
270.208,14.87
270.25,14.87
270.292,14.87
270.333,14.87
270.375,14.87
270.417,14.87
270.458,14.87
270.5,14.87
270.542,14.87
270.583,14.87
270.625,14.87
270.667,14.87
270.708,14.87
270.75,14.87
270.792,14.87
270.833,14.87
270.875,14.87
270.917,14.87
270.958,14.87
271,15.03
271.042,15.03
271.083,15.03
271.125,15.03
271.167,15.03
271.208,15.03
271.25,15.03
271.292,15.03
271.333,15.03
271.375,15.03
271.417,15.03
271.458,15.03
271.5,15.03
271.542,15.03
271.583,15.03
271.625,15.03
271.667,15.03
271.708,15.03
271.75,15.03
271.792,15.03
271.833,15.03
271.875,15.03
271.917,15.03
271.958,15.03
272,15.1
272.042,15.1
272.083,15.1
272.125,15.1
272.167,15.1
272.208,15.1
272.25,15.1
272.292,15.1
272.333,15.1
272.375,15.1
272.417,15.1
272.458,15.1
272.5,15.1
272.542,15.1
272.583,15.1
272.625,15.1
272.667,15.1
272.708,15.1
272.75,15.1
272.792,15.1
272.833,15.1
272.875,15.1
272.917,15.1
272.958,15.1
273,14.87
273.042,14.87
273.083,14.87
273.125,14.87
273.167,14.87
273.208,14.87
273.25,14.87
273.292,14.87
273.333,14.87
273.375,14.87
273.417,14.87
273.458,14.87
273.5,14.87
273.542,14.87
273.583,14.87
273.625,14.87
273.667,14.87
273.708,14.87
273.75,14.87
273.792,14.87
273.833,14.87
273.875,14.87
273.917,14.87
273.958,14.87
274,13.8
274.042,13.8
274.083,13.8
274.125,13.8
274.167,13.8
274.208,13.8
274.25,13.8
274.292,13.8
274.333,13.8
274.375,13.8
274.417,13.8
274.458,13.8
274.5,13.8
274.542,13.8
274.583,13.8
274.625,13.8
274.667,13.8
274.708,13.8
274.75,13.8
274.792,13.8
274.833,13.8
274.875,13.8
274.917,13.8
274.958,13.8
275,12.97
275.042,12.97
275.083,12.97
275.125,12.97
275.167,12.97
275.208,12.97
275.25,12.97
275.292,12.97
275.333,12.97
275.375,12.97
275.417,12.97
275.458,12.97
275.5,12.97
275.542,12.97
275.583,12.97
275.625,12.97
275.667,12.97
275.708,12.97
275.75,12.97
275.792,12.97
275.833,12.97
275.875,12.97
275.917,12.97
275.958,12.97
276,11.94
276.042,11.94
276.083,11.94
276.125,11.94
276.167,11.94
276.208,11.94
276.25,11.94
276.292,11.94
276.333,11.94
276.375,11.94
276.417,11.94
276.458,11.94
276.5,11.94
276.542,11.94
276.583,11.94
276.625,11.94
276.667,11.94
276.708,11.94
276.75,11.94
276.792,11.94
276.833,11.94
276.875,11.94
276.917,11.94
276.958,11.94
277,11.06
277.042,11.06
277.083,11.06
277.125,11.06
277.167,11.06
277.208,11.06
277.25,11.06
277.292,11.06
277.333,11.06
277.375,11.06
277.417,11.06
277.458,11.06
277.5,11.06
277.542,11.06
277.583,11.06
277.625,11.06
277.667,11.06
277.708,11.06
277.75,11.06
277.792,11.06
277.833,11.06
277.875,11.06
277.917,11.06
277.958,11.06
278,12.1
278.042,12.1
278.083,12.1
278.125,12.1
278.167,12.1
278.208,12.1
278.25,12.1
278.292,12.1
278.333,12.1
278.375,12.1
278.417,12.1
278.458,12.1
278.5,12.1
278.542,12.1
278.583,12.1
278.625,12.1
278.667,12.1
278.708,12.1
278.75,12.1
278.792,12.1
278.833,12.1
278.875,12.1
278.917,12.1
278.958,12.1
279,11.69
279.042,11.69
279.083,11.69
279.125,11.69
279.167,11.69
279.208,11.69
279.25,11.69
279.292,11.69
279.333,11.69
279.375,11.69
279.417,11.69
279.458,11.69
279.5,11.69
279.542,11.69
279.583,11.69
279.625,11.69
279.667,11.69
279.708,11.69
279.75,11.69
279.792,11.69
279.833,11.69
279.875,11.69
279.917,11.69
279.958,11.69
280,11.48
280.042,11.48
280.083,11.48
280.125,11.48
280.167,11.48
280.208,11.48
280.25,11.48
280.292,11.48
280.333,11.48
280.375,11.48
280.417,11.48
280.458,11.48
280.5,11.48
280.542,11.48
280.583,11.48
280.625,11.48
280.667,11.48
280.708,11.48
280.75,11.48
280.792,11.48
280.833,11.48
280.875,11.48
280.917,11.48
280.958,11.48
281,11.7
281.042,11.7
281.083,11.7
281.125,11.7
281.167,11.7
281.208,11.7
281.25,11.7
281.292,11.7
281.333,11.7
281.375,11.7
281.417,11.7
281.458,11.7
281.5,11.7
281.542,11.7
281.583,11.7
281.625,11.7
281.667,11.7
281.708,11.7
281.75,11.7
281.792,11.7
281.833,11.7
281.875,11.7
281.917,11.7
281.958,11.7
282,12.39
282.042,12.39
282.083,12.39
282.125,12.39
282.167,12.39
282.208,12.39
282.25,12.39
282.292,12.39
282.333,12.39
282.375,12.39
282.417,12.39
282.458,12.39
282.5,12.39
282.542,12.39
282.583,12.39
282.625,12.39
282.667,12.39
282.708,12.39
282.75,12.39
282.792,12.39
282.833,12.39
282.875,12.39
282.917,12.39
282.958,12.39
283,12.73
283.042,12.73
283.083,12.73
283.125,12.73
283.167,12.73
283.208,12.73
283.25,12.73
283.292,12.73
283.333,12.73
283.375,12.73
283.417,12.73
283.458,12.73
283.5,12.73
283.542,12.73
283.583,12.73
283.625,12.73
283.667,12.73
283.708,12.73
283.75,12.73
283.792,12.73
283.833,12.73
283.875,12.73
283.917,12.73
283.958,12.73
284,12.77
284.042,12.77
284.083,12.77
284.125,12.77
284.167,12.77
284.208,12.77
284.25,12.77
284.292,12.77
284.333,12.77
284.375,12.77
284.417,12.77
284.458,12.77
284.5,12.77
284.542,12.77
284.583,12.77
284.625,12.77
284.667,12.77
284.708,12.77
284.75,12.77
284.792,12.77
284.833,12.77
284.875,12.77
284.917,12.77
284.958,12.77
285,12.29
285.042,12.29
285.083,12.29
285.125,12.29
285.167,12.29
285.208,12.29
285.25,12.29
285.292,12.29
285.333,12.29
285.375,12.29
285.417,12.29
285.458,12.29
285.5,12.29
285.542,12.29
285.583,12.29
285.625,12.29
285.667,12.29
285.708,12.29
285.75,12.29
285.792,12.29
285.833,12.29
285.875,12.29
285.917,12.29
285.958,12.29
286,11.96
286.042,11.96
286.083,11.96
286.125,11.96
286.167,11.96
286.208,11.96
286.25,11.96
286.292,11.96
286.333,11.96
286.375,11.96
286.417,11.96
286.458,11.96
286.5,11.96
286.542,11.96
286.583,11.96
286.625,11.96
286.667,11.96
286.708,11.96
286.75,11.96
286.792,11.96
286.833,11.96
286.875,11.96
286.917,11.96
286.958,11.96
287,12.32
287.042,12.32
287.083,12.32
287.125,12.32
287.167,12.32
287.208,12.32
287.25,12.32
287.292,12.32
287.333,12.32
287.375,12.32
287.417,12.32
287.458,12.32
287.5,12.32
287.542,12.32
287.583,12.32
287.625,12.32
287.667,12.32
287.708,12.32
287.75,12.32
287.792,12.32
287.833,12.32
287.875,12.32
287.917,12.32
287.958,12.32
288,11.15
288.042,11.15
288.083,11.15
288.125,11.15
288.167,11.15
288.208,11.15
288.25,11.15
288.292,11.15
288.333,11.15
288.375,11.15
288.417,11.15
288.458,11.15
288.5,11.15
288.542,11.15
288.583,11.15
288.625,11.15
288.667,11.15
288.708,11.15
288.75,11.15
288.792,11.15
288.833,11.15
288.875,11.15
288.917,11.15
288.958,11.15
289,9.64
289.042,9.64
289.083,9.64
289.125,9.64
289.167,9.64
289.208,9.64
289.25,9.64
289.292,9.64
289.333,9.64
289.375,9.64
289.417,9.64
289.458,9.64
289.5,9.64
289.542,9.64
289.583,9.64
289.625,9.64
289.667,9.64
289.708,9.64
289.75,9.64
289.792,9.64
289.833,9.64
289.875,9.64
289.917,9.64
289.958,9.64
290,8.52
290.042,8.52
290.083,8.52
290.125,8.52
290.167,8.52
290.208,8.52
290.25,8.52
290.292,8.52
290.333,8.52
290.375,8.52
290.417,8.52
290.458,8.52
290.5,8.52
290.542,8.52
290.583,8.52
290.625,8.52
290.667,8.52
290.708,8.52
290.75,8.52
290.792,8.52
290.833,8.52
290.875,8.52
290.917,8.52
290.958,8.52
291,8.12
291.042,8.12
291.083,8.12
291.125,8.12
291.167,8.12
291.208,8.12
291.25,8.12
291.292,8.12
291.333,8.12
291.375,8.12
291.417,8.12
291.458,8.12
291.5,8.12
291.542,8.12
291.583,8.12
291.625,8.12
291.667,8.12
291.708,8.12
291.75,8.12
291.792,8.12
291.833,8.12
291.875,8.12
291.917,8.12
291.958,8.12
292,8.28
292.042,8.28
292.083,8.28
292.125,8.28
292.167,8.28
292.208,8.28
292.25,8.28
292.292,8.28
292.333,8.28
292.375,8.28
292.417,8.28
292.458,8.28
292.5,8.28
292.542,8.28
292.583,8.28
292.625,8.28
292.667,8.28
292.708,8.28
292.75,8.28
292.792,8.28
292.833,8.28
292.875,8.28
292.917,8.28
292.958,8.28
293,7.69
293.042,7.69
293.083,7.69
293.125,7.69
293.167,7.69
293.208,7.69
293.25,7.69
293.292,7.69
293.333,7.69
293.375,7.69
293.417,7.69
293.458,7.69
293.5,7.69
293.542,7.69
293.583,7.69
293.625,7.69
293.667,7.69
293.708,7.69
293.75,7.69
293.792,7.69
293.833,7.69
293.875,7.69
293.917,7.69
293.958,7.69
294,8.2
294.042,8.2
294.083,8.2
294.125,8.2
294.167,8.2
294.208,8.2
294.25,8.2
294.292,8.2
294.333,8.2
294.375,8.2
294.417,8.2
294.458,8.2
294.5,8.2
294.542,8.2
294.583,8.2
294.625,8.2
294.667,8.2
294.708,8.2
294.75,8.2
294.792,8.2
294.833,8.2
294.875,8.2
294.917,8.2
294.958,8.2
295,9.02
295.042,9.02
295.083,9.02
295.125,9.02
295.167,9.02
295.208,9.02
295.25,9.02
295.292,9.02
295.333,9.02
295.375,9.02
295.417,9.02
295.458,9.02
295.5,9.02
295.542,9.02
295.583,9.02
295.625,9.02
295.667,9.02
295.708,9.02
295.75,9.02
295.792,9.02
295.833,9.02
295.875,9.02
295.917,9.02
295.958,9.02
296,8.96
296.042,8.96
296.083,8.96
296.125,8.96
296.167,8.96
296.208,8.96
296.25,8.96
296.292,8.96
296.333,8.96
296.375,8.96
296.417,8.96
296.458,8.96
296.5,8.96
296.542,8.96
296.583,8.96
296.625,8.96
296.667,8.96
296.708,8.96
296.75,8.96
296.792,8.96
296.833,8.96
296.875,8.96
296.917,8.96
296.958,8.96
297,8.15
297.042,8.15
297.083,8.15
297.125,8.15
297.167,8.15
297.208,8.15
297.25,8.15
297.292,8.15
297.333,8.15
297.375,8.15
297.417,8.15
297.458,8.15
297.5,8.15
297.542,8.15
297.583,8.15
297.625,8.15
297.667,8.15
297.708,8.15
297.75,8.15
297.792,8.15
297.833,8.15
297.875,8.15
297.917,8.15
297.958,8.15
298,8.21
298.042,8.21
298.083,8.21
298.125,8.21
298.167,8.21
298.208,8.21
298.25,8.21
298.292,8.21
298.333,8.21
298.375,8.21
298.417,8.21
298.458,8.21
298.5,8.21
298.542,8.21
298.583,8.21
298.625,8.21
298.667,8.21
298.708,8.21
298.75,8.21
298.792,8.21
298.833,8.21
298.875,8.21
298.917,8.21
298.958,8.21
299,7.33
299.042,7.33
299.083,7.33
299.125,7.33
299.167,7.33
299.208,7.33
299.25,7.33
299.292,7.33
299.333,7.33
299.375,7.33
299.417,7.33
299.458,7.33
299.5,7.33
299.542,7.33
299.583,7.33
299.625,7.33
299.667,7.33
299.708,7.33
299.75,7.33
299.792,7.33
299.833,7.33
299.875,7.33
299.917,7.33
299.958,7.33
300,8.03
300.042,8.03
300.083,8.03
300.125,8.03
300.167,8.03
300.208,8.03
300.25,8.03
300.292,8.03
300.333,8.03
300.375,8.03
300.417,8.03
300.458,8.03
300.5,8.03
300.542,8.03
300.583,8.03
300.625,8.03
300.667,8.03
300.708,8.03
300.75,8.03
300.792,8.03
300.833,8.03
300.875,8.03
300.917,8.03
300.958,8.03
301,7.62
301.042,7.62
301.083,7.62
301.125,7.62
301.167,7.62
301.208,7.62
301.25,7.62
301.292,7.62
301.333,7.62
301.375,7.62
301.417,7.62
301.458,7.62
301.5,7.62
301.542,7.62
301.583,7.62
301.625,7.62
301.667,7.62
301.708,7.62
301.75,7.62
301.792,7.62
301.833,7.62
301.875,7.62
301.917,7.62
301.958,7.62
302,6.92
302.042,6.92
302.083,6.92
302.125,6.92
302.167,6.92
302.208,6.92
302.25,6.92
302.292,6.92
302.333,6.92
302.375,6.92
302.417,6.92
302.458,6.92
302.5,6.92
302.542,6.92
302.583,6.92
302.625,6.92
302.667,6.92
302.708,6.92
302.75,6.92
302.792,6.92
302.833,6.92
302.875,6.92
302.917,6.92
302.958,6.92
303,7.76
303.042,7.76
303.083,7.76
303.125,7.76
303.167,7.76
303.208,7.76
303.25,7.76
303.292,7.76
303.333,7.76
303.375,7.76
303.417,7.76
303.458,7.76
303.5,7.76
303.542,7.76
303.583,7.76
303.625,7.76
303.667,7.76
303.708,7.76
303.75,7.76
303.792,7.76
303.833,7.76
303.875,7.76
303.917,7.76
303.958,7.76
304,7.09
304.042,7.09
304.083,7.09
304.125,7.09
304.167,7.09
304.208,7.09
304.25,7.09
304.292,7.09
304.333,7.09
304.375,7.09
304.417,7.09
304.458,7.09
304.5,7.09
304.542,7.09
304.583,7.09
304.625,7.09
304.667,7.09
304.708,7.09
304.75,7.09
304.792,7.09
304.833,7.09
304.875,7.09
304.917,7.09
304.958,7.09
305,6.6
305.042,6.6
305.083,6.6
305.125,6.6
305.167,6.6
305.208,6.6
305.25,6.6
305.292,6.6
305.333,6.6
305.375,6.6
305.417,6.6
305.458,6.6
305.5,6.6
305.542,6.6
305.583,6.6
305.625,6.6
305.667,6.6
305.708,6.6
305.75,6.6
305.792,6.6
305.833,6.6
305.875,6.6
305.917,6.6
305.958,6.6
306,6.75
306.042,6.75
306.083,6.75
306.125,6.75
306.167,6.75
306.208,6.75
306.25,6.75
306.292,6.75
306.333,6.75
306.375,6.75
306.417,6.75
306.458,6.75
306.5,6.75
306.542,6.75
306.583,6.75
306.625,6.75
306.667,6.75
306.708,6.75
306.75,6.75
306.792,6.75
306.833,6.75
306.875,6.75
306.917,6.75
306.958,6.75
307,6.31
307.042,6.31
307.083,6.31
307.125,6.31
307.167,6.31
307.208,6.31
307.25,6.31
307.292,6.31
307.333,6.31
307.375,6.31
307.417,6.31
307.458,6.31
307.5,6.31
307.542,6.31
307.583,6.31
307.625,6.31
307.667,6.31
307.708,6.31
307.75,6.31
307.792,6.31
307.833,6.31
307.875,6.31
307.917,6.31
307.958,6.31
308,6.53
308.042,6.53
308.083,6.53
308.125,6.53
308.167,6.53
308.208,6.53
308.25,6.53
308.292,6.53
308.333,6.53
308.375,6.53
308.417,6.53
308.458,6.53
308.5,6.53
308.542,6.53
308.583,6.53
308.625,6.53
308.667,6.53
308.708,6.53
308.75,6.53
308.792,6.53
308.833,6.53
308.875,6.53
308.917,6.53
308.958,6.53
309,7.12
309.042,7.12
309.083,7.12
309.125,7.12
309.167,7.12
309.208,7.12
309.25,7.12
309.292,7.12
309.333,7.12
309.375,7.12
309.417,7.12
309.458,7.12
309.5,7.12
309.542,7.12
309.583,7.12
309.625,7.12
309.667,7.12
309.708,7.12
309.75,7.12
309.792,7.12
309.833,7.12
309.875,7.12
309.917,7.12
309.958,7.12
310,7.03
310.042,7.03
310.083,7.03
310.125,7.03
310.167,7.03
310.208,7.03
310.25,7.03
310.292,7.03
310.333,7.03
310.375,7.03
310.417,7.03
310.458,7.03
310.5,7.03
310.542,7.03
310.583,7.03
310.625,7.03
310.667,7.03
310.708,7.03
310.75,7.03
310.792,7.03
310.833,7.03
310.875,7.03
310.917,7.03
310.958,7.03
311,7.6
311.042,7.6
311.083,7.6
311.125,7.6
311.167,7.6
311.208,7.6
311.25,7.6
311.292,7.6
311.333,7.6
311.375,7.6
311.417,7.6
311.458,7.6
311.5,7.6
311.542,7.6
311.583,7.6
311.625,7.6
311.667,7.6
311.708,7.6
311.75,7.6
311.792,7.6
311.833,7.6
311.875,7.6
311.917,7.6
311.958,7.6
312,7.68
312.042,7.68
312.083,7.68
312.125,7.68
312.167,7.68
312.208,7.68
312.25,7.68
312.292,7.68
312.333,7.68
312.375,7.68
312.417,7.68
312.458,7.68
312.5,7.68
312.542,7.68
312.583,7.68
312.625,7.68
312.667,7.68
312.708,7.68
312.75,7.68
312.792,7.68
312.833,7.68
312.875,7.68
312.917,7.68
312.958,7.68
313,7.58
313.042,7.58
313.083,7.58
313.125,7.58
313.167,7.58
313.208,7.58
313.25,7.58
313.292,7.58
313.333,7.58
313.375,7.58
313.417,7.58
313.458,7.58
313.5,7.58
313.542,7.58
313.583,7.58
313.625,7.58
313.667,7.58
313.708,7.58
313.75,7.58
313.792,7.58
313.833,7.58
313.875,7.58
313.917,7.58
313.958,7.58
314,7.43
314.042,7.43
314.083,7.43
314.125,7.43
314.167,7.43
314.208,7.43
314.25,7.43
314.292,7.43
314.333,7.43
314.375,7.43
314.417,7.43
314.458,7.43
314.5,7.43
314.542,7.43
314.583,7.43
314.625,7.43
314.667,7.43
314.708,7.43
314.75,7.43
314.792,7.43
314.833,7.43
314.875,7.43
314.917,7.43
314.958,7.43
315,7.4
315.042,7.4
315.083,7.4
315.125,7.4
315.167,7.4
315.208,7.4
315.25,7.4
315.292,7.4
315.333,7.4
315.375,7.4
315.417,7.4
315.458,7.4
315.5,7.4
315.542,7.4
315.583,7.4
315.625,7.4
315.667,7.4
315.708,7.4
315.75,7.4
315.792,7.4
315.833,7.4
315.875,7.4
315.917,7.4
315.958,7.4
316,7.7
316.042,7.7
316.083,7.7
316.125,7.7
316.167,7.7
316.208,7.7
316.25,7.7
316.292,7.7
316.333,7.7
316.375,7.7
316.417,7.7
316.458,7.7
316.5,7.7
316.542,7.7
316.583,7.7
316.625,7.7
316.667,7.7
316.708,7.7
316.75,7.7
316.792,7.7
316.833,7.7
316.875,7.7
316.917,7.7
316.958,7.7
317,7.96
317.042,7.96
317.083,7.96
317.125,7.96
317.167,7.96
317.208,7.96
317.25,7.96
317.292,7.96
317.333,7.96
317.375,7.96
317.417,7.96
317.458,7.96
317.5,7.96
317.542,7.96
317.583,7.96
317.625,7.96
317.667,7.96
317.708,7.96
317.75,7.96
317.792,7.96
317.833,7.96
317.875,7.96
317.917,7.96
317.958,7.96
318,7
318.042,7
318.083,7
318.125,7
318.167,7
318.208,7
318.25,7
318.292,7
318.333,7
318.375,7
318.417,7
318.458,7
318.5,7
318.542,7
318.583,7
318.625,7
318.667,7
318.708,7
318.75,7
318.792,7
318.833,7
318.875,7
318.917,7
318.958,7
319,7.29
319.042,7.29
319.083,7.29
319.125,7.29
319.167,7.29
319.208,7.29
319.25,7.29
319.292,7.29
319.333,7.29
319.375,7.29
319.417,7.29
319.458,7.29
319.5,7.29
319.542,7.29
319.583,7.29
319.625,7.29
319.667,7.29
319.708,7.29
319.75,7.29
319.792,7.29
319.833,7.29
319.875,7.29
319.917,7.29
319.958,7.29
320,7.77
320.042,7.77
320.083,7.77
320.125,7.77
320.167,7.77
320.208,7.77
320.25,7.77
320.292,7.77
320.333,7.77
320.375,7.77
320.417,7.77
320.458,7.77
320.5,7.77
320.542,7.77
320.583,7.77
320.625,7.77
320.667,7.77
320.708,7.77
320.75,7.77
320.792,7.77
320.833,7.77
320.875,7.77
320.917,7.77
320.958,7.77
321,5.73
321.042,5.73
321.083,5.73
321.125,5.73
321.167,5.73
321.208,5.73
321.25,5.73
321.292,5.73
321.333,5.73
321.375,5.73
321.417,5.73
321.458,5.73
321.5,5.73
321.542,5.73
321.583,5.73
321.625,5.73
321.667,5.73
321.708,5.73
321.75,5.73
321.792,5.73
321.833,5.73
321.875,5.73
321.917,5.73
321.958,5.73
322,4.94
322.042,4.94
322.083,4.94
322.125,4.94
322.167,4.94
322.208,4.94
322.25,4.94
322.292,4.94
322.333,4.94
322.375,4.94
322.417,4.94
322.458,4.94
322.5,4.94
322.542,4.94
322.583,4.94
322.625,4.94
322.667,4.94
322.708,4.94
322.75,4.94
322.792,4.94
322.833,4.94
322.875,4.94
322.917,4.94
322.958,4.94
323,4.96
323.042,4.96
323.083,4.96
323.125,4.96
323.167,4.96
323.208,4.96
323.25,4.96
323.292,4.96
323.333,4.96
323.375,4.96
323.417,4.96
323.458,4.96
323.5,4.96
323.542,4.96
323.583,4.96
323.625,4.96
323.667,4.96
323.708,4.96
323.75,4.96
323.792,4.96
323.833,4.96
323.875,4.96
323.917,4.96
323.958,4.96
324,5.44
324.042,5.44
324.083,5.44
324.125,5.44
324.167,5.44
324.208,5.44
324.25,5.44
324.292,5.44
324.333,5.44
324.375,5.44
324.417,5.44
324.458,5.44
324.5,5.44
324.542,5.44
324.583,5.44
324.625,5.44
324.667,5.44
324.708,5.44
324.75,5.44
324.792,5.44
324.833,5.44
324.875,5.44
324.917,5.44
324.958,5.44
325,6.01
325.042,6.01
325.083,6.01
325.125,6.01
325.167,6.01
325.208,6.01
325.25,6.01
325.292,6.01
325.333,6.01
325.375,6.01
325.417,6.01
325.458,6.01
325.5,6.01
325.542,6.01
325.583,6.01
325.625,6.01
325.667,6.01
325.708,6.01
325.75,6.01
325.792,6.01
325.833,6.01
325.875,6.01
325.917,6.01
325.958,6.01
326,6.13
326.042,6.13
326.083,6.13
326.125,6.13
326.167,6.13
326.208,6.13
326.25,6.13
326.292,6.13
326.333,6.13
326.375,6.13
326.417,6.13
326.458,6.13
326.5,6.13
326.542,6.13
326.583,6.13
326.625,6.13
326.667,6.13
326.708,6.13
326.75,6.13
326.792,6.13
326.833,6.13
326.875,6.13
326.917,6.13
326.958,6.13
327,5.43
327.042,5.43
327.083,5.43
327.125,5.43
327.167,5.43
327.208,5.43
327.25,5.43
327.292,5.43
327.333,5.43
327.375,5.43
327.417,5.43
327.458,5.43
327.5,5.43
327.542,5.43
327.583,5.43
327.625,5.43
327.667,5.43
327.708,5.43
327.75,5.43
327.792,5.43
327.833,5.43
327.875,5.43
327.917,5.43
327.958,5.43
328,4.98
328.042,4.98
328.083,4.98
328.125,4.98
328.167,4.98
328.208,4.98
328.25,4.98
328.292,4.98
328.333,4.98
328.375,4.98
328.417,4.98
328.458,4.98
328.5,4.98
328.542,4.98
328.583,4.98
328.625,4.98
328.667,4.98
328.708,4.98
328.75,4.98
328.792,4.98
328.833,4.98
328.875,4.98
328.917,4.98
328.958,4.98
329,4.58
329.042,4.58
329.083,4.58
329.125,4.58
329.167,4.58
329.208,4.58
329.25,4.58
329.292,4.58
329.333,4.58
329.375,4.58
329.417,4.58
329.458,4.58
329.5,4.58
329.542,4.58
329.583,4.58
329.625,4.58
329.667,4.58
329.708,4.58
329.75,4.58
329.792,4.58
329.833,4.58
329.875,4.58
329.917,4.58
329.958,4.58
330,5.14
330.042,5.14
330.083,5.14
330.125,5.14
330.167,5.14
330.208,5.14
330.25,5.14
330.292,5.14
330.333,5.14
330.375,5.14
330.417,5.14
330.458,5.14
330.5,5.14
330.542,5.14
330.583,5.14
330.625,5.14
330.667,5.14
330.708,5.14
330.75,5.14
330.792,5.14
330.833,5.14
330.875,5.14
330.917,5.14
330.958,5.14
331,5.1
331.042,5.1
331.083,5.1
331.125,5.1
331.167,5.1
331.208,5.1
331.25,5.1
331.292,5.1
331.333,5.1
331.375,5.1
331.417,5.1
331.458,5.1
331.5,5.1
331.542,5.1
331.583,5.1
331.625,5.1
331.667,5.1
331.708,5.1
331.75,5.1
331.792,5.1
331.833,5.1
331.875,5.1
331.917,5.1
331.958,5.1
332,4.56
332.042,4.56
332.083,4.56
332.125,4.56
332.167,4.56
332.208,4.56
332.25,4.56
332.292,4.56
332.333,4.56
332.375,4.56
332.417,4.56
332.458,4.56
332.5,4.56
332.542,4.56
332.583,4.56
332.625,4.56
332.667,4.56
332.708,4.56
332.75,4.56
332.792,4.56
332.833,4.56
332.875,4.56
332.917,4.56
332.958,4.56
333,4.91
333.042,4.91
333.083,4.91
333.125,4.91
333.167,4.91
333.208,4.91
333.25,4.91
333.292,4.91
333.333,4.91
333.375,4.91
333.417,4.91
333.458,4.91
333.5,4.91
333.542,4.91
333.583,4.91
333.625,4.91
333.667,4.91
333.708,4.91
333.75,4.91
333.792,4.91
333.833,4.91
333.875,4.91
333.917,4.91
333.958,4.91
334,4.36
334.042,4.36
334.083,4.36
334.125,4.36
334.167,4.36
334.208,4.36
334.25,4.36
334.292,4.36
334.333,4.36
334.375,4.36
334.417,4.36
334.458,4.36
334.5,4.36
334.542,4.36
334.583,4.36
334.625,4.36
334.667,4.36
334.708,4.36
334.75,4.36
334.792,4.36
334.833,4.36
334.875,4.36
334.917,4.36
334.958,4.36
335,4.78
335.042,4.78
335.083,4.78
335.125,4.78
335.167,4.78
335.208,4.78
335.25,4.78
335.292,4.78
335.333,4.78
335.375,4.78
335.417,4.78
335.458,4.78
335.5,4.78
335.542,4.78
335.583,4.78
335.625,4.78
335.667,4.78
335.708,4.78
335.75,4.78
335.792,4.78
335.833,4.78
335.875,4.78
335.917,4.78
335.958,4.78
336,4.13
336.042,4.13
336.083,4.13
336.125,4.13
336.167,4.13
336.208,4.13
336.25,4.13
336.292,4.13
336.333,4.13
