$Trinity Lake Br2 inflow year 2016 updated YC 06/01/23,
6.417,19.4818066
6.458,19.4818066
6.5,19.4818066
6.542,19.4818066
6.583,19.4818066
6.625,19.4818066
6.667,19.4818066
6.708,19.4818066
6.75,19.4818066
6.792,19.4818066
6.833,19.4818066
6.875,19.4818066
6.917,19.4818066
6.958,19.4818066
7,13.76185757
7.042,13.76185757
7.083,13.76185757
7.125,13.76185757
7.167,13.76185757
7.208,13.76185757
7.25,13.76185757
7.292,13.76185757
7.333,13.76185757
7.375,13.76185757
7.417,13.76185757
7.458,13.76185757
7.5,13.76185757
7.542,13.76185757
7.583,13.76185757
7.625,13.76185757
7.667,13.76185757
7.708,13.76185757
7.75,13.76185757
7.792,13.76185757
7.833,13.76185757
7.875,13.76185757
7.917,13.76185757
7.958,13.76185757
8,11.55316438
8.042,11.55316438
8.083,11.55316438
8.125,11.55316438
8.167,11.55316438
8.208,11.55316438
8.25,11.55316438
8.292,11.55316438
8.333,11.55316438
8.375,11.55316438
8.417,11.55316438
8.458,11.55316438
8.5,11.55316438
8.542,11.55316438
8.583,11.55316438
8.625,11.55316438
8.667,11.55316438
8.708,11.55316438
8.75,11.55316438
8.792,11.55316438
8.833,11.55316438
8.875,11.55316438
8.917,11.55316438
8.958,11.55316438
9,12.40266176
9.042,12.40266176
9.083,12.40266176
9.125,12.40266176
9.167,12.40266176
9.208,12.40266176
9.25,12.40266176
9.292,12.40266176
9.333,12.40266176
9.375,12.40266176
9.417,12.40266176
9.458,12.40266176
9.5,12.40266176
9.542,12.40266176
9.583,12.40266176
9.625,12.40266176
9.667,12.40266176
9.708,12.40266176
9.75,12.40266176
9.792,12.40266176
9.833,12.40266176
9.875,12.40266176
9.917,12.40266176
9.958,12.40266176
10,9.825853037
10.042,9.825853037
10.083,9.825853037
10.125,9.825853037
10.167,9.825853037
10.208,9.825853037
10.25,9.825853037
10.292,9.825853037
10.333,9.825853037
10.375,9.825853037
10.417,9.825853037
10.458,9.825853037
10.5,9.825853037
10.542,9.825853037
10.583,9.825853037
10.625,9.825853037
10.667,9.825853037
10.708,9.825853037
10.75,9.825853037
10.792,9.825853037
10.833,9.825853037
10.875,9.825853037
10.917,9.825853037
10.958,9.825853037
11,9.372787767
11.042,9.372787767
11.083,9.372787767
11.125,9.372787767
11.167,9.372787767
11.208,9.372787767
11.25,9.372787767
11.292,9.372787767
11.333,9.372787767
11.375,9.372787767
11.417,9.372787767
11.458,9.372787767
11.5,9.372787767
11.542,9.372787767
11.583,9.372787767
11.625,9.372787767
11.667,9.372787767
11.708,9.372787767
11.75,9.372787767
11.792,9.372787767
11.833,9.372787767
11.875,9.372787767
11.917,9.372787767
11.958,9.372787767
12,9.71258672
12.042,9.71258672
12.083,9.71258672
12.125,9.71258672
12.167,9.71258672
12.208,9.71258672
12.25,9.71258672
12.292,9.71258672
12.333,9.71258672
12.375,9.71258672
12.417,9.71258672
12.458,9.71258672
12.5,9.71258672
12.542,9.71258672
12.583,9.71258672
12.625,9.71258672
12.667,9.71258672
12.708,9.71258672
12.75,9.71258672
12.792,9.71258672
12.833,9.71258672
12.875,9.71258672
12.917,9.71258672
12.958,9.71258672
13,41.65368823
13.042,41.65368823
13.083,41.65368823
13.125,41.65368823
13.167,41.65368823
13.208,41.65368823
13.25,41.65368823
13.292,41.65368823
13.333,41.65368823
13.375,41.65368823
13.417,41.65368823
13.458,41.65368823
13.5,41.65368823
13.542,41.65368823
13.583,41.65368823
13.625,41.65368823
13.667,41.65368823
13.708,41.65368823
13.75,41.65368823
13.792,41.65368823
13.833,41.65368823
13.875,41.65368823
13.917,41.65368823
13.958,41.65368823
14,30.89338808
14.042,30.89338808
14.083,30.89338808
14.125,30.89338808
14.167,30.89338808
14.208,30.89338808
14.25,30.89338808
14.292,30.89338808
14.333,30.89338808
14.375,30.89338808
14.417,30.89338808
14.458,30.89338808
14.5,30.89338808
14.542,30.89338808
14.583,30.89338808
14.625,30.89338808
14.667,30.89338808
14.708,30.89338808
14.75,30.89338808
14.792,30.89338808
14.833,30.89338808
14.875,30.89338808
14.917,30.89338808
14.958,30.89338808
15,19.68002265
15.042,19.68002265
15.083,19.68002265
15.125,19.68002265
15.167,19.68002265
15.208,19.68002265
15.25,19.68002265
15.292,19.68002265
15.333,19.68002265
15.375,19.68002265
15.417,19.68002265
15.458,19.68002265
15.5,19.68002265
15.542,19.68002265
15.583,19.68002265
15.625,19.68002265
15.667,19.68002265
15.708,19.68002265
15.75,19.68002265
15.792,19.68002265
15.833,19.68002265
15.875,19.68002265
15.917,19.68002265
15.958,19.68002265
16,23.10632876
16.042,23.10632876
16.083,23.10632876
16.125,23.10632876
16.167,23.10632876
16.208,23.10632876
16.25,23.10632876
16.292,23.10632876
16.333,23.10632876
16.375,23.10632876
16.417,23.10632876
16.458,23.10632876
16.5,23.10632876
16.542,23.10632876
16.583,23.10632876
16.625,23.10632876
16.667,23.10632876
16.708,23.10632876
16.75,23.10632876
16.792,23.10632876
16.833,23.10632876
16.875,23.10632876
16.917,23.10632876
16.958,23.10632876
17,99.67435934
17.042,99.67435934
17.083,99.67435934
17.125,99.67435934
17.167,99.67435934
17.208,99.67435934
17.25,99.67435934
17.292,99.67435934
17.333,99.67435934
17.375,99.67435934
17.417,99.67435934
17.458,99.67435934
17.5,99.67435934
17.542,99.67435934
17.583,99.67435934
17.625,99.67435934
17.667,99.67435934
17.708,99.67435934
17.75,99.67435934
17.792,99.67435934
17.833,99.67435934
17.875,99.67435934
17.917,99.67435934
17.958,99.67435934
18,94.91717401
18.042,94.91717401
18.083,94.91717401
18.125,94.91717401
18.167,94.91717401
18.208,94.91717401
18.25,94.91717401
18.292,94.91717401
18.333,94.91717401
18.375,94.91717401
18.417,94.91717401
18.458,94.91717401
18.5,94.91717401
18.542,94.91717401
18.583,94.91717401
18.625,94.91717401
18.667,94.91717401
18.708,94.91717401
18.75,94.91717401
18.792,94.91717401
18.833,94.91717401
18.875,94.91717401
18.917,94.91717401
18.958,94.91717401
19,98.85317854
19.042,98.85317854
19.083,98.85317854
19.125,98.85317854
19.167,98.85317854
19.208,98.85317854
19.25,98.85317854
19.292,98.85317854
19.333,98.85317854
19.375,98.85317854
19.417,98.85317854
19.458,98.85317854
19.5,98.85317854
19.542,98.85317854
19.583,98.85317854
19.625,98.85317854
19.667,98.85317854
19.708,98.85317854
19.75,98.85317854
19.792,98.85317854
19.833,98.85317854
19.875,98.85317854
19.917,98.85317854
19.958,98.85317854
20,66.37406201
20.042,66.37406201
20.083,66.37406201
20.125,66.37406201
20.167,66.37406201
20.208,66.37406201
20.25,66.37406201
20.292,66.37406201
20.333,66.37406201
20.375,66.37406201
20.417,66.37406201
20.458,66.37406201
20.5,66.37406201
20.542,66.37406201
20.583,66.37406201
20.625,66.37406201
20.667,66.37406201
20.708,66.37406201
20.75,66.37406201
20.792,66.37406201
20.833,66.37406201
20.875,66.37406201
20.917,66.37406201
20.958,66.37406201
21,38.51054793
21.042,38.51054793
21.083,38.51054793
21.125,38.51054793
21.167,38.51054793
21.208,38.51054793
21.25,38.51054793
21.292,38.51054793
21.333,38.51054793
21.375,38.51054793
21.417,38.51054793
21.458,38.51054793
21.5,38.51054793
21.542,38.51054793
21.583,38.51054793
21.625,38.51054793
21.667,38.51054793
21.708,38.51054793
21.75,38.51054793
21.792,38.51054793
21.833,38.51054793
21.875,38.51054793
21.917,38.51054793
21.958,38.51054793
22,66.2607957
22.042,66.2607957
22.083,66.2607957
22.125,66.2607957
22.167,66.2607957
22.208,66.2607957
22.25,66.2607957
22.292,66.2607957
22.333,66.2607957
22.375,66.2607957
22.417,66.2607957
22.458,66.2607957
22.5,66.2607957
22.542,66.2607957
22.583,66.2607957
22.625,66.2607957
22.667,66.2607957
22.708,66.2607957
22.75,66.2607957
22.792,66.2607957
22.833,66.2607957
22.875,66.2607957
22.917,66.2607957
22.958,66.2607957
23,76.79456322
23.042,76.79456322
23.083,76.79456322
23.125,76.79456322
23.167,76.79456322
23.208,76.79456322
23.25,76.79456322
23.292,76.79456322
23.333,76.79456322
23.375,76.79456322
23.417,76.79456322
23.458,76.79456322
23.5,76.79456322
23.542,76.79456322
23.583,76.79456322
23.625,76.79456322
23.667,76.79456322
23.708,76.79456322
23.75,76.79456322
23.792,76.79456322
23.833,76.79456322
23.875,76.79456322
23.917,76.79456322
23.958,76.79456322
24,51.1680589
24.042,51.1680589
24.083,51.1680589
24.125,51.1680589
24.167,51.1680589
24.208,51.1680589
24.25,51.1680589
24.292,51.1680589
24.333,51.1680589
24.375,51.1680589
24.417,51.1680589
24.458,51.1680589
24.5,51.1680589
24.542,51.1680589
24.583,51.1680589
24.625,51.1680589
24.667,51.1680589
24.708,51.1680589
24.75,51.1680589
24.792,51.1680589
24.833,51.1680589
24.875,51.1680589
24.917,51.1680589
24.958,51.1680589
25,36.50007079
25.042,36.50007079
25.083,36.50007079
25.125,36.50007079
25.167,36.50007079
25.208,36.50007079
25.25,36.50007079
25.292,36.50007079
25.333,36.50007079
25.375,36.50007079
25.417,36.50007079
25.458,36.50007079
25.5,36.50007079
25.542,36.50007079
25.583,36.50007079
25.625,36.50007079
25.667,36.50007079
25.708,36.50007079
25.75,36.50007079
25.792,36.50007079
25.833,36.50007079
25.875,36.50007079
25.917,36.50007079
25.958,36.50007079
26,24.77700694
26.042,24.77700694
26.083,24.77700694
26.125,24.77700694
26.167,24.77700694
26.208,24.77700694
26.25,24.77700694
26.292,24.77700694
26.333,24.77700694
26.375,24.77700694
26.417,24.77700694
26.458,24.77700694
26.5,24.77700694
26.542,24.77700694
26.583,24.77700694
26.625,24.77700694
26.667,24.77700694
26.708,24.77700694
26.75,24.77700694
26.792,24.77700694
26.833,24.77700694
26.875,24.77700694
26.917,24.77700694
26.958,24.77700694
27,24.09740903
27.042,24.09740903
27.083,24.09740903
27.125,24.09740903
27.167,24.09740903
27.208,24.09740903
27.25,24.09740903
27.292,24.09740903
27.333,24.09740903
27.375,24.09740903
27.417,24.09740903
27.458,24.09740903
27.5,24.09740903
27.542,24.09740903
27.583,24.09740903
27.625,24.09740903
27.667,24.09740903
27.708,24.09740903
27.75,24.09740903
27.792,24.09740903
27.833,24.09740903
27.875,24.09740903
27.917,24.09740903
27.958,24.09740903
28,30.15715702
28.042,30.15715702
28.083,30.15715702
28.125,30.15715702
28.167,30.15715702
28.208,30.15715702
28.25,30.15715702
28.292,30.15715702
28.333,30.15715702
28.375,30.15715702
28.417,30.15715702
28.458,30.15715702
28.5,30.15715702
28.542,30.15715702
28.583,30.15715702
28.625,30.15715702
28.667,30.15715702
28.708,30.15715702
28.75,30.15715702
28.792,30.15715702
28.833,30.15715702
28.875,30.15715702
28.917,30.15715702
28.958,30.15715702
29,91.91561659
29.042,91.91561659
29.083,91.91561659
29.125,91.91561659
29.167,91.91561659
29.208,91.91561659
29.25,91.91561659
29.292,91.91561659
29.333,91.91561659
29.375,91.91561659
29.417,91.91561659
29.458,91.91561659
29.5,91.91561659
29.542,91.91561659
29.583,91.91561659
29.625,91.91561659
29.667,91.91561659
29.708,91.91561659
29.75,91.91561659
29.792,91.91561659
29.833,91.91561659
29.875,91.91561659
29.917,91.91561659
29.958,91.91561659
30,72.23559394
30.042,72.23559394
30.083,72.23559394
30.125,72.23559394
30.167,72.23559394
30.208,72.23559394
30.25,72.23559394
30.292,72.23559394
30.333,72.23559394
30.375,72.23559394
30.417,72.23559394
30.458,72.23559394
30.5,72.23559394
30.542,72.23559394
30.583,72.23559394
30.625,72.23559394
30.667,72.23559394
30.708,72.23559394
30.75,72.23559394
30.792,72.23559394
30.833,72.23559394
30.875,72.23559394
30.917,72.23559394
30.958,72.23559394
31,46.21265751
31.042,46.21265751
31.083,46.21265751
31.125,46.21265751
31.167,46.21265751
31.208,46.21265751
31.25,46.21265751
31.292,46.21265751
31.333,46.21265751
31.375,46.21265751
31.417,46.21265751
31.458,46.21265751
31.5,46.21265751
31.542,46.21265751
31.583,46.21265751
31.625,46.21265751
31.667,46.21265751
31.708,46.21265751
31.75,46.21265751
31.792,46.21265751
31.833,46.21265751
31.875,46.21265751
31.917,46.21265751
31.958,46.21265751
32,35.3957242
32.042,35.3957242
32.083,35.3957242
32.125,35.3957242
32.167,35.3957242
32.208,35.3957242
32.25,35.3957242
32.292,35.3957242
32.333,35.3957242
32.375,35.3957242
32.417,35.3957242
32.458,35.3957242
32.5,35.3957242
32.542,35.3957242
32.583,35.3957242
32.625,35.3957242
32.667,35.3957242
32.708,35.3957242
32.75,35.3957242
32.792,35.3957242
32.833,35.3957242
32.875,35.3957242
32.917,35.3957242
32.958,35.3957242
33,29.59082543
33.042,29.59082543
33.083,29.59082543
33.125,29.59082543
33.167,29.59082543
33.208,29.59082543
33.25,29.59082543
33.292,29.59082543
33.333,29.59082543
33.375,29.59082543
33.417,29.59082543
33.458,29.59082543
33.5,29.59082543
33.542,29.59082543
33.583,29.59082543
33.625,29.59082543
33.667,29.59082543
33.708,29.59082543
33.75,29.59082543
33.792,29.59082543
33.833,29.59082543
33.875,29.59082543
33.917,29.59082543
33.958,29.59082543
34,26.13620275
34.042,26.13620275
34.083,26.13620275
34.125,26.13620275
34.167,26.13620275
34.208,26.13620275
34.25,26.13620275
34.292,26.13620275
34.333,26.13620275
34.375,26.13620275
34.417,26.13620275
34.458,26.13620275
34.5,26.13620275
34.542,26.13620275
34.583,26.13620275
34.625,26.13620275
34.667,26.13620275
34.708,26.13620275
34.75,26.13620275
34.792,26.13620275
34.833,26.13620275
34.875,26.13620275
34.917,26.13620275
34.958,26.13620275
35,21.37901741
35.042,21.37901741
35.083,21.37901741
35.125,21.37901741
35.167,21.37901741
35.208,21.37901741
35.25,21.37901741
35.292,21.37901741
35.333,21.37901741
35.375,21.37901741
35.417,21.37901741
35.458,21.37901741
35.5,21.37901741
35.542,21.37901741
35.583,21.37901741
35.625,21.37901741
35.667,21.37901741
35.708,21.37901741
35.75,21.37901741
35.792,21.37901741
35.833,21.37901741
35.875,21.37901741
35.917,21.37901741
35.958,21.37901741
36,18.94379159
36.042,18.94379159
36.083,18.94379159
36.125,18.94379159
36.167,18.94379159
36.208,18.94379159
36.25,18.94379159
36.292,18.94379159
36.333,18.94379159
36.375,18.94379159
36.417,18.94379159
36.458,18.94379159
36.5,18.94379159
36.542,18.94379159
36.583,18.94379159
36.625,18.94379159
36.667,18.94379159
36.708,18.94379159
36.75,18.94379159
36.792,18.94379159
36.833,18.94379159
36.875,18.94379159
36.917,18.94379159
36.958,18.94379159
37,17.35806315
37.042,17.35806315
37.083,17.35806315
37.125,17.35806315
37.167,17.35806315
37.208,17.35806315
37.25,17.35806315
37.292,17.35806315
37.333,17.35806315
37.375,17.35806315
37.417,17.35806315
37.458,17.35806315
37.5,17.35806315
37.542,17.35806315
37.583,17.35806315
37.625,17.35806315
37.667,17.35806315
37.708,17.35806315
37.75,17.35806315
37.792,17.35806315
37.833,17.35806315
37.875,17.35806315
37.917,17.35806315
37.958,17.35806315
38,18.6606258
38.042,18.6606258
38.083,18.6606258
38.125,18.6606258
38.167,18.6606258
38.208,18.6606258
38.25,18.6606258
38.292,18.6606258
38.333,18.6606258
38.375,18.6606258
38.417,18.6606258
38.458,18.6606258
38.5,18.6606258
38.542,18.6606258
38.583,18.6606258
38.625,18.6606258
38.667,18.6606258
38.708,18.6606258
38.75,18.6606258
38.792,18.6606258
38.833,18.6606258
38.875,18.6606258
38.917,18.6606258
38.958,18.6606258
39,20.1614045
39.042,20.1614045
39.083,20.1614045
39.125,20.1614045
39.167,20.1614045
39.208,20.1614045
39.25,20.1614045
39.292,20.1614045
39.333,20.1614045
39.375,20.1614045
39.417,20.1614045
39.458,20.1614045
39.5,20.1614045
39.542,20.1614045
39.583,20.1614045
39.625,20.1614045
39.667,20.1614045
39.708,20.1614045
39.75,20.1614045
39.792,20.1614045
39.833,20.1614045
39.875,20.1614045
39.917,20.1614045
39.958,20.1614045
40,24.38057483
40.042,24.38057483
40.083,24.38057483
40.125,24.38057483
40.167,24.38057483
40.208,24.38057483
40.25,24.38057483
40.292,24.38057483
40.333,24.38057483
40.375,24.38057483
40.417,24.38057483
40.458,24.38057483
40.5,24.38057483
40.542,24.38057483
40.583,24.38057483
40.625,24.38057483
40.667,24.38057483
40.708,24.38057483
40.75,24.38057483
40.792,24.38057483
40.833,24.38057483
40.875,24.38057483
40.917,24.38057483
40.958,24.38057483
41,25.59818774
41.042,25.59818774
41.083,25.59818774
41.125,25.59818774
41.167,25.59818774
41.208,25.59818774
41.25,25.59818774
41.292,25.59818774
41.333,25.59818774
41.375,25.59818774
41.417,25.59818774
41.458,25.59818774
41.5,25.59818774
41.542,25.59818774
41.583,25.59818774
41.625,25.59818774
41.667,25.59818774
41.708,25.59818774
41.75,25.59818774
41.792,25.59818774
41.833,25.59818774
41.875,25.59818774
41.917,25.59818774
41.958,25.59818774
42,25.88135353
42.042,25.88135353
42.083,25.88135353
42.125,25.88135353
42.167,25.88135353
42.208,25.88135353
42.25,25.88135353
42.292,25.88135353
42.333,25.88135353
42.375,25.88135353
42.417,25.88135353
42.458,25.88135353
42.5,25.88135353
42.542,25.88135353
42.583,25.88135353
42.625,25.88135353
42.667,25.88135353
42.708,25.88135353
42.75,25.88135353
42.792,25.88135353
42.833,25.88135353
42.875,25.88135353
42.917,25.88135353
42.958,25.88135353
43,29.50587569
43.042,29.50587569
43.083,29.50587569
43.125,29.50587569
43.167,29.50587569
43.208,29.50587569
43.25,29.50587569
43.292,29.50587569
43.333,29.50587569
43.375,29.50587569
43.417,29.50587569
43.458,29.50587569
43.5,29.50587569
43.542,29.50587569
43.583,29.50587569
43.625,29.50587569
43.667,29.50587569
43.708,29.50587569
43.75,29.50587569
43.792,29.50587569
43.833,29.50587569
43.875,29.50587569
43.917,29.50587569
43.958,29.50587569
44,29.84567464
44.042,29.84567464
44.083,29.84567464
44.125,29.84567464
44.167,29.84567464
44.208,29.84567464
44.25,29.84567464
44.292,29.84567464
44.333,29.84567464
44.375,29.84567464
44.417,29.84567464
44.458,29.84567464
44.5,29.84567464
44.542,29.84567464
44.583,29.84567464
44.625,29.84567464
44.667,29.84567464
44.708,29.84567464
44.75,29.84567464
44.792,29.84567464
44.833,29.84567464
44.875,29.84567464
44.917,29.84567464
44.958,29.84567464
45,30.21379017
45.042,30.21379017
45.083,30.21379017
45.125,30.21379017
45.167,30.21379017
45.208,30.21379017
45.25,30.21379017
45.292,30.21379017
45.333,30.21379017
45.375,30.21379017
45.417,30.21379017
45.458,30.21379017
45.5,30.21379017
45.542,30.21379017
45.583,30.21379017
45.625,30.21379017
45.667,30.21379017
45.708,30.21379017
45.75,30.21379017
45.792,30.21379017
45.833,30.21379017
45.875,30.21379017
45.917,30.21379017
45.958,30.21379017
46,35.16919156
46.042,35.16919156
46.083,35.16919156
46.125,35.16919156
46.167,35.16919156
46.208,35.16919156
46.25,35.16919156
46.292,35.16919156
46.333,35.16919156
46.375,35.16919156
46.417,35.16919156
46.458,35.16919156
46.5,35.16919156
46.542,35.16919156
46.583,35.16919156
46.625,35.16919156
46.667,35.16919156
46.708,35.16919156
46.75,35.16919156
46.792,35.16919156
46.833,35.16919156
46.875,35.16919156
46.917,35.16919156
46.958,35.16919156
47,34.2913776
47.042,34.2913776
47.083,34.2913776
47.125,34.2913776
47.167,34.2913776
47.208,34.2913776
47.25,34.2913776
47.292,34.2913776
47.333,34.2913776
47.375,34.2913776
47.417,34.2913776
47.458,34.2913776
47.5,34.2913776
47.542,34.2913776
47.583,34.2913776
47.625,34.2913776
47.667,34.2913776
47.708,34.2913776
47.75,34.2913776
47.792,34.2913776
47.833,34.2913776
47.875,34.2913776
47.917,34.2913776
47.958,34.2913776
48,47.20373779
48.042,47.20373779
48.083,47.20373779
48.125,47.20373779
48.167,47.20373779
48.208,47.20373779
48.25,47.20373779
48.292,47.20373779
48.333,47.20373779
48.375,47.20373779
48.417,47.20373779
48.458,47.20373779
48.5,47.20373779
48.542,47.20373779
48.583,47.20373779
48.625,47.20373779
48.667,47.20373779
48.708,47.20373779
48.75,47.20373779
48.792,47.20373779
48.833,47.20373779
48.875,47.20373779
48.917,47.20373779
48.958,47.20373779
49,74.33102081
49.042,74.33102081
49.083,74.33102081
49.125,74.33102081
49.167,74.33102081
49.208,74.33102081
49.25,74.33102081
49.292,74.33102081
49.333,74.33102081
49.375,74.33102081
49.417,74.33102081
49.458,74.33102081
49.5,74.33102081
49.542,74.33102081
49.583,74.33102081
49.625,74.33102081
49.667,74.33102081
49.708,74.33102081
49.75,74.33102081
49.792,74.33102081
49.833,74.33102081
49.875,74.33102081
49.917,74.33102081
49.958,74.33102081
50,50.43182784
50.042,50.43182784
50.083,50.43182784
50.125,50.43182784
50.167,50.43182784
50.208,50.43182784
50.25,50.43182784
50.292,50.43182784
50.333,50.43182784
50.375,50.43182784
50.417,50.43182784
50.458,50.43182784
50.5,50.43182784
50.542,50.43182784
50.583,50.43182784
50.625,50.43182784
50.667,50.43182784
50.708,50.43182784
50.75,50.43182784
50.792,50.43182784
50.833,50.43182784
50.875,50.43182784
50.917,50.43182784
50.958,50.43182784
51,39.10519609
51.042,39.10519609
51.083,39.10519609
51.125,39.10519609
51.167,39.10519609
51.208,39.10519609
51.25,39.10519609
51.292,39.10519609
51.333,39.10519609
51.375,39.10519609
51.417,39.10519609
51.458,39.10519609
51.5,39.10519609
51.542,39.10519609
51.583,39.10519609
51.625,39.10519609
51.667,39.10519609
51.708,39.10519609
51.75,39.10519609
51.792,39.10519609
51.833,39.10519609
51.875,39.10519609
51.917,39.10519609
51.958,39.10519609
52,31.71456888
52.042,31.71456888
52.083,31.71456888
52.125,31.71456888
52.167,31.71456888
52.208,31.71456888
52.25,31.71456888
52.292,31.71456888
52.333,31.71456888
52.375,31.71456888
52.417,31.71456888
52.458,31.71456888
52.5,31.71456888
52.542,31.71456888
52.583,31.71456888
52.625,31.71456888
52.667,31.71456888
52.708,31.71456888
52.75,31.71456888
52.792,31.71456888
52.833,31.71456888
52.875,31.71456888
52.917,31.71456888
52.958,31.71456888
53,27.92014725
53.042,27.92014725
53.083,27.92014725
53.125,27.92014725
53.167,27.92014725
53.208,27.92014725
53.25,27.92014725
53.292,27.92014725
53.333,27.92014725
53.375,27.92014725
53.417,27.92014725
53.458,27.92014725
53.5,27.92014725
53.542,27.92014725
53.583,27.92014725
53.625,27.92014725
53.667,27.92014725
53.708,27.92014725
53.75,27.92014725
53.792,27.92014725
53.833,27.92014725
53.875,27.92014725
53.917,27.92014725
53.958,27.92014725
54,27.52371514
54.042,27.52371514
54.083,27.52371514
54.125,27.52371514
54.167,27.52371514
54.208,27.52371514
54.25,27.52371514
54.292,27.52371514
54.333,27.52371514
54.375,27.52371514
54.417,27.52371514
54.458,27.52371514
54.5,27.52371514
54.542,27.52371514
54.583,27.52371514
54.625,27.52371514
54.667,27.52371514
54.708,27.52371514
54.75,27.52371514
54.792,27.52371514
54.833,27.52371514
54.875,27.52371514
54.917,27.52371514
54.958,27.52371514
55,23.53107745
55.042,23.53107745
55.083,23.53107745
55.125,23.53107745
55.167,23.53107745
55.208,23.53107745
55.25,23.53107745
55.292,23.53107745
55.333,23.53107745
55.375,23.53107745
55.417,23.53107745
55.458,23.53107745
55.5,23.53107745
55.542,23.53107745
55.583,23.53107745
55.625,23.53107745
55.667,23.53107745
55.708,23.53107745
55.75,23.53107745
55.792,23.53107745
55.833,23.53107745
55.875,23.53107745
55.917,23.53107745
55.958,23.53107745
56,22.37009769
56.042,22.37009769
56.083,22.37009769
56.125,22.37009769
56.167,22.37009769
56.208,22.37009769
56.25,22.37009769
56.292,22.37009769
56.333,22.37009769
56.375,22.37009769
56.417,22.37009769
56.458,22.37009769
56.5,22.37009769
56.542,22.37009769
56.583,22.37009769
56.625,22.37009769
56.667,22.37009769
56.708,22.37009769
56.75,22.37009769
56.792,22.37009769
56.833,22.37009769
56.875,22.37009769
56.917,22.37009769
56.958,22.37009769
57,21.74713295
57.042,21.74713295
57.083,21.74713295
57.125,21.74713295
57.167,21.74713295
57.208,21.74713295
57.25,21.74713295
57.292,21.74713295
57.333,21.74713295
57.375,21.74713295
57.417,21.74713295
57.458,21.74713295
57.5,21.74713295
57.542,21.74713295
57.583,21.74713295
57.625,21.74713295
57.667,21.74713295
57.708,21.74713295
57.75,21.74713295
57.792,21.74713295
57.833,21.74713295
57.875,21.74713295
57.917,21.74713295
57.958,21.74713295
58,28.51479541
58.042,28.51479541
58.083,28.51479541
58.125,28.51479541
58.167,28.51479541
58.208,28.51479541
58.25,28.51479541
58.292,28.51479541
58.333,28.51479541
58.375,28.51479541
58.417,28.51479541
58.458,28.51479541
58.5,28.51479541
58.542,28.51479541
58.583,28.51479541
58.625,28.51479541
58.667,28.51479541
58.708,28.51479541
58.75,28.51479541
58.792,28.51479541
58.833,28.51479541
58.875,28.51479541
58.917,28.51479541
58.958,28.51479541
59,24.89027325
59.042,24.89027325
59.083,24.89027325
59.125,24.89027325
59.167,24.89027325
59.208,24.89027325
59.25,24.89027325
59.292,24.89027325
59.333,24.89027325
59.375,24.89027325
59.417,24.89027325
