$Trinity Lake Br1 inflow Tw year 2016 YC updated  06/01/23,
",,,",
Jday,Trinity R
185.625,17.87
185.667,17.87
185.708,17.87
185.75,17.87
185.792,17.87
185.833,17.87
185.875,17.87
185.917,17.87
185.958,17.87
186,17.35
186.042,17.35
186.083,17.35
186.125,17.35
186.167,17.35
186.208,17.35
186.25,17.35
186.292,17.35
186.333,17.35
186.375,17.35
186.417,17.35
186.458,17.35
186.5,17.35
186.542,17.35
186.583,17.35
186.625,17.35
186.667,17.35
186.708,17.35
186.75,17.35
186.792,17.35
186.833,17.35
186.875,17.35
186.917,17.35
186.958,17.35
187,16.94
187.042,16.94
187.083,16.94
187.125,16.94
187.167,16.94
187.208,16.94
187.25,16.94
187.292,16.94
187.333,16.94
187.375,16.94
187.417,16.94
187.458,16.94
187.5,16.94
187.542,16.94
187.583,16.94
187.625,16.94
187.667,16.94
187.708,16.94
187.75,16.94
187.792,16.94
187.833,16.94
187.875,16.94
187.917,16.94
187.958,16.94
188,17.14
188.042,17.14
188.083,17.14
188.125,17.14
188.167,17.14
188.208,17.14
188.25,17.14
188.292,17.14
188.333,17.14
188.375,17.14
188.417,17.14
188.458,17.14
188.5,17.14
188.542,17.14
188.583,17.14
188.625,17.14
188.667,17.14
188.708,17.14
188.75,17.14
188.792,17.14
188.833,17.14
188.875,17.14
188.917,17.14
188.958,17.14
189,17.42
189.042,17.42
189.083,17.42
189.125,17.42
189.167,17.42
189.208,17.42
189.25,17.42
189.292,17.42
189.333,17.42
189.375,17.42
189.417,17.42
189.458,17.42
189.5,17.42
189.542,17.42
189.583,17.42
189.625,17.42
189.667,17.42
189.708,17.42
189.75,17.42
189.792,17.42
189.833,17.42
189.875,17.42
189.917,17.42
189.958,17.42
190,16.42
190.042,16.42
190.083,16.42
190.125,16.42
190.167,16.42
190.208,16.42
190.25,16.42
190.292,16.42
190.333,16.42
190.375,16.42
190.417,16.42
190.458,16.42
190.5,16.42
190.542,16.42
190.583,16.42
190.625,16.42
190.667,16.42
190.708,16.42
190.75,16.42
190.792,16.42
190.833,16.42
190.875,16.42
190.917,16.42
190.958,16.42
191,16.68
191.042,16.68
191.083,16.68
191.125,16.68
191.167,16.68
191.208,16.68
191.25,16.68
191.292,16.68
191.333,16.68
191.375,16.68
191.417,16.68
191.458,16.68
191.5,16.68
191.542,16.68
191.583,16.68
191.625,16.68
191.667,16.68
191.708,16.68
191.75,16.68
191.792,16.68
191.833,16.68
191.875,16.68
191.917,16.68
191.958,16.68
192,15.63
192.042,15.63
192.083,15.63
192.125,15.63
192.167,15.63
192.208,15.63
192.25,15.63
192.292,15.63
192.333,15.63
192.375,15.63
192.417,15.63
192.458,15.63
192.5,15.63
192.542,15.63
192.583,15.63
192.625,15.63
192.667,15.63
192.708,15.63
192.75,15.63
192.792,15.63
192.833,15.63
192.875,15.63
192.917,15.63
192.958,15.63
193,16.07
193.042,16.07
193.083,16.07
193.125,16.07
193.167,16.07
193.208,16.07
193.25,16.07
193.292,16.07
193.333,16.07
193.375,16.07
193.417,16.07
193.458,16.07
193.5,16.07
193.542,16.07
193.583,16.07
193.625,16.07
193.667,16.07
193.708,16.07
193.75,16.07
193.792,16.07
193.833,16.07
193.875,16.07
193.917,16.07
193.958,16.07
194,16.73
194.042,16.73
194.083,16.73
194.125,16.73
194.167,16.73
194.208,16.73
194.25,16.73
194.292,16.73
194.333,16.73
194.375,16.73
194.417,16.73
194.458,16.73
194.5,16.73
194.542,16.73
194.583,16.73
194.625,16.73
194.667,16.73
194.708,16.73
194.75,16.73
194.792,16.73
194.833,16.73
194.875,16.73
194.917,16.73
194.958,16.73
195,17.48
195.042,17.48
195.083,17.48
195.125,17.48
195.167,17.48
195.208,17.48
195.25,17.48
195.292,17.48
195.333,17.48
195.375,17.48
195.417,17.48
195.458,17.48
195.5,17.48
195.542,17.48
195.583,17.48
195.625,17.48
195.667,17.48
195.708,17.48
195.75,17.48
195.792,17.48
195.833,17.48
195.875,17.48
195.917,17.48
195.958,17.48
196,18.17
196.042,18.17
196.083,18.17
196.125,18.17
196.167,18.17
196.208,18.17
196.25,18.17
196.292,18.17
196.333,18.17
196.375,18.17
196.417,18.17
196.458,18.17
196.5,18.17
196.542,18.17
196.583,18.17
196.625,18.17
196.667,18.17
196.708,18.17
196.75,18.17
196.792,18.17
196.833,18.17
196.875,18.17
196.917,18.17
196.958,18.17
197,18.79
197.042,18.79
197.083,18.79
197.125,18.79
197.167,18.79
197.208,18.79
197.25,18.79
197.292,18.79
197.333,18.79
197.375,18.79
197.417,18.79
197.458,18.79
197.5,18.79
197.542,18.79
197.583,18.79
197.625,18.79
197.667,18.79
197.708,18.79
197.75,18.79
197.792,18.79
197.833,18.79
197.875,18.79
197.917,18.79
197.958,18.79
198,18.39
198.042,18.39
198.083,18.39
198.125,18.39
198.167,18.39
198.208,18.39
198.25,18.39
198.292,18.39
198.333,18.39
198.375,18.39
198.417,18.39
198.458,18.39
198.5,18.39
198.542,18.39
198.583,18.39
198.625,18.39
198.667,18.39
198.708,18.39
198.75,18.39
198.792,18.39
198.833,18.39
198.875,18.39
198.917,18.39
198.958,18.39
199,18.26
199.042,18.26
199.083,18.26
199.125,18.26
199.167,18.26
199.208,18.26
199.25,18.26
199.292,18.26
199.333,18.26
199.375,18.26
199.417,18.26
199.458,18.26
199.5,18.26
199.542,18.26
199.583,18.26
199.625,18.26
199.667,18.26
199.708,18.26
199.75,18.26
199.792,18.26
199.833,18.26
199.875,18.26
199.917,18.26
199.958,18.26
200,17.89
200.042,17.89
200.083,17.89
200.125,17.89
200.167,17.89
200.208,17.89
200.25,17.89
200.292,17.89
200.333,17.89
200.375,17.89
200.417,17.89
200.458,17.89
200.5,17.89
200.542,17.89
200.583,17.89
200.625,17.89
200.667,17.89
200.708,17.89
200.75,17.89
200.792,17.89
200.833,17.89
200.875,17.89
200.917,17.89
200.958,17.89
201,18.13
201.042,18.13
201.083,18.13
201.125,18.13
201.167,18.13
201.208,18.13
201.25,18.13
201.292,18.13
201.333,18.13
201.375,18.13
201.417,18.13
201.458,18.13
201.5,18.13
201.542,18.13
201.583,18.13
201.625,18.13
201.667,18.13
201.708,18.13
201.75,18.13
201.792,18.13
201.833,18.13
201.875,18.13
201.917,18.13
201.958,18.13
202,18.37
202.042,18.37
202.083,18.37
202.125,18.37
202.167,18.37
202.208,18.37
202.25,18.37
202.292,18.37
202.333,18.37
202.375,18.37
202.417,18.37
202.458,18.37
202.5,18.37
202.542,18.37
202.583,18.37
202.625,18.37
202.667,18.37
202.708,18.37
202.75,18.37
202.792,18.37
202.833,18.37
202.875,18.37
202.917,18.37
202.958,18.37
203,18.63
203.042,18.63
203.083,18.63
203.125,18.63
203.167,18.63
203.208,18.63
203.25,18.63
203.292,18.63
203.333,18.63
203.375,18.63
203.417,18.63
203.458,18.63
203.5,18.63
203.542,18.63
203.583,18.63
203.625,18.63
203.667,18.63
203.708,18.63
203.75,18.63
203.792,18.63
203.833,18.63
203.875,18.63
203.917,18.63
203.958,18.63
204,18.42
204.042,18.42
204.083,18.42
204.125,18.42
204.167,18.42
204.208,18.42
204.25,18.42
204.292,18.42
204.333,18.42
204.375,18.42
204.417,18.42
204.458,18.42
204.5,18.42
204.542,18.42
204.583,18.42
204.625,18.42
204.667,18.42
204.708,18.42
204.75,18.42
204.792,18.42
204.833,18.42
204.875,18.42
204.917,18.42
204.958,18.42
205,18.85
205.042,18.85
205.083,18.85
205.125,18.85
205.167,18.85
205.208,18.85
205.25,18.85
205.292,18.85
205.333,18.85
205.375,18.85
205.417,18.85
205.458,18.85
205.5,18.85
205.542,18.85
205.583,18.85
205.625,18.85
205.667,18.85
205.708,18.85
205.75,18.85
205.792,18.85
205.833,18.85
205.875,18.85
205.917,18.85
205.958,18.85
206,19.7
206.042,19.7
206.083,19.7
206.125,19.7
206.167,19.7
206.208,19.7
206.25,19.7
206.292,19.7
206.333,19.7
206.375,19.7
206.417,19.7
206.458,19.7
206.5,19.7
206.542,19.7
206.583,19.7
206.625,19.7
206.667,19.7
206.708,19.7
206.75,19.7
206.792,19.7
206.833,19.7
206.875,19.7
206.917,19.7
206.958,19.7
207,20.33
207.042,20.33
207.083,20.33
207.125,20.33
207.167,20.33
207.208,20.33
207.25,20.33
207.292,20.33
207.333,20.33
207.375,20.33
207.417,20.33
207.458,20.33
207.5,20.33
207.542,20.33
207.583,20.33
207.625,20.33
207.667,20.33
207.708,20.33
207.75,20.33
207.792,20.33
207.833,20.33
207.875,20.33
207.917,20.33
207.958,20.33
208,20.77
208.042,20.77
208.083,20.77
208.125,20.77
208.167,20.77
208.208,20.77
208.25,20.77
208.292,20.77
208.333,20.77
208.375,20.77
208.417,20.77
208.458,20.77
208.5,20.77
208.542,20.77
208.583,20.77
208.625,20.77
208.667,20.77
208.708,20.77
208.75,20.77
208.792,20.77
208.833,20.77
208.875,20.77
208.917,20.77
208.958,20.77
209,21.04
209.042,21.04
209.083,21.04
209.125,21.04
209.167,21.04
209.208,21.04
209.25,21.04
209.292,21.04
209.333,21.04
209.375,21.04
209.417,21.04
209.458,21.04
209.5,21.04
209.542,21.04
209.583,21.04
209.625,21.04
209.667,21.04
209.708,21.04
209.75,21.04
209.792,21.04
209.833,21.04
209.875,21.04
209.917,21.04
209.958,21.04
210,21.43
210.042,21.43
210.083,21.43
210.125,21.43
210.167,21.43
210.208,21.43
210.25,21.43
210.292,21.43
210.333,21.43
210.375,21.43
210.417,21.43
210.458,21.43
210.5,21.43
210.542,21.43
210.583,21.43
210.625,21.43
210.667,21.43
210.708,21.43
210.75,21.43
210.792,21.43
210.833,21.43
210.875,21.43
210.917,21.43
210.958,21.43
211,21.95
211.042,21.95
211.083,21.95
211.125,21.95
211.167,21.95
211.208,21.95
211.25,21.95
211.292,21.95
211.333,21.95
211.375,21.95
211.417,21.95
211.458,21.95
211.5,21.95
211.542,21.95
211.583,21.95
211.625,21.95
211.667,21.95
211.708,21.95
211.75,21.95
211.792,21.95
211.833,21.95
211.875,21.95
211.917,21.95
211.958,21.95
212,22.29
212.042,22.29
212.083,22.29
212.125,22.29
212.167,22.29
212.208,22.29
212.25,22.29
212.292,22.29
212.333,22.29
212.375,22.29
212.417,22.29
212.458,22.29
212.5,22.29
212.542,22.29
212.583,22.29
212.625,22.29
212.667,22.29
212.708,22.29
212.75,22.29
212.792,22.29
212.833,22.29
212.875,22.29
212.917,22.29
212.958,22.29
213,21.99
213.042,21.99
213.083,21.99
213.125,21.99
213.167,21.99
213.208,21.99
213.25,21.99
213.292,21.99
213.333,21.99
213.375,21.99
213.417,21.99
213.458,21.99
213.5,21.99
213.542,21.99
213.583,21.99
213.625,21.99
213.667,21.99
213.708,21.99
213.75,21.99
213.792,21.99
213.833,21.99
213.875,21.99
213.917,21.99
213.958,21.99
214,21.66
214.042,21.66
214.083,21.66
214.125,21.66
214.167,21.66
214.208,21.66
214.25,21.66
214.292,21.66
214.333,21.66
214.375,21.66
214.417,21.66
214.458,21.66
214.5,21.66
214.542,21.66
214.583,21.66
214.625,21.66
214.667,21.66
214.708,21.66
214.75,21.66
214.792,21.66
214.833,21.66
214.875,21.66
214.917,21.66
214.958,21.66
215,20.86
215.042,20.86
215.083,20.86
215.125,20.86
215.167,20.86
215.208,20.86
215.25,20.86
215.292,20.86
215.333,20.86
215.375,20.86
215.417,20.86
215.458,20.86
215.5,20.86
215.542,20.86
215.583,20.86
215.625,20.86
215.667,20.86
215.708,20.86
215.75,20.86
215.792,20.86
215.833,20.86
215.875,20.86
215.917,20.86
215.958,20.86
216,20.62
216.042,20.62
216.083,20.62
216.125,20.62
216.167,20.62
216.208,20.62
216.25,20.62
216.292,20.62
216.333,20.62
216.375,20.62
216.417,20.62
216.458,20.62
216.5,20.62
216.542,20.62
216.583,20.62
216.625,20.62
216.667,20.62
216.708,20.62
216.75,20.62
216.792,20.62
216.833,20.62
216.875,20.62
216.917,20.62
216.958,20.62
217,21.08
217.042,21.08
217.083,21.08
217.125,21.08
217.167,21.08
217.208,21.08
217.25,21.08
217.292,21.08
217.333,21.08
217.375,21.08
217.417,21.08
217.458,21.08
217.5,21.08
217.542,21.08
217.583,21.08
217.625,21.08
217.667,21.08
217.708,21.08
217.75,21.08
217.792,21.08
217.833,21.08
217.875,21.08
217.917,21.08
217.958,21.08
218,20.75
218.042,20.75
218.083,20.75
218.125,20.75
218.167,20.75
218.208,20.75
218.25,20.75
218.292,20.75
218.333,20.75
218.375,20.75
218.417,20.75
218.458,20.75
218.5,20.75
218.542,20.75
218.583,20.75
218.625,20.75
218.667,20.75
218.708,20.75
218.75,20.75
218.792,20.75
218.833,20.75
218.875,20.75
218.917,20.75
218.958,20.75
219,20.29
219.042,20.29
219.083,20.29
219.125,20.29
219.167,20.29
219.208,20.29
219.25,20.29
219.292,20.29
219.333,20.29
219.375,20.29
219.417,20.29
219.458,20.29
219.5,20.29
219.542,20.29
219.583,20.29
219.625,20.29
219.667,20.29
219.708,20.29
219.75,20.29
219.792,20.29
219.833,20.29
219.875,20.29
219.917,20.29
219.958,20.29
220,19.69
220.042,19.69
220.083,19.69
220.125,19.69
220.167,19.69
220.208,19.69
220.25,19.69
220.292,19.69
220.333,19.69
220.375,19.69
220.417,19.69
220.458,19.69
220.5,19.69
220.542,19.69
220.583,19.69
220.625,19.69
220.667,19.69
220.708,19.69
220.75,19.69
220.792,19.69
220.833,19.69
220.875,19.69
220.917,19.69
220.958,19.69
221,19.56
221.042,19.56
221.083,19.56
221.125,19.56
221.167,19.56
221.208,19.56
221.25,19.56
221.292,19.56
221.333,19.56
221.375,19.56
221.417,19.56
221.458,19.56
221.5,19.56
221.542,19.56
221.583,19.56
221.625,19.56
221.667,19.56
221.708,19.56
221.75,19.56
221.792,19.56
221.833,19.56
221.875,19.56
221.917,19.56
221.958,19.56
222,19.79
222.042,19.79
222.083,19.79
222.125,19.79
222.167,19.79
222.208,19.79
222.25,19.79
222.292,19.79
222.333,19.79
222.375,19.79
222.417,19.79
222.458,19.79
222.5,19.79
222.542,19.79
222.583,19.79
222.625,19.79
222.667,19.79
222.708,19.79
222.75,19.79
222.792,19.79
222.833,19.79
222.875,19.79
222.917,19.79
222.958,19.79
223,20.43
223.042,20.43
223.083,20.43
223.125,20.43
223.167,20.43
223.208,20.43
223.25,20.43
223.292,20.43
223.333,20.43
223.375,20.43
223.417,20.43
223.458,20.43
223.5,20.43
223.542,20.43
223.583,20.43
223.625,20.43
223.667,20.43
223.708,20.43
223.75,20.43
223.792,20.43
223.833,20.43
223.875,20.43
223.917,20.43
223.958,20.43
224,20.92
224.042,20.92
224.083,20.92
224.125,20.92
224.167,20.92
224.208,20.92
224.25,20.92
224.292,20.92
224.333,20.92
224.375,20.92
224.417,20.92
224.458,20.92
224.5,20.92
224.542,20.92
224.583,20.92
224.625,20.92
224.667,20.92
224.708,20.92
224.75,20.92
224.792,20.92
224.833,20.92
224.875,20.92
224.917,20.92
224.958,20.92
225,21.31
225.042,21.31
225.083,21.31
225.125,21.31
225.167,21.31
225.208,21.31
225.25,21.31
225.292,21.31
225.333,21.31
225.375,21.31
225.417,21.31
225.458,21.31
225.5,21.31
225.542,21.31
225.583,21.31
225.625,21.31
225.667,21.31
225.708,21.31
225.75,21.31
225.792,21.31
225.833,21.31
225.875,21.31
225.917,21.31
225.958,21.31
226,21.43
226.042,21.43
226.083,21.43
226.125,21.43
226.167,21.43
226.208,21.43
226.25,21.43
226.292,21.43
226.333,21.43
226.375,21.43
226.417,21.43
226.458,21.43
226.5,21.43
226.542,21.43
226.583,21.43
226.625,21.43
226.667,21.43
226.708,21.43
226.75,21.43
226.792,21.43
226.833,21.43
226.875,21.43
226.917,21.43
226.958,21.43
227,21.28
227.042,21.28
227.083,21.28
227.125,21.28
227.167,21.28
227.208,21.28
227.25,21.28
227.292,21.28
227.333,21.28
227.375,21.28
227.417,21.28
227.458,21.28
227.5,21.28
227.542,21.28
227.583,21.28
227.625,21.28
227.667,21.28
227.708,21.28
227.75,21.28
227.792,21.28
227.833,21.28
227.875,21.28
227.917,21.28
227.958,21.28
228,21.4
228.042,21.4
228.083,21.4
228.125,21.4
228.167,21.4
228.208,21.4
228.25,21.4
228.292,21.4
228.333,21.4
228.375,21.4
228.417,21.4
228.458,21.4
228.5,21.4
228.542,21.4
228.583,21.4
228.625,21.4
228.667,21.4
228.708,21.4
228.75,21.4
228.792,21.4
228.833,21.4
228.875,21.4
228.917,21.4
228.958,21.4
229,21.74
229.042,21.74
229.083,21.74
229.125,21.74
229.167,21.74
229.208,21.74
229.25,21.74
229.292,21.74
229.333,21.74
229.375,21.74
229.417,21.74
229.458,21.74
229.5,21.74
229.542,21.74
229.583,21.74
229.625,21.74
229.667,21.74
229.708,21.74
229.75,21.74
229.792,21.74
229.833,21.74
229.875,21.74
229.917,21.74
229.958,21.74
230,22.07
230.042,22.07
230.083,22.07
230.125,22.07
230.167,22.07
230.208,22.07
230.25,22.07
230.292,22.07
230.333,22.07
230.375,22.07
230.417,22.07
230.458,22.07
230.5,22.07
230.542,22.07
230.583,22.07
230.625,22.07
230.667,22.07
230.708,22.07
230.75,22.07
230.792,22.07
230.833,22.07
230.875,22.07
230.917,22.07
230.958,22.07
231,22.32
231.042,22.32
231.083,22.32
231.125,22.32
231.167,22.32
231.208,22.32
231.25,22.32
231.292,22.32
231.333,22.32
231.375,22.32
231.417,22.32
231.458,22.32
231.5,22.32
231.542,22.32
231.583,22.32
231.625,22.32
231.667,22.32
231.708,22.32
231.75,22.32
231.792,22.32
231.833,22.32
231.875,22.32
231.917,22.32
231.958,22.32
232,22.6
232.042,22.6
232.083,22.6
232.125,22.6
232.167,22.6
232.208,22.6
232.25,22.6
232.292,22.6
232.333,22.6
232.375,22.6
232.417,22.6
232.458,22.6
232.5,22.6
232.542,22.6
232.583,22.6
232.625,22.6
232.667,22.6
232.708,22.6
232.75,22.6
232.792,22.6
232.833,22.6
232.875,22.6
232.917,22.6
232.958,22.6
233,22.73
233.042,22.73
233.083,22.73
233.125,22.73
233.167,22.73
233.208,22.73
233.25,22.73
233.292,22.73
233.333,22.73
233.375,22.73
233.417,22.73
233.458,22.73
233.5,22.73
233.542,22.73
233.583,22.73
233.625,22.73
233.667,22.73
233.708,22.73
233.75,22.73
233.792,22.73
233.833,22.73
233.875,22.73
233.917,22.73
233.958,22.73
234,21.99
234.042,21.99
234.083,21.99
234.125,21.99
234.167,21.99
234.208,21.99
234.25,21.99
234.292,21.99
234.333,21.99
234.375,21.99
234.417,21.99
234.458,21.99
234.5,21.99
234.542,21.99
234.583,21.99
234.625,21.99
234.667,21.99
234.708,21.99
234.75,21.99
234.792,21.99
234.833,21.99
234.875,21.99
234.917,21.99
234.958,21.99
235,21.41
235.042,21.41
235.083,21.41
235.125,21.41
235.167,21.41
235.208,21.41
235.25,21.41
235.292,21.41
235.333,21.41
235.375,21.41
235.417,21.41
235.458,21.41
235.5,21.41
235.542,21.41
235.583,21.41
235.625,21.41
235.667,21.41
235.708,21.41
235.75,21.41
235.792,21.41
235.833,21.41
235.875,21.41
235.917,21.41
235.958,21.41
236,20.6
236.042,20.6
236.083,20.6
236.125,20.6
236.167,20.6
236.208,20.6
236.25,20.6
236.292,20.6
236.333,20.6
236.375,20.6
236.417,20.6
236.458,20.6
236.5,20.6
236.542,20.6
236.583,20.6
236.625,20.6
236.667,20.6
236.708,20.6
236.75,20.6
236.792,20.6
236.833,20.6
236.875,20.6
236.917,20.6
236.958,20.6
237,20.33
237.042,20.33
237.083,20.33
237.125,20.33
237.167,20.33
237.208,20.33
237.25,20.33
237.292,20.33
237.333,20.33
237.375,20.33
237.417,20.33
237.458,20.33
237.5,20.33
237.542,20.33
237.583,20.33
237.625,20.33
237.667,20.33
237.708,20.33
237.75,20.33
237.792,20.33
237.833,20.33
237.875,20.33
237.917,20.33
237.958,20.33
238,20.51
238.042,20.51
238.083,20.51
238.125,20.51
238.167,20.51
238.208,20.51
238.25,20.51
238.292,20.51
238.333,20.51
238.375,20.51
238.417,20.51
238.458,20.51
238.5,20.51
238.542,20.51
238.583,20.51
238.625,20.51
238.667,20.51
238.708,20.51
238.75,20.51
238.792,20.51
238.833,20.51
238.875,20.51
238.917,20.51
238.958,20.51
239,20.6
239.042,20.6
239.083,20.6
239.125,20.6
239.167,20.6
239.208,20.6
239.25,20.6
239.292,20.6
239.333,20.6
239.375,20.6
239.417,20.6
239.458,20.6
239.5,20.6
239.542,20.6
239.583,20.6
239.625,20.6
239.667,20.6
239.708,20.6
239.75,20.6
239.792,20.6
239.833,20.6
239.875,20.6
239.917,20.6
239.958,20.6
240,20.66
240.042,20.66
240.083,20.66
240.125,20.66
240.167,20.66
240.208,20.66
240.25,20.66
240.292,20.66
240.333,20.66
240.375,20.66
240.417,20.66
240.458,20.66
240.5,20.66
240.542,20.66
240.583,20.66
240.625,20.66
240.667,20.66
240.708,20.66
240.75,20.66
240.792,20.66
240.833,20.66
240.875,20.66
240.917,20.66
240.958,20.66
241,20.47
241.042,20.47
241.083,20.47
241.125,20.47
241.167,20.47
241.208,20.47
241.25,20.47
241.292,20.47
241.333,20.47
241.375,20.47
241.417,20.47
241.458,20.47
241.5,20.47
241.542,20.47
241.583,20.47
241.625,20.47
241.667,20.47
241.708,20.47
241.75,20.47
241.792,20.47
241.833,20.47
241.875,20.47
241.917,20.47
241.958,20.47
242,19.86
242.042,19.86
242.083,19.86
242.125,19.86
242.167,19.86
242.208,19.86
242.25,19.86
242.292,19.86
242.333,19.86
242.375,19.86
242.417,19.86
242.458,19.86
242.5,19.86
242.542,19.86
242.583,19.86
242.625,19.86
242.667,19.86
242.708,19.86
242.75,19.86
242.792,19.86
242.833,19.86
242.875,19.86
242.917,19.86
242.958,19.86
243,20.18
243.042,20.18
243.083,20.18
243.125,20.18
243.167,20.18
243.208,20.18
243.25,20.18
243.292,20.18
243.333,20.18
243.375,20.18
243.417,20.18
243.458,20.18
243.5,20.18
243.542,20.18
243.583,20.18
243.625,20.18
243.667,20.18
243.708,20.18
243.75,20.18
243.792,20.18
243.833,20.18
243.875,20.18
243.917,20.18
243.958,20.18
244,19.79
244.042,19.79
244.083,19.79
244.125,19.79
244.167,19.79
244.208,19.79
244.25,19.79
244.292,19.79
244.333,19.79
244.375,19.79
244.417,19.79
244.458,19.79
244.5,19.79
244.542,19.79
244.583,19.79
244.625,19.79
244.667,19.79
244.708,19.79
244.75,19.79
244.792,19.79
244.833,19.79
244.875,19.79
244.917,19.79
244.958,19.79
245,19.58
245.042,19.58
245.083,19.58
245.125,19.58
245.167,19.58
245.208,19.58
245.25,19.58
245.292,19.58
245.333,19.58
245.375,19.58
245.417,19.58
245.458,19.58
245.5,19.58
245.542,19.58
245.583,19.58
245.625,19.58
245.667,19.58
245.708,19.58
245.75,19.58
245.792,19.58
245.833,19.58
245.875,19.58
245.917,19.58
245.958,19.58
246,19.19
246.042,19.19
246.083,19.19
246.125,19.19
246.167,19.19
246.208,19.19
246.25,19.19
246.292,19.19
246.333,19.19
246.375,19.19
246.417,19.19
246.458,19.19
246.5,19.19
246.542,19.19
246.583,19.19
246.625,19.19
246.667,19.19
246.708,19.19
246.75,19.19
246.792,19.19
246.833,19.19
246.875,19.19
246.917,19.19
246.958,19.19
247,18.65
247.042,18.65
247.083,18.65
247.125,18.65
247.167,18.65
247.208,18.65
247.25,18.65
247.292,18.65
247.333,18.65
247.375,18.65
247.417,18.65
247.458,18.65
247.5,18.65
247.542,18.65
247.583,18.65
247.625,18.65
247.667,18.65
247.708,18.65
247.75,18.65
247.792,18.65
247.833,18.65
247.875,18.65
247.917,18.65
247.958,18.65
248,18.21
248.042,18.21
248.083,18.21
248.125,18.21
248.167,18.21
248.208,18.21
248.25,18.21
248.292,18.21
248.333,18.21
248.375,18.21
248.417,18.21
248.458,18.21
248.5,18.21
248.542,18.21
248.583,18.21
248.625,18.21
248.667,18.21
248.708,18.21
248.75,18.21
248.792,18.21
248.833,18.21
248.875,18.21
248.917,18.21
248.958,18.21
249,17.88
249.042,17.88
249.083,17.88
249.125,17.88
249.167,17.88
249.208,17.88
249.25,17.88
249.292,17.88
249.333,17.88
249.375,17.88
249.417,17.88
249.458,17.88
249.5,17.88
249.542,17.88
249.583,17.88
249.625,17.88
249.667,17.88
249.708,17.88
249.75,17.88
249.792,17.88
249.833,17.88
249.875,17.88
249.917,17.88
249.958,17.88
250,18.13
250.042,18.13
250.083,18.13
250.125,18.13
250.167,18.13
250.208,18.13
250.25,18.13
250.292,18.13
250.333,18.13
250.375,18.13
250.417,18.13
250.458,18.13
250.5,18.13
250.542,18.13
250.583,18.13
250.625,18.13
250.667,18.13
250.708,18.13
250.75,18.13
250.792,18.13
250.833,18.13
250.875,18.13
250.917,18.13
250.958,18.13
251,18.85
251.042,18.85
251.083,18.85
251.125,18.85
251.167,18.85
251.208,18.85
251.25,18.85
251.292,18.85
251.333,18.85
251.375,18.85
251.417,18.85
251.458,18.85
251.5,18.85
251.542,18.85
251.583,18.85
251.625,18.85
251.667,18.85
251.708,18.85
251.75,18.85
251.792,18.85
251.833,18.85
251.875,18.85
251.917,18.85
251.958,18.85
252,19.09
252.042,19.09
252.083,19.09
252.125,19.09
252.167,19.09
252.208,19.09
252.25,19.09
252.292,19.09
252.333,19.09
252.375,19.09
252.417,19.09
252.458,19.09
252.5,19.09
252.542,19.09
252.583,19.09
252.625,19.09
252.667,19.09
252.708,19.09
252.75,19.09
252.792,19.09
252.833,19.09
252.875,19.09
252.917,19.09
252.958,19.09
253,19.04
253.042,19.04
253.083,19.04
253.125,19.04
253.167,19.04
253.208,19.04
253.25,19.04
253.292,19.04
253.333,19.04
253.375,19.04
253.417,19.04
253.458,19.04
253.5,19.04
253.542,19.04
253.583,19.04
253.625,19.04
253.667,19.04
253.708,19.04
253.75,19.04
253.792,19.04
253.833,19.04
253.875,19.04
253.917,19.04
253.958,19.04
254,18.84
254.042,18.84
254.083,18.84
254.125,18.84
254.167,18.84
254.208,18.84
254.25,18.84
254.292,18.84
254.333,18.84
254.375,18.84
254.417,18.84
254.458,18.84
254.5,18.84
254.542,18.84
254.583,18.84
254.625,18.84
254.667,18.84
254.708,18.84
254.75,18.84
254.792,18.84
254.833,18.84
254.875,18.84
254.917,18.84
254.958,18.84
255,18.77
255.042,18.77
255.083,18.77
255.125,18.77
255.167,18.77
255.208,18.77
255.25,18.77
255.292,18.77
255.333,18.77
255.375,18.77
255.417,18.77
255.458,18.77
255.5,18.77
255.542,18.77
255.583,18.77
255.625,18.77
255.667,18.77
255.708,18.77
255.75,18.77
255.792,18.77
255.833,18.77
255.875,18.77
255.917,18.77
255.958,18.77
256,18.01
256.042,18.01
256.083,18.01
256.125,18.01
256.167,18.01
256.208,18.01
256.25,18.01
256.292,18.01
256.333,18.01
256.375,18.01
256.417,18.01
256.458,18.01
256.5,18.01
256.542,18.01
256.583,18.01
256.625,18.01
256.667,18.01
256.708,18.01
256.75,18.01
256.792,18.01
256.833,18.01
256.875,18.01
256.917,18.01
256.958,18.01
257,17.4
257.042,17.4
257.083,17.4
257.125,17.4
257.167,17.4
257.208,17.4
257.25,17.4
257.292,17.4
257.333,17.4
257.375,17.4
257.417,17.4
257.458,17.4
257.5,17.4
257.542,17.4
257.583,17.4
257.625,17.4
257.667,17.4
257.708,17.4
257.75,17.4
257.792,17.4
257.833,17.4
257.875,17.4
257.917,17.4
257.958,17.4
258,17.26
258.042,17.26
258.083,17.26
258.125,17.26
258.167,17.26
258.208,17.26
258.25,17.26
258.292,17.26
258.333,17.26
258.375,17.26
258.417,17.26
258.458,17.26
258.5,17.26
258.542,17.26
258.583,17.26
258.625,17.26
258.667,17.26
258.708,17.26
258.75,17.26
258.792,17.26
258.833,17.26
258.875,17.26
258.917,17.26
258.958,17.26
259,17.24
