$Trinity Lake Br1 inflow Tw year 2016 YC updated  06/01/23,
",,,",
Jday,Trinity R
332.458,5.49
332.5,5.49
332.542,5.49
332.583,5.49
332.625,5.49
332.667,5.49
332.708,5.49
332.75,5.49
332.792,5.49
332.833,5.49
332.875,5.49
332.917,5.49
332.958,5.49
333,5.87
333.042,5.87
333.083,5.87
333.125,5.87
333.167,5.87
333.208,5.87
333.25,5.87
333.292,5.87
333.333,5.87
333.375,5.87
333.417,5.87
333.458,5.87
333.5,5.87
333.542,5.87
333.583,5.87
333.625,5.87
333.667,5.87
333.708,5.87
333.75,5.87
333.792,5.87
333.833,5.87
333.875,5.87
333.917,5.87
333.958,5.87
334,5.27
334.042,5.27
334.083,5.27
334.125,5.27
334.167,5.27
334.208,5.27
334.25,5.27
334.292,5.27
334.333,5.27
334.375,5.27
334.417,5.27
334.458,5.27
334.5,5.27
334.542,5.27
334.583,5.27
334.625,5.27
334.667,5.27
334.708,5.27
334.75,5.27
334.792,5.27
334.833,5.27
334.875,5.27
334.917,5.27
334.958,5.27
335,5.72
335.042,5.72
335.083,5.72
335.125,5.72
335.167,5.72
335.208,5.72
335.25,5.72
335.292,5.72
335.333,5.72
335.375,5.72
335.417,5.72
335.458,5.72
335.5,5.72
335.542,5.72
335.583,5.72
335.625,5.72
335.667,5.72
335.708,5.72
335.75,5.72
335.792,5.72
335.833,5.72
335.875,5.72
335.917,5.72
335.958,5.72
336,5.02
336.042,5.02
336.083,5.02
336.125,5.02
336.167,5.02
336.208,5.02
336.25,5.02
336.292,5.02
336.333,5.02
336.375,5.02
336.417,5.02
336.458,5.02
336.5,5.02
336.542,5.02
336.583,5.02
336.625,5.02
336.667,5.02
336.708,5.02
336.75,5.02
336.792,5.02
336.833,5.02
336.875,5.02
336.917,5.02
336.958,5.02
337,4.39
337.042,4.39
337.083,4.39
337.125,4.39
337.167,4.39
337.208,4.39
337.25,4.39
337.292,4.39
337.333,4.39
337.375,4.39
337.417,4.39
337.458,4.39
337.5,4.39
337.542,4.39
337.583,4.39
337.625,4.39
337.667,4.39
337.708,4.39
337.75,4.39
337.792,4.39
337.833,4.39
337.875,4.39
337.917,4.39
337.958,4.39
338,4.39
338.042,4.39
338.083,4.39
338.125,4.39
338.167,4.39
338.208,4.39
338.25,4.39
338.292,4.39
338.333,4.39
338.375,4.39
338.417,4.39
338.458,4.39
338.5,4.39
338.542,4.39
338.583,4.39
338.625,4.39
338.667,4.39
338.708,4.39
338.75,4.39
338.792,4.39
338.833,4.39
338.875,4.39
338.917,4.39
338.958,4.39
339,5.04
339.042,5.04
339.083,5.04
339.125,5.04
339.167,5.04
339.208,5.04
339.25,5.04
339.292,5.04
339.333,5.04
339.375,5.04
339.417,5.04
339.458,5.04
339.5,5.04
339.542,5.04
339.583,5.04
339.625,5.04
339.667,5.04
339.708,5.04
339.75,5.04
339.792,5.04
339.833,5.04
339.875,5.04
339.917,5.04
339.958,5.04
340,4.64
340.042,4.64
340.083,4.64
340.125,4.64
340.167,4.64
340.208,4.64
340.25,4.64
340.292,4.64
340.333,4.64
340.375,4.64
340.417,4.64
340.458,4.64
340.5,4.64
340.542,4.64
340.583,4.64
340.625,4.64
340.667,4.64
340.708,4.64
340.75,4.64
340.792,4.64
340.833,4.64
340.875,4.64
340.917,4.64
340.958,4.64
341,3.9
341.042,3.9
341.083,3.9
341.125,3.9
341.167,3.9
341.208,3.9
341.25,3.9
341.292,3.9
341.333,3.9
341.375,3.9
341.417,3.9
341.458,3.9
341.5,3.9
341.542,3.9
341.583,3.9
341.625,3.9
341.667,3.9
341.708,3.9
341.75,3.9
341.792,3.9
341.833,3.9
341.875,3.9
341.917,3.9
341.958,3.9
342,2.41
342.042,2.41
342.083,2.41
342.125,2.41
342.167,2.41
342.208,2.41
342.25,2.41
342.292,2.41
342.333,2.41
342.375,2.41
342.417,2.41
342.458,2.41
342.5,2.41
342.542,2.41
342.583,2.41
342.625,2.41
342.667,2.41
342.708,2.41
342.75,2.41
342.792,2.41
342.833,2.41
342.875,2.41
342.917,2.41
342.958,2.41
343,2.66
343.042,2.66
343.083,2.66
343.125,2.66
343.167,2.66
343.208,2.66
343.25,2.66
343.292,2.66
343.333,2.66
343.375,2.66
343.417,2.66
343.458,2.66
343.5,2.66
343.542,2.66
343.583,2.66
343.625,2.66
343.667,2.66
343.708,2.66
343.75,2.66
343.792,2.66
343.833,2.66
343.875,2.66
343.917,2.66
343.958,2.66
344,3.51
344.042,3.51
344.083,3.51
344.125,3.51
344.167,3.51
344.208,3.51
344.25,3.51
344.292,3.51
344.333,3.51
344.375,3.51
344.417,3.51
344.458,3.51
344.5,3.51
344.542,3.51
344.583,3.51
344.625,3.51
344.667,3.51
344.708,3.51
344.75,3.51
344.792,3.51
344.833,3.51
344.875,3.51
344.917,3.51
344.958,3.51
345,4.71
345.042,4.71
345.083,4.71
345.125,4.71
345.167,4.71
345.208,4.71
345.25,4.71
345.292,4.71
345.333,4.71
345.375,4.71
345.417,4.71
345.458,4.71
345.5,4.71
345.542,4.71
345.583,4.71
345.625,4.71
345.667,4.71
345.708,4.71
345.75,4.71
345.792,4.71
345.833,4.71
345.875,4.71
345.917,4.71
345.958,4.71
346,4.07
346.042,4.07
346.083,4.07
346.125,4.07
346.167,4.07
346.208,4.07
346.25,4.07
346.292,4.07
346.333,4.07
346.375,4.07
346.417,4.07
346.458,4.07
346.5,4.07
346.542,4.07
346.583,4.07
346.625,4.07
346.667,4.07
346.708,4.07
346.75,4.07
346.792,4.07
346.833,4.07
346.875,4.07
346.917,4.07
346.958,4.07
347,3.86
347.042,3.86
347.083,3.86
347.125,3.86
347.167,3.86
347.208,3.86
347.25,3.86
347.292,3.86
347.333,3.86
347.375,3.86
347.417,3.86
347.458,3.86
347.5,3.86
347.542,3.86
347.583,3.86
347.625,3.86
347.667,3.86
347.708,3.86
347.75,3.86
347.792,3.86
347.833,3.86
347.875,3.86
347.917,3.86
347.958,3.86
348,3.94
348.042,3.94
348.083,3.94
348.125,3.94
348.167,3.94
348.208,3.94
348.25,3.94
348.292,3.94
348.333,3.94
348.375,3.94
348.417,3.94
348.458,3.94
348.5,3.94
348.542,3.94
348.583,3.94
348.625,3.94
348.667,3.94
348.708,3.94
348.75,3.94
348.792,3.94
348.833,3.94
348.875,3.94
348.917,3.94
348.958,3.94
349,4.23
349.042,4.23
349.083,4.23
349.125,4.23
349.167,4.23
349.208,4.23
349.25,4.23
349.292,4.23
349.333,4.23
349.375,4.23
349.417,4.23
349.458,4.23
349.5,4.23
349.542,4.23
349.583,4.23
349.625,4.23
349.667,4.23
349.708,4.23
349.75,4.23
349.792,4.23
349.833,4.23
349.875,4.23
349.917,4.23
349.958,4.23
350,5.55
350.042,5.55
350.083,5.55
350.125,5.55
350.167,5.55
350.208,5.55
350.25,5.55
350.292,5.55
350.333,5.55
350.375,5.55
350.417,5.55
350.458,5.55
350.5,5.55
350.542,5.55
350.583,5.55
350.625,5.55
350.667,5.55
350.708,5.55
350.75,5.55
350.792,5.55
350.833,5.55
350.875,5.55
350.917,5.55
350.958,5.55
351,4.88
351.042,4.88
351.083,4.88
351.125,4.88
351.167,4.88
351.208,4.88
351.25,4.88
351.292,4.88
351.333,4.88
351.375,4.88
351.417,4.88
351.458,4.88
351.5,4.88
351.542,4.88
351.583,4.88
351.625,4.88
351.667,4.88
351.708,4.88
351.75,4.88
351.792,4.88
351.833,4.88
351.875,4.88
351.917,4.88
351.958,4.88
352,3.46
352.042,3.46
352.083,3.46
352.125,3.46
352.167,3.46
352.208,3.46
352.25,3.46
352.292,3.46
352.333,3.46
352.375,3.46
352.417,3.46
352.458,3.46
352.5,3.46
352.542,3.46
352.583,3.46
352.625,3.46
352.667,3.46
352.708,3.46
352.75,3.46
352.792,3.46
352.833,3.46
352.875,3.46
352.917,3.46
352.958,3.46
353,2.89
353.042,2.89
353.083,2.89
353.125,2.89
353.167,2.89
353.208,2.89
353.25,2.89
353.292,2.89
353.333,2.89
353.375,2.89
353.417,2.89
353.458,2.89
353.5,2.89
353.542,2.89
353.583,2.89
353.625,2.89
353.667,2.89
353.708,2.89
353.75,2.89
353.792,2.89
353.833,2.89
353.875,2.89
353.917,2.89
353.958,2.89
354,3.12
354.042,3.12
354.083,3.12
354.125,3.12
354.167,3.12
354.208,3.12
354.25,3.12
354.292,3.12
354.333,3.12
354.375,3.12
354.417,3.12
354.458,3.12
354.5,3.12
354.542,3.12
354.583,3.12
354.625,3.12
354.667,3.12
354.708,3.12
354.75,3.12
354.792,3.12
354.833,3.12
354.875,3.12
354.917,3.12
354.958,3.12
355,4.11
355.042,4.11
355.083,4.11
355.125,4.11
355.167,4.11
355.208,4.11
355.25,4.11
355.292,4.11
355.333,4.11
355.375,4.11
355.417,4.11
355.458,4.11
355.5,4.11
355.542,4.11
355.583,4.11
355.625,4.11
355.667,4.11
355.708,4.11
355.75,4.11
355.792,4.11
355.833,4.11
355.875,4.11
355.917,4.11
355.958,4.11
356,4.18
356.042,4.18
356.083,4.18
356.125,4.18
356.167,4.18
356.208,4.18
356.25,4.18
356.292,4.18
356.333,4.18
356.375,4.18
356.417,4.18
356.458,4.18
356.5,4.18
356.542,4.18
356.583,4.18
356.625,4.18
356.667,4.18
356.708,4.18
356.75,4.18
356.792,4.18
356.833,4.18
356.875,4.18
356.917,4.18
356.958,4.18
357,3.06
357.042,3.06
357.083,3.06
357.125,3.06
357.167,3.06
357.208,3.06
357.25,3.06
357.292,3.06
357.333,3.06
357.375,3.06
357.417,3.06
357.458,3.06
357.5,3.06
357.542,3.06
357.583,3.06
357.625,3.06
357.667,3.06
357.708,3.06
357.75,3.06
357.792,3.06
357.833,3.06
357.875,3.06
357.917,3.06
357.958,3.06
358,3.36
358.042,3.36
358.083,3.36
358.125,3.36
358.167,3.36
358.208,3.36
358.25,3.36
358.292,3.36
358.333,3.36
358.375,3.36
358.417,3.36
358.458,3.36
358.5,3.36
358.542,3.36
358.583,3.36
358.625,3.36
358.667,3.36
358.708,3.36
358.75,3.36
358.792,3.36
358.833,3.36
358.875,3.36
358.917,3.36
358.958,3.36
359,2.84
359.042,2.84
359.083,2.84
359.125,2.84
359.167,2.84
359.208,2.84
359.25,2.84
359.292,2.84
359.333,2.84
359.375,2.84
359.417,2.84
359.458,2.84
359.5,2.84
359.542,2.84
359.583,2.84
359.625,2.84
359.667,2.84
359.708,2.84
359.75,2.84
359.792,2.84
359.833,2.84
359.875,2.84
359.917,2.84
359.958,2.84
360,2.51
360.042,2.51
360.083,2.51
360.125,2.51
360.167,2.51
360.208,2.51
360.25,2.51
360.292,2.51
360.333,2.51
360.375,2.51
360.417,2.51
360.458,2.51
360.5,2.51
360.542,2.51
360.583,2.51
360.625,2.51
360.667,2.51
360.708,2.51
360.75,2.51
360.792,2.51
360.833,2.51
360.875,2.51
360.917,2.51
360.958,2.51
361,1.59
361.042,1.59
361.083,1.59
361.125,1.59
361.167,1.59
361.208,1.59
361.25,1.59
361.292,1.59
361.333,1.59
361.375,1.59
361.417,1.59
361.458,1.59
361.5,1.59
361.542,1.59
361.583,1.59
361.625,1.59
361.667,1.59
361.708,1.59
361.75,1.59
361.792,1.59
361.833,1.59
361.875,1.59
361.917,1.59
361.958,1.59
362,2.31
362.042,2.31
362.083,2.31
362.125,2.31
362.167,2.31
362.208,2.31
362.25,2.31
362.292,2.31
362.333,2.31
362.375,2.31
362.417,2.31
362.458,2.31
362.5,2.31
362.542,2.31
362.583,2.31
362.625,2.31
362.667,2.31
362.708,2.31
362.75,2.31
362.792,2.31
362.833,2.31
362.875,2.31
362.917,2.31
362.958,2.31
363,3
363.042,3
363.083,3
363.125,3
363.167,3
363.208,3
363.25,3
363.292,3
363.333,3
363.375,3
363.417,3
363.458,3
363.5,3
363.542,3
363.583,3
363.625,3
363.667,3
363.708,3
363.75,3
363.792,3
363.833,3
363.875,3
363.917,3
363.958,3
364,2.8
364.042,2.8
364.083,2.8
364.125,2.8
364.167,2.8
364.208,2.8
364.25,2.8
364.292,2.8
364.333,2.8
364.375,2.8
364.417,2.8
364.458,2.8
364.5,2.8
364.542,2.8
364.583,2.8
364.625,2.8
364.667,2.8
364.708,2.8
364.75,2.8
364.792,2.8
364.833,2.8
364.875,2.8
364.917,2.8
364.958,2.8
365,3.06
365.042,3.06
365.083,3.06
365.125,3.06
365.167,3.06
365.208,3.06
365.25,3.06
365.292,3.06
365.333,3.06
365.375,3.06
365.417,3.06
365.458,3.06
365.5,3.06
365.542,3.06
365.583,3.06
365.625,3.06
365.667,3.06
365.708,3.06
365.75,3.06
365.792,3.06
365.833,3.06
365.875,3.06
365.917,3.06
365.958,3.06
366,3.31
366.042,3.31
366.083,3.31
366.125,3.31
366.167,3.31
366.208,3.31
366.25,3.31
366.292,3.31
366.333,3.31
366.375,3.31
366.417,3.31
366.458,3.31
366.5,3.31
366.542,3.31
366.583,3.31
366.625,3.31
366.667,3.31
366.708,3.31
366.75,3.31
366.792,3.31
366.833,3.31
366.875,3.31
366.917,3.31
366.958,3.31
367,2.95
