$Trinity Lake Br2 inflow Tw year 2016 updated YC 06/01/2023,
",,,",
Jday,EF Trinity R
73.542,7.02
73.583,7.02
73.625,7.02
73.667,7.02
73.708,7.02
73.75,7.02
73.792,7.02
73.833,7.02
73.875,7.02
73.917,7.02
73.958,7.02
74,7.71
74.042,7.71
74.083,7.71
74.125,7.71
74.167,7.71
74.208,7.71
74.25,7.71
74.292,7.71
74.333,7.71
74.375,7.71
74.417,7.71
74.458,7.71
74.5,7.71
74.542,7.71
74.583,7.71
74.625,7.71
74.667,7.71
74.708,7.71
74.75,7.71
74.792,7.71
74.833,7.71
74.875,7.71
74.917,7.71
74.958,7.71
75,7.6
75.042,7.6
75.083,7.6
75.125,7.6
75.167,7.6
75.208,7.6
75.25,7.6
75.292,7.6
75.333,7.6
75.375,7.6
75.417,7.6
75.458,7.6
75.5,7.6
75.542,7.6
75.583,7.6
75.625,7.6
75.667,7.6
75.708,7.6
75.75,7.6
75.792,7.6
75.833,7.6
75.875,7.6
75.917,7.6
75.958,7.6
76,7.93
76.042,7.93
76.083,7.93
76.125,7.93
76.167,7.93
76.208,7.93
76.25,7.93
76.292,7.93
76.333,7.93
76.375,7.93
76.417,7.93
76.458,7.93
76.5,7.93
76.542,7.93
76.583,7.93
76.625,7.93
76.667,7.93
76.708,7.93
76.75,7.93
76.792,7.93
76.833,7.93
76.875,7.93
76.917,7.93
76.958,7.93
77,8.2
77.042,8.2
77.083,8.2
77.125,8.2
77.167,8.2
77.208,8.2
77.25,8.2
77.292,8.2
77.333,8.2
77.375,8.2
77.417,8.2
77.458,8.2
77.5,8.2
77.542,8.2
77.583,8.2
77.625,8.2
77.667,8.2
77.708,8.2
77.75,8.2
77.792,8.2
77.833,8.2
77.875,8.2
77.917,8.2
77.958,8.2
78,8.56
78.042,8.56
78.083,8.56
78.125,8.56
78.167,8.56
78.208,8.56
78.25,8.56
78.292,8.56
78.333,8.56
78.375,8.56
78.417,8.56
78.458,8.56
78.5,8.56
78.542,8.56
78.583,8.56
78.625,8.56
78.667,8.56
78.708,8.56
78.75,8.56
78.792,8.56
78.833,8.56
78.875,8.56
78.917,8.56
78.958,8.56
79,9.09
79.042,9.09
79.083,9.09
79.125,9.09
79.167,9.09
79.208,9.09
79.25,9.09
79.292,9.09
79.333,9.09
79.375,9.09
79.417,9.09
79.458,9.09
79.5,9.09
79.542,9.09
79.583,9.09
79.625,9.09
79.667,9.09
79.708,9.09
79.75,9.09
79.792,9.09
79.833,9.09
79.875,9.09
79.917,9.09
79.958,9.09
80,8.52
80.042,8.52
80.083,8.52
80.125,8.52
80.167,8.52
80.208,8.52
80.25,8.52
80.292,8.52
80.333,8.52
80.375,8.52
80.417,8.52
80.458,8.52
80.5,8.52
80.542,8.52
80.583,8.52
80.625,8.52
80.667,8.52
80.708,8.52
80.75,8.52
80.792,8.52
80.833,8.52
80.875,8.52
80.917,8.52
80.958,8.52
81,7.03
81.042,7.03
81.083,7.03
81.125,7.03
81.167,7.03
81.208,7.03
81.25,7.03
81.292,7.03
81.333,7.03
81.375,7.03
81.417,7.03
81.458,7.03
81.5,7.03
81.542,7.03
81.583,7.03
81.625,7.03
81.667,7.03
81.708,7.03
81.75,7.03
81.792,7.03
81.833,7.03
81.875,7.03
81.917,7.03
81.958,7.03
82,7.07
82.042,7.07
82.083,7.07
82.125,7.07
82.167,7.07
82.208,7.07
82.25,7.07
82.292,7.07
82.333,7.07
82.375,7.07
82.417,7.07
82.458,7.07
82.5,7.07
82.542,7.07
82.583,7.07
82.625,7.07
82.667,7.07
82.708,7.07
82.75,7.07
82.792,7.07
82.833,7.07
82.875,7.07
82.917,7.07
82.958,7.07
83,7.5
83.042,7.5
83.083,7.5
83.125,7.5
83.167,7.5
83.208,7.5
83.25,7.5
83.292,7.5
83.333,7.5
83.375,7.5
83.417,7.5
83.458,7.5
83.5,7.5
83.542,7.5
83.583,7.5
83.625,7.5
83.667,7.5
83.708,7.5
83.75,7.5
83.792,7.5
83.833,7.5
83.875,7.5
83.917,7.5
83.958,7.5
84,8.62
84.042,8.62
84.083,8.62
84.125,8.62
84.167,8.62
84.208,8.62
84.25,8.62
84.292,8.62
84.333,8.62
84.375,8.62
84.417,8.62
84.458,8.62
84.5,8.62
84.542,8.62
84.583,8.62
84.625,8.62
84.667,8.62
84.708,8.62
84.75,8.62
84.792,8.62
84.833,8.62
84.875,8.62
84.917,8.62
84.958,8.62
85,8.17
85.042,8.17
85.083,8.17
85.125,8.17
85.167,8.17
85.208,8.17
85.25,8.17
85.292,8.17
85.333,8.17
85.375,8.17
85.417,8.17
85.458,8.17
85.5,8.17
85.542,8.17
85.583,8.17
85.625,8.17
85.667,8.17
85.708,8.17
85.75,8.17
85.792,8.17
85.833,8.17
85.875,8.17
85.917,8.17
85.958,8.17
86,8.46
86.042,8.46
86.083,8.46
86.125,8.46
86.167,8.46
86.208,8.46
86.25,8.46
86.292,8.46
86.333,8.46
86.375,8.46
86.417,8.46
86.458,8.46
86.5,8.46
86.542,8.46
86.583,8.46
86.625,8.46
86.667,8.46
86.708,8.46
86.75,8.46
86.792,8.46
86.833,8.46
86.875,8.46
86.917,8.46
86.958,8.46
87,8.35
87.042,8.35
87.083,8.35
87.125,8.35
87.167,8.35
87.208,8.35
87.25,8.35
87.292,8.35
87.333,8.35
87.375,8.35
87.417,8.35
87.458,8.35
87.5,8.35
87.542,8.35
87.583,8.35
87.625,8.35
87.667,8.35
87.708,8.35
87.75,8.35
87.792,8.35
87.833,8.35
87.875,8.35
87.917,8.35
87.958,8.35
88,7.04
88.042,7.04
88.083,7.04
88.125,7.04
88.167,7.04
88.208,7.04
88.25,7.04
88.292,7.04
88.333,7.04
88.375,7.04
88.417,7.04
88.458,7.04
88.5,7.04
88.542,7.04
88.583,7.04
88.625,7.04
88.667,7.04
88.708,7.04
88.75,7.04
88.792,7.04
88.833,7.04
88.875,7.04
88.917,7.04
88.958,7.04
89,6.77
89.042,6.77
89.083,6.77
89.125,6.77
89.167,6.77
89.208,6.77
89.25,6.77
89.292,6.77
89.333,6.77
89.375,6.77
89.417,6.77
89.458,6.77
89.5,6.77
89.542,6.77
89.583,6.77
89.625,6.77
89.667,6.77
89.708,6.77
89.75,6.77
89.792,6.77
89.833,6.77
89.875,6.77
89.917,6.77
89.958,6.77
90,7.6
90.042,7.6
90.083,7.6
90.125,7.6
90.167,7.6
90.208,7.6
90.25,7.6
90.292,7.6
90.333,7.6
90.375,7.6
90.417,7.6
90.458,7.6
90.5,7.6
90.542,7.6
90.583,7.6
90.625,7.6
90.667,7.6
90.708,7.6
90.75,7.6
90.792,7.6
90.833,7.6
90.875,7.6
90.917,7.6
90.958,7.6
91,8.49
91.042,8.49
91.083,8.49
91.125,8.49
91.167,8.49
91.208,8.49
91.25,8.49
91.292,8.49
91.333,8.49
91.375,8.49
91.417,8.49
91.458,8.49
91.5,8.49
91.542,8.49
91.583,8.49
91.625,8.49
91.667,8.49
91.708,8.49
91.75,8.49
91.792,8.49
91.833,8.49
91.875,8.49
91.917,8.49
91.958,8.49
92,9.17
92.042,9.17
92.083,9.17
92.125,9.17
92.167,9.17
92.208,9.17
92.25,9.17
92.292,9.17
92.333,9.17
92.375,9.17
92.417,9.17
92.458,9.17
92.5,9.17
92.542,9.17
92.583,9.17
92.625,9.17
92.667,9.17
92.708,9.17
92.75,9.17
92.792,9.17
92.833,9.17
92.875,9.17
92.917,9.17
92.958,9.17
93,9.71
93.042,9.71
93.083,9.71
93.125,9.71
93.167,9.71
93.208,9.71
93.25,9.71
93.292,9.71
93.333,9.71
93.375,9.71
93.417,9.71
93.458,9.71
93.5,9.71
93.542,9.71
93.583,9.71
93.625,9.71
93.667,9.71
93.708,9.71
93.75,9.71
93.792,9.71
93.833,9.71
93.875,9.71
93.917,9.71
93.958,9.71
94,9.63
94.042,9.63
94.083,9.63
94.125,9.63
94.167,9.63
94.208,9.63
94.25,9.63
94.292,9.63
94.333,9.63
94.375,9.63
94.417,9.63
94.458,9.63
94.5,9.63
94.542,9.63
94.583,9.63
94.625,9.63
94.667,9.63
94.708,9.63
94.75,9.63
94.792,9.63
94.833,9.63
94.875,9.63
94.917,9.63
94.958,9.63
95,9.05
95.042,9.05
95.083,9.05
95.125,9.05
95.167,9.05
95.208,9.05
95.25,9.05
95.292,9.05
95.333,9.05
95.375,9.05
95.417,9.05
95.458,9.05
95.5,9.05
95.542,9.05
95.583,9.05
95.625,9.05
95.667,9.05
95.708,9.05
95.75,9.05
95.792,9.05
95.833,9.05
95.875,9.05
95.917,9.05
95.958,9.05
96,8.54
96.042,8.54
96.083,8.54
96.125,8.54
96.167,8.54
96.208,8.54
96.25,8.54
96.292,8.54
96.333,8.54
96.375,8.54
96.417,8.54
96.458,8.54
96.5,8.54
96.542,8.54
96.583,8.54
96.625,8.54
96.667,8.54
96.708,8.54
96.75,8.54
96.792,8.54
96.833,8.54
96.875,8.54
96.917,8.54
96.958,8.54
97,9.51
97.042,9.51
97.083,9.51
97.125,9.51
97.167,9.51
97.208,9.51
97.25,9.51
97.292,9.51
97.333,9.51
97.375,9.51
97.417,9.51
97.458,9.51
97.5,9.51
97.542,9.51
97.583,9.51
97.625,9.51
97.667,9.51
97.708,9.51
97.75,9.51
97.792,9.51
97.833,9.51
97.875,9.51
97.917,9.51
97.958,9.51
98,9.83
98.042,9.83
98.083,9.83
98.125,9.83
98.167,9.83
98.208,9.83
98.25,9.83
98.292,9.83
98.333,9.83
98.375,9.83
98.417,9.83
98.458,9.83
98.5,9.83
98.542,9.83
98.583,9.83
98.625,9.83
98.667,9.83
98.708,9.83
98.75,9.83
98.792,9.83
98.833,9.83
98.875,9.83
98.917,9.83
98.958,9.83
99,10.04
99.042,10.04
99.083,10.04
99.125,10.04
99.167,10.04
99.208,10.04
99.25,10.04
99.292,10.04
99.333,10.04
99.375,10.04
99.417,10.04
99.458,10.04
99.5,10.04
99.542,10.04
99.583,10.04
99.625,10.04
99.667,10.04
99.708,10.04
99.75,10.04
99.792,10.04
99.833,10.04
99.875,10.04
99.917,10.04
99.958,10.04
100,10.05
100.042,10.05
100.083,10.05
100.125,10.05
100.167,10.05
100.208,10.05
100.25,10.05
100.292,10.05
100.333,10.05
100.375,10.05
100.417,10.05
100.458,10.05
100.5,10.05
100.542,10.05
100.583,10.05
100.625,10.05
100.667,10.05
100.708,10.05
100.75,10.05
100.792,10.05
100.833,10.05
100.875,10.05
100.917,10.05
100.958,10.05
101,9.92
101.042,9.92
101.083,9.92
101.125,9.92
101.167,9.92
101.208,9.92
101.25,9.92
101.292,9.92
101.333,9.92
101.375,9.92
101.417,9.92
101.458,9.92
101.5,9.92
101.542,9.92
101.583,9.92
101.625,9.92
101.667,9.92
101.708,9.92
101.75,9.92
101.792,9.92
101.833,9.92
101.875,9.92
101.917,9.92
101.958,9.92
102,10.09
102.042,10.09
102.083,10.09
102.125,10.09
102.167,10.09
102.208,10.09
102.25,10.09
102.292,10.09
102.333,10.09
102.375,10.09
102.417,10.09
102.458,10.09
102.5,10.09
102.542,10.09
102.583,10.09
102.625,10.09
102.667,10.09
102.708,10.09
102.75,10.09
102.792,10.09
102.833,10.09
102.875,10.09
102.917,10.09
102.958,10.09
103,9.71
103.042,9.71
103.083,9.71
103.125,9.71
103.167,9.71
103.208,9.71
103.25,9.71
103.292,9.71
103.333,9.71
103.375,9.71
103.417,9.71
103.458,9.71
103.5,9.71
103.542,9.71
103.583,9.71
103.625,9.71
103.667,9.71
103.708,9.71
103.75,9.71
103.792,9.71
103.833,9.71
103.875,9.71
103.917,9.71
103.958,9.71
104,8.35
104.042,8.35
104.083,8.35
104.125,8.35
104.167,8.35
104.208,8.35
104.25,8.35
104.292,8.35
104.333,8.35
104.375,8.35
104.417,8.35
104.458,8.35
104.5,8.35
104.542,8.35
104.583,8.35
104.625,8.35
104.667,8.35
104.708,8.35
104.75,8.35
104.792,8.35
104.833,8.35
104.875,8.35
104.917,8.35
104.958,8.35
105,7.23
105.042,7.23
105.083,7.23
105.125,7.23
105.167,7.23
105.208,7.23
105.25,7.23
105.292,7.23
105.333,7.23
105.375,7.23
105.417,7.23
105.458,7.23
105.5,7.23
105.542,7.23
105.583,7.23
105.625,7.23
105.667,7.23
105.708,7.23
105.75,7.23
105.792,7.23
105.833,7.23
105.875,7.23
105.917,7.23
105.958,7.23
106,7.36
106.042,7.36
106.083,7.36
106.125,7.36
106.167,7.36
106.208,7.36
106.25,7.36
106.292,7.36
106.333,7.36
106.375,7.36
106.417,7.36
106.458,7.36
106.5,7.36
106.542,7.36
106.583,7.36
106.625,7.36
106.667,7.36
106.708,7.36
106.75,7.36
106.792,7.36
106.833,7.36
106.875,7.36
106.917,7.36
106.958,7.36
107,8.55
107.042,8.55
107.083,8.55
107.125,8.55
107.167,8.55
107.208,8.55
107.25,8.55
107.292,8.55
107.333,8.55
107.375,8.55
107.417,8.55
107.458,8.55
107.5,8.55
107.542,8.55
107.583,8.55
107.625,8.55
107.667,8.55
107.708,8.55
107.75,8.55
107.792,8.55
107.833,8.55
107.875,8.55
107.917,8.55
107.958,8.55
108,9.84
108.042,9.84
108.083,9.84
108.125,9.84
108.167,9.84
108.208,9.84
108.25,9.84
108.292,9.84
108.333,9.84
108.375,9.84
108.417,9.84
108.458,9.84
108.5,9.84
108.542,9.84
108.583,9.84
108.625,9.84
108.667,9.84
108.708,9.84
108.75,9.84
108.792,9.84
108.833,9.84
108.875,9.84
108.917,9.84
108.958,9.84
109,10.44
109.042,10.44
109.083,10.44
109.125,10.44
109.167,10.44
109.208,10.44
109.25,10.44
109.292,10.44
109.333,10.44
109.375,10.44
109.417,10.44
109.458,10.44
109.5,10.44
109.542,10.44
109.583,10.44
109.625,10.44
109.667,10.44
109.708,10.44
109.75,10.44
109.792,10.44
109.833,10.44
109.875,10.44
109.917,10.44
109.958,10.44
110,10.78
110.042,10.78
110.083,10.78
110.125,10.78
110.167,10.78
110.208,10.78
110.25,10.78
110.292,10.78
110.333,10.78
110.375,10.78
110.417,10.78
110.458,10.78
110.5,10.78
110.542,10.78
110.583,10.78
110.625,10.78
110.667,10.78
110.708,10.78
110.75,10.78
110.792,10.78
110.833,10.78
110.875,10.78
110.917,10.78
110.958,10.78
111,10.73
111.042,10.73
111.083,10.73
111.125,10.73
111.167,10.73
111.208,10.73
111.25,10.73
111.292,10.73
111.333,10.73
111.375,10.73
111.417,10.73
111.458,10.73
111.5,10.73
111.542,10.73
111.583,10.73
111.625,10.73
111.667,10.73
111.708,10.73
111.75,10.73
111.792,10.73
111.833,10.73
111.875,10.73
111.917,10.73
111.958,10.73
112,9.77
112.042,9.77
112.083,9.77
112.125,9.77
112.167,9.77
112.208,9.77
112.25,9.77
112.292,9.77
112.333,9.77
112.375,9.77
112.417,9.77
112.458,9.77
112.5,9.77
112.542,9.77
112.583,9.77
112.625,9.77
112.667,9.77
112.708,9.77
112.75,9.77
112.792,9.77
112.833,9.77
112.875,9.77
112.917,9.77
112.958,9.77
113,9.38
113.042,9.38
113.083,9.38
113.125,9.38
113.167,9.38
113.208,9.38
113.25,9.38
113.292,9.38
113.333,9.38
113.375,9.38
113.417,9.38
113.458,9.38
113.5,9.38
113.542,9.38
113.583,9.38
113.625,9.38
113.667,9.38
113.708,9.38
113.75,9.38
113.792,9.38
113.833,9.38
113.875,9.38
113.917,9.38
113.958,9.38
114,8.5
114.042,8.5
114.083,8.5
114.125,8.5
114.167,8.5
114.208,8.5
114.25,8.5
114.292,8.5
114.333,8.5
114.375,8.5
114.417,8.5
114.458,8.5
114.5,8.5
114.542,8.5
114.583,8.5
114.625,8.5
114.667,8.5
114.708,8.5
114.75,8.5
114.792,8.5
114.833,8.5
114.875,8.5
114.917,8.5
114.958,8.5
115,8.88
115.042,8.88
115.083,8.88
115.125,8.88
115.167,8.88
115.208,8.88
115.25,8.88
115.292,8.88
115.333,8.88
115.375,8.88
115.417,8.88
115.458,8.88
115.5,8.88
115.542,8.88
115.583,8.88
115.625,8.88
115.667,8.88
115.708,8.88
115.75,8.88
115.792,8.88
115.833,8.88
115.875,8.88
115.917,8.88
115.958,8.88
116,7.93
116.042,7.93
116.083,7.93
116.125,7.93
116.167,7.93
116.208,7.93
116.25,7.93
116.292,7.93
116.333,7.93
116.375,7.93
116.417,7.93
116.458,7.93
116.5,7.93
116.542,7.93
116.583,7.93
116.625,7.93
116.667,7.93
116.708,7.93
116.75,7.93
116.792,7.93
116.833,7.93
116.875,7.93
116.917,7.93
116.958,7.93
117,7.67
117.042,7.67
117.083,7.67
117.125,7.67
117.167,7.67
117.208,7.67
117.25,7.67
117.292,7.67
117.333,7.67
117.375,7.67
117.417,7.67
117.458,7.67
117.5,7.67
117.542,7.67
117.583,7.67
117.625,7.67
117.667,7.67
117.708,7.67
117.75,7.67
117.792,7.67
117.833,7.67
117.875,7.67
117.917,7.67
117.958,7.67
118,8.85
118.042,8.85
118.083,8.85
118.125,8.85
118.167,8.85
118.208,8.85
118.25,8.85
118.292,8.85
118.333,8.85
118.375,8.85
118.417,8.85
118.458,8.85
118.5,8.85
118.542,8.85
118.583,8.85
118.625,8.85
118.667,8.85
118.708,8.85
118.75,8.85
118.792,8.85
118.833,8.85
118.875,8.85
118.917,8.85
118.958,8.85
119,9.69
119.042,9.69
119.083,9.69
119.125,9.69
119.167,9.69
119.208,9.69
119.25,9.69
119.292,9.69
119.333,9.69
119.375,9.69
119.417,9.69
119.458,9.69
119.5,9.69
119.542,9.69
119.583,9.69
119.625,9.69
119.667,9.69
119.708,9.69
119.75,9.69
119.792,9.69
119.833,9.69
119.875,9.69
119.917,9.69
119.958,9.69
120,10.34
120.042,10.34
120.083,10.34
120.125,10.34
120.167,10.34
120.208,10.34
120.25,10.34
120.292,10.34
120.333,10.34
120.375,10.34
120.417,10.34
120.458,10.34
120.5,10.34
120.542,10.34
120.583,10.34
120.625,10.34
120.667,10.34
120.708,10.34
120.75,10.34
120.792,10.34
120.833,10.34
120.875,10.34
120.917,10.34
120.958,10.34
121,10.13
121.042,10.13
121.083,10.13
121.125,10.13
121.167,10.13
121.208,10.13
121.25,10.13
121.292,10.13
121.333,10.13
121.375,10.13
121.417,10.13
121.458,10.13
121.5,10.13
121.542,10.13
121.583,10.13
121.625,10.13
121.667,10.13
121.708,10.13
121.75,10.13
121.792,10.13
121.833,10.13
121.875,10.13
121.917,10.13
121.958,10.13
122,10.59
122.042,10.59
122.083,10.59
122.125,10.59
122.167,10.59
122.208,10.59
122.25,10.59
122.292,10.59
122.333,10.59
122.375,10.59
122.417,10.59
122.458,10.59
122.5,10.59
122.542,10.59
122.583,10.59
122.625,10.59
122.667,10.59
122.708,10.59
122.75,10.59
122.792,10.59
122.833,10.59
122.875,10.59
122.917,10.59
122.958,10.59
123,10.89
123.042,10.89
123.083,10.89
123.125,10.89
123.167,10.89
123.208,10.89
123.25,10.89
123.292,10.89
123.333,10.89
123.375,10.89
123.417,10.89
123.458,10.89
123.5,10.89
123.542,10.89
123.583,10.89
123.625,10.89
123.667,10.89
123.708,10.89
123.75,10.89
123.792,10.89
123.833,10.89
123.875,10.89
123.917,10.89
123.958,10.89
124,10.63
124.042,10.63
124.083,10.63
124.125,10.63
124.167,10.63
124.208,10.63
124.25,10.63
124.292,10.63
124.333,10.63
124.375,10.63
124.417,10.63
124.458,10.63
124.5,10.63
124.542,10.63
124.583,10.63
124.625,10.63
124.667,10.63
124.708,10.63
124.75,10.63
124.792,10.63
124.833,10.63
124.875,10.63
124.917,10.63
124.958,10.63
125,10.43
125.042,10.43
125.083,10.43
125.125,10.43
125.167,10.43
125.208,10.43
125.25,10.43
125.292,10.43
125.333,10.43
125.375,10.43
125.417,10.43
125.458,10.43
125.5,10.43
125.542,10.43
125.583,10.43
125.625,10.43
125.667,10.43
125.708,10.43
125.75,10.43
125.792,10.43
125.833,10.43
125.875,10.43
125.917,10.43
125.958,10.43
126,10.39
126.042,10.39
126.083,10.39
126.125,10.39
126.167,10.39
126.208,10.39
126.25,10.39
126.292,10.39
126.333,10.39
126.375,10.39
126.417,10.39
126.458,10.39
126.5,10.39
126.542,10.39
126.583,10.39
126.625,10.39
126.667,10.39
126.708,10.39
126.75,10.39
126.792,10.39
126.833,10.39
126.875,10.39
126.917,10.39
126.958,10.39
127,9.81
127.042,9.81
127.083,9.81
127.125,9.81
127.167,9.81
127.208,9.81
127.25,9.81
127.292,9.81
127.333,9.81
127.375,9.81
127.417,9.81
127.458,9.81
127.5,9.81
127.542,9.81
127.583,9.81
127.625,9.81
127.667,9.81
127.708,9.81
127.75,9.81
127.792,9.81
127.833,9.81
127.875,9.81
127.917,9.81
127.958,9.81
128,10.8
128.042,10.8
128.083,10.8
128.125,10.8
128.167,10.8
128.208,10.8
128.25,10.8
128.292,10.8
128.333,10.8
128.375,10.8
128.417,10.8
128.458,10.8
128.5,10.8
128.542,10.8
128.583,10.8
128.625,10.8
128.667,10.8
128.708,10.8
128.75,10.8
128.792,10.8
128.833,10.8
128.875,10.8
128.917,10.8
128.958,10.8
129,11.77
129.042,11.77
129.083,11.77
129.125,11.77
129.167,11.77
129.208,11.77
129.25,11.77
129.292,11.77
129.333,11.77
129.375,11.77
129.417,11.77
129.458,11.77
129.5,11.77
129.542,11.77
129.583,11.77
129.625,11.77
129.667,11.77
129.708,11.77
129.75,11.77
129.792,11.77
129.833,11.77
129.875,11.77
129.917,11.77
129.958,11.77
130,11.84
130.042,11.84
130.083,11.84
130.125,11.84
130.167,11.84
130.208,11.84
130.25,11.84
130.292,11.84
130.333,11.84
130.375,11.84
130.417,11.84
130.458,11.84
130.5,11.84
130.542,11.84
130.583,11.84
130.625,11.84
130.667,11.84
130.708,11.84
130.75,11.84
130.792,11.84
130.833,11.84
130.875,11.84
130.917,11.84
130.958,11.84
131,11.8
131.042,11.8
131.083,11.8
131.125,11.8
131.167,11.8
131.208,11.8
131.25,11.8
131.292,11.8
131.333,11.8
131.375,11.8
131.417,11.8
131.458,11.8
131.5,11.8
131.542,11.8
131.583,11.8
131.625,11.8
131.667,11.8
131.708,11.8
131.75,11.8
131.792,11.8
131.833,11.8
131.875,11.8
131.917,11.8
131.958,11.8
132,11.65
132.042,11.65
132.083,11.65
132.125,11.65
132.167,11.65
132.208,11.65
132.25,11.65
132.292,11.65
132.333,11.65
132.375,11.65
132.417,11.65
132.458,11.65
132.5,11.65
132.542,11.65
132.583,11.65
132.625,11.65
132.667,11.65
132.708,11.65
132.75,11.65
132.792,11.65
132.833,11.65
132.875,11.65
132.917,11.65
132.958,11.65
133,12.04
133.042,12.04
133.083,12.04
133.125,12.04
133.167,12.04
133.208,12.04
133.25,12.04
133.292,12.04
133.333,12.04
133.375,12.04
133.417,12.04
133.458,12.04
133.5,12.04
133.542,12.04
133.583,12.04
133.625,12.04
133.667,12.04
133.708,12.04
133.75,12.04
133.792,12.04
133.833,12.04
133.875,12.04
133.917,12.04
133.958,12.04
134,12.54
134.042,12.54
134.083,12.54
134.125,12.54
134.167,12.54
134.208,12.54
134.25,12.54
134.292,12.54
134.333,12.54
134.375,12.54
134.417,12.54
134.458,12.54
134.5,12.54
134.542,12.54
134.583,12.54
134.625,12.54
134.667,12.54
134.708,12.54
134.75,12.54
134.792,12.54
134.833,12.54
134.875,12.54
134.917,12.54
134.958,12.54
135,11.9
135.042,11.9
135.083,11.9
135.125,11.9
135.167,11.9
135.208,11.9
135.25,11.9
135.292,11.9
135.333,11.9
135.375,11.9
135.417,11.9
135.458,11.9
135.5,11.9
135.542,11.9
135.583,11.9
135.625,11.9
135.667,11.9
135.708,11.9
135.75,11.9
135.792,11.9
135.833,11.9
135.875,11.9
135.917,11.9
135.958,11.9
136,11.09
136.042,11.09
136.083,11.09
136.125,11.09
136.167,11.09
136.208,11.09
136.25,11.09
136.292,11.09
136.333,11.09
136.375,11.09
136.417,11.09
136.458,11.09
136.5,11.09
136.542,11.09
136.583,11.09
136.625,11.09
136.667,11.09
136.708,11.09
136.75,11.09
136.792,11.09
136.833,11.09
136.875,11.09
136.917,11.09
136.958,11.09
137,11.94
137.042,11.94
137.083,11.94
137.125,11.94
137.167,11.94
137.208,11.94
137.25,11.94
137.292,11.94
137.333,11.94
137.375,11.94
137.417,11.94
137.458,11.94
137.5,11.94
137.542,11.94
137.583,11.94
137.625,11.94
137.667,11.94
137.708,11.94
137.75,11.94
137.792,11.94
137.833,11.94
137.875,11.94
137.917,11.94
137.958,11.94
138,12.45
138.042,12.45
138.083,12.45
138.125,12.45
138.167,12.45
138.208,12.45
138.25,12.45
138.292,12.45
138.333,12.45
138.375,12.45
138.417,12.45
138.458,12.45
138.5,12.45
138.542,12.45
138.583,12.45
138.625,12.45
138.667,12.45
138.708,12.45
138.75,12.45
138.792,12.45
138.833,12.45
138.875,12.45
138.917,12.45
138.958,12.45
139,12.95
139.042,12.95
139.083,12.95
139.125,12.95
139.167,12.95
139.208,12.95
139.25,12.95
139.292,12.95
139.333,12.95
139.375,12.95
139.417,12.95
139.458,12.95
139.5,12.95
139.542,12.95
139.583,12.95
139.625,12.95
139.667,12.95
139.708,12.95
139.75,12.95
139.792,12.95
139.833,12.95
139.875,12.95
139.917,12.95
139.958,12.95
140,12.23
140.042,12.23
140.083,12.23
140.125,12.23
140.167,12.23
140.208,12.23
140.25,12.23
140.292,12.23
140.333,12.23
140.375,12.23
140.417,12.23
140.458,12.23
140.5,12.23
140.542,12.23
140.583,12.23
140.625,12.23
140.667,12.23
140.708,12.23
140.75,12.23
140.792,12.23
140.833,12.23
140.875,12.23
140.917,12.23
140.958,12.23
141,10.12
141.042,10.12
141.083,10.12
141.125,10.12
141.167,10.12
141.208,10.12
141.25,10.12
141.292,10.12
141.333,10.12
141.375,10.12
141.417,10.12
141.458,10.12
141.5,10.12
141.542,10.12
141.583,10.12
141.625,10.12
141.667,10.12
141.708,10.12
141.75,10.12
141.792,10.12
141.833,10.12
141.875,10.12
141.917,10.12
141.958,10.12
142,9.6
142.042,9.6
142.083,9.6
142.125,9.6
142.167,9.6
142.208,9.6
142.25,9.6
142.292,9.6
142.333,9.6
142.375,9.6
142.417,9.6
142.458,9.6
142.5,9.6
142.542,9.6
142.583,9.6
142.625,9.6
142.667,9.6
142.708,9.6
142.75,9.6
142.792,9.6
142.833,9.6
142.875,9.6
142.917,9.6
142.958,9.6
143,10.09
143.042,10.09
143.083,10.09
143.125,10.09
143.167,10.09
143.208,10.09
143.25,10.09
143.292,10.09
143.333,10.09
143.375,10.09
143.417,10.09
143.458,10.09
143.5,10.09
143.542,10.09
143.583,10.09
143.625,10.09
143.667,10.09
143.708,10.09
143.75,10.09
143.792,10.09
143.833,10.09
143.875,10.09
143.917,10.09
143.958,10.09
144,10.64
144.042,10.64
144.083,10.64
144.125,10.64
144.167,10.64
144.208,10.64
144.25,10.64
144.292,10.64
144.333,10.64
144.375,10.64
144.417,10.64
144.458,10.64
144.5,10.64
144.542,10.64
144.583,10.64
144.625,10.64
144.667,10.64
144.708,10.64
144.75,10.64
144.792,10.64
144.833,10.64
144.875,10.64
144.917,10.64
144.958,10.64
145,11.46
145.042,11.46
145.083,11.46
145.125,11.46
145.167,11.46
145.208,11.46
145.25,11.46
145.292,11.46
145.333,11.46
145.375,11.46
145.417,11.46
145.458,11.46
145.5,11.46
145.542,11.46
145.583,11.46
145.625,11.46
145.667,11.46
145.708,11.46
145.75,11.46
145.792,11.46
145.833,11.46
145.875,11.46
145.917,11.46
145.958,11.46
146,11.97
146.042,11.97
146.083,11.97
146.125,11.97
146.167,11.97
146.208,11.97
146.25,11.97
146.292,11.97
146.333,11.97
146.375,11.97
146.417,11.97
146.458,11.97
146.5,11.97
146.542,11.97
146.583,11.97
146.625,11.97
146.667,11.97
146.708,11.97
146.75,11.97
146.792,11.97
146.833,11.97
146.875,11.97
