$Trinity Lake updated withdrawals year 2016 YC 08/31/22,,
",,,",,
Jday,Power generation and Jet (cms),Auxiallary (cms)
41.292,0.0283,0.0283
41.333,0.0283,0.0283
41.375,0.0283,0.0283
41.417,0.0283,0.0283
41.458,0.0283,0.0283
41.5,0.0283,0.0283
41.542,0.0283,0.0283
41.583,0.0283,0.0283
41.625,0.0283,0.0283
41.667,0.0283,0.0283
41.708,0.0283,0.0283
41.75,0.0283,0.0283
41.792,0.0283,0.0283
41.833,0.0283,0.0283
41.875,0.0283,0.0283
41.917,0.0283,0.0283
41.958,0.0283,0.0283
42,0.0283,0.0283
42.042,0.0283,0.0283
42.083,0.0283,0.0283
42.125,0.0283,0.0283
42.167,0.0283,0.0283
42.208,0.0283,0.0283
42.25,0.0283,0.0283
42.292,5.166165,0.0283
42.333,45.4512433,0.0283
42.375,44.9928682,0.0283
42.417,3.18941,0.0283
42.458,0.0283,0.0283
42.5,0.0283,0.0283
42.542,0.0283,0.0283
42.583,0.0283,0.0283
42.625,0.0283,0.0283
42.667,0.0283,0.0283
42.708,0.0283,0.0283
42.75,6.9739973,0.0283
42.792,45.0312147,0.0283
42.833,45.3047342,0.0283
42.875,4.079445,0.0283
42.917,0.0283,0.0283
42.958,0.0283,0.0283
43,0.0283,0.0283
43.042,0.0283,0.0283
43.083,0.0283,0.0283
43.125,0.0283,0.0283
43.167,0.0283,0.0283
43.208,0.0283,0.0283
43.25,0.0283,0.0283
43.292,3.2679708,0.0283
43.333,45.0356295,0.0283
43.375,45.8067196,0.0283
43.417,27.6785037,0.0283
43.458,26.7439245,0.0283
43.5,26.8000434,0.0283
43.542,26.7858085,0.0283
43.583,30.7915603,0.0283
43.625,38.1112704,0.0283
43.667,37.6457071,0.0283
43.708,37.3027677,0.0283
43.75,27.3985884,0.0283
43.792,45.6187227,0.0283
43.833,45.0011601,0.0283
43.875,3.128565,0.0283
43.917,0.0283,0.0283
43.958,0.0283,0.0283
44,2.5806487,0.0283
44.042,30.0641371,0.0283
44.083,30.8819505,0.0283
44.125,31.0515807,0.0283
44.167,31.0141398,0.0283
44.208,31.0542126,0.0283
44.25,31.0742207,0.0283
44.292,30.1239916,0.0283
44.333,4.139158,0.0283
44.375,0.0283,0.0283
44.417,0.0283,0.0283
44.458,0.0283,0.0283
44.5,0.0283,0.0283
44.542,0.0283,0.0283
44.583,0.0283,0.0283
44.625,0.0283,0.0283
44.667,0.0283,0.0283
44.708,2.8905903,0.0283
44.75,34.4466468,0.0283
44.792,35.4855398,0.0283
44.833,35.6433406,0.0283
44.875,35.6765931,0.0283
44.917,31.306026,0.0283
44.958,31.0933515,0.0283
45,30.9721992,0.0283
45.042,30.8905254,0.0283
45.083,31.0415908,0.0283
45.125,31.0027066,0.0283
45.167,31.0772488,0.0283
45.208,31.0344592,0.0283
45.25,30.9266079,0.0283
45.292,30.2967065,0.0283
45.333,2.6556154,0.0283
45.375,0.0283,0.0283
45.417,0.0283,0.0283
45.458,0.0283,0.0283
45.5,0.0283,0.0283
45.542,0.0283,0.0283
45.583,0.0283,0.0283
45.625,0.0283,0.0283
45.667,0.0283,0.0283
45.708,6.9272457,0.0283
45.75,39.1452392,0.0283
45.792,40.4663115,0.0283
45.833,40.4863196,0.0283
45.875,40.6606476,0.0283
45.917,39.9392523,0.0283
45.958,29.810654,0.0283
46,22.1601452,0.0283
46.042,1.1634413,0.0283
46.083,0.0283,0.0283
46.125,0.0283,0.0283
46.167,0.0283,0.0283
46.208,0.0283,0.0283
46.25,0.0283,0.0283
46.292,0.0283,0.0283
46.333,0.0283,0.0283
46.375,0.0283,0.0283
46.417,0.0283,0.0283
46.458,0.0283,0.0283
46.5,0.0283,0.0283
46.542,0.0283,0.0283
46.583,0.0283,0.0283
46.625,0.0283,0.0283
46.667,0.0283,0.0283
46.708,0.0283,0.0283
46.75,3.2946577,0.0283
46.792,44.1541128,0.0283
46.833,46.3212419,0.0283
46.875,46.1917694,0.0283
46.917,44.5800278,0.0283
46.958,1.7832396,0.0283
47,0.0283,0.0283
47.042,0.0283,0.0283
47.083,0.0283,0.0283
47.125,0.0283,0.0283
47.167,0.0283,0.0283
47.208,0.0283,0.0283
47.25,0.0283,0.0283
47.292,0.0283,0.0283
47.333,0.0283,0.0283
47.375,0.0283,0.0283
47.417,0.0283,0.0283
47.458,0.0283,0.0283
47.5,0.0283,0.0283
47.542,0.0283,0.0283
47.583,0.0283,0.0283
47.625,0.0283,0.0283
47.667,0.0283,0.0283
47.708,6.6290203,0.0283
47.75,38.8266944,0.0283
47.792,40.2102814,0.0283
47.833,40.2170168,0.0283
47.875,39.1786049,0.0283
47.917,4.0603142,0.0283
47.958,0.0283,0.0283
48,0.0283,0.0283
48.042,0.0283,0.0283
48.083,0.0283,0.0283
48.125,0.0283,0.0283
48.167,0.0283,0.0283
48.208,0.0283,0.0283
48.25,0.0283,0.0283
48.292,0.0283,0.0283
48.333,0.0283,0.0283
48.375,0.0283,0.0283
48.417,0.0283,0.0283
48.458,0.0283,0.0283
48.5,0.0283,0.0283
48.542,0.0283,0.0283
48.583,0.0283,0.0283
48.625,0.0283,0.0283
48.667,0.0283,0.0283
48.708,6.2743081,0.0283
48.75,38.2997484,0.0283
48.792,40.0650741,0.0283
48.833,45.2478512,0.0283
48.875,44.1824694,0.0283
48.917,26.6671466,0.0283
48.958,2.9750658,0.0283
49,0.0283,0.0283
49.042,0.0283,0.0283
49.083,0.0283,0.0283
49.125,0.0283,0.0283
49.167,0.0283,0.0283
49.208,0.0283,0.0283
49.25,0.0283,0.0283
49.292,0.0283,0.0283
49.333,0.0283,0.0283
49.375,0.0283,0.0283
49.417,0.0283,0.0283
49.458,0.0283,0.0283
49.5,0.0283,0.0283
49.542,0.0283,0.0283
49.583,0.0283,0.0283
49.625,0.0283,0.0283
49.667,0.0283,0.0283
49.708,3.3603137,0.0283
49.75,43.0600631,0.0283
49.792,44.8589243,0.0283
49.833,44.9315987,0.0283
49.875,43.0269521,0.0283
49.917,3.9571324,0.0283
49.958,0.0283,0.0283
50,0.0283,0.0283
50.042,0.0283,0.0283
50.083,0.0283,0.0283
50.125,0.0283,0.0283
50.167,0.0283,0.0283
50.208,0.0283,0.0283
50.25,0.0283,0.0283
50.292,0.0283,0.0283
50.333,0.0283,0.0283
50.375,0.0283,0.0283
50.417,0.0283,0.0283
50.458,5.2079924,0.0283
50.5,42.9349771,0.0283
50.542,44.5668966,0.0283
50.583,44.6224212,0.0283
50.625,44.5814994,0.0283
50.667,42.9597962,0.0283
50.708,4.233963,0.0283
50.75,0.0283,0.0283
50.792,0.0283,0.0283
50.833,0.0283,0.0283
50.875,0.0283,0.0283
50.917,0.0283,0.0283
50.958,0.0283,0.0283
51,0.0283,0.0283
51.042,0.0283,0.0283
51.083,0.0283,0.0283
51.125,0.0283,0.0283
51.167,0.0283,0.0283
51.208,0.0283,0.0283
51.25,0.0283,0.0283
51.292,0.0283,0.0283
51.333,0.0283,0.0283
51.375,0.0283,0.0283
51.417,0.0283,0.0283
51.458,0.0283,0.0283
51.5,0.0283,0.0283
51.542,0.0283,0.0283
51.583,0.0283,0.0283
51.625,0.0283,0.0283
51.667,5.1110083,0.0283
51.708,42.7933922,0.0283
51.75,44.3743434,0.0283
51.792,44.4665165,0.0283
51.833,44.4342828,0.0283
51.875,42.6728625,0.0283
51.917,3.2040128,0.0283
51.958,0.0283,0.0283
52,0.0283,0.0283
52.042,0.0283,0.0283
52.083,0.0283,0.0283
52.125,0.0283,0.0283
52.167,0.0283,0.0283
52.208,0.0283,0.0283
52.25,0.0283,0.0283
52.292,0.0283,0.0283
52.333,0.0283,0.0283
52.375,0.0283,0.0283
52.417,0.0283,0.0283
52.458,0.0283,0.0283
52.5,0.0283,0.0283
52.542,0.0283,0.0283
52.583,0.0283,0.0283
52.625,0.0283,0.0283
52.667,5.8115465,0.0283
52.708,33.6359367,0.0283
52.75,34.4021875,0.0283
52.792,34.5198023,0.0283
52.833,33.8160096,0.0283
52.875,2.8179725,0.0283
52.917,0.0283,0.0283
52.958,0.0283,0.0283
53,0.0283,0.0283
53.042,0.0283,0.0283
53.083,0.0283,0.0283
53.125,0.0283,0.0283
53.167,0.0283,0.0283
53.208,0.0283,0.0283
53.25,0.0283,0.0283
53.292,0.0283,0.0283
53.333,0.0283,0.0283
53.375,0.0283,0.0283
53.417,0.0283,0.0283
53.458,0.0283,0.0283
53.5,0.0283,0.0283
53.542,0.0283,0.0283
53.583,0.0283,0.0283
53.625,0.0283,0.0283
53.667,0.0283,0.0283
53.708,3.18658,0.0283
53.75,42.510845,0.0283
53.792,44.1725361,0.0283
53.833,43.9578806,0.0283
53.875,44.3254127,0.0283
53.917,42.6145079,0.0283
53.958,2.985933,0.0283
54,0.0283,0.0283
54.042,0.0283,0.0283
54.083,0.0283,0.0283
54.125,0.0283,0.0283
54.167,0.0283,0.0283
54.208,0.0283,0.0283
54.25,0.0283,0.0283
54.292,0.0283,0.0283
54.333,0.0283,0.0283
54.375,0.0283,0.0283
54.417,0.0283,0.0283
54.458,0.0283,0.0283
54.5,0.0283,0.0283
54.542,0.0283,0.0283
54.583,0.0283,0.0283
54.625,4.3567567,0.0283
54.667,33.3410507,0.0283
54.708,35.0031946,0.0283
54.75,43.7685253,0.0283
54.792,44.1403873,0.0283
54.833,44.1275674,0.0283
54.875,44.0957299,0.0283
54.917,42.7673562,0.0283
54.958,22.9182173,0.0283
55,3.2776211,0.0283
55.042,0.0283,0.0283
55.083,0.0283,0.0283
55.125,0.0283,0.0283
55.167,0.0283,0.0283
55.208,0.0283,0.0283
55.25,2.9753771,0.0283
55.292,27.3211596,0.0283
55.333,41.3422531,0.0283
55.375,24.7443597,0.0283
55.417,20.3121552,0.0283
55.458,22.3583584,0.0283
55.5,20.7673607,0.0283
55.542,21.0604355,0.0283
55.583,21.9184066,0.0283
55.625,2.6518515,0.0283
55.667,0.0283,0.0283
55.708,0.0283,0.0283
55.75,0.0283,0.0283
55.792,0.0283,0.0283
55.833,0.0283,0.0283
55.875,0.0283,0.0283
55.917,0.0283,0.0283
55.958,0.0283,0.0283
56,0.0283,0.0283
56.042,0.0283,0.0283
56.083,0.0283,0.0283
56.125,0.0283,0.0283
56.167,0.0283,0.0283
56.208,0.0283,0.0283
56.25,0.0283,0.0283
56.292,0.0283,0.0283
56.333,0.0283,0.0283
56.375,0.0283,0.0283
56.417,0.0283,0.0283
56.458,0.0283,0.0283
56.5,0.0283,0.0283
56.542,0.0283,0.0283
56.583,0.0283,0.0283
56.625,5.9762242,0.0283
56.667,42.15568,0.0283
56.708,43.9576825,0.0283
56.75,44.0782971,0.0283
56.792,43.7422063,0.0283
56.833,43.9551355,0.0283
56.875,42.259258,0.0283
56.917,4.6023441,0.0283
56.958,0.0283,0.0283
57,0.0283,0.0283
57.042,0.0283,0.0283
57.083,0.0283,0.0283
57.125,0.0283,0.0283
57.167,0.0283,0.0283
57.208,0.0283,0.0283
57.25,0.0283,0.0283
57.292,0.0283,0.0283
57.333,0.0283,0.0283
57.375,0.0283,0.0283
57.417,0.0283,0.0283
57.458,0.0283,0.0283
57.5,0.0283,0.0283
57.542,0.0283,0.0283
57.583,0.0283,0.0283
57.625,4.8416772,0.0283
57.667,42.0724497,0.0283
57.708,43.9045634,0.0283
57.75,43.8745937,0.0283
57.792,43.7407064,0.0283
57.833,43.9373914,0.0283
57.875,42.4645462,0.0283
57.917,3.0660786,0.0283
57.958,0.0283,0.0283
58,0.0283,0.0283
58.042,0.0283,0.0283
58.083,0.0283,0.0283
58.125,0.0283,0.0283
58.167,0.0283,0.0283
58.208,0.0283,0.0283
58.25,0.0283,0.0283
58.292,0.0283,0.0283
58.333,0.0283,0.0283
58.375,0.0283,0.0283
58.417,0.0283,0.0283
58.458,0.0283,0.0283
58.5,0.0283,0.0283
58.542,0.0283,0.0283
58.583,0.0283,0.0283
58.625,4.1831928,0.0283
58.667,42.172094,0.0283
58.708,43.7890994,0.0283
58.75,43.8107772,0.0283
58.792,43.8317475,0.0283
58.833,43.7304335,0.0283
58.875,42.2952273,0.0283
58.917,3.0670691,0.0283
58.958,0.0283,0.0283
59,0.0283,0.0283
59.042,0.0283,0.0283
59.083,0.0283,0.0283
59.125,0.0283,0.0283
59.167,0.0283,0.0283
59.208,0.0283,0.0283
59.25,0.0283,0.0283
59.292,0.0283,0.0283
59.333,0.0283,0.0283
59.375,0.0283,0.0283
59.417,0.0283,0.0283
59.458,0.0283,0.0283
59.5,0.0283,0.0283
59.542,0.0283,0.0283
59.583,3.130546,0.0283
59.625,42.0523001,0.0283
59.667,43.7467626,0.0283
59.708,43.7120385,0.0283
59.75,43.7436779,0.0283
59.792,43.729726,0.0283
59.833,43.7101424,0.0283
59.875,42.0295186,0.0283
59.917,2.9687266,0.0283
59.958,0.0283,0.0283
60,0.0283,0.0283
60.042,0.0283,0.0283
60.083,0.0283,0.0283
60.125,0.0283,0.0283
60.167,0.0283,0.0283
60.208,0.0283,0.0283
60.25,0.0283,0.0283
60.292,0.0283,0.0283
60.333,0.0283,0.0283
60.375,0.0283,0.0283
60.417,0.0283,0.0283
60.458,0.0283,0.0283
60.5,0.0283,0.1595271
60.542,0.0283,0.0283
60.583,0.0283,0.0283
60.625,0.0283,0.0283
60.667,0.0283,0.0283
60.708,0.0283,0.0283
60.75,43.9081575,0.0283
60.792,49.5986083,0.0283
60.833,49.3939427,0.0283
60.875,47.802379,0.0283
60.917,3.267801,0.0283
60.958,0.0283,0.0283
61,0.0283,0.0283
61.042,0.0283,0.0283
61.083,0.0283,0.0283
61.125,0.0283,0.0283
61.167,0.0283,0.0283
61.208,0.0283,0.0283
61.25,0.0283,0.0283
61.292,0.0283,0.0283
61.333,0.0283,0.0283
61.375,0.0283,0.0283
61.417,0.0283,0.0283
61.458,0.0283,0.0283
61.5,0.0283,0.0283
61.542,0.0283,0.0283
61.583,0.0283,0.0283
61.625,0.0283,0.0283
61.667,0.0283,0.0283
61.708,4.1992389,0.0283
61.75,47.4958617,0.0283
61.792,50.1248185,0.0283
61.833,49.6007308,0.0283
61.875,47.4599773,0.0283
61.917,3.1597799,0.0283
61.958,0.0283,0.0283
62,0.0283,0.0283
62.042,0.0283,0.0283
62.083,0.0283,0.0283
62.125,0.0283,0.0283
62.167,0.0283,0.0283
62.208,0.0283,0.0283
62.25,0.0283,0.0283
62.292,0.0283,0.0283
62.333,0.0283,0.0283
62.375,0.0283,0.0283
62.417,0.0283,0.0283
62.458,0.0283,0.0283
62.5,0.0283,0.0283
62.542,0.0283,0.0283
62.583,0.0283,0.0283
62.625,0.0283,0.0283
62.667,0.0283,0.0283
62.708,5.2305758,0.0283
62.75,47.3803128,0.0283
62.792,49.303128,0.0283
62.833,47.302318,0.0283
62.875,3.109604,0.0283
62.917,0.0283,0.0283
62.958,0.0283,0.0283
63,0.0283,0.0283
63.042,0.0283,0.0283
63.083,0.0283,0.0283
63.125,0.0283,0.0283
63.167,0.0283,0.0283
63.208,0.0283,0.0283
63.25,0.0283,0.0283
63.292,0.0283,0.0283
63.333,0.0283,0.0283
63.375,0.0283,0.0283
63.417,0.0283,0.0283
63.458,0.0283,0.0283
63.5,0.0283,0.0283
63.542,0.0283,0.0283
63.583,0.0283,0.0283
63.625,0.0283,0.0283
63.667,0.0283,0.0283
63.708,0.0283,0.0283
63.75,2.9089853,0.0283
63.792,38.9497711,0.0283
63.833,48.3165617,0.0283
63.875,52.761671,0.0283
63.917,43.6035929,0.0283
63.958,46.45162,0.0283
64,39.7478877,0.0283
64.042,3.244029,0.0283
64.083,0.0283,0.0283
64.125,0.0283,0.0283
64.167,0.0283,0.0283
64.208,0.0283,0.0283
64.25,0.0283,0.0283
64.292,0.0283,0.0283
64.333,0.0283,0.0283
64.375,0.0283,0.0283
64.417,0.0283,0.0283
64.458,0.0283,0.0283
64.5,0.0283,0.0283
64.542,0.0283,0.0283
64.583,0.0283,0.0283
64.625,0.0283,0.0283
64.667,0.0283,0.0283
64.708,3.2521511,0.0283
64.75,47.0041492,0.0283
64.792,49.0845388,0.0283
64.833,47.7260822,0.0283
64.875,26.9723055,0.0283
64.917,21.4605409,0.0283
64.958,24.3185579,0.0283
65,25.3237739,0.0283
65.042,3.3298629,0.0283
65.083,0.0283,0.0283
65.125,0.0283,0.0283
65.167,0.0283,0.0283
65.208,0.0283,0.0283
65.25,0.0283,0.0283
65.292,0.0283,0.0283
65.333,0.0283,0.0283
65.375,0.0283,0.0283
65.417,0.0283,0.0283
65.458,0.0283,0.0283
65.5,0.0283,0.0283
65.542,0.0283,0.0283
65.583,0.0283,0.0283
65.625,0.0283,0.0283
65.667,0.0283,0.0283
65.708,2.614637,0.0283
65.75,25.1447764,0.0283
65.792,25.9831639,0.0283
65.833,25.9564204,0.0283
65.875,19.977253,0.0283
65.917,19.6638588,0.0283
65.958,18.2363502,0.0283
66,18.1055759,0.0283
66.042,2.3815299,0.0283
66.083,0.0283,0.0283
66.125,0.0283,0.0283
66.167,0.0283,0.0283
66.208,0.0283,0.0283
66.25,0.0283,0.0283
66.292,0.0283,0.0283
66.333,0.0283,0.0283
66.375,0.0283,0.0283
66.417,0.0283,0.0283
66.458,0.0283,0.0283
66.5,6.4829074,0.0283
66.542,28.9495699,0.0283
66.583,29.6044602,0.0283
66.625,29.3501281,0.0283
66.667,20.3922442,0.0283
66.708,25.4439923,0.0283
66.75,2.7559955,0.0283
66.792,0.0283,0.0283
66.833,0.0283,0.0283
66.875,0.0283,0.0283
66.917,0.0283,0.0283
66.958,0.0283,0.0283
67,0.0283,0.0283
67.042,0.0283,0.0283
67.083,0.0283,0.0283
67.125,0.0283,0.0283
67.167,0.0283,0.0283
67.208,0.0283,0.0283
67.25,0.0283,0.0283
67.292,0.0283,0.0283
67.333,0.0283,0.0283
67.375,0.0283,0.0283
67.417,0.0283,0.0283
67.458,2.799436,0.0283
67.5,25.0298218,0.0283
67.542,25.6075097,0.0283
67.583,25.6170468,0.0283
67.625,25.6587893,0.0283
67.667,25.6309704,0.0283
67.708,25.7040976,0.0283
67.75,25.7053145,0.0283
67.792,25.7227756,0.0283
67.833,25.0533957,0.0283
67.875,3.5201804,0.0283
67.917,0.0283,0.0283
67.958,0.0283,0.0283
68,0.0283,0.0283
68.042,0.0283,0.0283
68.083,0.0283,0.0283
68.125,0.0283,0.0283
68.167,0.0283,0.0283
68.208,0.0283,0.0283
68.25,0.0283,0.0283
68.292,0.0283,0.0283
68.333,0.0283,0.0283
68.375,0.0283,0.0283
68.417,0.0283,0.0283
68.458,0.0283,0.0283
68.5,0.0283,0.0283
68.542,0.0283,0.0283
68.583,0.0283,0.0283
68.625,0.0283,0.0283
68.667,4.3430029,0.0283
68.708,21.3542178,0.0283
68.75,22.6896382,0.0283
68.792,45.3967658,0.0283
68.833,45.760534,0.0283
68.875,30.0105086,0.0283
68.917,28.8198144,0.0283
68.958,21.9697994,0.0283
69,20.9994207,0.0283
69.042,2.1909294,0.0283
69.083,0.0283,0.0283
69.125,0.0283,0.0283
69.167,0.0283,0.0283
69.208,0.0283,0.0283
69.25,2.7963513,0.0283
69.292,32.1396025,0.0283
69.333,33.170713,0.0283
69.375,33.0722573,0.0283
69.417,31.8940717,0.0283
69.458,3.3027798,0.0283
69.5,0.0283,0.0283
69.542,0.0283,0.0283
69.583,0.0283,0.0283
69.625,0.0283,0.0283
69.667,0.0283,0.0283
69.708,0.0283,0.0283
69.75,0.0283,0.0283
69.792,0.0283,0.0283
69.833,0.0283,0.0283
69.875,0.0283,0.0283
69.917,0.0283,0.0283
69.958,0.0283,0.0283
70,0.0283,0.0283
70.042,0.0283,0.0283
70.083,0.0283,0.0283
70.125,0.0283,0.0283
70.167,0.0283,0.0283
70.208,0.0283,0.0283
70.25,2.9555954,0.0283
70.292,25.0730359,0.0283
70.333,31.9554827,0.0283
70.375,2.7450151,0.0283
70.417,0.0283,0.0283
70.458,0.0283,0.0283
70.5,0.0283,0.0283
70.542,0.0283,0.0283
70.583,0.0283,0.0283
70.625,0.0283,0.0283
70.667,0.0283,0.0283
70.708,0.0283,0.0283
70.75,3.0901619,0.0283
70.792,39.8040349,0.0283
70.833,40.0168226,0.0283
70.875,3.0885488,0.0283
70.917,0.0283,0.0283
70.958,0.0283,0.0283
71,0.0283,0.0283
71.042,0.0283,0.0283
71.083,0.0283,0.0283
71.125,0.0283,0.0283
71.167,0.0283,0.0283
71.208,0.0283,0.0283
71.25,0.0283,0.0283
71.292,0.0283,0.0283
71.333,0.0283,0.0283
71.375,0.0283,0.0283
71.417,0.0283,0.0283
71.458,0.0283,0.0283
71.5,0.0283,0.0283
71.542,0.0283,0.0283
71.583,0.0283,0.0283
71.625,0.0283,0.0283
71.667,0.0283,0.0283
71.708,0.0283,0.0283
71.75,3.4585147,0.0283
71.792,39.5362603,0.0283
71.833,39.6580069,0.0283
71.875,2.983669,0.0283
71.917,0.0283,0.0283
71.958,0.0283,0.0283
72,0.0283,0.0283
72.042,0.0283,0.0283
72.083,0.0283,0.0283
72.125,0.0283,0.0283
72.167,0.0283,0.0283
72.208,0.0283,0.0283
72.25,0.0283,0.0283
72.292,0.0283,0.0283
72.333,0.0283,0.0283
72.375,0.0283,0.0283
72.417,0.0283,0.0283
72.458,0.0283,0.0283
72.5,0.0283,0.0283
72.542,0.0283,0.0283
72.583,0.0283,0.0283
72.625,0.0283,0.0283
72.667,0.0283,0.0283
72.708,0.0283,0.0283
72.75,0.0283,0.0283
72.792,0.0283,0.0283
72.833,0.0283,0.0283
72.875,0.0283,0.0283
72.917,0.0283,0.0283
72.958,0.0283,0.0283
73,0.0283,0.0283
73.042,0.0283,0.0283
73.083,0.0283,0.0283
73.125,0.0283,0.0283
73.167,0.0283,0.0283
73.208,0.0283,0.0283
73.25,0.0283,0.0283
73.292,0.0283,0.0283
73.333,0.0283,0.0283
73.375,0.0283,0.0283
73.417,0.0283,0.0283
73.458,0.0283,0.0283
73.5,0.0283,0.0283
73.542,0.0283,0.0283
73.583,0.0283,0.0283
73.625,0.0283,0.0283
73.667,0.0283,0.0283
73.708,0.0283,0.0283
73.75,0.0283,0.0283
73.792,0.0283,0.0283
73.833,0.0283,0.0283
73.875,0.0283,0.0283
73.917,0.0283,0.0283
73.958,0.0283,0.0283
74,0.0283,0.0283
74.042,0.0283,0.0283
74.083,0.0283,0.0283
74.125,0.0283,0.0283
74.167,0.0283,0.0283
74.208,0.0283,0.0283
74.25,0.0283,0.0283
74.292,0.0283,0.0283
74.333,0.0283,0.0283
74.375,0.0283,0.0283
74.417,0.0283,0.0283
74.458,0.0283,0.0283
74.5,0.0283,0.0283
74.542,0.0283,0.0283
74.583,0.0283,0.0283
74.625,0.0283,0.0283
74.667,0.0283,0.0283
74.708,0.0283,0.0283
74.75,0.0283,0.0283
74.792,0.0283,0.0283
74.833,0.0283,0.0283
74.875,0.0283,0.0283
74.917,0.0283,0.0283
74.958,0.0283,0.0283
75,0.0283,0.0283
75.042,0.0283,0.0283
75.083,0.0283,0.0283
75.125,0.0283,0.0283
75.167,0.0283,0.0283
75.208,0.0283,0.0283
75.25,0.0283,0.0283
75.292,0.0283,0.0283
75.333,0.0283,0.0283
75.375,0.0283,0.0283
75.417,0.0283,0.0283
75.458,0.0283,0.0283
75.5,0.0283,0.0283
75.542,0.0283,0.0283
75.583,0.0283,0.0283
75.625,0.0283,0.0283
75.667,4.6934984,0.0283
75.708,17.3610595,0.0283
75.75,17.4547608,0.0283
75.792,18.0495702,0.0283
75.833,28.8888664,0.0283
75.875,30.2361445,0.0283
75.917,49.2722244,0.0283
75.958,48.160374,0.0283
76,3.1682982,0.0283
76.042,0.0283,0.0283
76.083,0.0283,0.0283
76.125,0.0283,0.0283
76.167,0.0283,0.0283
76.208,0.0283,0.0283
76.25,0.0283,0.0283
76.292,0.0283,0.0283
76.333,0.0283,0.0283
76.375,0.0283,0.0283
76.417,0.0283,0.0283
76.458,0.0283,0.0283
76.5,0.0283,0.0283
76.542,0.0283,0.0283
76.583,0.0283,0.0283
76.625,0.0283,0.0283
76.667,0.0283,0.0283
76.708,6.4821716,0.0283
76.75,38.6306886,0.0283
76.792,17.1675441,0.0283
76.833,0.0283,0.0283
76.875,0.0283,0.0283
76.917,0.0283,0.0283
76.958,0.0283,0.0283
77,0.0283,0.0283
77.042,0.0283,0.0283
77.083,0.0283,0.0283
77.125,0.0283,0.0283
77.167,0.0283,0.0283
77.208,0.0283,0.0283
77.25,0.0283,0.0283
77.292,0.0283,0.0283
77.333,3.855026,0.0283
77.375,24.2507228,0.0283
77.417,24.8275617,0.0283
77.458,24.8251845,0.0283
77.5,25.1199573,0.0283
77.542,25.102949,0.0283
77.583,30.7690618,0.0283
77.625,38.6039451,0.0283
77.667,2.5788658,0.0283
77.708,0.0283,0.0283
77.75,0.0283,0.0283
77.792,0.0283,0.0283
77.833,0.0283,0.0283
77.875,0.0283,0.0283
77.917,0.0283,0.0283
77.958,0.0283,0.0283
78,0.0283,0.0283
78.042,0.0283,0.0283
78.083,0.0283,0.0283
78.125,0.0283,0.0283
78.167,0.0283,0.0283
78.208,0.0283,0.0283
78.25,0.0283,0.0283
78.292,0.0283,0.0283
78.333,0.0283,0.0283
78.375,0.0283,0.0283
78.417,0.0283,0.0283
78.458,0.0283,0.0283
78.5,0.0283,0.0283
78.542,0.0283,0.0283
78.583,0.0283,0.0283
78.625,0.0283,0.0283
78.667,0.0283,0.0283
78.708,2.6666524,0.0283
78.75,31.7836168,0.0283
78.792,39.5786254,0.0283
78.833,39.8437115,0.0283
78.875,38.9594497,0.0283
78.917,3.6778397,0.0283
78.958,0.0283,0.0283
79,0.0283,0.0283
79.042,0.0283,0.0283
79.083,0.0283,0.0283
79.125,0.0283,0.0283
79.167,0.0283,0.0283
79.208,0.0283,0.0283
79.25,0.0283,0.0283
79.292,0.0283,0.0283
79.333,0.0283,0.0283
79.375,0.0283,0.0283
79.417,0.0283,0.0283
79.458,0.0283,0.0283
79.5,0.0283,0.0283
79.542,0.0283,0.0283
79.583,0.0283,0.0283
79.625,0.0283,0.0283
79.667,0.0283,0.0283
79.708,4.7949822,0.0283
79.75,31.2616799,0.0283
79.792,32.0935301,0.0283
79.833,37.6912701,0.0283
79.875,38.6857038,0.0283
79.917,3.0475421,0.0283
79.958,0.0283,0.0283
80,0.0283,0.0283
80.042,0.0283,0.0283
80.083,0.0283,0.0283
80.125,0.0283,0.0283
80.167,0.0283,0.0283
80.208,0.0283,0.0283
80.25,0.0283,0.0283
80.292,0.0283,0.0283
80.333,0.0283,0.0283
80.375,0.0283,0.0283
80.417,0.0283,0.0283
80.458,0.0283,0.0283
80.5,0.0283,0.0283
80.542,0.0283,0.0283
80.583,0.0283,0.0283
80.625,0.0283,0.0283
80.667,0.0283,0.0283
80.708,2.9574349,0.0283
80.75,31.3500608,0.0283
80.792,39.2186211,0.0283
80.833,39.6541581,0.0283
80.875,38.3965627,0.0283
80.917,3.4344597,0.0283
80.958,0.0283,0.0283
81,0.0283,0.0283
81.042,0.0283,0.0283
81.083,0.0283,0.0283
81.125,0.0283,0.0283
81.167,0.0283,0.0283
81.208,0.0283,0.0283
81.25,0.0283,0.0283
81.292,0.0283,0.0283
81.333,0.0283,0.0283
81.375,0.0283,0.0283
81.417,0.0283,0.0283
81.458,0.0283,0.0283
81.5,0.0283,0.0283
81.542,0.0283,0.0283
81.583,0.0283,0.0283
81.625,0.0283,0.0283
81.667,1.4933344,0.0283
81.708,38.5764092,0.0283
81.75,39.2836262,0.0283
81.792,39.2700988,0.0283
81.833,39.3321041,0.0283
81.875,38.093215,0.0283
81.917,3.2391048,0.0283
81.958,0.0283,0.0283
82,0.0283,0.0283
82.042,0.0283,0.0283
82.083,0.0283,0.0283
82.125,0.0283,0.0283
82.167,0.0283,0.0283
