$Trinity lake Swift Cr inflow year updated 2016 YC 06/01/23,
",,,",
Jday,USBR TL Inflow (QI)
141.167,5.889848506
141.208,5.889848506
141.25,5.889848506
141.292,5.889848506
141.333,5.889848506
141.375,5.889848506
141.417,5.889848506
141.458,5.889848506
141.5,5.889848506
141.542,5.889848506
141.583,5.889848506
141.625,5.889848506
141.667,5.889848506
141.708,5.889848506
141.75,5.889848506
141.792,5.889848506
141.833,5.889848506
141.875,5.889848506
141.917,5.889848506
141.958,5.889848506
142,1.614045023
142.042,1.614045023
142.083,1.614045023
142.125,1.614045023
142.167,1.614045023
142.208,1.614045023
142.25,1.614045023
142.292,1.614045023
142.333,1.614045023
142.375,1.614045023
142.417,1.614045023
142.458,1.614045023
142.5,1.614045023
142.542,1.614045023
142.583,1.614045023
142.625,1.614045023
142.667,1.614045023
142.708,1.614045023
142.75,1.614045023
142.792,1.614045023
142.833,1.614045023
142.875,1.614045023
142.917,1.614045023
142.958,1.614045023
143,16.96163103
143.042,16.96163103
143.083,16.96163103
143.125,16.96163103
143.167,16.96163103
143.208,16.96163103
143.25,16.96163103
143.292,16.96163103
143.333,16.96163103
143.375,16.96163103
143.417,16.96163103
143.458,16.96163103
143.5,16.96163103
143.542,16.96163103
143.583,16.96163103
143.625,16.96163103
143.667,16.96163103
143.708,16.96163103
143.75,16.96163103
143.792,16.96163103
143.833,16.96163103
143.875,16.96163103
143.917,16.96163103
143.958,16.96163103
144,7.164094577
144.042,7.164094577
144.083,7.164094577
144.125,7.164094577
144.167,7.164094577
144.208,7.164094577
144.25,7.164094577
144.292,7.164094577
144.333,7.164094577
144.375,7.164094577
144.417,7.164094577
144.458,7.164094577
144.5,7.164094577
144.542,7.164094577
144.583,7.164094577
144.625,7.164094577
144.667,7.164094577
144.708,7.164094577
144.75,7.164094577
144.792,7.164094577
144.833,7.164094577
144.875,7.164094577
144.917,7.164094577
144.958,7.164094577
145,6.852612204
145.042,6.852612204
145.083,6.852612204
145.125,6.852612204
145.167,6.852612204
145.208,6.852612204
145.25,6.852612204
145.292,6.852612204
145.333,6.852612204
145.375,6.852612204
145.417,6.852612204
145.458,6.852612204
145.5,6.852612204
145.542,6.852612204
145.583,6.852612204
145.625,6.852612204
145.667,6.852612204
145.708,6.852612204
145.75,6.852612204
145.792,6.852612204
145.833,6.852612204
145.875,6.852612204
145.917,6.852612204
145.958,6.852612204
146,8.35339091
146.042,8.35339091
146.083,8.35339091
146.125,8.35339091
146.167,8.35339091
146.208,8.35339091
146.25,8.35339091
146.292,8.35339091
146.333,8.35339091
146.375,8.35339091
146.417,8.35339091
146.458,8.35339091
146.5,8.35339091
146.542,8.35339091
146.583,8.35339091
146.625,8.35339091
146.667,8.35339091
146.708,8.35339091
146.75,8.35339091
146.792,8.35339091
146.833,8.35339091
146.875,8.35339091
146.917,8.35339091
146.958,8.35339091
147,8.976355656
147.042,8.976355656
147.083,8.976355656
147.125,8.976355656
147.167,8.976355656
147.208,8.976355656
147.25,8.976355656
147.292,8.976355656
147.333,8.976355656
147.375,8.976355656
147.417,8.976355656
147.458,8.976355656
147.5,8.976355656
147.542,8.976355656
147.583,8.976355656
147.625,8.976355656
147.667,8.976355656
147.708,8.976355656
147.75,8.976355656
147.792,8.976355656
147.833,8.976355656
147.875,8.976355656
147.917,8.976355656
147.958,8.976355656
148,7.192411157
148.042,7.192411157
148.083,7.192411157
148.125,7.192411157
148.167,7.192411157
148.208,7.192411157
148.25,7.192411157
148.292,7.192411157
148.333,7.192411157
148.375,7.192411157
148.417,7.192411157
148.458,7.192411157
148.5,7.192411157
148.542,7.192411157
148.583,7.192411157
148.625,7.192411157
148.667,7.192411157
148.708,7.192411157
148.75,7.192411157
148.792,7.192411157
148.833,7.192411157
148.875,7.192411157
148.917,7.192411157
148.958,7.192411157
149,16.82004814
149.042,16.82004814
149.083,16.82004814
149.125,16.82004814
149.167,16.82004814
149.208,16.82004814
149.25,16.82004814
149.292,16.82004814
149.333,16.82004814
149.375,16.82004814
149.417,16.82004814
149.458,16.82004814
149.5,16.82004814
149.542,16.82004814
149.583,16.82004814
149.625,16.82004814
149.667,16.82004814
149.708,16.82004814
149.75,16.82004814
149.792,16.82004814
149.833,16.82004814
149.875,16.82004814
149.917,16.82004814
149.958,16.82004814
150,11.63811412
150.042,11.63811412
150.083,11.63811412
150.125,11.63811412
150.167,11.63811412
150.208,11.63811412
150.25,11.63811412
150.292,11.63811412
150.333,11.63811412
150.375,11.63811412
150.417,11.63811412
150.458,11.63811412
150.5,11.63811412
150.542,11.63811412
150.583,11.63811412
150.625,11.63811412
150.667,11.63811412
150.708,11.63811412
150.75,11.63811412
150.792,11.63811412
150.833,11.63811412
150.875,11.63811412
150.917,11.63811412
150.958,11.63811412
151,6.427863514
151.042,6.427863514
151.083,6.427863514
151.125,6.427863514
151.167,6.427863514
151.208,6.427863514
151.25,6.427863514
151.292,6.427863514
151.333,6.427863514
151.375,6.427863514
151.417,6.427863514
151.458,6.427863514
151.5,6.427863514
151.542,6.427863514
151.583,6.427863514
151.625,6.427863514
151.667,6.427863514
151.708,6.427863514
151.75,6.427863514
151.792,6.427863514
151.833,6.427863514
151.875,6.427863514
151.917,6.427863514
151.958,6.427863514
152,6.088064562
152.042,6.088064562
152.083,6.088064562
152.125,6.088064562
152.167,6.088064562
152.208,6.088064562
152.25,6.088064562
152.292,6.088064562
152.333,6.088064562
152.375,6.088064562
152.417,6.088064562
152.458,6.088064562
152.5,6.088064562
152.542,6.088064562
152.583,6.088064562
152.625,6.088064562
152.667,6.088064562
152.708,6.088064562
152.75,6.088064562
152.792,6.088064562
152.833,6.088064562
152.875,6.088064562
152.917,6.088064562
152.958,6.088064562
153,3.228090047
153.042,3.228090047
153.083,3.228090047
153.125,3.228090047
153.167,3.228090047
153.208,3.228090047
153.25,3.228090047
153.292,3.228090047
153.333,3.228090047
153.375,3.228090047
153.417,3.228090047
153.458,3.228090047
153.5,3.228090047
153.542,3.228090047
153.583,3.228090047
153.625,3.228090047
153.667,3.228090047
153.708,3.228090047
153.75,3.228090047
153.792,3.228090047
153.833,3.228090047
153.875,3.228090047
153.917,3.228090047
153.958,3.228090047
154,7.588843268
154.042,7.588843268
154.083,7.588843268
154.125,7.588843268
154.167,7.588843268
154.208,7.588843268
154.25,7.588843268
154.292,7.588843268
154.333,7.588843268
154.375,7.588843268
154.417,7.588843268
154.458,7.588843268
154.5,7.588843268
154.542,7.588843268
154.583,7.588843268
154.625,7.588843268
154.667,7.588843268
154.708,7.588843268
154.75,7.588843268
154.792,7.588843268
154.833,7.588843268
154.875,7.588843268
154.917,7.588843268
154.958,7.588843268
155,4.134220586
155.042,4.134220586
155.083,4.134220586
155.125,4.134220586
155.167,4.134220586
155.208,4.134220586
155.25,4.134220586
155.292,4.134220586
155.333,4.134220586
155.375,4.134220586
155.417,4.134220586
155.458,4.134220586
155.5,4.134220586
155.542,4.134220586
155.583,4.134220586
155.625,4.134220586
155.667,4.134220586
155.708,4.134220586
155.75,4.134220586
155.792,4.134220586
155.833,4.134220586
155.875,4.134220586
155.917,4.134220586
155.958,4.134220586
156,6.739345887
156.042,6.739345887
156.083,6.739345887
156.125,6.739345887
156.167,6.739345887
156.208,6.739345887
156.25,6.739345887
156.292,6.739345887
156.333,6.739345887
156.375,6.739345887
156.417,6.739345887
156.458,6.739345887
156.5,6.739345887
156.542,6.739345887
156.583,6.739345887
156.625,6.739345887
156.667,6.739345887
156.708,6.739345887
156.75,6.739345887
156.792,6.739345887
156.833,6.739345887
156.875,6.739345887
156.917,6.739345887
156.958,6.739345887
157,13.1672094
157.042,13.1672094
157.083,13.1672094
157.125,13.1672094
157.167,13.1672094
157.208,13.1672094
157.25,13.1672094
157.292,13.1672094
157.333,13.1672094
157.375,13.1672094
157.417,13.1672094
157.458,13.1672094
157.5,13.1672094
157.542,13.1672094
157.583,13.1672094
157.625,13.1672094
157.667,13.1672094
157.708,13.1672094
157.75,13.1672094
157.792,13.1672094
157.833,13.1672094
157.875,13.1672094
157.917,13.1672094
157.958,13.1672094
158,10.78861674
158.042,10.78861674
158.083,10.78861674
158.125,10.78861674
158.167,10.78861674
158.208,10.78861674
158.25,10.78861674
158.292,10.78861674
158.333,10.78861674
158.375,10.78861674
158.417,10.78861674
158.458,10.78861674
158.5,10.78861674
158.542,10.78861674
158.583,10.78861674
158.625,10.78861674
158.667,10.78861674
158.708,10.78861674
158.75,10.78861674
158.792,10.78861674
158.833,10.78861674
158.875,10.78861674
158.917,10.78861674
158.958,10.78861674
159,7.673793006
159.042,7.673793006
159.083,7.673793006
159.125,7.673793006
159.167,7.673793006
159.208,7.673793006
159.25,7.673793006
159.292,7.673793006
159.333,7.673793006
159.375,7.673793006
159.417,7.673793006
159.458,7.673793006
159.5,7.673793006
159.542,7.673793006
159.583,7.673793006
159.625,7.673793006
159.667,7.673793006
159.708,7.673793006
159.75,7.673793006
159.792,7.673793006
159.833,7.673793006
159.875,7.673793006
159.917,7.673793006
159.958,7.673793006
160,5.578366133
160.042,5.578366133
160.083,5.578366133
160.125,5.578366133
160.167,5.578366133
160.208,5.578366133
160.25,5.578366133
160.292,5.578366133
160.333,5.578366133
160.375,5.578366133
160.417,5.578366133
160.458,5.578366133
160.5,5.578366133
160.542,5.578366133
160.583,5.578366133
160.625,5.578366133
160.667,5.578366133
160.708,5.578366133
160.75,5.578366133
160.792,5.578366133
160.833,5.578366133
160.875,5.578366133
160.917,5.578366133
160.958,5.578366133
161,5.691632451
161.042,5.691632451
161.083,5.691632451
161.125,5.691632451
161.167,5.691632451
161.208,5.691632451
161.25,5.691632451
161.292,5.691632451
161.333,5.691632451
161.375,5.691632451
161.417,5.691632451
161.458,5.691632451
161.5,5.691632451
161.542,5.691632451
161.583,5.691632451
161.625,5.691632451
161.667,5.691632451
161.708,5.691632451
161.75,5.691632451
161.792,5.691632451
161.833,5.691632451
161.875,5.691632451
161.917,5.691632451
161.958,5.691632451
162,3.709471896
162.042,3.709471896
162.083,3.709471896
162.125,3.709471896
162.167,3.709471896
162.208,3.709471896
162.25,3.709471896
162.292,3.709471896
162.333,3.709471896
162.375,3.709471896
162.417,3.709471896
162.458,3.709471896
162.5,3.709471896
162.542,3.709471896
162.583,3.709471896
162.625,3.709471896
162.667,3.709471896
162.708,3.709471896
162.75,3.709471896
162.792,3.709471896
162.833,3.709471896
162.875,3.709471896
162.917,3.709471896
162.958,3.709471896
163,1.30256265
163.042,1.30256265
163.083,1.30256265
163.125,1.30256265
163.167,1.30256265
163.208,1.30256265
163.25,1.30256265
163.292,1.30256265
163.333,1.30256265
163.375,1.30256265
163.417,1.30256265
163.458,1.30256265
163.5,1.30256265
163.542,1.30256265
163.583,1.30256265
163.625,1.30256265
163.667,1.30256265
163.708,1.30256265
163.75,1.30256265
163.792,1.30256265
163.833,1.30256265
163.875,1.30256265
163.917,1.30256265
163.958,1.30256265
164,2.237009769
164.042,2.237009769
164.083,2.237009769
164.125,2.237009769
164.167,2.237009769
164.208,2.237009769
164.25,2.237009769
164.292,2.237009769
164.333,2.237009769
164.375,2.237009769
164.417,2.237009769
164.458,2.237009769
164.5,2.237009769
164.542,2.237009769
164.583,2.237009769
164.625,2.237009769
164.667,2.237009769
164.708,2.237009769
164.75,2.237009769
164.792,2.237009769
164.833,2.237009769
164.875,2.237009769
164.917,2.237009769
164.958,2.237009769
165,9.514370664
165.042,9.514370664
165.083,9.514370664
165.125,9.514370664
165.167,9.514370664
165.208,9.514370664
165.25,9.514370664
165.292,9.514370664
165.333,9.514370664
165.375,9.514370664
165.417,9.514370664
165.458,9.514370664
165.5,9.514370664
165.542,9.514370664
165.583,9.514370664
165.625,9.514370664
165.667,9.514370664
165.708,9.514370664
165.75,9.514370664
165.792,9.514370664
165.833,9.514370664
165.875,9.514370664
165.917,9.514370664
165.958,9.514370664
166,0.084949738
166.042,0.084949738
166.083,0.084949738
166.125,0.084949738
166.167,0.084949738
166.208,0.084949738
166.25,0.084949738
166.292,0.084949738
166.333,0.084949738
166.375,0.084949738
166.417,0.084949738
166.458,0.084949738
166.5,0.084949738
166.542,0.084949738
166.583,0.084949738
166.625,0.084949738
166.667,0.084949738
166.708,0.084949738
166.75,0.084949738
166.792,0.084949738
166.833,0.084949738
166.875,0.084949738
166.917,0.084949738
166.958,0.084949738
167,1.245929492
167.042,1.245929492
167.083,1.245929492
167.125,1.245929492
167.167,1.245929492
167.208,1.245929492
167.25,1.245929492
167.292,1.245929492
167.333,1.245929492
167.375,1.245929492
167.417,1.245929492
167.458,1.245929492
167.5,1.245929492
167.542,1.245929492
167.583,1.245929492
167.625,1.245929492
167.667,1.245929492
167.708,1.245929492
167.75,1.245929492
167.792,1.245929492
167.833,1.245929492
167.875,1.245929492
167.917,1.245929492
167.958,1.245929492
168,3.08650715
168.042,3.08650715
168.083,3.08650715
168.125,3.08650715
168.167,3.08650715
168.208,3.08650715
168.25,3.08650715
168.292,3.08650715
168.333,3.08650715
168.375,3.08650715
168.417,3.08650715
168.458,3.08650715
168.5,3.08650715
168.542,3.08650715
168.583,3.08650715
168.625,3.08650715
168.667,3.08650715
168.708,3.08650715
168.75,3.08650715
168.792,3.08650715
168.833,3.08650715
168.875,3.08650715
168.917,3.08650715
168.958,3.08650715
169,5.436783237
169.042,5.436783237
169.083,5.436783237
169.125,5.436783237
169.167,5.436783237
169.208,5.436783237
169.25,5.436783237
169.292,5.436783237
169.333,5.436783237
169.375,5.436783237
169.417,5.436783237
169.458,5.436783237
169.5,5.436783237
169.542,5.436783237
169.583,5.436783237
169.625,5.436783237
169.667,5.436783237
169.708,5.436783237
169.75,5.436783237
169.792,5.436783237
169.833,5.436783237
169.875,5.436783237
169.917,5.436783237
169.958,5.436783237
170,5.436783237
170.042,5.436783237
170.083,5.436783237
170.125,5.436783237
170.167,5.436783237
170.208,5.436783237
170.25,5.436783237
170.292,5.436783237
170.333,5.436783237
170.375,5.436783237
170.417,5.436783237
170.458,5.436783237
170.5,5.436783237
170.542,5.436783237
170.583,5.436783237
170.625,5.436783237
170.667,5.436783237
170.708,5.436783237
170.75,5.436783237
170.792,5.436783237
170.833,5.436783237
170.875,5.436783237
170.917,5.436783237
170.958,5.436783237
171,6.59776299
171.042,6.59776299
171.083,6.59776299
171.125,6.59776299
171.167,6.59776299
171.208,6.59776299
171.25,6.59776299
171.292,6.59776299
171.333,6.59776299
171.375,6.59776299
171.417,6.59776299
171.458,6.59776299
171.5,6.59776299
171.542,6.59776299
171.583,6.59776299
171.625,6.59776299
171.667,6.59776299
171.708,6.59776299
171.75,6.59776299
171.792,6.59776299
171.833,6.59776299
171.875,6.59776299
171.917,6.59776299
171.958,6.59776299
172,5.26688376
172.042,5.26688376
172.083,5.26688376
172.125,5.26688376
172.167,5.26688376
172.208,5.26688376
172.25,5.26688376
172.292,5.26688376
172.333,5.26688376
172.375,5.26688376
172.417,5.26688376
172.458,5.26688376
172.5,5.26688376
172.542,5.26688376
172.583,5.26688376
172.625,5.26688376
172.667,5.26688376
172.708,5.26688376
172.75,5.26688376
172.792,5.26688376
172.833,5.26688376
172.875,5.26688376
172.917,5.26688376
172.958,5.26688376
173,4.304120062
173.042,4.304120062
173.083,4.304120062
173.125,4.304120062
173.167,4.304120062
173.208,4.304120062
173.25,4.304120062
173.292,4.304120062
173.333,4.304120062
173.375,4.304120062
173.417,4.304120062
173.458,4.304120062
173.5,4.304120062
173.542,4.304120062
173.583,4.304120062
173.625,4.304120062
173.667,4.304120062
173.708,4.304120062
173.75,4.304120062
173.792,4.304120062
173.833,4.304120062
173.875,4.304120062
173.917,4.304120062
173.958,4.304120062
174,6.342913776
174.042,6.342913776
174.083,6.342913776
174.125,6.342913776
174.167,6.342913776
174.208,6.342913776
174.25,6.342913776
174.292,6.342913776
174.333,6.342913776
174.375,6.342913776
174.417,6.342913776
174.458,6.342913776
174.5,6.342913776
174.542,6.342913776
174.583,6.342913776
174.625,6.342913776
174.667,6.342913776
174.708,6.342913776
174.75,6.342913776
174.792,6.342913776
174.833,6.342913776
174.875,6.342913776
174.917,6.342913776
174.958,6.342913776
175,9.174571712
175.042,9.174571712
175.083,9.174571712
175.125,9.174571712
175.167,9.174571712
175.208,9.174571712
175.25,9.174571712
175.292,9.174571712
175.333,9.174571712
175.375,9.174571712
175.417,9.174571712
175.458,9.174571712
175.5,9.174571712
175.542,9.174571712
175.583,9.174571712
175.625,9.174571712
175.667,9.174571712
175.708,9.174571712
175.75,9.174571712
175.792,9.174571712
175.833,9.174571712
175.875,9.174571712
175.917,9.174571712
175.958,9.174571712
176,6.965878522
176.042,6.965878522
176.083,6.965878522
176.125,6.965878522
176.167,6.965878522
176.208,6.965878522
176.25,6.965878522
176.292,6.965878522
176.333,6.965878522
176.375,6.965878522
176.417,6.965878522
176.458,6.965878522
176.5,6.965878522
176.542,6.965878522
176.583,6.965878522
176.625,6.965878522
176.667,6.965878522
176.708,6.965878522
176.75,6.965878522
176.792,6.965878522
176.833,6.965878522
176.875,6.965878522
176.917,6.965878522
176.958,6.965878522
177,4.162537166
177.042,4.162537166
177.083,4.162537166
177.125,4.162537166
177.167,4.162537166
177.208,4.162537166
177.25,4.162537166
177.292,4.162537166
177.333,4.162537166
177.375,4.162537166
177.417,4.162537166
177.458,4.162537166
177.5,4.162537166
177.542,4.162537166
177.583,4.162537166
177.625,4.162537166
177.667,4.162537166
177.708,4.162537166
177.75,4.162537166
177.792,4.162537166
177.833,4.162537166
177.875,4.162537166
177.917,4.162537166
177.958,4.162537166
178,4.077587427
178.042,4.077587427
178.083,4.077587427
178.125,4.077587427
178.167,4.077587427
178.208,4.077587427
178.25,4.077587427
178.292,4.077587427
178.333,4.077587427
178.375,4.077587427
178.417,4.077587427
178.458,4.077587427
178.5,4.077587427
178.542,4.077587427
178.583,4.077587427
178.625,4.077587427
178.667,4.077587427
178.708,4.077587427
178.75,4.077587427
178.792,4.077587427
178.833,4.077587427
178.875,4.077587427
178.917,4.077587427
178.958,4.077587427
179,1.189296333
179.042,1.189296333
179.083,1.189296333
179.125,1.189296333
179.167,1.189296333
179.208,1.189296333
179.25,1.189296333
179.292,1.189296333
179.333,1.189296333
179.375,1.189296333
179.417,1.189296333
179.458,1.189296333
179.5,1.189296333
179.542,1.189296333
179.583,1.189296333
179.625,1.189296333
179.667,1.189296333
179.708,1.189296333
179.75,1.189296333
179.792,1.189296333
179.833,1.189296333
179.875,1.189296333
179.917,1.189296333
179.958,1.189296333
180,1.189296333
180.042,1.189296333
180.083,1.189296333
180.125,1.189296333
180.167,1.189296333
180.208,1.189296333
180.25,1.189296333
180.292,1.189296333
180.333,1.189296333
180.375,1.189296333
180.417,1.189296333
180.458,1.189296333
180.5,1.189296333
180.542,1.189296333
180.583,1.189296333
180.625,1.189296333
180.667,1.189296333
180.708,1.189296333
180.75,1.189296333
180.792,1.189296333
180.833,1.189296333
180.875,1.189296333
180.917,1.189296333
180.958,1.189296333
181,1.189296333
181.042,1.189296333
181.083,1.189296333
181.125,1.189296333
181.167,1.189296333
181.208,1.189296333
181.25,1.189296333
181.292,1.189296333
181.333,1.189296333
181.375,1.189296333
181.417,1.189296333
181.458,1.189296333
181.5,1.189296333
181.542,1.189296333
181.583,1.189296333
181.625,1.189296333
181.667,1.189296333
181.708,1.189296333
181.75,1.189296333
181.792,1.189296333
181.833,1.189296333
181.875,1.189296333
181.917,1.189296333
181.958,1.189296333
182,1.189296333
182.042,1.189296333
182.083,1.189296333
182.125,1.189296333
182.167,1.189296333
182.208,1.189296333
182.25,1.189296333
182.292,1.189296333
182.333,1.189296333
182.375,1.189296333
182.417,1.189296333
182.458,1.189296333
182.5,1.189296333
182.542,1.189296333
182.583,1.189296333
182.625,1.189296333
182.667,1.189296333
182.708,1.189296333
182.75,1.189296333
182.792,1.189296333
182.833,1.189296333
182.875,1.189296333
182.917,1.189296333
182.958,1.189296333
183,1.387512389
183.042,1.387512389
183.083,1.387512389
183.125,1.387512389
183.167,1.387512389
183.208,1.387512389
183.25,1.387512389
183.292,1.387512389
183.333,1.387512389
183.375,1.387512389
183.417,1.387512389
183.458,1.387512389
183.5,1.387512389
183.542,1.387512389
183.583,1.387512389
183.625,1.387512389
183.667,1.387512389
183.708,1.387512389
183.75,1.387512389
183.792,1.387512389
183.833,1.387512389
183.875,1.387512389
183.917,1.387512389
183.958,1.387512389
184,1.387512389
184.042,1.387512389
184.083,1.387512389
184.125,1.387512389
184.167,1.387512389
184.208,1.387512389
184.25,1.387512389
184.292,1.387512389
184.333,1.387512389
184.375,1.387512389
184.417,1.387512389
184.458,1.387512389
184.5,1.387512389
184.542,1.387512389
184.583,1.387512389
184.625,1.387512389
184.667,1.387512389
184.708,1.387512389
184.75,1.387512389
184.792,1.387512389
184.833,1.387512389
184.875,1.387512389
184.917,1.387512389
184.958,1.387512389
185,1.387512389
185.042,1.387512389
185.083,1.387512389
185.125,1.387512389
185.167,1.387512389
185.208,1.387512389
185.25,1.387512389
185.292,1.387512389
185.333,1.387512389
185.375,1.387512389
185.417,1.387512389
185.458,1.387512389
185.5,1.387512389
185.542,1.387512389
185.583,1.387512389
185.625,1.387512389
185.667,1.387512389
185.708,1.387512389
185.75,1.387512389
185.792,1.387512389
185.833,1.387512389
185.875,1.387512389
185.917,1.387512389
185.958,1.387512389
186,1.387512389
186.042,1.387512389
186.083,1.387512389
186.125,1.387512389
186.167,1.387512389
186.208,1.387512389
186.25,1.387512389
186.292,1.387512389
186.333,1.387512389
186.375,1.387512389
186.417,1.387512389
186.458,1.387512389
186.5,1.387512389
186.542,1.387512389
186.583,1.387512389
186.625,1.387512389
186.667,1.387512389
186.708,1.387512389
186.75,1.387512389
186.792,1.387512389
186.833,1.387512389
186.875,1.387512389
186.917,1.387512389
186.958,1.387512389
187,1.387512389
187.042,1.387512389
187.083,1.387512389
187.125,1.387512389
187.167,1.387512389
187.208,1.387512389
187.25,1.387512389
187.292,1.387512389
187.333,1.387512389
187.375,1.387512389
187.417,1.387512389
187.458,1.387512389
187.5,1.387512389
187.542,1.387512389
187.583,1.387512389
187.625,1.387512389
187.667,1.387512389
187.708,1.387512389
187.75,1.387512389
187.792,1.387512389
187.833,1.387512389
187.875,1.387512389
187.917,1.387512389
187.958,1.387512389
188,1.387512389
188.042,1.387512389
188.083,1.387512389
188.125,1.387512389
188.167,1.387512389
188.208,1.387512389
188.25,1.387512389
188.292,1.387512389
188.333,1.387512389
188.375,1.387512389
188.417,1.387512389
188.458,1.387512389
188.5,1.387512389
188.542,1.387512389
188.583,1.387512389
188.625,1.387512389
188.667,1.387512389
188.708,1.387512389
188.75,1.387512389
188.792,1.387512389
188.833,1.387512389
188.875,1.387512389
188.917,1.387512389
188.958,1.387512389
189,1.387512389
189.042,1.387512389
189.083,1.387512389
189.125,1.387512389
189.167,1.387512389
189.208,1.387512389
189.25,1.387512389
189.292,1.387512389
189.333,1.387512389
189.375,1.387512389
189.417,1.387512389
189.458,1.387512389
189.5,1.387512389
189.542,1.387512389
189.583,1.387512389
189.625,1.387512389
189.667,1.387512389
189.708,1.387512389
189.75,1.387512389
189.792,1.387512389
189.833,1.387512389
189.875,1.387512389
189.917,1.387512389
189.958,1.387512389
190,1.387512389
190.042,1.387512389
190.083,1.387512389
190.125,1.387512389
190.167,1.387512389
190.208,1.387512389
190.25,1.387512389
190.292,1.387512389
190.333,1.387512389
190.375,1.387512389
190.417,1.387512389
190.458,1.387512389
190.5,1.387512389
190.542,1.387512389
190.583,1.387512389
190.625,1.387512389
190.667,1.387512389
190.708,1.387512389
190.75,1.387512389
190.792,1.387512389
190.833,1.387512389
190.875,1.387512389
190.917,1.387512389
190.958,1.387512389
191,1.387512389
191.042,1.387512389
191.083,1.387512389
191.125,1.387512389
191.167,1.387512389
191.208,1.387512389
191.25,1.387512389
191.292,1.387512389
191.333,1.387512389
191.375,1.387512389
191.417,1.387512389
191.458,1.387512389
191.5,1.387512389
191.542,1.387512389
191.583,1.387512389
191.625,1.387512389
191.667,1.387512389
191.708,1.387512389
191.75,1.387512389
191.792,1.387512389
191.833,1.387512389
191.875,1.387512389
191.917,1.387512389
191.958,1.387512389
192,1.387512389
192.042,1.387512389
192.083,1.387512389
192.125,1.387512389
192.167,1.387512389
192.208,1.387512389
192.25,1.387512389
192.292,1.387512389
192.333,1.387512389
192.375,1.387512389
192.417,1.387512389
192.458,1.387512389
192.5,1.387512389
192.542,1.387512389
192.583,1.387512389
192.625,1.387512389
192.667,1.387512389
192.708,1.387512389
192.75,1.387512389
192.792,1.387512389
192.833,1.387512389
192.875,1.387512389
192.917,1.387512389
192.958,1.387512389
193,1.387512389
193.042,1.387512389
193.083,1.387512389
193.125,1.387512389
193.167,1.387512389
193.208,1.387512389
193.25,1.387512389
193.292,1.387512389
193.333,1.387512389
193.375,1.387512389
193.417,1.387512389
193.458,1.387512389
193.5,1.387512389
193.542,1.387512389
193.583,1.387512389
193.625,1.387512389
193.667,1.387512389
193.708,1.387512389
193.75,1.387512389
193.792,1.387512389
193.833,1.387512389
193.875,1.387512389
193.917,1.387512389
193.958,1.387512389
194,1.387512389
194.042,1.387512389
194.083,1.387512389
194.125,1.387512389
194.167,1.387512389
194.208,1.387512389
194.25,1.387512389
194.292,1.387512389
194.333,1.387512389
194.375,1.387512389
194.417,1.387512389
194.458,1.387512389
194.5,1.387512389
194.542,1.387512389
194.583,1.387512389
194.625,1.387512389
194.667,1.387512389
194.708,1.387512389
194.75,1.387512389
194.792,1.387512389
194.833,1.387512389
194.875,1.387512389
194.917,1.387512389
194.958,1.387512389
195,1.387512389
195.042,1.387512389
195.083,1.387512389
195.125,1.387512389
195.167,1.387512389
195.208,1.387512389
195.25,1.387512389
195.292,1.387512389
195.333,1.387512389
195.375,1.387512389
195.417,1.387512389
195.458,1.387512389
195.5,1.387512389
195.542,1.387512389
195.583,1.387512389
195.625,1.387512389
195.667,1.387512389
195.708,1.387512389
195.75,1.387512389
195.792,1.387512389
195.833,1.387512389
195.875,1.387512389
195.917,1.387512389
195.958,1.387512389
196,1.387512389
196.042,1.387512389
196.083,1.387512389
196.125,1.387512389
196.167,1.387512389
196.208,1.387512389
196.25,1.387512389
196.292,1.387512389
196.333,1.387512389
196.375,1.387512389
196.417,1.387512389
196.458,1.387512389
196.5,1.387512389
196.542,1.387512389
196.583,1.387512389
196.625,1.387512389
196.667,1.387512389
196.708,1.387512389
196.75,1.387512389
196.792,1.387512389
196.833,1.387512389
196.875,1.387512389
196.917,1.387512389
196.958,1.387512389
197,1.387512389
197.042,1.387512389
197.083,1.387512389
197.125,1.387512389
197.167,1.387512389
197.208,1.387512389
197.25,1.387512389
197.292,1.387512389
197.333,1.387512389
197.375,1.387512389
197.417,1.387512389
197.458,1.387512389
197.5,1.387512389
197.542,1.387512389
197.583,1.387512389
197.625,1.387512389
197.667,1.387512389
197.708,1.387512389
197.75,1.387512389
197.792,1.387512389
197.833,1.387512389
197.875,1.387512389
197.917,1.387512389
197.958,1.387512389
198,1.387512389
198.042,1.387512389
198.083,1.387512389
198.125,1.387512389
198.167,1.387512389
198.208,1.387512389
198.25,1.387512389
198.292,1.387512389
198.333,1.387512389
198.375,1.387512389
198.417,1.387512389
198.458,1.387512389
198.5,1.387512389
198.542,1.387512389
198.583,1.387512389
198.625,1.387512389
198.667,1.387512389
198.708,1.387512389
198.75,1.387512389
198.792,1.387512389
198.833,1.387512389
198.875,1.387512389
198.917,1.387512389
198.958,1.387512389
199,1.387512389
199.042,1.387512389
199.083,1.387512389
199.125,1.387512389
199.167,1.387512389
199.208,1.387512389
199.25,1.387512389
199.292,1.387512389
199.333,1.387512389
199.375,1.387512389
199.417,1.387512389
199.458,1.387512389
199.5,1.387512389
199.542,1.387512389
199.583,1.387512389
199.625,1.387512389
199.667,1.387512389
199.708,1.387512389
