$Trinity lake Swift Cr inflow year updated 2016 YC 06/01/23,
",,,",
Jday,USBR TL Inflow (QI)
82.583,19.00042475
82.625,19.00042475
82.667,19.00042475
82.708,19.00042475
82.75,19.00042475
82.792,19.00042475
82.833,19.00042475
82.875,19.00042475
82.917,19.00042475
82.958,19.00042475
83,15.23431969
83.042,15.23431969
83.083,15.23431969
83.125,15.23431969
83.167,15.23431969
83.208,15.23431969
83.25,15.23431969
83.292,15.23431969
83.333,15.23431969
83.375,15.23431969
83.417,15.23431969
83.458,15.23431969
83.5,15.23431969
83.542,15.23431969
83.583,15.23431969
83.625,15.23431969
83.667,15.23431969
83.708,15.23431969
83.75,15.23431969
83.792,15.23431969
83.833,15.23431969
83.875,15.23431969
83.917,15.23431969
83.958,15.23431969
84,13.73354099
84.042,13.73354099
84.083,13.73354099
84.125,13.73354099
84.167,13.73354099
84.208,13.73354099
84.25,13.73354099
84.292,13.73354099
84.333,13.73354099
84.375,13.73354099
84.417,13.73354099
84.458,13.73354099
84.5,13.73354099
84.542,13.73354099
84.583,13.73354099
84.625,13.73354099
84.667,13.73354099
84.708,13.73354099
84.75,13.73354099
84.792,13.73354099
84.833,13.73354099
84.875,13.73354099
84.917,13.73354099
84.958,13.73354099
85,12.65751097
85.042,12.65751097
85.083,12.65751097
85.125,12.65751097
85.167,12.65751097
85.208,12.65751097
85.25,12.65751097
85.292,12.65751097
85.333,12.65751097
85.375,12.65751097
85.417,12.65751097
85.458,12.65751097
85.5,12.65751097
85.542,12.65751097
85.583,12.65751097
85.625,12.65751097
85.667,12.65751097
85.708,12.65751097
85.75,12.65751097
85.792,12.65751097
85.833,12.65751097
85.875,12.65751097
85.917,12.65751097
85.958,12.65751097
86,11.75138043
86.042,11.75138043
86.083,11.75138043
86.125,11.75138043
86.167,11.75138043
86.208,11.75138043
86.25,11.75138043
86.292,11.75138043
86.333,11.75138043
86.375,11.75138043
86.417,11.75138043
86.458,11.75138043
86.5,11.75138043
86.542,11.75138043
86.583,11.75138043
86.625,11.75138043
86.667,11.75138043
86.708,11.75138043
86.75,11.75138043
86.792,11.75138043
86.833,11.75138043
86.875,11.75138043
86.917,11.75138043
86.958,11.75138043
87,11.10009911
87.042,11.10009911
87.083,11.10009911
87.125,11.10009911
87.167,11.10009911
87.208,11.10009911
87.25,11.10009911
87.292,11.10009911
87.333,11.10009911
87.375,11.10009911
87.417,11.10009911
87.458,11.10009911
87.5,11.10009911
87.542,11.10009911
87.583,11.10009911
87.625,11.10009911
87.667,11.10009911
87.708,11.10009911
87.75,11.10009911
87.792,11.10009911
87.833,11.10009911
87.875,11.10009911
87.917,11.10009911
87.958,11.10009911
88,10.36386804
88.042,10.36386804
88.083,10.36386804
88.125,10.36386804
88.167,10.36386804
88.208,10.36386804
88.25,10.36386804
88.292,10.36386804
88.333,10.36386804
88.375,10.36386804
88.417,10.36386804
88.458,10.36386804
88.5,10.36386804
88.542,10.36386804
88.583,10.36386804
88.625,10.36386804
88.667,10.36386804
88.708,10.36386804
88.75,10.36386804
88.792,10.36386804
88.833,10.36386804
88.875,10.36386804
88.917,10.36386804
88.958,10.36386804
89,9.287838029
89.042,9.287838029
89.083,9.287838029
89.125,9.287838029
89.167,9.287838029
89.208,9.287838029
89.25,9.287838029
89.292,9.287838029
89.333,9.287838029
89.375,9.287838029
89.417,9.287838029
89.458,9.287838029
89.5,9.287838029
89.542,9.287838029
89.583,9.287838029
89.625,9.287838029
89.667,9.287838029
89.708,9.287838029
89.75,9.287838029
89.792,9.287838029
89.833,9.287838029
89.875,9.287838029
89.917,9.287838029
89.958,9.287838029
90,9.287838029
90.042,9.287838029
90.083,9.287838029
90.125,9.287838029
90.167,9.287838029
90.208,9.287838029
90.25,9.287838029
90.292,9.287838029
90.333,9.287838029
90.375,9.287838029
90.417,9.287838029
90.458,9.287838029
90.5,9.287838029
90.542,9.287838029
90.583,9.287838029
90.625,9.287838029
90.667,9.287838029
90.708,9.287838029
90.75,9.287838029
90.792,9.287838029
90.833,9.287838029
90.875,9.287838029
90.917,9.287838029
90.958,9.287838029
91,8.891405918
91.042,8.891405918
91.083,8.891405918
91.125,8.891405918
91.167,8.891405918
91.208,8.891405918
91.25,8.891405918
91.292,8.891405918
91.333,8.891405918
91.375,8.891405918
91.417,8.891405918
91.458,8.891405918
91.5,8.891405918
91.542,8.891405918
91.583,8.891405918
91.625,8.891405918
91.667,8.891405918
91.708,8.891405918
91.75,8.891405918
91.792,8.891405918
91.833,8.891405918
91.875,8.891405918
91.917,8.891405918
91.958,8.891405918
92,12.17612912
92.042,12.17612912
92.083,12.17612912
92.125,12.17612912
92.167,12.17612912
92.208,12.17612912
92.25,12.17612912
92.292,12.17612912
92.333,12.17612912
92.375,12.17612912
92.417,12.17612912
92.458,12.17612912
92.5,12.17612912
92.542,12.17612912
92.583,12.17612912
92.625,12.17612912
92.667,12.17612912
92.708,12.17612912
92.75,12.17612912
92.792,12.17612912
92.833,12.17612912
92.875,12.17612912
92.917,12.17612912
92.958,12.17612912
93,13.93175704
93.042,13.93175704
93.083,13.93175704
93.125,13.93175704
93.167,13.93175704
93.208,13.93175704
93.25,13.93175704
93.292,13.93175704
93.333,13.93175704
93.375,13.93175704
93.417,13.93175704
93.458,13.93175704
93.5,13.93175704
93.542,13.93175704
93.583,13.93175704
93.625,13.93175704
93.667,13.93175704
93.708,13.93175704
93.75,13.93175704
93.792,13.93175704
93.833,13.93175704
93.875,13.93175704
93.917,13.93175704
93.958,13.93175704
94,15.7723347
94.042,15.7723347
94.083,15.7723347
94.125,15.7723347
94.167,15.7723347
94.208,15.7723347
94.25,15.7723347
94.292,15.7723347
94.333,15.7723347
94.375,15.7723347
94.417,15.7723347
94.458,15.7723347
94.5,15.7723347
94.542,15.7723347
94.583,15.7723347
94.625,15.7723347
94.667,15.7723347
94.708,15.7723347
94.75,15.7723347
94.792,15.7723347
94.833,15.7723347
94.875,15.7723347
94.917,15.7723347
94.958,15.7723347
95,15.60243523
95.042,15.60243523
95.083,15.60243523
95.125,15.60243523
95.167,15.60243523
95.208,15.60243523
95.25,15.60243523
95.292,15.60243523
95.333,15.60243523
95.375,15.60243523
95.417,15.60243523
95.458,15.60243523
95.5,15.60243523
95.542,15.60243523
95.583,15.60243523
95.625,15.60243523
95.667,15.60243523
95.708,15.60243523
95.75,15.60243523
95.792,15.60243523
95.833,15.60243523
95.875,15.60243523
95.917,15.60243523
95.958,15.60243523
96,14.72462127
96.042,14.72462127
96.083,14.72462127
96.125,14.72462127
96.167,14.72462127
96.208,14.72462127
96.25,14.72462127
96.292,14.72462127
96.333,14.72462127
96.375,14.72462127
96.417,14.72462127
96.458,14.72462127
96.5,14.72462127
96.542,14.72462127
96.583,14.72462127
96.625,14.72462127
96.667,14.72462127
96.708,14.72462127
96.75,14.72462127
96.792,14.72462127
96.833,14.72462127
96.875,14.72462127
96.917,14.72462127
96.958,14.72462127
97,15.46085233
97.042,15.46085233
97.083,15.46085233
97.125,15.46085233
97.167,15.46085233
97.208,15.46085233
97.25,15.46085233
97.292,15.46085233
97.333,15.46085233
97.375,15.46085233
97.417,15.46085233
97.458,15.46085233
97.5,15.46085233
97.542,15.46085233
97.583,15.46085233
97.625,15.46085233
97.667,15.46085233
97.708,15.46085233
97.75,15.46085233
97.792,15.46085233
97.833,15.46085233
97.875,15.46085233
97.917,15.46085233
97.958,15.46085233
98,19.84992213
98.042,19.84992213
98.083,19.84992213
98.125,19.84992213
98.167,19.84992213
98.208,19.84992213
98.25,19.84992213
98.292,19.84992213
98.333,19.84992213
98.375,19.84992213
98.417,19.84992213
98.458,19.84992213
98.5,19.84992213
98.542,19.84992213
98.583,19.84992213
98.625,19.84992213
98.667,19.84992213
98.708,19.84992213
98.75,19.84992213
98.792,19.84992213
98.833,19.84992213
98.875,19.84992213
98.917,19.84992213
98.958,19.84992213
99,18.83052527
99.042,18.83052527
99.083,18.83052527
99.125,18.83052527
99.167,18.83052527
99.208,18.83052527
99.25,18.83052527
99.292,18.83052527
99.333,18.83052527
99.375,18.83052527
99.417,18.83052527
99.458,18.83052527
99.5,18.83052527
99.542,18.83052527
99.583,18.83052527
99.625,18.83052527
99.667,18.83052527
99.708,18.83052527
99.75,18.83052527
99.792,18.83052527
99.833,18.83052527
99.875,18.83052527
99.917,18.83052527
99.958,18.83052527
100,19.96318845
100.042,19.96318845
100.083,19.96318845
100.125,19.96318845
100.167,19.96318845
100.208,19.96318845
100.25,19.96318845
100.292,19.96318845
100.333,19.96318845
100.375,19.96318845
100.417,19.96318845
100.458,19.96318845
100.5,19.96318845
100.542,19.96318845
100.583,19.96318845
100.625,19.96318845
100.667,19.96318845
100.708,19.96318845
100.75,19.96318845
100.792,19.96318845
100.833,19.96318845
100.875,19.96318845
100.917,19.96318845
100.958,19.96318845
101,23.24791165
101.042,23.24791165
101.083,23.24791165
101.125,23.24791165
101.167,23.24791165
101.208,23.24791165
101.25,23.24791165
101.292,23.24791165
101.333,23.24791165
101.375,23.24791165
101.417,23.24791165
101.458,23.24791165
101.5,23.24791165
101.542,23.24791165
101.583,23.24791165
101.625,23.24791165
101.667,23.24791165
101.708,23.24791165
101.75,23.24791165
101.792,23.24791165
101.833,23.24791165
101.875,23.24791165
101.917,23.24791165
101.958,23.24791165
102,23.7292935
102.042,23.7292935
102.083,23.7292935
102.125,23.7292935
102.167,23.7292935
102.208,23.7292935
102.25,23.7292935
102.292,23.7292935
102.333,23.7292935
102.375,23.7292935
102.417,23.7292935
102.458,23.7292935
102.5,23.7292935
102.542,23.7292935
102.583,23.7292935
102.625,23.7292935
102.667,23.7292935
102.708,23.7292935
102.75,23.7292935
102.792,23.7292935
102.833,23.7292935
102.875,23.7292935
102.917,23.7292935
102.958,23.7292935
103,23.02137902
103.042,23.02137902
103.083,23.02137902
103.125,23.02137902
103.167,23.02137902
103.208,23.02137902
103.25,23.02137902
103.292,23.02137902
103.333,23.02137902
103.375,23.02137902
103.417,23.02137902
103.458,23.02137902
103.5,23.02137902
103.542,23.02137902
103.583,23.02137902
103.625,23.02137902
103.667,23.02137902
103.708,23.02137902
103.75,23.02137902
103.792,23.02137902
103.833,23.02137902
103.875,23.02137902
103.917,23.02137902
103.958,23.02137902
104,18.60399264
104.042,18.60399264
104.083,18.60399264
104.125,18.60399264
104.167,18.60399264
104.208,18.60399264
104.25,18.60399264
104.292,18.60399264
104.333,18.60399264
104.375,18.60399264
104.417,18.60399264
104.458,18.60399264
104.5,18.60399264
104.542,18.60399264
104.583,18.60399264
104.625,18.60399264
104.667,18.60399264
104.708,18.60399264
104.75,18.60399264
104.792,18.60399264
104.833,18.60399264
104.875,18.60399264
104.917,18.60399264
104.958,18.60399264
105,15.46085233
105.042,15.46085233
105.083,15.46085233
105.125,15.46085233
105.167,15.46085233
105.208,15.46085233
105.25,15.46085233
105.292,15.46085233
105.333,15.46085233
105.375,15.46085233
105.417,15.46085233
105.458,15.46085233
105.5,15.46085233
105.542,15.46085233
105.583,15.46085233
105.625,15.46085233
105.667,15.46085233
105.708,15.46085233
105.75,15.46085233
105.792,15.46085233
105.833,15.46085233
105.875,15.46085233
105.917,15.46085233
105.958,15.46085233
106,12.88404361
106.042,12.88404361
106.083,12.88404361
106.125,12.88404361
106.167,12.88404361
106.208,12.88404361
106.25,12.88404361
106.292,12.88404361
106.333,12.88404361
106.375,12.88404361
106.417,12.88404361
106.458,12.88404361
106.5,12.88404361
106.542,12.88404361
106.583,12.88404361
106.625,12.88404361
106.667,12.88404361
106.708,12.88404361
106.75,12.88404361
106.792,12.88404361
106.833,12.88404361
106.875,12.88404361
106.917,12.88404361
106.958,12.88404361
107,11.97791307
107.042,11.97791307
107.083,11.97791307
107.125,11.97791307
107.167,11.97791307
107.208,11.97791307
107.25,11.97791307
107.292,11.97791307
107.333,11.97791307
107.375,11.97791307
107.417,11.97791307
107.458,11.97791307
107.5,11.97791307
107.542,11.97791307
107.583,11.97791307
107.625,11.97791307
107.667,11.97791307
107.708,11.97791307
107.75,11.97791307
107.792,11.97791307
107.833,11.97791307
107.875,11.97791307
107.917,11.97791307
107.958,11.97791307
108,12.54424466
108.042,12.54424466
108.083,12.54424466
108.125,12.54424466
108.167,12.54424466
108.208,12.54424466
108.25,12.54424466
108.292,12.54424466
108.333,12.54424466
108.375,12.54424466
108.417,12.54424466
108.458,12.54424466
108.5,12.54424466
108.542,12.54424466
108.583,12.54424466
108.625,12.54424466
108.667,12.54424466
108.708,12.54424466
108.75,12.54424466
108.792,12.54424466
108.833,12.54424466
108.875,12.54424466
108.917,12.54424466
108.958,12.54424466
109,13.62027467
109.042,13.62027467
109.083,13.62027467
109.125,13.62027467
109.167,13.62027467
109.208,13.62027467
109.25,13.62027467
109.292,13.62027467
109.333,13.62027467
109.375,13.62027467
109.417,13.62027467
109.458,13.62027467
109.5,13.62027467
109.542,13.62027467
109.583,13.62027467
109.625,13.62027467
109.667,13.62027467
109.708,13.62027467
109.75,13.62027467
109.792,13.62027467
109.833,13.62027467
109.875,13.62027467
109.917,13.62027467
109.958,13.62027467
110,14.75293785
110.042,14.75293785
110.083,14.75293785
110.125,14.75293785
110.167,14.75293785
110.208,14.75293785
110.25,14.75293785
110.292,14.75293785
110.333,14.75293785
110.375,14.75293785
110.417,14.75293785
110.458,14.75293785
110.5,14.75293785
110.542,14.75293785
110.583,14.75293785
110.625,14.75293785
110.667,14.75293785
110.708,14.75293785
110.75,14.75293785
110.792,14.75293785
110.833,14.75293785
110.875,14.75293785
110.917,14.75293785
110.958,14.75293785
111,15.46085233
111.042,15.46085233
111.083,15.46085233
111.125,15.46085233
111.167,15.46085233
111.208,15.46085233
111.25,15.46085233
111.292,15.46085233
111.333,15.46085233
111.375,15.46085233
111.417,15.46085233
111.458,15.46085233
111.5,15.46085233
111.542,15.46085233
111.583,15.46085233
111.625,15.46085233
111.667,15.46085233
111.708,15.46085233
111.75,15.46085233
111.792,15.46085233
111.833,15.46085233
111.875,15.46085233
111.917,15.46085233
111.958,15.46085233
112,14.52640521
112.042,14.52640521
112.083,14.52640521
112.125,14.52640521
112.167,14.52640521
112.208,14.52640521
112.25,14.52640521
112.292,14.52640521
112.333,14.52640521
112.375,14.52640521
112.417,14.52640521
112.458,14.52640521
112.5,14.52640521
112.542,14.52640521
112.583,14.52640521
112.625,14.52640521
112.667,14.52640521
112.708,14.52640521
112.75,14.52640521
112.792,14.52640521
112.833,14.52640521
112.875,14.52640521
112.917,14.52640521
112.958,14.52640521
113,18.23587711
113.042,18.23587711
113.083,18.23587711
113.125,18.23587711
113.167,18.23587711
113.208,18.23587711
113.25,18.23587711
113.292,18.23587711
113.333,18.23587711
113.375,18.23587711
113.417,18.23587711
113.458,18.23587711
113.5,18.23587711
113.542,18.23587711
113.583,18.23587711
113.625,18.23587711
113.667,18.23587711
113.708,18.23587711
113.75,18.23587711
113.792,18.23587711
113.833,18.23587711
113.875,18.23587711
113.917,18.23587711
113.958,18.23587711
114,13.67690783
114.042,13.67690783
114.083,13.67690783
114.125,13.67690783
114.167,13.67690783
114.208,13.67690783
114.25,13.67690783
114.292,13.67690783
114.333,13.67690783
114.375,13.67690783
114.417,13.67690783
114.458,13.67690783
114.5,13.67690783
114.542,13.67690783
114.583,13.67690783
114.625,13.67690783
114.667,13.67690783
114.708,13.67690783
114.75,13.67690783
114.792,13.67690783
114.833,13.67690783
114.875,13.67690783
114.917,13.67690783
114.958,13.67690783
115,11.21336543
115.042,11.21336543
115.083,11.21336543
115.125,11.21336543
115.167,11.21336543
115.208,11.21336543
115.25,11.21336543
115.292,11.21336543
115.333,11.21336543
115.375,11.21336543
115.417,11.21336543
115.458,11.21336543
115.5,11.21336543
115.542,11.21336543
115.583,11.21336543
115.625,11.21336543
115.667,11.21336543
115.708,11.21336543
115.75,11.21336543
115.792,11.21336543
115.833,11.21336543
115.875,11.21336543
115.917,11.21336543
115.958,11.21336543
116,11.72306385
116.042,11.72306385
116.083,11.72306385
116.125,11.72306385
116.167,11.72306385
116.208,11.72306385
116.25,11.72306385
116.292,11.72306385
116.333,11.72306385
116.375,11.72306385
116.417,11.72306385
116.458,11.72306385
116.5,11.72306385
116.542,11.72306385
116.583,11.72306385
116.625,11.72306385
116.667,11.72306385
116.708,11.72306385
116.75,11.72306385
116.792,11.72306385
116.833,11.72306385
116.875,11.72306385
116.917,11.72306385
116.958,11.72306385
117,9.316154609
117.042,9.316154609
117.083,9.316154609
117.125,9.316154609
117.167,9.316154609
117.208,9.316154609
117.25,9.316154609
117.292,9.316154609
117.333,9.316154609
117.375,9.316154609
117.417,9.316154609
117.458,9.316154609
117.5,9.316154609
117.542,9.316154609
117.583,9.316154609
117.625,9.316154609
117.667,9.316154609
117.708,9.316154609
117.75,9.316154609
117.792,9.316154609
117.833,9.316154609
117.875,9.316154609
117.917,9.316154609
117.958,9.316154609
118,9.571003823
118.042,9.571003823
118.083,9.571003823
118.125,9.571003823
118.167,9.571003823
118.208,9.571003823
118.25,9.571003823
118.292,9.571003823
118.333,9.571003823
118.375,9.571003823
118.417,9.571003823
118.458,9.571003823
118.5,9.571003823
118.542,9.571003823
118.583,9.571003823
118.625,9.571003823
118.667,9.571003823
118.708,9.571003823
118.75,9.571003823
118.792,9.571003823
118.833,9.571003823
118.875,9.571003823
118.917,9.571003823
118.958,9.571003823
119,8.664873283
119.042,8.664873283
119.083,8.664873283
119.125,8.664873283
119.167,8.664873283
119.208,8.664873283
119.25,8.664873283
119.292,8.664873283
119.333,8.664873283
119.375,8.664873283
119.417,8.664873283
119.458,8.664873283
119.5,8.664873283
119.542,8.664873283
119.583,8.664873283
119.625,8.664873283
119.667,8.664873283
119.708,8.664873283
119.75,8.664873283
119.792,8.664873283
119.833,8.664873283
119.875,8.664873283
119.917,8.664873283
119.958,8.664873283
120,9.316154609
120.042,9.316154609
120.083,9.316154609
120.125,9.316154609
120.167,9.316154609
120.208,9.316154609
120.25,9.316154609
120.292,9.316154609
120.333,9.316154609
120.375,9.316154609
120.417,9.316154609
120.458,9.316154609
120.5,9.316154609
120.542,9.316154609
120.583,9.316154609
120.625,9.316154609
120.667,9.316154609
120.708,9.316154609
120.75,9.316154609
120.792,9.316154609
120.833,9.316154609
120.875,9.316154609
120.917,9.316154609
120.958,9.316154609
121,9.23120487
121.042,9.23120487
121.083,9.23120487
121.125,9.23120487
121.167,9.23120487
121.208,9.23120487
121.25,9.23120487
121.292,9.23120487
121.333,9.23120487
121.375,9.23120487
121.417,9.23120487
121.458,9.23120487
121.5,9.23120487
121.542,9.23120487
121.583,9.23120487
121.625,9.23120487
121.667,9.23120487
121.708,9.23120487
121.75,9.23120487
121.792,9.23120487
121.833,9.23120487
121.875,9.23120487
121.917,9.23120487
121.958,9.23120487
122,11.63811412
122.042,11.63811412
122.083,11.63811412
122.125,11.63811412
122.167,11.63811412
122.208,11.63811412
122.25,11.63811412
122.292,11.63811412
122.333,11.63811412
122.375,11.63811412
122.417,11.63811412
122.458,11.63811412
122.5,11.63811412
122.542,11.63811412
122.583,11.63811412
122.625,11.63811412
122.667,11.63811412
122.708,11.63811412
122.75,11.63811412
122.792,11.63811412
122.833,11.63811412
122.875,11.63811412
122.917,11.63811412
122.958,11.63811412
123,12.82741045
123.042,12.82741045
123.083,12.82741045
123.125,12.82741045
123.167,12.82741045
123.208,12.82741045
123.25,12.82741045
123.292,12.82741045
123.333,12.82741045
123.375,12.82741045
123.417,12.82741045
123.458,12.82741045
123.5,12.82741045
123.542,12.82741045
123.583,12.82741045
123.625,12.82741045
123.667,12.82741045
123.708,12.82741045
123.75,12.82741045
123.792,12.82741045
123.833,12.82741045
123.875,12.82741045
123.917,12.82741045
123.958,12.82741045
124,13.05394308
124.042,13.05394308
124.083,13.05394308
124.125,13.05394308
124.167,13.05394308
124.208,13.05394308
124.25,13.05394308
124.292,13.05394308
124.333,13.05394308
124.375,13.05394308
124.417,13.05394308
124.458,13.05394308
124.5,13.05394308
124.542,13.05394308
124.583,13.05394308
124.625,13.05394308
124.667,13.05394308
124.708,13.05394308
124.75,13.05394308
124.792,13.05394308
124.833,13.05394308
124.875,13.05394308
124.917,13.05394308
124.958,13.05394308
125,13.93175704
125.042,13.93175704
125.083,13.93175704
125.125,13.93175704
125.167,13.93175704
125.208,13.93175704
125.25,13.93175704
125.292,13.93175704
125.333,13.93175704
125.375,13.93175704
125.417,13.93175704
125.458,13.93175704
125.5,13.93175704
125.542,13.93175704
125.583,13.93175704
125.625,13.93175704
125.667,13.93175704
125.708,13.93175704
125.75,13.93175704
125.792,13.93175704
125.833,13.93175704
125.875,13.93175704
125.917,13.93175704
125.958,13.93175704
126,14.07333994
126.042,14.07333994
126.083,14.07333994
126.125,14.07333994
126.167,14.07333994
126.208,14.07333994
126.25,14.07333994
126.292,14.07333994
126.333,14.07333994
126.375,14.07333994
126.417,14.07333994
126.458,14.07333994
126.5,14.07333994
126.542,14.07333994
126.583,14.07333994
126.625,14.07333994
126.667,14.07333994
126.708,14.07333994
126.75,14.07333994
126.792,14.07333994
126.833,14.07333994
126.875,14.07333994
126.917,14.07333994
126.958,14.07333994
127,15.97055076
127.042,15.97055076
127.083,15.97055076
127.125,15.97055076
127.167,15.97055076
127.208,15.97055076
127.25,15.97055076
127.292,15.97055076
127.333,15.97055076
127.375,15.97055076
127.417,15.97055076
127.458,15.97055076
127.5,15.97055076
127.542,15.97055076
127.583,15.97055076
127.625,15.97055076
127.667,15.97055076
127.708,15.97055076
127.75,15.97055076
127.792,15.97055076
127.833,15.97055076
127.875,15.97055076
127.917,15.97055076
127.958,15.97055076
128,16.93331446
128.042,16.93331446
128.083,16.93331446
128.125,16.93331446
128.167,16.93331446
128.208,16.93331446
128.25,16.93331446
128.292,16.93331446
128.333,16.93331446
128.375,16.93331446
128.417,16.93331446
128.458,16.93331446
128.5,16.93331446
128.542,16.93331446
128.583,16.93331446
128.625,16.93331446
128.667,16.93331446
128.708,16.93331446
128.75,16.93331446
128.792,16.93331446
128.833,16.93331446
128.875,16.93331446
128.917,16.93331446
128.958,16.93331446
129,18.63230922
129.042,18.63230922
129.083,18.63230922
129.125,18.63230922
129.167,18.63230922
129.208,18.63230922
129.25,18.63230922
129.292,18.63230922
129.333,18.63230922
129.375,18.63230922
129.417,18.63230922
129.458,18.63230922
129.5,18.63230922
129.542,18.63230922
129.583,18.63230922
129.625,18.63230922
129.667,18.63230922
129.708,18.63230922
129.75,18.63230922
129.792,18.63230922
129.833,18.63230922
129.875,18.63230922
129.917,18.63230922
129.958,18.63230922
130,21.37901741
130.042,21.37901741
130.083,21.37901741
130.125,21.37901741
130.167,21.37901741
130.208,21.37901741
130.25,21.37901741
130.292,21.37901741
130.333,21.37901741
130.375,21.37901741
130.417,21.37901741
130.458,21.37901741
130.5,21.37901741
130.542,21.37901741
130.583,21.37901741
130.625,21.37901741
130.667,21.37901741
130.708,21.37901741
130.75,21.37901741
130.792,21.37901741
130.833,21.37901741
130.875,21.37901741
130.917,21.37901741
130.958,21.37901741
131,17.10321393
131.042,17.10321393
131.083,17.10321393
131.125,17.10321393
131.167,17.10321393
131.208,17.10321393
131.25,17.10321393
131.292,17.10321393
131.333,17.10321393
131.375,17.10321393
131.417,17.10321393
131.458,17.10321393
131.5,17.10321393
131.542,17.10321393
131.583,17.10321393
131.625,17.10321393
131.667,17.10321393
131.708,17.10321393
131.75,17.10321393
131.792,17.10321393
131.833,17.10321393
131.875,17.10321393
131.917,17.10321393
131.958,17.10321393
132,15.31926943
132.042,15.31926943
132.083,15.31926943
132.125,15.31926943
132.167,15.31926943
132.208,15.31926943
132.25,15.31926943
132.292,15.31926943
132.333,15.31926943
132.375,15.31926943
132.417,15.31926943
132.458,15.31926943
132.5,15.31926943
132.542,15.31926943
132.583,15.31926943
132.625,15.31926943
132.667,15.31926943
132.708,15.31926943
132.75,15.31926943
132.792,15.31926943
132.833,15.31926943
132.875,15.31926943
132.917,15.31926943
132.958,15.31926943
133,12.23276228
133.042,12.23276228
133.083,12.23276228
133.125,12.23276228
133.167,12.23276228
133.208,12.23276228
133.25,12.23276228
133.292,12.23276228
133.333,12.23276228
133.375,12.23276228
133.417,12.23276228
133.458,12.23276228
133.5,12.23276228
133.542,12.23276228
133.583,12.23276228
133.625,12.23276228
133.667,12.23276228
133.708,12.23276228
133.75,12.23276228
133.792,12.23276228
133.833,12.23276228
133.875,12.23276228
133.917,12.23276228
133.958,12.23276228
134,16.8766813
134.042,16.8766813
134.083,16.8766813
134.125,16.8766813
134.167,16.8766813
134.208,16.8766813
134.25,16.8766813
134.292,16.8766813
134.333,16.8766813
134.375,16.8766813
134.417,16.8766813
134.458,16.8766813
134.5,16.8766813
134.542,16.8766813
134.583,16.8766813
134.625,16.8766813
134.667,16.8766813
134.708,16.8766813
134.75,16.8766813
134.792,16.8766813
134.833,16.8766813
134.875,16.8766813
134.917,16.8766813
134.958,16.8766813
135,19.68002265
135.042,19.68002265
135.083,19.68002265
135.125,19.68002265
135.167,19.68002265
135.208,19.68002265
135.25,19.68002265
135.292,19.68002265
135.333,19.68002265
135.375,19.68002265
135.417,19.68002265
135.458,19.68002265
135.5,19.68002265
135.542,19.68002265
135.583,19.68002265
135.625,19.68002265
135.667,19.68002265
135.708,19.68002265
135.75,19.68002265
135.792,19.68002265
135.833,19.68002265
135.875,19.68002265
135.917,19.68002265
135.958,19.68002265
136,12.14781254
136.042,12.14781254
136.083,12.14781254
136.125,12.14781254
136.167,12.14781254
136.208,12.14781254
136.25,12.14781254
136.292,12.14781254
136.333,12.14781254
136.375,12.14781254
136.417,12.14781254
136.458,12.14781254
136.5,12.14781254
136.542,12.14781254
136.583,12.14781254
136.625,12.14781254
136.667,12.14781254
136.708,12.14781254
136.75,12.14781254
136.792,12.14781254
136.833,12.14781254
136.875,12.14781254
136.917,12.14781254
136.958,12.14781254
137,8.948039077
137.042,8.948039077
137.083,8.948039077
137.125,8.948039077
137.167,8.948039077
137.208,8.948039077
137.25,8.948039077
137.292,8.948039077
137.333,8.948039077
137.375,8.948039077
137.417,8.948039077
137.458,8.948039077
137.5,8.948039077
137.542,8.948039077
137.583,8.948039077
137.625,8.948039077
137.667,8.948039077
137.708,8.948039077
137.75,8.948039077
137.792,8.948039077
137.833,8.948039077
137.875,8.948039077
137.917,8.948039077
137.958,8.948039077
138,12.06286281
138.042,12.06286281
138.083,12.06286281
138.125,12.06286281
138.167,12.06286281
138.208,12.06286281
138.25,12.06286281
138.292,12.06286281
138.333,12.06286281
138.375,12.06286281
138.417,12.06286281
138.458,12.06286281
138.5,12.06286281
138.542,12.06286281
138.583,12.06286281
138.625,12.06286281
138.667,12.06286281
138.708,12.06286281
138.75,12.06286281
138.792,12.06286281
138.833,12.06286281
138.875,12.06286281
138.917,12.06286281
138.958,12.06286281
139,13.05394308
139.042,13.05394308
139.083,13.05394308
139.125,13.05394308
139.167,13.05394308
139.208,13.05394308
139.25,13.05394308
139.292,13.05394308
139.333,13.05394308
139.375,13.05394308
139.417,13.05394308
139.458,13.05394308
139.5,13.05394308
139.542,13.05394308
139.583,13.05394308
139.625,13.05394308
139.667,13.05394308
139.708,13.05394308
139.75,13.05394308
139.792,13.05394308
139.833,13.05394308
139.875,13.05394308
139.917,13.05394308
139.958,13.05394308
140,10.98683279
140.042,10.98683279
140.083,10.98683279
140.125,10.98683279
140.167,10.98683279
140.208,10.98683279
140.25,10.98683279
140.292,10.98683279
140.333,10.98683279
140.375,10.98683279
140.417,10.98683279
140.458,10.98683279
140.5,10.98683279
140.542,10.98683279
140.583,10.98683279
140.625,10.98683279
140.667,10.98683279
140.708,10.98683279
140.75,10.98683279
140.792,10.98683279
140.833,10.98683279
140.875,10.98683279
140.917,10.98683279
140.958,10.98683279
141,5.889848506
141.042,5.889848506
141.083,5.889848506
141.125,5.889848506
