$Trinity Lake Swift Cr inflow Tw updated year 2016 YC 06/01/23,
",,,",
Jday,Swift 
77.375,7.06
77.417,7.06
77.458,7.06
77.5,7.06
77.542,7.06
77.583,7.06
77.625,7.06
77.667,7.06
77.708,7.06
77.75,7.06
77.792,7.06
77.833,7.06
77.875,7.06
77.917,7.06
77.958,7.06
78,7.41
78.042,7.41
78.083,7.41
78.125,7.41
78.167,7.41
78.208,7.41
78.25,7.41
78.292,7.41
78.333,7.41
78.375,7.41
78.417,7.41
78.458,7.41
78.5,7.41
78.542,7.41
78.583,7.41
78.625,7.41
78.667,7.41
78.708,7.41
78.75,7.41
78.792,7.41
78.833,7.41
78.875,7.41
78.917,7.41
78.958,7.41
79,7.92
79.042,7.92
79.083,7.92
79.125,7.92
79.167,7.92
79.208,7.92
79.25,7.92
79.292,7.92
79.333,7.92
79.375,7.92
79.417,7.92
79.458,7.92
79.5,7.92
79.542,7.92
79.583,7.92
79.625,7.92
79.667,7.92
79.708,7.92
79.75,7.92
79.792,7.92
79.833,7.92
79.875,7.92
79.917,7.92
79.958,7.92
80,7.37
80.042,7.37
80.083,7.37
80.125,7.37
80.167,7.37
80.208,7.37
80.25,7.37
80.292,7.37
80.333,7.37
80.375,7.37
80.417,7.37
80.458,7.37
80.5,7.37
80.542,7.37
80.583,7.37
80.625,7.37
80.667,7.37
80.708,7.37
80.75,7.37
80.792,7.37
80.833,7.37
80.875,7.37
80.917,7.37
80.958,7.37
81,5.94
81.042,5.94
81.083,5.94
81.125,5.94
81.167,5.94
81.208,5.94
81.25,5.94
81.292,5.94
81.333,5.94
81.375,5.94
81.417,5.94
81.458,5.94
81.5,5.94
81.542,5.94
81.583,5.94
81.625,5.94
81.667,5.94
81.708,5.94
81.75,5.94
81.792,5.94
81.833,5.94
81.875,5.94
81.917,5.94
81.958,5.94
82,5.98
82.042,5.98
82.083,5.98
82.125,5.98
82.167,5.98
82.208,5.98
82.25,5.98
82.292,5.98
82.333,5.98
82.375,5.98
82.417,5.98
82.458,5.98
82.5,5.98
82.542,5.98
82.583,5.98
82.625,5.98
82.667,5.98
82.708,5.98
82.75,5.98
82.792,5.98
82.833,5.98
82.875,5.98
82.917,5.98
82.958,5.98
83,6.39
83.042,6.39
83.083,6.39
83.125,6.39
83.167,6.39
83.208,6.39
83.25,6.39
83.292,6.39
83.333,6.39
83.375,6.39
83.417,6.39
83.458,6.39
83.5,6.39
83.542,6.39
83.583,6.39
83.625,6.39
83.667,6.39
83.708,6.39
83.75,6.39
83.792,6.39
83.833,6.39
83.875,6.39
83.917,6.39
83.958,6.39
84,7.47
84.042,7.47
84.083,7.47
84.125,7.47
84.167,7.47
84.208,7.47
84.25,7.47
84.292,7.47
84.333,7.47
84.375,7.47
84.417,7.47
84.458,7.47
84.5,7.47
84.542,7.47
84.583,7.47
84.625,7.47
84.667,7.47
84.708,7.47
84.75,7.47
84.792,7.47
84.833,7.47
84.875,7.47
84.917,7.47
84.958,7.47
85,7.03
85.042,7.03
85.083,7.03
85.125,7.03
85.167,7.03
85.208,7.03
85.25,7.03
85.292,7.03
85.333,7.03
85.375,7.03
85.417,7.03
85.458,7.03
85.5,7.03
85.542,7.03
85.583,7.03
85.625,7.03
85.667,7.03
85.708,7.03
85.75,7.03
85.792,7.03
85.833,7.03
85.875,7.03
85.917,7.03
85.958,7.03
86,7.31
86.042,7.31
86.083,7.31
86.125,7.31
86.167,7.31
86.208,7.31
86.25,7.31
86.292,7.31
86.333,7.31
86.375,7.31
86.417,7.31
86.458,7.31
86.5,7.31
86.542,7.31
86.583,7.31
86.625,7.31
86.667,7.31
86.708,7.31
86.75,7.31
86.792,7.31
86.833,7.31
86.875,7.31
86.917,7.31
86.958,7.31
87,7.21
87.042,7.21
87.083,7.21
87.125,7.21
87.167,7.21
87.208,7.21
87.25,7.21
87.292,7.21
87.333,7.21
87.375,7.21
87.417,7.21
87.458,7.21
87.5,7.21
87.542,7.21
87.583,7.21
87.625,7.21
87.667,7.21
87.708,7.21
87.75,7.21
87.792,7.21
87.833,7.21
87.875,7.21
87.917,7.21
87.958,7.21
88,5.95
88.042,5.95
88.083,5.95
88.125,5.95
88.167,5.95
88.208,5.95
88.25,5.95
88.292,5.95
88.333,5.95
88.375,5.95
88.417,5.95
88.458,5.95
88.5,5.95
88.542,5.95
88.583,5.95
88.625,5.95
88.667,5.95
88.708,5.95
88.75,5.95
88.792,5.95
88.833,5.95
88.875,5.95
88.917,5.95
88.958,5.95
89,5.69
89.042,5.69
89.083,5.69
89.125,5.69
89.167,5.69
89.208,5.69
89.25,5.69
89.292,5.69
89.333,5.69
89.375,5.69
89.417,5.69
89.458,5.69
89.5,5.69
89.542,5.69
89.583,5.69
89.625,5.69
89.667,5.69
89.708,5.69
89.75,5.69
89.792,5.69
89.833,5.69
89.875,5.69
89.917,5.69
89.958,5.69
90,6.49
90.042,6.49
90.083,6.49
90.125,6.49
90.167,6.49
90.208,6.49
90.25,6.49
90.292,6.49
90.333,6.49
90.375,6.49
90.417,6.49
90.458,6.49
90.5,6.49
90.542,6.49
90.583,6.49
90.625,6.49
90.667,6.49
90.708,6.49
90.75,6.49
90.792,6.49
90.833,6.49
90.875,6.49
90.917,6.49
90.958,6.49
91,7.34
91.042,7.34
91.083,7.34
91.125,7.34
91.167,7.34
91.208,7.34
91.25,7.34
91.292,7.34
91.333,7.34
91.375,7.34
91.417,7.34
91.458,7.34
91.5,7.34
91.542,7.34
91.583,7.34
91.625,7.34
91.667,7.34
91.708,7.34
91.75,7.34
91.792,7.34
91.833,7.34
91.875,7.34
91.917,7.34
91.958,7.34
92,8
92.042,8
92.083,8
92.125,8
92.167,8
92.208,8
92.25,8
92.292,8
92.333,8
92.375,8
92.417,8
92.458,8
92.5,8
92.542,8
92.583,8
92.625,8
92.667,8
92.708,8
92.75,8
92.792,8
92.833,8
92.875,8
92.917,8
92.958,8
93,8.51
93.042,8.51
93.083,8.51
93.125,8.51
93.167,8.51
93.208,8.51
93.25,8.51
93.292,8.51
93.333,8.51
93.375,8.51
93.417,8.51
93.458,8.51
93.5,8.51
93.542,8.51
93.583,8.51
93.625,8.51
93.667,8.51
93.708,8.51
93.75,8.51
93.792,8.51
93.833,8.51
93.875,8.51
93.917,8.51
93.958,8.51
94,8.44
94.042,8.44
94.083,8.44
94.125,8.44
94.167,8.44
94.208,8.44
94.25,8.44
94.292,8.44
94.333,8.44
94.375,8.44
94.417,8.44
94.458,8.44
94.5,8.44
94.542,8.44
94.583,8.44
94.625,8.44
94.667,8.44
94.708,8.44
94.75,8.44
94.792,8.44
94.833,8.44
94.875,8.44
94.917,8.44
94.958,8.44
95,7.88
95.042,7.88
95.083,7.88
95.125,7.88
95.167,7.88
95.208,7.88
95.25,7.88
95.292,7.88
95.333,7.88
95.375,7.88
95.417,7.88
95.458,7.88
95.5,7.88
95.542,7.88
95.583,7.88
95.625,7.88
95.667,7.88
95.708,7.88
95.75,7.88
95.792,7.88
95.833,7.88
95.875,7.88
95.917,7.88
95.958,7.88
96,7.39
96.042,7.39
96.083,7.39
96.125,7.39
96.167,7.39
96.208,7.39
96.25,7.39
96.292,7.39
96.333,7.39
96.375,7.39
96.417,7.39
96.458,7.39
96.5,7.39
96.542,7.39
96.583,7.39
96.625,7.39
96.667,7.39
96.708,7.39
96.75,7.39
96.792,7.39
96.833,7.39
96.875,7.39
96.917,7.39
96.958,7.39
97,8.32
97.042,8.32
97.083,8.32
97.125,8.32
97.167,8.32
97.208,8.32
97.25,8.32
97.292,8.32
97.333,8.32
97.375,8.32
97.417,8.32
97.458,8.32
97.5,8.32
97.542,8.32
97.583,8.32
97.625,8.32
97.667,8.32
97.708,8.32
97.75,8.32
97.792,8.32
97.833,8.32
97.875,8.32
97.917,8.32
97.958,8.32
98,8.63
98.042,8.63
98.083,8.63
98.125,8.63
98.167,8.63
98.208,8.63
98.25,8.63
98.292,8.63
98.333,8.63
98.375,8.63
98.417,8.63
98.458,8.63
98.5,8.63
98.542,8.63
98.583,8.63
98.625,8.63
98.667,8.63
98.708,8.63
98.75,8.63
98.792,8.63
98.833,8.63
98.875,8.63
98.917,8.63
98.958,8.63
99,8.83
99.042,8.83
99.083,8.83
99.125,8.83
99.167,8.83
99.208,8.83
99.25,8.83
99.292,8.83
99.333,8.83
99.375,8.83
99.417,8.83
99.458,8.83
99.5,8.83
99.542,8.83
99.583,8.83
99.625,8.83
99.667,8.83
99.708,8.83
99.75,8.83
99.792,8.83
99.833,8.83
99.875,8.83
99.917,8.83
99.958,8.83
100,8.84
100.042,8.84
100.083,8.84
100.125,8.84
100.167,8.84
100.208,8.84
100.25,8.84
100.292,8.84
100.333,8.84
100.375,8.84
100.417,8.84
100.458,8.84
100.5,8.84
100.542,8.84
100.583,8.84
100.625,8.84
100.667,8.84
100.708,8.84
100.75,8.84
100.792,8.84
100.833,8.84
100.875,8.84
100.917,8.84
100.958,8.84
101,8.72
101.042,8.72
101.083,8.72
101.125,8.72
101.167,8.72
101.208,8.72
101.25,8.72
101.292,8.72
101.333,8.72
101.375,8.72
101.417,8.72
101.458,8.72
101.5,8.72
101.542,8.72
101.583,8.72
101.625,8.72
101.667,8.72
101.708,8.72
101.75,8.72
101.792,8.72
101.833,8.72
101.875,8.72
101.917,8.72
101.958,8.72
102,8.88
102.042,8.88
102.083,8.88
102.125,8.88
102.167,8.88
102.208,8.88
102.25,8.88
102.292,8.88
102.333,8.88
102.375,8.88
102.417,8.88
102.458,8.88
102.5,8.88
102.542,8.88
102.583,8.88
102.625,8.88
102.667,8.88
102.708,8.88
102.75,8.88
102.792,8.88
102.833,8.88
102.875,8.88
102.917,8.88
102.958,8.88
103,8.51
103.042,8.51
103.083,8.51
103.125,8.51
103.167,8.51
103.208,8.51
103.25,8.51
103.292,8.51
103.333,8.51
103.375,8.51
103.417,8.51
103.458,8.51
103.5,8.51
103.542,8.51
103.583,8.51
103.625,8.51
103.667,8.51
103.708,8.51
103.75,8.51
103.792,8.51
103.833,8.51
103.875,8.51
103.917,8.51
103.958,8.51
104,7.21
104.042,7.21
104.083,7.21
104.125,7.21
104.167,7.21
104.208,7.21
104.25,7.21
104.292,7.21
104.333,7.21
104.375,7.21
104.417,7.21
104.458,7.21
104.5,7.21
104.542,7.21
104.583,7.21
104.625,7.21
104.667,7.21
104.708,7.21
104.75,7.21
104.792,7.21
104.833,7.21
104.875,7.21
104.917,7.21
104.958,7.21
105,6.13
105.042,6.13
105.083,6.13
105.125,6.13
105.167,6.13
105.208,6.13
105.25,6.13
105.292,6.13
105.333,6.13
105.375,6.13
105.417,6.13
105.458,6.13
105.5,6.13
105.542,6.13
105.583,6.13
105.625,6.13
105.667,6.13
105.708,6.13
105.75,6.13
105.792,6.13
105.833,6.13
105.875,6.13
105.917,6.13
105.958,6.13
106,6.26
106.042,6.26
106.083,6.26
106.125,6.26
106.167,6.26
106.208,6.26
106.25,6.26
106.292,6.26
106.333,6.26
106.375,6.26
106.417,6.26
106.458,6.26
106.5,6.26
106.542,6.26
106.583,6.26
106.625,6.26
106.667,6.26
106.708,6.26
106.75,6.26
106.792,6.26
106.833,6.26
106.875,6.26
106.917,6.26
106.958,6.26
107,7.4
107.042,7.4
107.083,7.4
107.125,7.4
107.167,7.4
107.208,7.4
107.25,7.4
107.292,7.4
107.333,7.4
107.375,7.4
107.417,7.4
107.458,7.4
107.5,7.4
107.542,7.4
107.583,7.4
107.625,7.4
107.667,7.4
107.708,7.4
107.75,7.4
107.792,7.4
107.833,7.4
107.875,7.4
107.917,7.4
107.958,7.4
108,8.64
108.042,8.64
108.083,8.64
108.125,8.64
108.167,8.64
108.208,8.64
108.25,8.64
108.292,8.64
108.333,8.64
108.375,8.64
108.417,8.64
108.458,8.64
108.5,8.64
108.542,8.64
108.583,8.64
108.625,8.64
108.667,8.64
108.708,8.64
108.75,8.64
108.792,8.64
108.833,8.64
108.875,8.64
108.917,8.64
108.958,8.64
109,9.22
109.042,9.22
109.083,9.22
109.125,9.22
109.167,9.22
109.208,9.22
109.25,9.22
109.292,9.22
109.333,9.22
109.375,9.22
109.417,9.22
109.458,9.22
109.5,9.22
109.542,9.22
109.583,9.22
109.625,9.22
109.667,9.22
109.708,9.22
109.75,9.22
109.792,9.22
109.833,9.22
109.875,9.22
109.917,9.22
109.958,9.22
110,9.55
110.042,9.55
110.083,9.55
110.125,9.55
110.167,9.55
110.208,9.55
110.25,9.55
110.292,9.55
110.333,9.55
110.375,9.55
110.417,9.55
110.458,9.55
110.5,9.55
110.542,9.55
110.583,9.55
110.625,9.55
110.667,9.55
110.708,9.55
110.75,9.55
110.792,9.55
110.833,9.55
110.875,9.55
110.917,9.55
110.958,9.55
111,9.5
111.042,9.5
111.083,9.5
111.125,9.5
111.167,9.5
111.208,9.5
111.25,9.5
111.292,9.5
111.333,9.5
111.375,9.5
111.417,9.5
111.458,9.5
111.5,9.5
111.542,9.5
111.583,9.5
111.625,9.5
111.667,9.5
111.708,9.5
111.75,9.5
111.792,9.5
111.833,9.5
111.875,9.5
111.917,9.5
111.958,9.5
112,8.57
112.042,8.57
112.083,8.57
112.125,8.57
112.167,8.57
112.208,8.57
112.25,8.57
112.292,8.57
112.333,8.57
112.375,8.57
112.417,8.57
112.458,8.57
112.5,8.57
112.542,8.57
112.583,8.57
112.625,8.57
112.667,8.57
112.708,8.57
112.75,8.57
112.792,8.57
112.833,8.57
112.875,8.57
112.917,8.57
112.958,8.57
113,8.2
113.042,8.2
113.083,8.2
113.125,8.2
113.167,8.2
113.208,8.2
113.25,8.2
113.292,8.2
113.333,8.2
113.375,8.2
113.417,8.2
113.458,8.2
113.5,8.2
113.542,8.2
113.583,8.2
113.625,8.2
113.667,8.2
113.708,8.2
113.75,8.2
113.792,8.2
113.833,8.2
113.875,8.2
113.917,8.2
113.958,8.2
114,7.35
114.042,7.35
114.083,7.35
114.125,7.35
114.167,7.35
114.208,7.35
114.25,7.35
114.292,7.35
114.333,7.35
114.375,7.35
114.417,7.35
114.458,7.35
114.5,7.35
114.542,7.35
114.583,7.35
114.625,7.35
114.667,7.35
114.708,7.35
114.75,7.35
114.792,7.35
114.833,7.35
114.875,7.35
114.917,7.35
114.958,7.35
115,7.72
115.042,7.72
115.083,7.72
115.125,7.72
115.167,7.72
115.208,7.72
115.25,7.72
115.292,7.72
115.333,7.72
115.375,7.72
115.417,7.72
115.458,7.72
115.5,7.72
115.542,7.72
115.583,7.72
115.625,7.72
115.667,7.72
115.708,7.72
115.75,7.72
115.792,7.72
115.833,7.72
115.875,7.72
115.917,7.72
115.958,7.72
116,6.81
116.042,6.81
116.083,6.81
116.125,6.81
116.167,6.81
116.208,6.81
116.25,6.81
116.292,6.81
116.333,6.81
116.375,6.81
116.417,6.81
116.458,6.81
116.5,6.81
116.542,6.81
116.583,6.81
116.625,6.81
116.667,6.81
116.708,6.81
116.75,6.81
116.792,6.81
116.833,6.81
116.875,6.81
116.917,6.81
116.958,6.81
117,6.56
117.042,6.56
117.083,6.56
117.125,6.56
117.167,6.56
117.208,6.56
117.25,6.56
117.292,6.56
117.333,6.56
117.375,6.56
117.417,6.56
117.458,6.56
117.5,6.56
117.542,6.56
117.583,6.56
117.625,6.56
117.667,6.56
117.708,6.56
117.75,6.56
117.792,6.56
117.833,6.56
117.875,6.56
117.917,6.56
117.958,6.56
118,7.69
118.042,7.69
118.083,7.69
118.125,7.69
118.167,7.69
118.208,7.69
118.25,7.69
118.292,7.69
118.333,7.69
118.375,7.69
118.417,7.69
118.458,7.69
118.5,7.69
118.542,7.69
118.583,7.69
118.625,7.69
118.667,7.69
118.708,7.69
118.75,7.69
118.792,7.69
118.833,7.69
118.875,7.69
118.917,7.69
118.958,7.69
119,8.5
119.042,8.5
119.083,8.5
119.125,8.5
119.167,8.5
119.208,8.5
119.25,8.5
119.292,8.5
119.333,8.5
119.375,8.5
119.417,8.5
119.458,8.5
119.5,8.5
119.542,8.5
119.583,8.5
119.625,8.5
119.667,8.5
119.708,8.5
119.75,8.5
119.792,8.5
119.833,8.5
119.875,8.5
119.917,8.5
119.958,8.5
120,9.13
120.042,9.13
120.083,9.13
120.125,9.13
120.167,9.13
120.208,9.13
120.25,9.13
120.292,9.13
120.333,9.13
120.375,9.13
120.417,9.13
120.458,9.13
120.5,9.13
120.542,9.13
120.583,9.13
120.625,9.13
120.667,9.13
120.708,9.13
120.75,9.13
120.792,9.13
120.833,9.13
120.875,9.13
120.917,9.13
120.958,9.13
121,8.92
121.042,8.92
121.083,8.92
121.125,8.92
121.167,8.92
121.208,8.92
121.25,8.92
121.292,8.92
121.333,8.92
121.375,8.92
121.417,8.92
121.458,8.92
121.5,8.92
121.542,8.92
121.583,8.92
121.625,8.92
121.667,8.92
121.708,8.92
121.75,8.92
121.792,8.92
121.833,8.92
121.875,8.92
121.917,8.92
121.958,8.92
122,9.37
122.042,9.37
122.083,9.37
122.125,9.37
122.167,9.37
122.208,9.37
122.25,9.37
122.292,9.37
122.333,9.37
122.375,9.37
122.417,9.37
122.458,9.37
122.5,9.37
122.542,9.37
122.583,9.37
122.625,9.37
122.667,9.37
122.708,9.37
122.75,9.37
122.792,9.37
122.833,9.37
122.875,9.37
122.917,9.37
122.958,9.37
123,9.66
123.042,9.66
123.083,9.66
123.125,9.66
123.167,9.66
123.208,9.66
123.25,9.66
123.292,9.66
123.333,9.66
123.375,9.66
123.417,9.66
123.458,9.66
123.5,9.66
123.542,9.66
123.583,9.66
123.625,9.66
123.667,9.66
123.708,9.66
123.75,9.66
123.792,9.66
123.833,9.66
123.875,9.66
123.917,9.66
123.958,9.66
124,9.41
124.042,9.41
124.083,9.41
124.125,9.41
124.167,9.41
124.208,9.41
124.25,9.41
124.292,9.41
124.333,9.41
124.375,9.41
124.417,9.41
124.458,9.41
124.5,9.41
124.542,9.41
124.583,9.41
124.625,9.41
124.667,9.41
124.708,9.41
124.75,9.41
124.792,9.41
124.833,9.41
124.875,9.41
124.917,9.41
124.958,9.41
125,9.21
125.042,9.21
125.083,9.21
125.125,9.21
125.167,9.21
125.208,9.21
125.25,9.21
125.292,9.21
125.333,9.21
125.375,9.21
125.417,9.21
125.458,9.21
125.5,9.21
125.542,9.21
125.583,9.21
125.625,9.21
125.667,9.21
125.708,9.21
125.75,9.21
125.792,9.21
125.833,9.21
125.875,9.21
125.917,9.21
125.958,9.21
126,9.17
126.042,9.17
126.083,9.17
126.125,9.17
126.167,9.17
126.208,9.17
126.25,9.17
126.292,9.17
126.333,9.17
126.375,9.17
126.417,9.17
126.458,9.17
126.5,9.17
126.542,9.17
126.583,9.17
126.625,9.17
126.667,9.17
126.708,9.17
126.75,9.17
126.792,9.17
126.833,9.17
126.875,9.17
126.917,9.17
126.958,9.17
127,8.61
127.042,8.61
127.083,8.61
127.125,8.61
127.167,8.61
127.208,8.61
127.25,8.61
127.292,8.61
127.333,8.61
127.375,8.61
127.417,8.61
127.458,8.61
127.5,8.61
127.542,8.61
127.583,8.61
127.625,8.61
127.667,8.61
127.708,8.61
127.75,8.61
127.792,8.61
127.833,8.61
127.875,8.61
127.917,8.61
127.958,8.61
128,9.57
128.042,9.57
128.083,9.57
128.125,9.57
128.167,9.57
128.208,9.57
128.25,9.57
128.292,9.57
128.333,9.57
128.375,9.57
128.417,9.57
128.458,9.57
128.5,9.57
128.542,9.57
128.583,9.57
128.625,9.57
128.667,9.57
128.708,9.57
128.75,9.57
128.792,9.57
128.833,9.57
128.875,9.57
128.917,9.57
128.958,9.57
129,10.5
129.042,10.5
129.083,10.5
129.125,10.5
129.167,10.5
129.208,10.5
129.25,10.5
129.292,10.5
129.333,10.5
129.375,10.5
129.417,10.5
129.458,10.5
129.5,10.5
129.542,10.5
129.583,10.5
129.625,10.5
129.667,10.5
129.708,10.5
129.75,10.5
129.792,10.5
129.833,10.5
129.875,10.5
129.917,10.5
129.958,10.5
130,10.57
130.042,10.57
130.083,10.57
130.125,10.57
130.167,10.57
130.208,10.57
130.25,10.57
130.292,10.57
130.333,10.57
130.375,10.57
130.417,10.57
130.458,10.57
130.5,10.57
130.542,10.57
130.583,10.57
130.625,10.57
130.667,10.57
130.708,10.57
130.75,10.57
130.792,10.57
130.833,10.57
130.875,10.57
130.917,10.57
130.958,10.57
131,10.53
131.042,10.53
131.083,10.53
131.125,10.53
131.167,10.53
131.208,10.53
131.25,10.53
131.292,10.53
131.333,10.53
131.375,10.53
131.417,10.53
131.458,10.53
131.5,10.53
131.542,10.53
131.583,10.53
131.625,10.53
131.667,10.53
131.708,10.53
131.75,10.53
131.792,10.53
131.833,10.53
131.875,10.53
131.917,10.53
131.958,10.53
132,10.39
132.042,10.39
132.083,10.39
132.125,10.39
132.167,10.39
132.208,10.39
132.25,10.39
132.292,10.39
132.333,10.39
132.375,10.39
132.417,10.39
132.458,10.39
132.5,10.39
132.542,10.39
132.583,10.39
132.625,10.39
132.667,10.39
132.708,10.39
132.75,10.39
132.792,10.39
132.833,10.39
132.875,10.39
132.917,10.39
132.958,10.39
133,10.76
133.042,10.76
133.083,10.76
133.125,10.76
133.167,10.76
133.208,10.76
133.25,10.76
133.292,10.76
133.333,10.76
133.375,10.76
133.417,10.76
133.458,10.76
133.5,10.76
133.542,10.76
133.583,10.76
133.625,10.76
133.667,10.76
133.708,10.76
133.75,10.76
133.792,10.76
133.833,10.76
133.875,10.76
133.917,10.76
133.958,10.76
134,11.24
134.042,11.24
134.083,11.24
134.125,11.24
134.167,11.24
134.208,11.24
134.25,11.24
134.292,11.24
134.333,11.24
134.375,11.24
134.417,11.24
134.458,11.24
134.5,11.24
134.542,11.24
134.583,11.24
134.625,11.24
134.667,11.24
134.708,11.24
134.75,11.24
134.792,11.24
134.833,11.24
134.875,11.24
134.917,11.24
134.958,11.24
135,10.63
135.042,10.63
135.083,10.63
135.125,10.63
135.167,10.63
135.208,10.63
135.25,10.63
135.292,10.63
135.333,10.63
135.375,10.63
135.417,10.63
135.458,10.63
135.5,10.63
135.542,10.63
135.583,10.63
135.625,10.63
135.667,10.63
135.708,10.63
135.75,10.63
135.792,10.63
135.833,10.63
135.875,10.63
135.917,10.63
135.958,10.63
136,9.84
136.042,9.84
136.083,9.84
136.125,9.84
136.167,9.84
136.208,9.84
136.25,9.84
136.292,9.84
136.333,9.84
136.375,9.84
136.417,9.84
136.458,9.84
136.5,9.84
136.542,9.84
136.583,9.84
136.625,9.84
136.667,9.84
136.708,9.84
136.75,9.84
136.792,9.84
136.833,9.84
136.875,9.84
136.917,9.84
136.958,9.84
137,10.67
137.042,10.67
137.083,10.67
137.125,10.67
137.167,10.67
137.208,10.67
137.25,10.67
137.292,10.67
137.333,10.67
137.375,10.67
137.417,10.67
137.458,10.67
137.5,10.67
137.542,10.67
137.583,10.67
137.625,10.67
137.667,10.67
137.708,10.67
137.75,10.67
137.792,10.67
137.833,10.67
137.875,10.67
137.917,10.67
137.958,10.67
138,11.15
138.042,11.15
138.083,11.15
138.125,11.15
138.167,11.15
138.208,11.15
138.25,11.15
138.292,11.15
138.333,11.15
138.375,11.15
138.417,11.15
138.458,11.15
138.5,11.15
138.542,11.15
138.583,11.15
138.625,11.15
138.667,11.15
138.708,11.15
138.75,11.15
138.792,11.15
138.833,11.15
138.875,11.15
138.917,11.15
138.958,11.15
139,11.64
139.042,11.64
139.083,11.64
139.125,11.64
139.167,11.64
139.208,11.64
139.25,11.64
139.292,11.64
139.333,11.64
139.375,11.64
139.417,11.64
139.458,11.64
139.5,11.64
139.542,11.64
139.583,11.64
139.625,11.64
139.667,11.64
139.708,11.64
139.75,11.64
139.792,11.64
139.833,11.64
139.875,11.64
139.917,11.64
139.958,11.64
140,10.95
140.042,10.95
140.083,10.95
140.125,10.95
140.167,10.95
140.208,10.95
140.25,10.95
140.292,10.95
140.333,10.95
140.375,10.95
140.417,10.95
140.458,10.95
140.5,10.95
140.542,10.95
140.583,10.95
140.625,10.95
140.667,10.95
140.708,10.95
140.75,10.95
140.792,10.95
140.833,10.95
140.875,10.95
140.917,10.95
140.958,10.95
141,8.91
141.042,8.91
141.083,8.91
141.125,8.91
141.167,8.91
141.208,8.91
141.25,8.91
141.292,8.91
141.333,8.91
141.375,8.91
141.417,8.91
141.458,8.91
141.5,8.91
141.542,8.91
141.583,8.91
141.625,8.91
141.667,8.91
141.708,8.91
141.75,8.91
141.792,8.91
141.833,8.91
141.875,8.91
141.917,8.91
141.958,8.91
142,8.41
142.042,8.41
142.083,8.41
142.125,8.41
142.167,8.41
142.208,8.41
142.25,8.41
142.292,8.41
142.333,8.41
142.375,8.41
142.417,8.41
142.458,8.41
142.5,8.41
142.542,8.41
142.583,8.41
142.625,8.41
142.667,8.41
142.708,8.41
142.75,8.41
142.792,8.41
142.833,8.41
142.875,8.41
142.917,8.41
142.958,8.41
143,8.88
143.042,8.88
143.083,8.88
143.125,8.88
143.167,8.88
143.208,8.88
143.25,8.88
143.292,8.88
143.333,8.88
143.375,8.88
143.417,8.88
143.458,8.88
143.5,8.88
143.542,8.88
143.583,8.88
143.625,8.88
143.667,8.88
143.708,8.88
143.75,8.88
143.792,8.88
143.833,8.88
143.875,8.88
143.917,8.88
143.958,8.88
144,9.42
144.042,9.42
144.083,9.42
144.125,9.42
144.167,9.42
144.208,9.42
144.25,9.42
144.292,9.42
144.333,9.42
144.375,9.42
144.417,9.42
144.458,9.42
144.5,9.42
144.542,9.42
144.583,9.42
144.625,9.42
144.667,9.42
144.708,9.42
144.75,9.42
144.792,9.42
144.833,9.42
144.875,9.42
144.917,9.42
144.958,9.42
145,10.2
145.042,10.2
145.083,10.2
145.125,10.2
145.167,10.2
145.208,10.2
145.25,10.2
145.292,10.2
145.333,10.2
145.375,10.2
145.417,10.2
145.458,10.2
145.5,10.2
145.542,10.2
145.583,10.2
145.625,10.2
145.667,10.2
145.708,10.2
145.75,10.2
145.792,10.2
145.833,10.2
145.875,10.2
145.917,10.2
145.958,10.2
146,10.7
146.042,10.7
146.083,10.7
146.125,10.7
146.167,10.7
146.208,10.7
146.25,10.7
146.292,10.7
146.333,10.7
146.375,10.7
146.417,10.7
146.458,10.7
146.5,10.7
146.542,10.7
146.583,10.7
146.625,10.7
146.667,10.7
146.708,10.7
146.75,10.7
146.792,10.7
146.833,10.7
146.875,10.7
146.917,10.7
146.958,10.7
147,11.38
147.042,11.38
147.083,11.38
147.125,11.38
147.167,11.38
147.208,11.38
147.25,11.38
147.292,11.38
147.333,11.38
147.375,11.38
147.417,11.38
147.458,11.38
147.5,11.38
147.542,11.38
147.583,11.38
147.625,11.38
147.667,11.38
147.708,11.38
147.75,11.38
147.792,11.38
147.833,11.38
147.875,11.38
147.917,11.38
147.958,11.38
148,11.52
148.042,11.52
148.083,11.52
148.125,11.52
148.167,11.52
148.208,11.52
148.25,11.52
148.292,11.52
148.333,11.52
148.375,11.52
148.417,11.52
148.458,11.52
148.5,11.52
148.542,11.52
148.583,11.52
148.625,11.52
148.667,11.52
148.708,11.52
148.75,11.52
148.792,11.52
148.833,11.52
148.875,11.52
148.917,11.52
148.958,11.52
149,11.4
149.042,11.4
149.083,11.4
149.125,11.4
149.167,11.4
149.208,11.4
149.25,11.4
149.292,11.4
149.333,11.4
149.375,11.4
149.417,11.4
149.458,11.4
149.5,11.4
149.542,11.4
149.583,11.4
149.625,11.4
149.667,11.4
149.708,11.4
149.75,11.4
149.792,11.4
149.833,11.4
149.875,11.4
149.917,11.4
149.958,11.4
150,11.99
150.042,11.99
150.083,11.99
150.125,11.99
150.167,11.99
150.208,11.99
150.25,11.99
150.292,11.99
150.333,11.99
150.375,11.99
150.417,11.99
150.458,11.99
150.5,11.99
150.542,11.99
150.583,11.99
150.625,11.99
150.667,11.99
150.708,11.99
150.75,11.99
150.792,11.99
150.833,11.99
150.875,11.99
150.917,11.99
150.958,11.99
151,12.43
