$Trinity Lake spillway release year 2016 YC 08/25/22,
",,,",
Jday,TRN / Spill Flow / Spill Release - cms
65.083,0.0283
65.125,0.0283
65.167,0.0283
65.208,0.0283
65.25,0.0283
65.292,0.0283
65.333,0.0283
65.375,0.0283
65.417,0.0283
65.458,0.0283
65.5,0.0283
65.542,0.0283
65.583,0.0283
65.625,0.0283
65.667,0.0283
65.708,0.0283
65.75,0.0283
65.792,0.0283
65.833,0.0283
65.875,0.0283
65.917,0.0283
65.958,0.0283
66,0.0283
66.042,0.0283
66.083,0.0283
66.125,0.0283
66.167,0.0283
66.208,0.0283
66.25,0.0283
66.292,0.0283
66.333,0.0283
66.375,0.0283
66.417,0.0283
66.458,0.0283
66.5,0.0283
66.542,0.0283
66.583,0.0283
66.625,0.0283
66.667,0.0283
66.708,0.0283
66.75,0.0283
66.792,0.0283
66.833,0.0283
66.875,0.0283
66.917,0.0283
66.958,0.0283
67,0.0283
67.042,0.0283
67.083,0.0283
67.125,0.0283
67.167,0.0283
67.208,0.0283
67.25,0.0283
67.292,0.0283
67.333,0.0283
67.375,0.0283
67.417,0.0283
67.458,0.0283
67.5,0.0283
67.542,0.0283
67.583,0.0283
67.625,0.0283
67.667,0.0283
67.708,0.0283
67.75,0.0283
67.792,0.0283
67.833,0.0283
67.875,0.0283
67.917,0.0283
67.958,0.0283
68,0.0283
68.042,0.0283
68.083,0.0283
68.125,0.0283
68.167,0.0283
68.208,0.0283
68.25,0.0283
68.292,0.0283
68.333,0.0283
68.375,0.0283
68.417,0.0283
68.458,0.0283
68.5,0.0283
68.542,0.0283
68.583,0.0283
68.625,0.0283
68.667,0.0283
68.708,0.0283
68.75,0.0283
68.792,0.0283
68.833,0.0283
68.875,0.0283
68.917,0.0283
68.958,0.0283
69,0.0283
69.042,0.0283
69.083,0.0283
69.125,0.0283
69.167,0.0283
69.208,0.0283
69.25,0.0283
69.292,0.0283
69.333,0.0283
69.375,0.0283
69.417,0.0283
69.458,0.0283
69.5,0.0283
69.542,0.0283
69.583,0.0283
69.625,0.0283
69.667,0.0283
69.708,0.0283
69.75,0.0283
69.792,0.0283
69.833,0.0283
69.875,0.0283
69.917,0.0283
69.958,0.0283
70,0.0283
70.042,0.0283
70.083,0.0283
70.125,0.0283
70.167,0.0283
70.208,0.0283
70.25,0.0283
70.292,0.0283
70.333,0.0283
70.375,0.0283
70.417,0.0283
70.458,0.0283
70.5,0.0283
70.542,0.0283
70.583,0.0283
70.625,0.0283
70.667,0.0283
70.708,0.0283
70.75,0.0283
70.792,0.0283
70.833,0.0283
70.875,0.0283
70.917,0.0283
70.958,0.0283
71,0.0283
71.042,0.0283
71.083,0.0283
71.125,0.0283
71.167,0.0283
71.208,0.0283
71.25,0.0283
71.292,0.0283
71.333,0.0283
71.375,0.0283
71.417,0.0283
71.458,0.0283
71.5,0.0283
71.542,0.0283
71.583,0.0283
71.625,0.0283
71.667,0.0283
71.708,0.0283
71.75,0.0283
71.792,0.0283
71.833,0.0283
71.875,0.0283
71.917,0.0283
71.958,0.0283
72,0.0283
72.042,0.0283
72.083,0.0283
72.125,0.0283
72.167,0.0283
72.208,0.0283
72.25,0.0283
72.292,0.0283
72.333,0.0283
72.375,0.0283
72.417,0.0283
72.458,0.0283
72.5,0.0283
72.542,0.0283
72.583,0.0283
72.625,0.0283
72.667,0.0283
72.708,0.0283
72.75,0.0283
72.792,0.0283
72.833,0.0283
72.875,0.0283
72.917,0.0283
72.958,0.0283
73,0.0283
73.042,0.0283
73.083,0.0283
73.125,0.0283
73.167,0.0283
73.208,0.0283
73.25,0.0283
73.292,0.0283
73.333,0.0283
73.375,0.0283
73.417,0.0283
73.458,0.0283
73.5,0.0283
73.542,0.0283
73.583,0.0283
73.625,0.0283
73.667,0.0283
73.708,0.0283
73.75,0.0283
73.792,0.0283
73.833,0.0283
73.875,0.0283
73.917,0.0283
73.958,0.0283
74,0.0283
74.042,0.0283
74.083,0.0283
74.125,0.0283
74.167,0.0283
74.208,0.0283
74.25,0.0283
74.292,0.0283
74.333,0.0283
74.375,0.0283
74.417,0.0283
74.458,0.0283
74.5,0.0283
74.542,0.0283
74.583,0.0283
74.625,0.0283
74.667,0.0283
74.708,0.0283
74.75,0.0283
74.792,0.0283
74.833,0.0283
74.875,0.0283
74.917,0.0283
74.958,0.0283
75,0.0283
75.042,0.0283
75.083,0.0283
75.125,0.0283
75.167,0.0283
75.208,0.0283
75.25,0.0283
75.292,0.0283
75.333,0.0283
75.375,0.0283
75.417,0.0283
75.458,0.0283
75.5,0.0283
75.542,0.0283
75.583,0.0283
75.625,0.0283
75.667,0.0283
75.708,0.0283
75.75,0.0283
75.792,0.0283
75.833,0.0283
75.875,0.0283
75.917,0.0283
75.958,0.0283
76,0.0283
76.042,0.0283
76.083,0.0283
76.125,0.0283
76.167,0.0283
76.208,0.0283
76.25,0.0283
76.292,0.0283
76.333,0.0283
76.375,0.0283
76.417,0.0283
76.458,0.0283
76.5,0.0283
76.542,0.0283
76.583,0.0283
76.625,0.0283
76.667,0.0283
76.708,0.0283
76.75,0.0283
76.792,0.0283
76.833,0.0283
76.875,0.0283
76.917,0.0283
76.958,0.0283
77,0.0283
77.042,0.0283
77.083,0.0283
77.125,0.0283
77.167,0.0283
77.208,0.0283
77.25,0.0283
77.292,0.0283
77.333,0.0283
77.375,0.0283
77.417,0.0283
77.458,0.0283
77.5,0.0283
77.542,0.0283
77.583,0.0283
77.625,0.0283
77.667,0.0283
77.708,0.0283
77.75,0.0283
77.792,0.0283
77.833,0.0283
77.875,0.0283
77.917,0.0283
77.958,0.0283
78,0.0283
78.042,0.0283
78.083,0.0283
78.125,0.0283
78.167,0.0283
78.208,0.0283
78.25,0.0283
78.292,0.0283
78.333,0.0283
78.375,0.0283
78.417,0.0283
78.458,0.0283
78.5,0.0283
78.542,0.0283
78.583,0.0283
78.625,0.0283
78.667,0.0283
78.708,0.0283
78.75,0.0283
78.792,0.0283
78.833,0.0283
78.875,0.0283
78.917,0.0283
78.958,0.0283
79,0.0283
79.042,0.0283
79.083,0.0283
79.125,0.0283
79.167,0.0283
79.208,0.0283
79.25,0.0283
79.292,0.0283
79.333,0.0283
79.375,0.0283
79.417,0.0283
79.458,0.0283
79.5,0.0283
79.542,0.0283
79.583,0.0283
79.625,0.0283
79.667,0.0283
79.708,0.0283
79.75,0.0283
79.792,0.0283
79.833,0.0283
79.875,0.0283
79.917,0.0283
79.958,0.0283
80,0.0283
80.042,0.0283
80.083,0.0283
80.125,0.0283
80.167,0.0283
80.208,0.0283
80.25,0.0283
80.292,0.0283
80.333,0.0283
80.375,0.0283
80.417,0.0283
80.458,0.0283
80.5,0.0283
80.542,0.0283
80.583,0.0283
80.625,0.0283
80.667,0.0283
80.708,0.0283
80.75,0.0283
80.792,0.0283
80.833,0.0283
80.875,0.0283
80.917,0.0283
80.958,0.0283
81,0.0283
81.042,0.0283
81.083,0.0283
81.125,0.0283
81.167,0.0283
81.208,0.0283
81.25,0.0283
81.292,0.0283
81.333,0.0283
81.375,0.0283
81.417,0.0283
81.458,0.0283
81.5,0.0283
81.542,0.0283
81.583,0.0283
81.625,0.0283
81.667,0.0283
81.708,0.0283
81.75,0.0283
81.792,0.0283
81.833,0.0283
81.875,0.0283
81.917,0.0283
81.958,0.0283
82,0.0283
82.042,0.0283
82.083,0.0283
82.125,0.0283
82.167,0.0283
82.208,0.0283
82.25,0.0283
82.292,0.0283
82.333,0.0283
82.375,0.0283
82.417,0.0283
82.458,0.0283
82.5,0.0283
82.542,0.0283
82.583,0.0283
82.625,0.0283
82.667,0.0283
82.708,0.0283
82.75,0.0283
82.792,0.0283
82.833,0.0283
82.875,0.0283
82.917,0.0283
82.958,0.0283
83,0.0283
83.042,0.0283
83.083,0.0283
83.125,0.0283
83.167,0.0283
83.208,0.0283
83.25,0.0283
83.292,0.0283
83.333,0.0283
83.375,0.0283
83.417,0.0283
83.458,0.0283
83.5,0.0283
83.542,0.0283
83.583,0.0283
83.625,0.0283
83.667,0.0283
83.708,0.0283
83.75,0.0283
83.792,0.0283
83.833,0.0283
83.875,0.0283
83.917,0.0283
83.958,0.0283
84,0.0283
84.042,0.0283
84.083,0.0283
84.125,0.0283
84.167,0.0283
84.208,0.0283
84.25,0.0283
84.292,0.0283
84.333,0.0283
84.375,0.0283
84.417,0.0283
84.458,0.0283
84.5,0.0283
84.542,0.0283
84.583,0.0283
84.625,0.0283
84.667,0.0283
84.708,0.0283
84.75,0.0283
84.792,0.0283
84.833,0.0283
84.875,0.0283
84.917,0.0283
84.958,0.0283
85,0.0283
85.042,0.0283
85.083,0.0283
85.125,0.0283
85.167,0.0283
85.208,0.0283
85.25,0.0283
85.292,0.0283
85.333,0.0283
85.375,0.0283
85.417,0.0283
85.458,0.0283
85.5,0.0283
85.542,0.0283
85.583,0.0283
85.625,0.0283
85.667,0.0283
85.708,0.0283
85.75,0.0283
85.792,0.0283
85.833,0.0283
85.875,0.0283
85.917,0.0283
85.958,0.0283
86,0.0283
86.042,0.0283
86.083,0.0283
86.125,0.0283
86.167,0.0283
86.208,0.0283
86.25,0.0283
86.292,0.0283
86.333,0.0283
86.375,0.0283
86.417,0.0283
86.458,0.0283
86.5,0.0283
86.542,0.0283
86.583,0.0283
86.625,0.0283
86.667,0.0283
86.708,0.0283
86.75,0.0283
86.792,0.0283
86.833,0.0283
86.875,0.0283
86.917,0.0283
86.958,0.0283
87,0.0283
87.042,0.0283
87.083,0.0283
87.125,0.0283
87.167,0.0283
87.208,0.0283
87.25,0.0283
87.292,0.0283
87.333,0.0283
87.375,0.0283
87.417,0.0283
87.458,0.0283
87.5,0.0283
87.542,0.0283
87.583,0.0283
87.625,0.0283
87.667,0.0283
87.708,0.0283
87.75,0.0283
87.792,0.0283
87.833,0.0283
87.875,0.0283
87.917,0.0283
87.958,0.0283
88,0.0283
88.042,0.0283
88.083,0.0283
88.125,0.0283
88.167,0.0283
88.208,0.0283
88.25,0.0283
88.292,0.0283
88.333,0.0283
88.375,0.0283
88.417,0.0283
88.458,0.0283
88.5,0.0283
88.542,0.0283
88.583,0.0283
88.625,0.0283
88.667,0.0283
88.708,0.0283
88.75,0.0283
88.792,0.0283
88.833,0.0283
88.875,0.0283
88.917,0.0283
88.958,0.0283
89,0.0283
89.042,0.0283
89.083,0.0283
89.125,0.0283
89.167,0.0283
89.208,0.0283
89.25,0.0283
89.292,0.0283
89.333,0.0283
89.375,0.0283
89.417,0.0283
89.458,0.0283
89.5,0.0283
89.542,0.0283
89.583,0.0283
89.625,0.0283
89.667,0.0283
89.708,0.0283
89.75,0.0283
89.792,0.0283
89.833,0.0283
89.875,0.0283
89.917,0.0283
89.958,0.0283
90,0.0283
90.042,0.0283
90.083,0.0283
90.125,0.0283
90.167,0.0283
90.208,0.0283
90.25,0.0283
90.292,0.0283
90.333,0.0283
90.375,0.0283
90.417,0.0283
90.458,0.0283
90.5,0.0283
90.542,0.0283
90.583,0.0283
90.625,0.0283
90.667,0.0283
90.708,0.0283
90.75,0.0283
90.792,0.0283
90.833,0.0283
90.875,0.0283
90.917,0.0283
90.958,0.0283
91,0.0283
91.042,0.0283
91.083,0.0283
91.125,0.0283
91.167,0.0283
91.208,0.0283
91.25,0.0283
91.292,0.0283
91.333,0.0283
91.375,0.0283
91.417,0.0283
91.458,0.0283
91.5,0.0283
91.542,0.0283
91.583,0.0283
91.625,0.0283
91.667,0.0283
91.708,0.0283
91.75,0.0283
91.792,0.0283
91.833,0.0283
91.875,0.0283
91.917,0.0283
91.958,0.0283
92,0.0283
92.042,0.0283
92.083,0.0283
92.125,0.0283
92.167,0.0283
92.208,0.0283
92.25,0.0283
92.292,0.0283
92.333,0.0283
92.375,0.0283
92.417,0.0283
92.458,0.0283
92.5,0.0283
92.542,0.0283
92.583,0.0283
92.625,0.0283
92.667,0.0283
92.708,0.0283
92.75,0.0283
92.792,0.0283
92.833,0.0283
92.875,0.0283
92.917,0.0283
92.958,0.0283
93,0.0283
93.042,0.0283
93.083,0.0283
93.125,0.0283
93.167,0.0283
93.208,0.0283
93.25,0.0283
93.292,0.0283
93.333,0.0283
93.375,0.0283
93.417,0.0283
93.458,0.0283
93.5,0.0283
93.542,0.0283
93.583,0.0283
93.625,0.0283
93.667,0.0283
93.708,0.0283
93.75,0.0283
93.792,0.0283
93.833,0.0283
93.875,0.0283
93.917,0.0283
93.958,0.0283
94,0.0283
94.042,0.0283
94.083,0.0283
94.125,0.0283
94.167,0.0283
94.208,0.0283
94.25,0.0283
94.292,0.0283
94.333,0.0283
94.375,0.0283
94.417,0.0283
94.458,0.0283
94.5,0.0283
94.542,0.0283
94.583,0.0283
94.625,0.0283
94.667,0.0283
94.708,0.0283
94.75,0.0283
94.792,0.0283
94.833,0.0283
94.875,0.0283
94.917,0.0283
94.958,0.0283
95,0.0283
95.042,0.0283
95.083,0.0283
95.125,0.0283
95.167,0.0283
95.208,0.0283
95.25,0.0283
95.292,0.0283
95.333,0.0283
95.375,0.0283
95.417,0.0283
95.458,0.0283
95.5,0.0283
95.542,0.0283
95.583,0.0283
95.625,0.0283
95.667,0.0283
95.708,0.0283
95.75,0.0283
95.792,0.0283
95.833,0.0283
95.875,0.0283
95.917,0.0283
95.958,0.0283
96,0.0283
96.042,0.0283
96.083,0.0283
96.125,0.0283
96.167,0.0283
96.208,0.0283
96.25,0.0283
96.292,0.0283
96.333,0.0283
96.375,0.0283
96.417,0.0283
96.458,0.0283
96.5,0.0283
96.542,0.0283
96.583,0.0283
96.625,0.0283
96.667,0.0283
96.708,0.0283
96.75,0.0283
96.792,0.0283
96.833,0.0283
96.875,0.0283
96.917,0.0283
96.958,0.0283
97,0.0283
97.042,0.0283
97.083,0.0283
97.125,0.0283
97.167,0.0283
97.208,0.0283
97.25,0.0283
97.292,0.0283
97.333,0.0283
97.375,0.0283
97.417,0.0283
97.458,0.0283
97.5,0.0283
97.542,0.0283
97.583,0.0283
97.625,0.0283
97.667,0.0283
97.708,0.0283
97.75,0.0283
97.792,0.0283
97.833,0.0283
97.875,0.0283
97.917,0.0283
97.958,0.0283
98,0.0283
98.042,0.0283
98.083,0.0283
98.125,0.0283
98.167,0.0283
98.208,0.0283
98.25,0.0283
98.292,0.0283
98.333,0.0283
98.375,0.0283
98.417,0.0283
98.458,0.0283
98.5,0.0283
98.542,0.0283
98.583,0.0283
98.625,0.0283
98.667,0.0283
98.708,0.0283
98.75,0.0283
98.792,0.0283
98.833,0.0283
98.875,0.0283
98.917,0.0283
98.958,0.0283
99,0.0283
99.042,0.0283
99.083,0.0283
99.125,0.0283
99.167,0.0283
99.208,0.0283
99.25,0.0283
99.292,0.0283
99.333,0.0283
99.375,0.0283
99.417,0.0283
99.458,0.0283
99.5,0.0283
99.542,0.0283
99.583,0.0283
99.625,0.0283
99.667,0.0283
99.708,0.0283
99.75,0.0283
99.792,0.0283
99.833,0.0283
99.875,0.0283
99.917,0.0283
99.958,0.0283
100,0.0283
100.042,0.0283
100.083,0.0283
100.125,0.0283
100.167,0.0283
100.208,0.0283
100.25,0.0283
100.292,0.0283
100.333,0.0283
100.375,0.0283
100.417,0.0283
100.458,0.0283
100.5,0.0283
100.542,0.0283
100.583,0.0283
100.625,0.0283
100.667,0.0283
100.708,0.0283
100.75,0.0283
100.792,0.0283
100.833,0.0283
100.875,0.0283
100.917,0.0283
100.958,0.0283
101,0.0283
101.042,0.0283
101.083,0.0283
101.125,0.0283
101.167,0.0283
101.208,0.0283
101.25,0.0283
101.292,0.0283
101.333,0.0283
101.375,0.0283
101.417,0.0283
101.458,0.0283
101.5,0.0283
101.542,0.0283
101.583,0.0283
101.625,0.0283
101.667,0.0283
101.708,0.0283
101.75,0.0283
101.792,0.0283
101.833,0.0283
101.875,0.0283
101.917,0.0283
101.958,0.0283
102,0.0283
102.042,0.0283
102.083,0.0283
102.125,0.0283
102.167,0.0283
102.208,0.0283
102.25,0.0283
102.292,0.0283
102.333,0.0283
102.375,0.0283
102.417,0.0283
102.458,0.0283
102.5,0.0283
102.542,0.0283
102.583,0.0283
102.625,0.0283
102.667,0.0283
102.708,0.0283
102.75,0.0283
102.792,0.0283
102.833,0.0283
102.875,0.0283
102.917,0.0283
102.958,0.0283
103,0.0283
103.042,0.0283
103.083,0.0283
103.125,0.0283
103.167,0.0283
103.208,0.0283
103.25,0.0283
103.292,0.0283
103.333,0.0283
103.375,0.0283
103.417,0.0283
103.458,0.0283
103.5,0.0283
103.542,0.0283
103.583,0.0283
103.625,0.0283
103.667,0.0283
103.708,0.0283
103.75,0.0283
103.792,0.0283
103.833,0.0283
103.875,0.0283
103.917,0.0283
103.958,0.0283
104,0.0283
104.042,0.0283
104.083,0.0283
104.125,0.0283
104.167,0.0283
104.208,0.0283
104.25,0.0283
104.292,0.0283
104.333,0.0283
104.375,0.0283
104.417,0.0283
104.458,0.0283
104.5,0.0283
104.542,0.0283
104.583,0.0283
104.625,0.0283
104.667,0.0283
104.708,0.0283
104.75,0.0283
104.792,0.0283
104.833,0.0283
104.875,0.0283
104.917,0.0283
104.958,0.0283
105,0.0283
105.042,0.0283
105.083,0.0283
105.125,0.0283
105.167,0.0283
105.208,0.0283
105.25,0.0283
105.292,0.0283
105.333,0.0283
105.375,0.0283
105.417,0.0283
105.458,0.0283
105.5,0.0283
105.542,0.0283
105.583,0.0283
105.625,0.0283
105.667,0.0283
105.708,0.0283
105.75,0.0283
105.792,0.0283
105.833,0.0283
105.875,0.0283
105.917,0.0283
105.958,0.0283
106,0.0283
106.042,0.0283
106.083,0.0283
106.125,0.0283
106.167,0.0283
106.208,0.0283
106.25,0.0283
106.292,0.0283
106.333,0.0283
106.375,0.0283
106.417,0.0283
106.458,0.0283
106.5,0.0283
106.542,0.0283
106.583,0.0283
106.625,0.0283
106.667,0.0283
106.708,0.0283
106.75,0.0283
106.792,0.0283
106.833,0.0283
106.875,0.0283
106.917,0.0283
106.958,0.0283
107,0.0283
107.042,0.0283
107.083,0.0283
107.125,0.0283
107.167,0.0283
107.208,0.0283
107.25,0.0283
107.292,0.0283
107.333,0.0283
107.375,0.0283
107.417,0.0283
107.458,0.0283
107.5,0.0283
107.542,0.0283
107.583,0.0283
107.625,0.0283
107.667,0.0283
107.708,0.0283
107.75,0.0283
107.792,0.0283
107.833,0.0283
107.875,0.0283
107.917,0.0283
107.958,0.0283
108,0.0283
108.042,0.0283
108.083,0.0283
108.125,0.0283
108.167,0.0283
108.208,0.0283
108.25,0.0283
108.292,0.0283
108.333,0.0283
108.375,0.0283
108.417,0.0283
108.458,0.0283
108.5,0.0283
108.542,0.0283
108.583,0.0283
108.625,0.0283
108.667,0.0283
108.708,0.0283
108.75,0.0283
108.792,0.0283
108.833,0.0283
108.875,0.0283
108.917,0.0283
108.958,0.0283
109,0.0283
109.042,0.0283
109.083,0.0283
109.125,0.0283
109.167,0.0283
109.208,0.0283
109.25,0.0283
109.292,0.0283
109.333,0.0283
109.375,0.0283
109.417,0.0283
109.458,0.0283
109.5,0.0283
109.542,0.0283
109.583,0.0283
109.625,0.0283
109.667,0.0283
109.708,0.0283
109.75,0.0283
109.792,0.0283
109.833,0.0283
109.875,0.0283
109.917,0.0283
109.958,0.0283
110,0.0283
110.042,0.0283
110.083,0.0283
110.125,0.0283
110.167,0.0283
110.208,0.0283
110.25,0.0283
110.292,0.0283
110.333,0.0283
110.375,0.0283
110.417,0.0283
110.458,0.0283
110.5,0.0283
110.542,0.0283
110.583,0.0283
110.625,0.0283
110.667,0.0283
110.708,0.0283
110.75,0.0283
110.792,0.0283
110.833,0.0283
110.875,0.0283
110.917,0.0283
110.958,0.0283
111,0.0283
111.042,0.0283
111.083,0.0283
111.125,0.0283
111.167,0.0283
111.208,0.0283
111.25,0.0283
111.292,0.0283
111.333,0.0283
111.375,0.0283
111.417,0.0283
111.458,0.0283
111.5,0.0283
111.542,0.0283
111.583,0.0283
111.625,0.0283
111.667,0.0283
111.708,0.0283
111.75,0.0283
111.792,0.0283
111.833,0.0283
111.875,0.0283
111.917,0.0283
111.958,0.0283
112,0.0283
112.042,0.0283
112.083,0.0283
112.125,0.0283
112.167,0.0283
112.208,0.0283
112.25,0.0283
112.292,0.0283
112.333,0.0283
112.375,0.0283
112.417,0.0283
112.458,0.0283
112.5,0.0283
112.542,0.0283
112.583,0.0283
112.625,0.0283
112.667,0.0283
112.708,0.0283
112.75,0.0283
112.792,0.0283
112.833,0.0283
112.875,0.0283
112.917,0.0283
112.958,0.0283
113,0.0283
113.042,0.0283
113.083,0.0283
113.125,0.0283
113.167,0.0283
113.208,0.0283
113.25,0.0283
113.292,0.0283
113.333,0.0283
113.375,0.0283
113.417,0.0283
113.458,0.0283
113.5,0.0283
113.542,0.0283
113.583,0.0283
113.625,0.0283
113.667,0.0283
113.708,0.0283
113.75,0.0283
113.792,0.0283
113.833,0.0283
113.875,0.0283
113.917,0.0283
113.958,0.0283
114,0.0283
114.042,0.0283
114.083,0.0283
114.125,0.0283
114.167,0.0283
114.208,0.0283
114.25,0.0283
114.292,0.0283
114.333,0.0283
114.375,0.0283
114.417,0.0283
114.458,0.0283
114.5,0.0283
114.542,0.0283
114.583,0.0283
114.625,0.0283
114.667,0.0283
114.708,0.0283
114.75,0.0283
114.792,0.0283
114.833,0.0283
114.875,0.0283
114.917,0.0283
114.958,0.0283
115,0.0283
115.042,0.0283
115.083,0.0283
115.125,0.0283
115.167,0.0283
115.208,0.0283
115.25,0.0283
115.292,0.0283
115.333,0.0283
115.375,0.0283
115.417,0.0283
115.458,0.0283
115.5,0.0283
115.542,0.0283
115.583,0.0283
115.625,0.0283
115.667,0.0283
115.708,0.0283
115.75,0.0283
115.792,0.0283
115.833,0.0283
115.875,0.0283
115.917,0.0283
115.958,0.0283
116,0.0283
116.042,0.0283
116.083,0.0283
116.125,0.0283
116.167,0.0283
116.208,0.0283
116.25,0.0283
116.292,0.0283
116.333,0.0283
116.375,0.0283
116.417,0.0283
116.458,0.0283
116.5,0.0283
116.542,0.0283
116.583,0.0283
116.625,0.0283
116.667,0.0283
116.708,0.0283
116.75,0.0283
116.792,0.0283
116.833,0.0283
116.875,0.0283
116.917,0.0283
116.958,0.0283
117,0.0283
117.042,0.0283
117.083,0.0283
117.125,0.0283
117.167,0.0283
117.208,0.0283
117.25,0.0283
117.292,0.0283
117.333,0.0283
117.375,0.0283
117.417,0.0283
117.458,0.0283
117.5,0.0283
117.542,0.0283
117.583,0.0283
117.625,0.0283
117.667,0.0283
117.708,0.0283
117.75,0.0283
117.792,0.0283
117.833,0.0283
117.875,0.0283
117.917,0.0283
117.958,0.0283
118,0.0283
118.042,0.0283
118.083,0.0283
118.125,0.0283
118.167,0.0283
118.208,0.0283
118.25,0.0283
118.292,0.0283
118.333,0.0283
118.375,0.0283
118.417,0.0283
118.458,0.0283
118.5,0.0283
118.542,0.0283
118.583,0.0283
118.625,0.0283
118.667,0.0283
118.708,0.0283
118.75,0.0283
118.792,0.0283
118.833,0.0283
118.875,0.0283
118.917,0.0283
118.958,0.0283
119,0.0283
119.042,0.0283
119.083,0.0283
119.125,0.0283
119.167,0.0283
119.208,0.0283
119.25,0.0283
119.292,0.0283
119.333,0.0283
119.375,0.0283
119.417,0.0283
119.458,0.0283
119.5,0.0283
119.542,0.0283
119.583,0.0283
119.625,0.0283
119.667,0.0283
119.708,0.0283
119.75,0.0283
119.792,0.0283
119.833,0.0283
119.875,0.0283
119.917,0.0283
119.958,0.0283
120,0.0283
120.042,0.0283
120.083,0.0283
120.125,0.0283
120.167,0.0283
120.208,0.0283
120.25,0.0283
120.292,0.0283
120.333,0.0283
120.375,0.0283
120.417,0.0283
120.458,0.0283
120.5,0.0283
120.542,0.0283
120.583,0.0283
120.625,0.0283
120.667,0.0283
120.708,0.0283
120.75,0.0283
120.792,0.0283
120.833,0.0283
120.875,0.0283
120.917,0.0283
120.958,0.0283
121,0.0283
121.042,0.0283
121.083,0.0283
121.125,0.0283
121.167,0.0283
121.208,0.0283
121.25,0.0283
121.292,0.0283
121.333,0.0283
121.375,0.0283
121.417,0.0283
121.458,0.0283
121.5,0.0283
121.542,0.0283
121.583,0.0283
121.625,0.0283
121.667,0.0283
121.708,0.0283
121.75,0.0283
121.792,0.0283
121.833,0.0283
121.875,0.0283
121.917,0.0283
121.958,0.0283
122,0.0283
122.042,0.0283
122.083,0.0283
122.125,0.0283
122.167,0.0283
122.208,0.0283
122.25,0.0283
122.292,0.0283
122.333,0.0283
122.375,0.0283
122.417,0.0283
122.458,0.0283
122.5,0.0283
122.542,0.0283
122.583,0.0283
122.625,0.0283
122.667,0.0283
122.708,0.0283
122.75,0.0283
122.792,0.0283
122.833,0.0283
122.875,0.0283
122.917,0.0283
122.958,0.0283
123,0.0283
123.042,0.0283
123.083,0.0283
123.125,0.0283
123.167,0.0283
123.208,0.0283
123.25,0.0283
123.292,0.0283
123.333,0.0283
123.375,0.0283
123.417,0.0283
123.458,0.0283
123.5,0.0283
123.542,0.0283
123.583,0.0283
123.625,0.0283
123.667,0.0283
123.708,0.0283
123.75,0.0283
123.792,0.0283
123.833,0.0283
123.875,0.0283
123.917,0.0283
123.958,0.0283
124,0.0283
124.042,0.0283
124.083,0.0283
124.125,0.0283
124.167,0.0283
124.208,0.0283
124.25,0.0283
124.292,0.0283
124.333,0.0283
124.375,0.0283
124.417,0.0283
124.458,0.0283
124.5,0.0283
124.542,0.0283
124.583,0.0283
124.625,0.0283
124.667,0.0283
124.708,0.0283
124.75,0.0283
124.792,0.0283
124.833,0.0283
124.875,0.0283
124.917,0.0283
124.958,0.0283
125,0.0283
125.042,0.0283
125.083,0.0283
125.125,0.0283
125.167,0.0283
125.208,0.0283
125.25,0.0283
125.292,0.0283
125.333,0.0283
125.375,0.0283
125.417,0.0283
125.458,0.0283
125.5,0.0283
125.542,0.0283
125.583,0.0283
125.625,0.0283
125.667,0.0283
125.708,0.0283
125.75,0.0283
125.792,0.0283
125.833,0.0283
125.875,0.0283
125.917,0.0283
125.958,0.0283
126,0.0283
126.042,0.0283
126.083,0.0283
126.125,0.0283
126.167,0.0283
126.208,0.0283
126.25,0.0283
126.292,0.0283
126.333,0.0283
126.375,0.0283
126.417,0.0283
126.458,0.0283
126.5,0.0283
126.542,0.0283
126.583,0.0283
126.625,0.0283
126.667,0.0283
126.708,0.0283
126.75,0.0283
126.792,0.0283
126.833,0.0283
126.875,0.0283
126.917,0.0283
126.958,0.0283
127,0.0283
127.042,0.0283
127.083,0.0283
127.125,0.0283
127.167,0.0283
127.208,0.0283
127.25,0.0283
127.292,0.0283
127.333,0.0283
127.375,0.0283
127.417,0.0283
127.458,0.0283
127.5,0.0283
127.542,0.0283
127.583,0.0283
127.625,0.0283
127.667,0.0283
127.708,0.0283
127.75,0.0283
127.792,0.0283
127.833,0.0283
127.875,0.0283
127.917,0.0283
127.958,0.0283
128,0.0283
128.042,0.0283
128.083,0.0283
128.125,0.0283
128.167,0.0283
128.208,0.0283
128.25,0.0283
128.292,0.0283
128.333,0.0283
128.375,0.0283
128.417,0.0283
128.458,0.0283
128.5,0.0283
128.542,0.0283
128.583,0.0283
128.625,0.0283
128.667,0.0283
128.708,0.0283
128.75,0.0283
128.792,0.0283
128.833,0.0283
128.875,0.0283
128.917,0.0283
128.958,0.0283
129,0.0283
129.042,0.0283
129.083,0.0283
129.125,0.0283
129.167,0.0283
129.208,0.0283
129.25,0.0283
129.292,0.0283
129.333,0.0283
129.375,0.0283
129.417,0.0283
129.458,0.0283
129.5,0.0283
129.542,0.0283
129.583,0.0283
129.625,0.0283
129.667,0.0283
129.708,0.0283
129.75,0.0283
129.792,0.0283
129.833,0.0283
129.875,0.0283
129.917,0.0283
129.958,0.0283
130,0.0283
130.042,0.0283
130.083,0.0283
130.125,0.0283
130.167,0.0283
