$Trinity Lake spillway release year 2016 YC 08/25/22,
",,,",
Jday,TRN / Spill Flow / Spill Release - cms
130.208,0.0283
130.25,0.0283
130.292,0.0283
130.333,0.0283
130.375,0.0283
130.417,0.0283
130.458,0.0283
130.5,0.0283
130.542,0.0283
130.583,0.0283
130.625,0.0283
130.667,0.0283
130.708,0.0283
130.75,0.0283
130.792,0.0283
130.833,0.0283
130.875,0.0283
130.917,0.0283
130.958,0.0283
131,0.0283
131.042,0.0283
131.083,0.0283
131.125,0.0283
131.167,0.0283
131.208,0.0283
131.25,0.0283
131.292,0.0283
131.333,0.0283
131.375,0.0283
131.417,0.0283
131.458,0.0283
131.5,0.0283
131.542,0.0283
131.583,0.0283
131.625,0.0283
131.667,0.0283
131.708,0.0283
131.75,0.0283
131.792,0.0283
131.833,0.0283
131.875,0.0283
131.917,0.0283
131.958,0.0283
132,0.0283
132.042,0.0283
132.083,0.0283
132.125,0.0283
132.167,0.0283
132.208,0.0283
132.25,0.0283
132.292,0.0283
132.333,0.0283
132.375,0.0283
132.417,0.0283
132.458,0.0283
132.5,0.0283
132.542,0.0283
132.583,0.0283
132.625,0.0283
132.667,0.0283
132.708,0.0283
132.75,0.0283
132.792,0.0283
132.833,0.0283
132.875,0.0283
132.917,0.0283
132.958,0.0283
133,0.0283
133.042,0.0283
133.083,0.0283
133.125,0.0283
133.167,0.0283
133.208,0.0283
133.25,0.0283
133.292,0.0283
133.333,0.0283
133.375,0.0283
133.417,0.0283
133.458,0.0283
133.5,0.0283
133.542,0.0283
133.583,0.0283
133.625,0.0283
133.667,0.0283
133.708,0.0283
133.75,0.0283
133.792,0.0283
133.833,0.0283
133.875,0.0283
133.917,0.0283
133.958,0.0283
134,0.0283
134.042,0.0283
134.083,0.0283
134.125,0.0283
134.167,0.0283
134.208,0.0283
134.25,0.0283
134.292,0.0283
134.333,0.0283
134.375,0.0283
134.417,0.0283
134.458,0.0283
134.5,0.0283
134.542,0.0283
134.583,0.0283
134.625,0.0283
134.667,0.0283
134.708,0.0283
134.75,0.0283
134.792,0.0283
134.833,0.0283
134.875,0.0283
134.917,0.0283
134.958,0.0283
135,0.0283
135.042,0.0283
135.083,0.0283
135.125,0.0283
135.167,0.0283
135.208,0.0283
135.25,0.0283
135.292,0.0283
135.333,0.0283
135.375,0.0283
135.417,0.0283
135.458,0.0283
135.5,0.0283
135.542,0.0283
135.583,0.0283
135.625,0.0283
135.667,0.0283
135.708,0.0283
135.75,0.0283
135.792,0.0283
135.833,0.0283
135.875,0.0283
135.917,0.0283
135.958,0.0283
136,0.0283
136.042,0.0283
136.083,0.0283
136.125,0.0283
136.167,0.0283
136.208,0.0283
136.25,0.0283
136.292,0.0283
136.333,0.0283
136.375,0.0283
136.417,0.0283
136.458,0.0283
136.5,0.0283
136.542,0.0283
136.583,0.0283
136.625,0.0283
136.667,0.0283
136.708,0.0283
136.75,0.0283
136.792,0.0283
136.833,0.0283
136.875,0.0283
136.917,0.0283
136.958,0.0283
137,0.0283
137.042,0.0283
137.083,0.0283
137.125,0.0283
137.167,0.0283
137.208,0.0283
137.25,0.0283
137.292,0.0283
137.333,0.0283
137.375,0.0283
137.417,0.0283
137.458,0.0283
137.5,0.0283
137.542,0.0283
137.583,0.0283
137.625,0.0283
137.667,0.0283
137.708,0.0283
137.75,0.0283
137.792,0.0283
137.833,0.0283
137.875,0.0283
137.917,0.0283
137.958,0.0283
138,0.0283
138.042,0.0283
138.083,0.0283
138.125,0.0283
138.167,0.0283
138.208,0.0283
138.25,0.0283
138.292,0.0283
138.333,0.0283
138.375,0.0283
138.417,0.0283
138.458,0.0283
138.5,0.0283
138.542,0.0283
138.583,0.0283
138.625,0.0283
138.667,0.0283
138.708,0.0283
138.75,0.0283
138.792,0.0283
138.833,0.0283
138.875,0.0283
138.917,0.0283
138.958,0.0283
139,0.0283
139.042,0.0283
139.083,0.0283
139.125,0.0283
139.167,0.0283
139.208,0.0283
139.25,0.0283
139.292,0.0283
139.333,0.0283
139.375,0.0283
139.417,0.0283
139.458,0.0283
139.5,0.0283
139.542,0.0283
139.583,0.0283
139.625,0.0283
139.667,0.0283
139.708,0.0283
139.75,0.0283
139.792,0.0283
139.833,0.0283
139.875,0.0283
139.917,0.0283
139.958,0.0283
140,0.0283
140.042,0.0283
140.083,0.0283
140.125,0.0283
140.167,0.0283
140.208,0.0283
140.25,0.0283
140.292,0.0283
140.333,0.0283
140.375,0.0283
140.417,0.0283
140.458,0.0283
140.5,0.0283
140.542,0.0283
140.583,0.0283
140.625,0.0283
140.667,0.0283
140.708,0.0283
140.75,0.0283
140.792,0.0283
140.833,0.0283
140.875,0.0283
140.917,0.0283
140.958,0.0283
141,0.0283
141.042,0.0283
141.083,0.0283
141.125,0.0283
141.167,0.0283
141.208,0.0283
141.25,0.0283
141.292,0.0283
141.333,0.0283
141.375,0.0283
141.417,0.0283
141.458,0.0283
141.5,0.0283
141.542,0.0283
141.583,0.0283
141.625,0.0283
141.667,0.0283
141.708,0.0283
141.75,0.0283
141.792,0.0283
141.833,0.0283
141.875,0.0283
141.917,0.0283
141.958,0.0283
142,0.0283
142.042,0.0283
142.083,0.0283
142.125,0.0283
142.167,0.0283
142.208,0.0283
142.25,0.0283
142.292,0.0283
142.333,0.0283
142.375,0.0283
142.417,0.0283
142.458,0.0283
142.5,0.0283
142.542,0.0283
142.583,0.0283
142.625,0.0283
142.667,0.0283
142.708,0.0283
142.75,0.0283
142.792,0.0283
142.833,0.0283
142.875,0.0283
142.917,0.0283
142.958,0.0283
143,0.0283
143.042,0.0283
143.083,0.0283
143.125,0.0283
143.167,0.0283
143.208,0.0283
143.25,0.0283
143.292,0.0283
143.333,0.0283
143.375,0.0283
143.417,0.0283
143.458,0.0283
143.5,0.0283
143.542,0.0283
143.583,0.0283
143.625,0.0283
143.667,0.0283
143.708,0.0283
143.75,0.0283
143.792,0.0283
143.833,0.0283
143.875,0.0283
143.917,0.0283
143.958,0.0283
144,0.0283
144.042,0.0283
144.083,0.0283
144.125,0.0283
144.167,0.0283
144.208,0.0283
144.25,0.0283
144.292,0.0283
144.333,0.0283
144.375,0.0283
144.417,0.0283
144.458,0.0283
144.5,0.0283
144.542,0.0283
144.583,0.0283
144.625,0.0283
144.667,0.0283
144.708,0.0283
144.75,0.0283
144.792,0.0283
144.833,0.0283
144.875,0.0283
144.917,0.0283
144.958,0.0283
145,0.0283
145.042,0.0283
145.083,0.0283
145.125,0.0283
145.167,0.0283
145.208,0.0283
145.25,0.0283
145.292,0.0283
145.333,0.0283
145.375,0.0283
145.417,0.0283
145.458,0.0283
145.5,0.0283
145.542,0.0283
145.583,0.0283
145.625,0.0283
145.667,0.0283
145.708,0.0283
145.75,0.0283
145.792,0.0283
145.833,0.0283
145.875,0.0283
145.917,0.0283
145.958,0.0283
146,0.0283
146.042,0.0283
146.083,0.0283
146.125,0.0283
146.167,0.0283
146.208,0.0283
146.25,0.0283
146.292,0.0283
146.333,0.0283
146.375,0.0283
146.417,0.0283
146.458,0.0283
146.5,0.0283
146.542,0.0283
146.583,0.0283
146.625,0.0283
146.667,0.0283
146.708,0.0283
146.75,0.0283
146.792,0.0283
146.833,0.0283
146.875,0.0283
146.917,0.0283
146.958,0.0283
147,0.0283
147.042,0.0283
147.083,0.0283
147.125,0.0283
147.167,0.0283
147.208,0.0283
147.25,0.0283
147.292,0.0283
147.333,0.0283
147.375,0.0283
147.417,0.0283
147.458,0.0283
147.5,0.0283
147.542,0.0283
147.583,0.0283
147.625,0.0283
147.667,0.0283
147.708,0.0283
147.75,0.0283
147.792,0.0283
147.833,0.0283
147.875,0.0283
147.917,0.0283
147.958,0.0283
148,0.0283
148.042,0.0283
148.083,0.0283
148.125,0.0283
148.167,0.0283
148.208,0.0283
148.25,0.0283
148.292,0.0283
148.333,0.0283
148.375,0.0283
148.417,0.0283
148.458,0.0283
148.5,0.0283
148.542,0.0283
148.583,0.0283
148.625,0.0283
148.667,0.0283
148.708,0.0283
148.75,0.0283
148.792,0.0283
148.833,0.0283
148.875,0.0283
148.917,0.0283
148.958,0.0283
149,0.0283
149.042,0.0283
149.083,0.0283
149.125,0.0283
149.167,0.0283
149.208,0.0283
149.25,0.0283
149.292,0.0283
149.333,0.0283
149.375,0.0283
149.417,0.0283
149.458,0.0283
149.5,0.0283
149.542,0.0283
149.583,0.0283
149.625,0.0283
149.667,0.0283
149.708,0.0283
149.75,0.0283
149.792,0.0283
149.833,0.0283
149.875,0.0283
149.917,0.0283
149.958,0.0283
150,0.0283
150.042,0.0283
150.083,0.0283
150.125,0.0283
150.167,0.0283
150.208,0.0283
150.25,0.0283
150.292,0.0283
150.333,0.0283
150.375,0.0283
150.417,0.0283
150.458,0.0283
150.5,0.0283
150.542,0.0283
150.583,0.0283
150.625,0.0283
150.667,0.0283
150.708,0.0283
150.75,0.0283
150.792,0.0283
150.833,0.0283
150.875,0.0283
150.917,0.0283
150.958,0.0283
151,0.0283
151.042,0.0283
151.083,0.0283
151.125,0.0283
151.167,0.0283
151.208,0.0283
151.25,0.0283
151.292,0.0283
151.333,0.0283
151.375,0.0283
151.417,0.0283
151.458,0.0283
151.5,0.0283
151.542,0.0283
151.583,0.0283
151.625,0.0283
151.667,0.0283
151.708,0.0283
151.75,0.0283
151.792,0.0283
151.833,0.0283
151.875,0.0283
151.917,0.0283
151.958,0.0283
152,0.0283
152.042,0.0283
152.083,0.0283
152.125,0.0283
152.167,0.0283
152.208,0.0283
152.25,0.0283
152.292,0.0283
152.333,0.0283
152.375,0.0283
152.417,0.0283
152.458,0.0283
152.5,0.0283
152.542,0.0283
152.583,0.0283
152.625,0.0283
152.667,0.0283
152.708,0.0283
152.75,0.0283
152.792,0.0283
152.833,0.0283
152.875,0.0283
152.917,0.0283
152.958,0.0283
153,0.0283
153.042,0.0283
153.083,0.0283
153.125,0.0283
153.167,0.0283
153.208,0.0283
153.25,0.0283
153.292,0.0283
153.333,0.0283
153.375,0.0283
153.417,0.0283
153.458,0.0283
153.5,0.0283
153.542,0.0283
153.583,0.0283
153.625,0.0283
153.667,0.0283
153.708,0.0283
153.75,0.0283
153.792,0.0283
153.833,0.0283
153.875,0.0283
153.917,0.0283
153.958,0.0283
154,0.0283
154.042,0.0283
154.083,0.0283
154.125,0.0283
154.167,0.0283
154.208,0.0283
154.25,0.0283
154.292,0.0283
154.333,0.0283
154.375,0.0283
154.417,0.0283
154.458,0.0283
154.5,0.0283
154.542,0.0283
154.583,0.0283
154.625,0.0283
154.667,0.0283
154.708,0.0283
154.75,0.0283
154.792,0.0283
154.833,0.0283
154.875,0.0283
154.917,0.0283
154.958,0.0283
155,0.0283
155.042,0.0283
155.083,0.0283
155.125,0.0283
155.167,0.0283
155.208,0.0283
155.25,0.0283
155.292,0.0283
155.333,0.0283
155.375,0.0283
155.417,0.0283
155.458,0.0283
155.5,0.0283
155.542,0.0283
155.583,0.0283
155.625,0.0283
155.667,0.0283
155.708,0.0283
155.75,0.0283
155.792,0.0283
155.833,0.0283
155.875,0.0283
155.917,0.0283
155.958,0.0283
156,0.0283
156.042,0.0283
156.083,0.0283
156.125,0.0283
156.167,0.0283
156.208,0.0283
156.25,0.0283
156.292,0.0283
156.333,0.0283
156.375,0.0283
156.417,0.0283
156.458,0.0283
156.5,0.0283
156.542,0.0283
156.583,0.0283
156.625,0.0283
156.667,0.0283
156.708,0.0283
156.75,0.0283
156.792,0.0283
156.833,0.0283
156.875,0.0283
156.917,0.0283
156.958,0.0283
157,0.0283
157.042,0.0283
157.083,0.0283
157.125,0.0283
157.167,0.0283
157.208,0.0283
157.25,0.0283
157.292,0.0283
157.333,0.0283
157.375,0.0283
157.417,0.0283
157.458,0.0283
157.5,0.0283
157.542,0.0283
157.583,0.0283
157.625,0.0283
157.667,0.0283
157.708,0.0283
157.75,0.0283
157.792,0.0283
157.833,0.0283
157.875,0.0283
157.917,0.0283
157.958,0.0283
158,0.0283
158.042,0.0283
158.083,0.0283
158.125,0.0283
158.167,0.0283
158.208,0.0283
158.25,0.0283
158.292,0.0283
158.333,0.0283
158.375,0.0283
158.417,0.0283
158.458,0.0283
158.5,0.0283
158.542,0.0283
158.583,0.0283
158.625,0.0283
158.667,0.0283
158.708,0.0283
158.75,0.0283
158.792,0.0283
158.833,0.0283
158.875,0.0283
158.917,0.0283
158.958,0.0283
159,0.0283
159.042,0.0283
159.083,0.0283
159.125,0.0283
159.167,0.0283
159.208,0.0283
159.25,0.0283
159.292,0.0283
159.333,0.0283
159.375,0.0283
159.417,0.0283
159.458,0.0283
159.5,0.0283
159.542,0.0283
159.583,0.0283
159.625,0.0283
159.667,0.0283
159.708,0.0283
159.75,0.0283
159.792,0.0283
159.833,0.0283
159.875,0.0283
159.917,0.0283
159.958,0.0283
160,0.0283
160.042,0.0283
160.083,0.0283
160.125,0.0283
160.167,0.0283
160.208,0.0283
160.25,0.0283
160.292,0.0283
160.333,0.0283
160.375,0.0283
160.417,0.0283
160.458,0.0283
160.5,0.0283
160.542,0.0283
160.583,0.0283
160.625,0.0283
160.667,0.0283
160.708,0.0283
160.75,0.0283
160.792,0.0283
160.833,0.0283
160.875,0.0283
160.917,0.0283
160.958,0.0283
161,0.0283
161.042,0.0283
161.083,0.0283
161.125,0.0283
161.167,0.0283
161.208,0.0283
161.25,0.0283
161.292,0.0283
161.333,0.0283
161.375,0.0283
161.417,0.0283
161.458,0.0283
161.5,0.0283
161.542,0.0283
161.583,0.0283
161.625,0.0283
161.667,0.0283
161.708,0.0283
161.75,0.0283
161.792,0.0283
161.833,0.0283
161.875,0.0283
161.917,0.0283
161.958,0.0283
162,0.0283
162.042,0.0283
162.083,0.0283
162.125,0.0283
162.167,0.0283
162.208,0.0283
162.25,0.0283
162.292,0.0283
162.333,0.0283
162.375,0.0283
162.417,0.0283
162.458,0.0283
162.5,0.0283
162.542,0.0283
162.583,0.0283
162.625,0.0283
162.667,0.0283
162.708,0.0283
162.75,0.0283
162.792,0.0283
162.833,0.0283
162.875,0.0283
162.917,0.0283
162.958,0.0283
163,0.0283
163.042,0.0283
163.083,0.0283
163.125,0.0283
163.167,0.0283
163.208,0.0283
163.25,0.0283
163.292,0.0283
163.333,0.0283
163.375,0.0283
163.417,0.0283
163.458,0.0283
163.5,0.0283
163.542,0.0283
163.583,0.0283
163.625,0.0283
163.667,0.0283
163.708,0.0283
163.75,0.0283
163.792,0.0283
163.833,0.0283
163.875,0.0283
163.917,0.0283
163.958,0.0283
164,0.0283
164.042,0.0283
164.083,0.0283
164.125,0.0283
164.167,0.0283
164.208,0.0283
164.25,0.0283
164.292,0.0283
164.333,0.0283
164.375,0.0283
164.417,0.0283
164.458,0.0283
164.5,0.0283
164.542,0.0283
164.583,0.0283
164.625,0.0283
164.667,0.0283
164.708,0.0283
164.75,0.0283
164.792,0.0283
164.833,0.0283
164.875,0.0283
164.917,0.0283
164.958,0.0283
165,0.0283
165.042,0.0283
165.083,0.0283
165.125,0.0283
165.167,0.0283
165.208,0.0283
165.25,0.0283
165.292,0.0283
165.333,0.0283
165.375,0.0283
165.417,0.0283
165.458,0.0283
165.5,0.0283
165.542,0.0283
165.583,0.0283
165.625,0.0283
165.667,0.0283
165.708,0.0283
165.75,0.0283
165.792,0.0283
165.833,0.0283
165.875,0.0283
165.917,0.0283
165.958,0.0283
166,0.0283
166.042,0.0283
166.083,0.0283
166.125,0.0283
166.167,0.0283
166.208,0.0283
166.25,0.0283
166.292,0.0283
166.333,0.0283
166.375,0.0283
166.417,0.0283
166.458,0.0283
166.5,0.0283
166.542,0.0283
166.583,0.0283
166.625,0.0283
166.667,0.0283
166.708,0.0283
166.75,0.0283
166.792,0.0283
166.833,0.0283
166.875,0.0283
166.917,0.0283
166.958,0.0283
167,0.0283
167.042,0.0283
167.083,0.0283
167.125,0.0283
167.167,0.0283
167.208,0.0283
167.25,0.0283
167.292,0.0283
167.333,0.0283
167.375,0.0283
167.417,0.0283
167.458,0.0283
167.5,0.0283
167.542,0.0283
167.583,0.0283
167.625,0.0283
167.667,0.0283
167.708,0.0283
167.75,0.0283
167.792,0.0283
167.833,0.0283
167.875,0.0283
167.917,0.0283
167.958,0.0283
168,0.0283
168.042,0.0283
168.083,0.0283
168.125,0.0283
168.167,0.0283
168.208,0.0283
168.25,0.0283
168.292,0.0283
168.333,0.0283
168.375,0.0283
168.417,0.0283
168.458,0.0283
168.5,0.0283
168.542,0.0283
168.583,0.0283
168.625,0.0283
168.667,0.0283
168.708,0.0283
168.75,0.0283
168.792,0.0283
168.833,0.0283
168.875,0.0283
168.917,0.0283
168.958,0.0283
169,0.0283
169.042,0.0283
169.083,0.0283
169.125,0.0283
169.167,0.0283
169.208,0.0283
169.25,0.0283
169.292,0.0283
169.333,0.0283
169.375,0.0283
169.417,0.0283
169.458,0.0283
169.5,0.0283
169.542,0.0283
169.583,0.0283
169.625,0.0283
169.667,0.0283
169.708,0.0283
169.75,0.0283
169.792,0.0283
169.833,0.0283
169.875,0.0283
169.917,0.0283
169.958,0.0283
170,0.0283
170.042,0.0283
170.083,0.0283
170.125,0.0283
170.167,0.0283
170.208,0.0283
170.25,0.0283
170.292,0.0283
170.333,0.0283
170.375,0.0283
170.417,0.0283
170.458,0.0283
170.5,0.0283
170.542,0.0283
170.583,0.0283
170.625,0.0283
170.667,0.0283
170.708,0.0283
170.75,0.0283
170.792,0.0283
170.833,0.0283
170.875,0.0283
170.917,0.0283
170.958,0.0283
171,0.0283
171.042,0.0283
171.083,0.0283
171.125,0.0283
171.167,0.0283
171.208,0.0283
171.25,0.0283
171.292,0.0283
171.333,0.0283
171.375,0.0283
171.417,0.0283
171.458,0.0283
171.5,0.0283
171.542,0.0283
171.583,0.0283
171.625,0.0283
171.667,0.0283
171.708,0.0283
171.75,0.0283
171.792,0.0283
171.833,0.0283
171.875,0.0283
171.917,0.0283
171.958,0.0283
172,0.0283
172.042,0.0283
172.083,0.0283
172.125,0.0283
172.167,0.0283
172.208,0.0283
172.25,0.0283
172.292,0.0283
172.333,0.0283
172.375,0.0283
172.417,0.0283
172.458,0.0283
172.5,0.0283
172.542,0.0283
172.583,0.0283
172.625,0.0283
172.667,0.0283
172.708,0.0283
172.75,0.0283
172.792,0.0283
172.833,0.0283
172.875,0.0283
172.917,0.0283
172.958,0.0283
173,0.0283
173.042,0.0283
173.083,0.0283
173.125,0.0283
173.167,0.0283
173.208,0.0283
173.25,0.0283
173.292,0.0283
173.333,0.0283
173.375,0.0283
173.417,0.0283
173.458,0.0283
173.5,0.0283
173.542,0.0283
173.583,0.0283
173.625,0.0283
173.667,0.0283
173.708,0.0283
173.75,0.0283
173.792,0.0283
173.833,0.0283
173.875,0.0283
173.917,0.0283
173.958,0.0283
174,0.0283
174.042,0.0283
174.083,0.0283
174.125,0.0283
174.167,0.0283
174.208,0.0283
174.25,0.0283
174.292,0.0283
174.333,0.0283
174.375,0.0283
174.417,0.0283
174.458,0.0283
174.5,0.0283
174.542,0.0283
174.583,0.0283
174.625,0.0283
174.667,0.0283
174.708,0.0283
174.75,0.0283
174.792,0.0283
174.833,0.0283
174.875,0.0283
174.917,0.0283
174.958,0.0283
175,0.0283
175.042,0.0283
175.083,0.0283
175.125,0.0283
175.167,0.0283
175.208,0.0283
175.25,0.0283
175.292,0.0283
175.333,0.0283
175.375,0.0283
175.417,0.0283
175.458,0.0283
175.5,0.0283
175.542,0.0283
175.583,0.0283
175.625,0.0283
175.667,0.0283
175.708,0.0283
175.75,0.0283
175.792,0.0283
175.833,0.0283
175.875,0.0283
175.917,0.0283
175.958,0.0283
176,0.0283
176.042,0.0283
176.083,0.0283
176.125,0.0283
176.167,0.0283
176.208,0.0283
176.25,0.0283
176.292,0.0283
176.333,0.0283
176.375,0.0283
176.417,0.0283
176.458,0.0283
176.5,0.0283
176.542,0.0283
176.583,0.0283
176.625,0.0283
176.667,0.0283
176.708,0.0283
176.75,0.0283
176.792,0.0283
176.833,0.0283
176.875,0.0283
176.917,0.0283
176.958,0.0283
177,0.0283
177.042,0.0283
177.083,0.0283
177.125,0.0283
177.167,0.0283
177.208,0.0283
177.25,0.0283
177.292,0.0283
177.333,0.0283
177.375,0.0283
177.417,0.0283
177.458,0.0283
177.5,0.0283
177.542,0.0283
177.583,0.0283
177.625,0.0283
177.667,0.0283
177.708,0.0283
177.75,0.0283
177.792,0.0283
177.833,0.0283
177.875,0.0283
177.917,0.0283
177.958,0.0283
178,0.0283
178.042,0.0283
178.083,0.0283
178.125,0.0283
178.167,0.0283
178.208,0.0283
178.25,0.0283
178.292,0.0283
178.333,0.0283
178.375,0.0283
178.417,0.0283
178.458,0.0283
178.5,0.0283
178.542,0.0283
178.583,0.0283
178.625,0.0283
178.667,0.0283
178.708,0.0283
178.75,0.0283
178.792,0.0283
178.833,0.0283
178.875,0.0283
178.917,0.0283
178.958,0.0283
179,0.0283
179.042,0.0283
179.083,0.0283
179.125,0.0283
179.167,0.0283
179.208,0.0283
179.25,0.0283
179.292,0.0283
179.333,0.0283
179.375,0.0283
179.417,0.0283
179.458,0.0283
179.5,0.0283
179.542,0.0283
179.583,0.0283
179.625,0.0283
179.667,0.0283
179.708,0.0283
179.75,0.0283
179.792,0.0283
179.833,0.0283
179.875,0.0283
179.917,0.0283
179.958,0.0283
180,0.0283
180.042,0.0283
180.083,0.0283
180.125,0.0283
180.167,0.0283
180.208,0.0283
180.25,0.0283
180.292,0.0283
180.333,0.0283
180.375,0.0283
180.417,0.0283
180.458,0.0283
180.5,0.0283
180.542,0.0283
180.583,0.0283
180.625,0.0283
180.667,0.0283
180.708,0.0283
180.75,0.0283
180.792,0.0283
180.833,0.0283
180.875,0.0283
180.917,0.0283
180.958,0.0283
181,0.0283
181.042,0.0283
181.083,0.0283
181.125,0.0283
181.167,0.0283
181.208,0.0283
181.25,0.0283
181.292,0.0283
181.333,0.0283
181.375,0.0283
181.417,0.0283
181.458,0.0283
181.5,0.0283
181.542,0.0283
181.583,0.0283
181.625,0.0283
181.667,0.0283
181.708,0.0283
181.75,0.0283
181.792,0.0283
181.833,0.0283
181.875,0.0283
181.917,0.0283
181.958,0.0283
182,0.0283
182.042,0.0283
182.083,0.0283
182.125,0.0283
182.167,0.0283
182.208,0.0283
182.25,0.0283
182.292,0.0283
182.333,0.0283
182.375,0.0283
182.417,0.0283
182.458,0.0283
182.5,0.0283
182.542,0.0283
182.583,0.0283
182.625,0.0283
182.667,0.0283
182.708,0.0283
182.75,0.0283
182.792,0.0283
182.833,0.0283
182.875,0.0283
182.917,0.0283
182.958,0.0283
183,0.0283
183.042,0.0283
183.083,0.0283
183.125,0.0283
183.167,0.0283
183.208,0.0283
183.25,0.0283
183.292,0.0283
183.333,0.0283
183.375,0.0283
183.417,0.0283
183.458,0.0283
183.5,0.0283
183.542,0.0283
183.583,0.0283
183.625,0.0283
183.667,0.0283
183.708,0.0283
183.75,0.0283
183.792,0.0283
183.833,0.0283
183.875,0.0283
183.917,0.0283
183.958,0.0283
184,0.0283
184.042,0.0283
184.083,0.0283
184.125,0.0283
184.167,0.0283
184.208,0.0283
184.25,0.0283
184.292,0.0283
184.333,0.0283
184.375,0.0283
184.417,0.0283
184.458,0.0283
184.5,0.0283
184.542,0.0283
184.583,0.0283
184.625,0.0283
184.667,0.0283
184.708,0.0283
184.75,0.0283
184.792,0.0283
184.833,0.0283
184.875,0.0283
184.917,0.0283
184.958,0.0283
185,0.0283
185.042,0.0283
185.083,0.0283
185.125,0.0283
185.167,0.0283
185.208,0.0283
185.25,0.0283
185.292,0.0283
185.333,0.0283
185.375,0.0283
185.417,0.0283
185.458,0.0283
185.5,0.0283
185.542,0.0283
185.583,0.0283
185.625,0.0283
185.667,0.0283
185.708,0.0283
185.75,0.0283
185.792,0.0283
185.833,0.0283
185.875,0.0283
185.917,0.0283
185.958,0.0283
186,0.0283
186.042,0.0283
186.083,0.0283
186.125,0.0283
186.167,0.0283
186.208,0.0283
186.25,0.0283
186.292,0.0283
186.333,0.0283
186.375,0.0283
186.417,0.0283
186.458,0.0283
186.5,0.0283
186.542,0.0283
186.583,0.0283
186.625,0.0283
186.667,0.0283
186.708,0.0283
186.75,0.0283
186.792,0.0283
186.833,0.0283
186.875,0.0283
186.917,0.0283
186.958,0.0283
187,0.0283
187.042,0.0283
187.083,0.0283
187.125,0.0283
187.167,0.0283
187.208,0.0283
187.25,0.0283
187.292,0.0283
187.333,0.0283
187.375,0.0283
187.417,0.0283
187.458,0.0283
187.5,0.0283
187.542,0.0283
187.583,0.0283
187.625,0.0283
187.667,0.0283
187.708,0.0283
187.75,0.0283
187.792,0.0283
187.833,0.0283
187.875,0.0283
187.917,0.0283
187.958,0.0283
188,0.0283
188.042,0.0283
188.083,0.0283
188.125,0.0283
188.167,0.0283
188.208,0.0283
188.25,0.0283
188.292,0.0283
188.333,0.0283
188.375,0.0283
188.417,0.0283
188.458,0.0283
188.5,0.0283
188.542,0.0283
188.583,0.0283
188.625,0.0283
188.667,0.0283
188.708,0.0283
188.75,0.0283
188.792,0.0283
188.833,0.0283
188.875,0.0283
188.917,0.0283
188.958,0.0283
189,0.0283
189.042,0.0283
189.083,0.0283
189.125,0.0283
189.167,0.0283
189.208,0.0283
189.25,0.0283
189.292,0.0283
189.333,0.0283
189.375,0.0283
189.417,0.0283
189.458,0.0283
189.5,0.0283
189.542,0.0283
189.583,0.0283
189.625,0.0283
189.667,0.0283
189.708,0.0283
189.75,0.0283
189.792,0.0283
189.833,0.0283
189.875,0.0283
189.917,0.0283
189.958,0.0283
190,0.0283
190.042,0.0283
190.083,0.0283
190.125,0.0283
190.167,0.0283
190.208,0.0283
190.25,0.0283
190.292,0.0283
190.333,0.0283
190.375,0.0283
190.417,0.0283
190.458,0.0283
190.5,0.0283
190.542,0.0283
190.583,0.0283
190.625,0.0283
190.667,0.0283
190.708,0.0283
190.75,0.0283
190.792,0.0283
190.833,0.0283
190.875,0.0283
190.917,0.0283
190.958,0.0283
191,0.0283
191.042,0.0283
191.083,0.0283
191.125,0.0283
191.167,0.0283
191.208,0.0283
191.25,0.0283
191.292,0.0283
191.333,0.0283
191.375,0.0283
191.417,0.0283
191.458,0.0283
191.5,0.0283
191.542,0.0283
191.583,0.0283
191.625,0.0283
191.667,0.0283
191.708,0.0283
191.75,0.0283
191.792,0.0283
191.833,0.0283
191.875,0.0283
191.917,0.0283
191.958,0.0283
192,0.0283
192.042,0.0283
192.083,0.0283
192.125,0.0283
192.167,0.0283
192.208,0.0283
192.25,0.0283
192.292,0.0283
192.333,0.0283
192.375,0.0283
192.417,0.0283
192.458,0.0283
192.5,0.0283
192.542,0.0283
192.583,0.0283
192.625,0.0283
192.667,0.0283
192.708,0.0283
192.75,0.0283
192.792,0.0283
192.833,0.0283
192.875,0.0283
192.917,0.0283
192.958,0.0283
193,0.0283
193.042,0.0283
193.083,0.0283
193.125,0.0283
193.167,0.0283
193.208,0.0283
193.25,0.0283
193.292,0.0283
193.333,0.0283
193.375,0.0283
193.417,0.0283
193.458,0.0283
193.5,0.0283
193.542,0.0283
193.583,0.0283
193.625,0.0283
193.667,0.0283
193.708,0.0283
193.75,0.0283
193.792,0.0283
193.833,0.0283
193.875,0.0283
193.917,0.0283
193.958,0.0283
194,0.0283
194.042,0.0283
194.083,0.0283
194.125,0.0283
194.167,0.0283
194.208,0.0283
194.25,0.0283
194.292,0.0283
194.333,0.0283
194.375,0.0283
194.417,0.0283
194.458,0.0283
194.5,0.0283
194.542,0.0283
194.583,0.0283
194.625,0.0283
194.667,0.0283
194.708,0.0283
194.75,0.0283
194.792,0.0283
194.833,0.0283
194.875,0.0283
194.917,0.0283
194.958,0.0283
195,0.0283
195.042,0.0283
195.083,0.0283
195.125,0.0283
195.167,0.0283
195.208,0.0283
195.25,0.0283
195.292,0.0283
