$Trinity Lake qdt year 2016 YC 08/25/22,
",,,",
JDAY,qdt
113.833,42.24264178
113.875,29.31864178
113.917,-3.91635822
113.958,-5.13235822
114,19.09798622
114.042,36.99298622
114.083,-7.13801378
114.125,28.84798622
114.167,-48.48601378
114.208,0.603986217
114.25,0.603986217
114.292,-17.18101378
114.333,48.56498622
114.375,42.01198622
114.417,-21.35901378
114.458,0.603986217
114.5,7.973986217
114.542,-99.38101378
114.583,-100.0980138
114.625,19.23298622
114.667,0.603986217
114.708,58.05898622
114.75,0.603986217
114.792,54.52898622
114.833,-26.62501378
114.875,42.84998622
114.917,-11.25801378
114.958,92.51798622
115,-58.9640095
115.042,-3.065009504
115.083,-12.8420095
115.125,-44.5310095
115.167,-3.065009504
115.208,37.7599905
115.25,102.7459905
115.292,-32.2840095
115.333,-3.065009504
115.375,24.8199905
115.417,-139.4770095
115.458,-3.065009504
115.5,146.3769905
115.542,-3.065009504
115.583,-64.8050095
115.625,-110.2530095
115.667,36.7629905
115.708,-3.065009504
115.75,-4.398009504
115.792,-95.3720095
115.833,42.9089905
115.875,125.7639905
115.917,-77.2860095
115.958,-144.0750095
116,58.77526337
116.042,100.1692634
116.083,-0.720736626
116.125,-0.720736626
116.167,60.70826337
116.208,-136.5707366
116.25,22.13026337
116.292,-49.79273663
116.333,64.61126337
116.375,140.7142634
116.417,-63.86473663
116.458,-122.4657366
116.5,47.16126337
116.542,-0.720736626
116.583,149.7202634
116.625,-0.720736626
116.667,-0.720736626
116.708,-74.29573663
116.75,-36.74673663
116.792,-56.76173663
116.833,37.41526337
116.875,-0.720736626
116.917,-18.69473663
116.958,-0.720736626
117,-23.5265392
117.042,-3.823539196
117.083,-3.823539196
117.125,-3.823539196
117.167,-3.823539196
117.208,5.809460804
117.25,-3.823539196
117.292,-3.823539196
117.333,-16.0295392
117.375,2.0644608
117.417,-86.1175392
117.458,35.4914608
117.5,-30.0075392
117.542,-39.6235392
117.583,25.9834608
117.625,110.0834608
117.667,-46.2685392
117.708,-33.2135392
117.75,33.7024608
117.792,-3.823539196
117.833,-3.823539196
117.875,125.7434608
117.917,-48.7315392
117.958,-45.7115392
118,-2.196582429
118.042,-2.196582429
118.083,-2.196582429
118.125,-2.196582429
118.167,-2.196582429
118.208,-4.047582429
118.25,-37.53058243
118.292,-56.20758243
118.333,66.14041757
118.375,-2.196582429
118.417,-8.122582429
118.458,-18.86258243
118.5,35.41441757
118.542,-71.41758243
118.583,-32.39758243
118.625,85.55341757
118.667,-2.196582429
118.708,108.4954176
118.75,-96.01858243
118.792,-36.34358243
118.833,42.95041757
118.875,-2.196582429
118.917,-2.196582429
118.958,-2.196582429
119,81.10127684
119.042,0.616276843
119.083,-117.1087232
119.125,0.674276843
119.167,0.674276843
119.208,-87.09772316
119.25,-48.78072316
119.292,73.87427684
119.333,0.674276843
119.375,-62.12172316
119.417,19.54127684
119.458,0.674276843
119.5,0.674276843
119.542,243.9652768
119.583,0.674276843
119.625,-60.03372316
119.667,7.8042768
119.708,-71.50572316
119.75,36.63727684
119.792,32.48827684
119.833,-19.43072316
119.875,-9.07772316
119.917,-23.33172316
119.958,9.377276843
120,-5.935224522
120.042,145.9687755
120.083,-7.676224522
120.125,49.53277548
120.167,-80.80722452
120.208,-63.06422452
120.25,-46.15622452
120.292,-1.23222452
120.333,-22.85722452
120.375,4.20977548
120.417,-45.40722452
120.458,-5.935224522
120.5,18.61977548
120.542,-45.89722452
120.583,11.43477548
120.625,126.4327755
120.667,-4.45622452
120.708,-104.1942245
120.75,-196.0792245
120.792,13.81477548
120.833,57.02577548
120.875,30.84077548
120.917,17.51077548
120.958,-18.90322452
121,112.4807296
121.042,140.7357296
121.083,-87.22127036
121.125,-44.36127036
121.167,-22.57827036
121.208,-38.44827036
121.25,-15.94527036
121.292,-30.29227036
121.333,29.18172964
121.375,-23.66327036
121.417,-1.631270361
121.458,-1.631270361
121.5,9.809729639
121.542,-215.5722704
121.583,15.50472964
121.625,52.51272964
121.667,83.47172964
121.708,-95.89927036
121.75,-1.631270361
121.792,27.07172964
121.833,40.37272964
121.875,27.09872964
121.917,-6.24627036
121.958,-5.10427036
122,-25.65466774
122.042,13.73533226
122.083,-0.152667742
122.125,-0.152667742
122.167,117.2213323
122.208,-56.65066774
122.25,-40.44766774
122.292,-5.49566774
122.333,-9.86466774
122.375,-6.38566774
122.417,-8.81166774
122.458,-11.18966774
122.5,-8.150667742
122.542,-27.37366774
122.583,24.80933226
122.625,113.7243323
122.667,-47.93766774
122.708,-16.21766774
122.75,-16.44566774
122.792,-32.32366774
122.833,-7.522667742
122.875,28.28233226
122.917,17.45833226
122.958,-0.52166774
123,-3.96783052
123.042,-38.66983052
123.083,19.99516948
123.125,-1.189830521
123.167,-1.189830521
123.208,-1.189830521
123.25,11.27816948
123.292,-168.7168305
123.333,-165.4448305
123.375,25.02316948
123.417,-1.189830521
123.458,37.48216948
123.5,-1.189830521
123.542,25.43816948
123.583,3.180169479
123.625,15.53016948
123.667,215.8181695
123.708,-1.189830521
123.75,28.32816948
123.792,11.18016948
123.833,25.80916948
123.875,-70.93983052
123.917,-38.85483052
123.958,12.88316948
124,-0.463763314
124.042,-0.463763314
124.083,-11.71376331
124.125,-43.93976331
124.167,83.10123669
124.208,-0.463763314
124.25,-1.759763314
124.292,-32.72376331
124.333,-29.48776331
124.375,-24.29876331
124.417,-31.41176331
124.458,-13.33776331
124.5,-42.16576331
124.542,66.34923669
124.583,-0.463763314
124.625,93.3542367
124.667,-206.8637633
124.708,-0.463763314
124.75,41.54923669
124.792,50.27623669
124.833,48.32723669
124.875,-7.580763314
124.917,-0.463763314
124.958,127.4942367
125,-89.52226508
125.042,-8.39226508
125.083,-25.21826508
125.125,-51.94726508
125.167,28.83673492
125.208,-3.828265083
125.25,-2.82826508
125.292,14.91173492
125.333,36.20873492
125.375,-3.828265083
125.417,-208.7452651
125.458,12.52573492
125.5,126.6307349
125.542,108.2897349
125.583,-224.7682651
125.625,-3.828265083
125.667,-3.828265083
125.708,125.6367349
125.75,-137.3872651
125.792,-3.828265083
125.833,13.16173492
125.875,176.9317349
125.917,132.7257349
125.958,-126.4552651
126,-71.07644958
126.042,102.9105504
126.083,0.644550418
126.125,-56.97644958
126.167,-59.89844958
126.208,30.32255042
126.25,0.644550418
126.292,128.6415504
126.333,-65.09444958
126.375,-37.49244958
126.417,-7.97944958
126.458,-11.78644958
126.5,-15.10844958
126.542,0.644550418
126.583,0.644550418
126.625,0.644550418
126.667,-27.06744958
126.708,17.87155042
126.75,7.61955042
126.792,30.59055042
126.833,-15.05844958
126.875,0.644550418
126.917,120.7595504
126.958,-79.81744958
127,12.14119198
127.042,8.956191982
127.083,8.956191982
127.125,183.863192
127.167,151.286192
127.208,-115.855808
127.25,8.956191982
127.292,150.434192
127.333,-73.62580802
127.375,-47.33580802
127.417,99.56419198
127.458,164.027192
127.5,-266.513808
127.542,8.956191982
127.583,-3.414808
127.625,48.54519198
127.667,35.15719198
127.708,-17.20080802
127.75,18.77219198
127.792,-4.13180802
127.833,-30.41880802
127.875,-108.446808
127.917,36.55719198
127.958,7.342191982
128,-12.52175889
128.042,-2.63475889
128.083,117.6012411
128.125,6.17524111
128.167,-39.01075889
128.208,-20.12475889
128.25,-0.51075889
128.292,-12.37875889
128.333,10.13424111
128.375,-28.19375889
128.417,-14.86075889
128.458,-14.86075889
128.5,-2.88975889
128.542,-76.94675889
128.583,-82.84175889
128.625,-14.86075889
128.667,-24.77575889
128.708,74.17024111
128.75,-33.94175889
128.792,-14.86075889
128.833,2.97624111
128.875,-44.29675889
128.917,14.25524111
128.958,16.38524111
129,-68.91939168
129.042,-0.039391679
129.083,-135.3973917
129.125,28.37660832
129.167,-2.026391679
129.208,-142.3793917
129.25,8.172608321
129.292,9.591608321
129.333,20.85860832
129.375,-9.591391679
129.417,-0.039391679
129.458,-0.039391679
129.5,-0.039391679
129.542,56.94860832
129.583,-145.8333917
129.625,5.27260832
129.667,85.04860832
129.708,104.7166083
129.75,-8.781391679
129.792,42.44960832
129.833,7.76960832
129.875,-0.614391679
129.917,41.54560832
129.958,7.03360832
130,-7.783222196
130.042,23.7527778
130.083,-6.2172222
130.125,90.3897778
130.167,-28.3772222
130.208,25.4037778
130.25,-5.5462222
130.292,-21.5592222
130.333,18.9967778
130.375,-129.0282222
130.417,85.0737778
130.458,98.2907778
130.5,-275.7702222
130.542,2.660777804
130.583,73.6607778
130.625,49.0257778
130.667,-44.9682222
130.708,-6.030222196
130.75,-109.9662222
130.792,46.7657778
130.833,54.2547778
130.875,-100.7962222
130.917,-6.030222196
130.958,-6.030222196
131,-107.314929
131.042,90.63607097
131.083,45.02307097
131.125,46.73607097
131.167,-117.967929
131.208,-1.871929035
131.25,6.868070965
131.292,-29.50192903
131.333,124.667071
131.375,63.93107097
131.417,-101.665929
131.458,26.04007097
131.5,-1.871929035
131.542,-96.83192904
131.583,-53.27192904
131.625,-64.03592904
131.667,-74.54392904
131.708,-9.28892904
131.75,-9.50192904
131.792,25.20007097
131.833,28.79107097
131.875,36.35007097
131.917,-38.14292903
131.958,18.73507097
132,-7.07980585
132.042,-23.41180585
132.083,6.85119415
132.125,27.98619415
132.167,11.56019415
132.208,149.2301941
132.25,-76.23380585
132.292,0.12319415
132.333,65.58419415
132.375,35.71319415
132.417,-23.96980585
132.458,-59.32380585
132.5,42.15019415
132.542,0.077194146
132.583,-3.234805854
132.625,80.61319415
132.667,-10.09280585
132.708,-127.0868059
132.75,22.17119415
132.792,-5.960805854
132.833,-46.84080585
132.875,-37.69780585
132.917,0.077194146
132.958,0.077194146
133,-100.8623239
133.042,-77.51532389
133.083,16.92367611
133.125,-2.43132389
133.167,-24.30032389
133.208,60.35367611
133.25,-2.43132389
133.292,-25.04332389
133.333,57.06967611
133.375,-2.43132389
133.417,-91.03832389
133.458,-92.46432389
133.5,11.23967611
133.542,-2.43132389
133.583,179.9196761
133.625,-19.67232389
133.667,-103.3123239
133.708,74.12667611
133.75,-25.86532389
133.792,-90.8323239
133.833,165.1136761
133.875,-10.41432389
133.917,-105.5603239
133.958,51.90867611
134,-22.54576565
134.042,-2.342765646
134.083,-115.3487657
134.125,-129.5117657
134.167,-122.8807657
134.208,49.97323435
134.25,-10.94476565
134.292,-5.972765646
134.333,-36.77876565
134.375,-44.44176565
134.417,-5.39976565
134.458,61.58823435
134.5,7.48523435
134.542,22.60723435
134.583,94.51523435
134.625,-13.17776565
134.667,26.30623435
134.708,-38.33476565
134.75,40.44223435
134.792,5.75523435
134.833,47.97223435
134.875,67.80323435
134.917,-5.26876565
134.958,-2.55876565
135,28.29624711
135.042,-52.40575289
135.083,-0.98275289
135.125,-0.98275289
135.167,-81.26375289
135.208,75.02824711
135.25,1.06424711
135.292,3.67124711
135.333,44.06824711
135.375,78.74624711
135.417,-5.16875289
135.458,-21.49075289
135.5,-0.98275289
135.542,-109.9827529
135.583,54.44724711
135.625,-12.76075289
135.667,20.48224711
135.708,-0.98275289
135.75,-7.68075289
135.792,-59.97775289
135.833,-0.98275289
135.875,-75.03375289
135.917,-51.80375289
135.958,4.55124711
136,-40.9405814
136.042,30.3584186
136.083,31.6654186
136.125,4.4994186
136.167,-16.6105814
136.208,3.9754186
136.25,16.6864186
136.292,-2.1485814
136.333,23.3164186
136.375,-1.941581404
136.417,-1.941581404
136.458,-14.1615814
136.5,-40.9445814
136.542,-48.7825814
136.583,-29.5615814
136.625,22.1524186
136.667,-1.941581404
136.708,-1.941581404
136.75,-22.4175814
136.792,-70.0745814
136.833,35.1574186
136.875,-1.941581404
136.917,-32.0545814
136.958,-33.9295814
137,-16.11519503
137.042,-43.06819503
137.083,13.36880497
137.125,-36.96919503
137.167,15.52980497
137.208,130.150805
137.25,-82.91119503
137.292,-15.61019503
137.333,13.85980497
137.375,105.054805
137.417,-5.184195033
137.458,-155.926195
137.5,-106.293195
137.542,48.38280497
137.583,-0.266195033
137.625,-2.825195033
137.667,-56.14719503
137.708,-127.163195
137.75,31.55380497
137.792,161.935805
137.833,-0.266195033
137.875,86.58480497
137.917,-35.53819503
137.958,-112.670195
138,29.94006331
138.042,142.7520633
138.083,-1.049936692
138.125,-128.5379367
138.167,96.29806331
138.208,-17.85193669
138.25,33.66806331
138.292,31.54506331
138.333,-71.73593669
138.375,-1.049936692
138.417,7.870063308
138.458,-17.12893669
138.5,27.30306331
138.542,-19.84493669
138.583,-1.049936692
138.625,19.86206331
138.667,43.14306331
138.708,-164.3259367
138.75,25.00306331
138.792,109.3940633
138.833,-67.04293669
138.875,-1.049936692
138.917,33.82606331
138.958,58.80406331
139,-39.34819385
139.042,-2.504193849
139.083,17.70080615
139.125,-24.79219385
139.167,-17.74619385
139.208,-2.504193849
139.25,16.86380615
139.292,45.50380615
139.333,-145.6761939
139.375,22.80580615
139.417,60.14880615
139.458,71.59480615
139.5,-21.41619385
139.542,-2.504193849
139.583,38.14580615
139.625,-20.71919385
139.667,-32.94319385
139.708,-2.504193849
139.75,15.30980615
139.792,-160.2341939
139.833,-2.504193849
139.875,51.56580615
139.917,71.57180615
139.958,-54.09719385
140,-4.832883683
140.042,-4.832883683
140.083,7.732116317
140.125,-55.45388368
140.167,-4.832883683
140.208,-4.832883683
140.25,-4.832883683
140.292,-27.60688368
140.333,11.85611632
140.375,128.8961163
140.417,-37.29988368
140.458,48.04211632
140.5,9.13411632
140.542,-61.11688368
140.583,-4.832883683
140.625,-4.832883683
140.667,-60.84788368
140.708,-4.832883683
140.75,-12.02788368
140.792,4.216116317
140.833,-45.89488368
140.875,22.05711632
140.917,70.50511632
140.958,-30.82088368
141,-4.33002386
141.042,-95.34802386
141.083,16.07897614
141.125,-4.33002386
141.167,75.07597614
141.208,-17.35702386
141.25,53.08597614
141.292,146.8109761
141.333,-38.71802386
141.375,15.12097614
141.417,89.9979761
141.458,-23.40302386
141.5,12.79297614
141.542,-80.38302386
141.583,-78.12102386
141.625,22.81897614
141.667,-4.33002386
141.708,-68.63502386
141.75,-112.8580239
141.792,36.32497614
141.833,-4.33002386
141.875,-32.98302386
141.917,-135.5260239
141.958,-64.46502386
142,21.87612182
142.042,4.149121821
142.083,4.149121821
142.125,53.41912182
142.167,4.149121821
142.208,-39.04387818
142.25,-115.6708782
142.292,30.63412182
142.333,4.149121821
142.375,4.149121821
142.417,137.1551218
142.458,4.149121821
142.5,-71.49087818
142.542,-111.7748782
142.583,-14.70987818
142.625,94.70312182
142.667,4.149121821
142.708,-70.68887818
142.75,-95.2768782
142.792,40.17612182
142.833,4.149121821
142.875,4.149121821
142.917,110.3841218
142.958,69.04912182
143,139.1902406
143.042,105.7582406
143.083,-70.68475938
143.125,0.72324062
143.167,32.10224062
143.208,22.53924062
143.25,9.06124062
143.292,48.11524062
143.333,2.86824062
143.375,6.89424062
143.417,17.38724062
143.458,25.84424062
143.5,8.26024062
143.542,13.59424062
143.583,14.10724062
143.625,-21.47475938
143.667,-4.112759379
143.708,-268.7607594
143.75,-2.438759379
143.792,49.02124062
143.833,-78.65675938
143.875,-4.112759379
143.917,53.56524062
143.958,-65.59875938
144,-1.726952146
144.042,-69.52995215
144.083,-1.726952146
144.125,-5.559952146
144.167,1.681047854
144.208,117.0950479
144.25,-2.615952146
144.292,3.274047854
144.333,-118.6109522
144.375,34.38604785
144.417,-21.68995215
144.458,15.37404785
144.5,-50.26695215
144.542,8.346047854
144.583,-23.16095215
144.625,-69.70095215
144.667,70.41004785
144.708,-15.41795215
144.75,18.21204785
144.792,-9.431952146
144.833,5.115047854
144.875,-5.559952146
144.917,-141.3339522
144.958,1.183047854
145,-4.002343517
145.042,47.32765648
145.083,-6.610343517
145.125,-45.44834352
145.167,-1.510343517
145.208,-4.907343517
145.25,9.784656483
145.292,-1.510343517
145.333,7.537656483
145.375,-3.919343517
145.417,-114.0643435
145.458,-1.510343517
145.5,-1.510343517
145.542,7.623656483
145.583,127.0416565
145.625,-1.510343517
145.667,10.40865648
145.708,-129.8143435
145.75,2.493656483
145.792,-36.70134352
145.833,52.65565648
145.875,119.1386565
145.917,-92.87034352
145.958,-1.510343517
146,56.76372855
146.042,-115.4842715
146.083,1.761728551
146.125,-93.45327145
146.167,63.49172855
146.208,113.4787286
146.25,-35.90627145
146.292,0.189728551
146.333,27.98672855
146.375,62.61472855
146.417,-92.63127145
146.458,0.189728551
146.5,51.34772855
146.542,-68.39727145
146.583,0.189728551
146.625,33.08772855
146.667,-25.19027145
146.708,0.189728551
146.75,-61.53627145
146.792,0.189728551
146.833,48.09972855
146.875,87.97572855
146.917,-56.95427145
146.958,0.189728551
147,29.61259688
147.042,-183.7474031
147.083,59.46259688
147.125,86.60559688
147.167,-71.61740312
147.208,-1.903403124
147.25,27.54259688
147.292,93.1185969
147.333,-107.9684031
147.375,7.420596876
147.417,-111.5214031
147.458,82.60959688
147.5,89.07159688
147.542,-80.50540312
147.583,-1.903403124
147.625,34.57159688
147.667,-69.60340312
147.708,-1.903403124
147.75,49.63259688
147.792,-31.87240312
147.833,-1.903403124
147.875,33.39359688
147.917,-61.50140312
147.958,-1.903403124
148,52.08190037
148.042,-61.59509964
148.083,-0.759099635
148.125,-0.759099635
148.167,-0.759099635
148.208,-40.59709964
148.25,-0.759099635
148.292,86.37490037
148.333,-27.26809964
148.375,19.77790037
148.417,-133.8840996
148.458,23.34290037
148.5,-51.12809964
148.542,66.63790037
148.583,121.4799004
148.625,-49.23709964
148.667,-0.759099635
148.708,-93.52809964
148.75,-0.759099635
148.792,-26.57809964
148.833,-0.759099635
148.875,59.53190037
148.917,37.96290037
148.958,52.18990037
149,17.93275119
149.042,-107.3502488
149.083,-3.998248808
149.125,-3.998248808
149.167,-3.998248808
149.208,-61.0792488
149.25,44.76575119
149.292,10.52275119
149.333,51.69375119
149.375,9.72475119
149.417,-59.36324881
149.458,-139.7102488
149.5,42.06875119
149.542,29.07275119
149.583,-26.75824881
149.625,-5.57724881
149.667,0.61075119
149.708,14.36975119
149.75,17.45575119
149.792,-1.35624881
149.833,26.28175119
149.875,12.62375119
149.917,2.19175119
149.958,10.85775119
150,-16.00052427
150.042,-3.405524267
150.083,-3.405524267
150.125,-214.7565243
150.167,-3.405524267
150.208,40.38347573
150.25,24.40747573
150.292,57.37147573
150.333,21.49847573
150.375,7.83347573
150.417,82.22447573
150.458,-24.59952427
150.5,-196.7905243
150.542,-3.405524267
150.583,-58.56752427
150.625,59.11347573
150.667,57.01147573
150.708,17.97347573
150.75,24.78147573
150.792,31.69947573
150.833,31.88147573
150.875,42.09647573
150.917,-18.03752427
150.958,-3.405524267
151,-2.626560993
151.042,19.19643901
151.083,-110.246561
151.125,-2.626560993
151.167,89.07343901
151.208,-29.68556099
151.25,-2.626560993
151.292,-114.830561
151.333,-2.626560993
151.375,-15.68856099
151.417,-2.626560993
151.458,-29.24456099
151.5,1.065439007
151.542,-14.62856099
151.583,-2.626560993
151.625,-21.66456099
151.667,-2.585560993
151.708,-12.94656099
151.75,1.014439007
151.792,-7.701560993
151.833,-2.626560993
151.875,-26.14656099
151.917,-2.626560993
151.958,107.426439
152,30.06427755
152.042,52.81027755
152.083,-59.05172245
152.125,-2.003722449
152.167,0.590277551
152.208,-67.09572245
152.25,-2.003722449
152.292,-48.86372245
152.333,-2.003722449
152.375,-8.325722449
152.417,-2.003722449
152.458,-14.88272245
152.5,-2.003722449
152.542,-11.41272245
152.583,-0.900722449
152.625,114.7042776
152.667,-16.92372245
152.708,-2.003722449
152.75,0.292277551
152.792,-13.96972245
152.833,36.32627755
152.875,-79.83772245
152.917,-114.3897225
152.958,76.35427755
153,119.4658324
153.042,-89.32216764
153.083,-124.2231676
153.125,60.80183236
153.167,170.4758324
153.208,-17.52016764
153.25,44.56183236
153.292,-93.80216764
153.333,67.14483236
153.375,-19.99416764
153.417,-63.1581676
153.458,-68.76016764
153.5,-4.264167642
153.542,-370.1771676
153.583,-4.264167642
153.625,-4.264167642
153.667,16.45983236
153.708,59.09483236
153.75,-49.37416764
153.792,-4.264167642
153.833,188.0578324
153.875,-39.42016764
153.917,56.75783236
153.958,-100.4611676
154,74.28155922
154.042,129.3995592
154.083,-124.9374408
154.125,43.21555922
154.167,89.8615592
154.208,-110.3204408
154.25,-1.473440779
154.292,71.88155922
154.333,50.78155922
154.375,-24.13844078
154.417,-1.473440779
154.458,-1.473440779
154.5,-166.3864408
154.542,-1.473440779
154.583,-18.00744078
154.625,62.34155922
154.667,103.0235592
154.708,-64.53644078
154.75,-1.473440779
154.792,-85.93444078
154.833,-1.473440779
154.875,-59.36844078
154.917,75.00855922
154.958,88.8695592
155,-77.61003331
155.042,-3.858033314
155.083,96.24496669
155.125,-50.49903331
155.167,2.163966686
155.208,-26.75503331
155.25,17.41196669
155.292,-13.15603331
155.333,24.12996669
155.375,-36.95903331
155.417,18.46096669
155.458,-15.95603331
155.5,-107.1840333
155.542,44.61796669
155.583,-3.858033314
155.625,-22.55603331
155.667,-43.90603331
155.708,-60.68703331
155.75,42.85896669
155.792,-3.858033314
155.833,50.95996669
155.875,-3.858033314
155.917,-94.02303331
155.958,-144.1450333
156,76.03642131
156.042,92.53442131
156.083,-94.43857869
156.125,-95.13157869
156.167,-112.4455787
156.208,32.09242131
156.25,-1.008578693
156.292,-133.9745787
156.333,27.71642131
156.375,-4.768578693
156.417,-104.8225787
156.458,18.42242131
156.5,-12.27757869
156.542,-99.97257869
156.583,22.24742131
156.625,106.3924213
156.667,90.0224213
156.708,2.09842131
156.75,113.7964213
156.792,-31.12457869
156.833,4.018421307
156.875,63.56942131
156.917,39.49442131
156.958,43.67342131
157,27.27282102
157.042,-19.10417898
157.083,21.42282102
157.125,20.56882102
157.167,-45.16817898
157.208,-153.505179
157.25,61.00582102
157.292,66.91582102
157.333,-10.66417898
157.375,35.19582102
157.417,-34.29317898
157.458,-2.315178976
157.5,1.607821024
157.542,14.76282102
157.583,-5.09817898
157.625,34.92882102
157.667,23.10582102
157.708,-45.78517898
157.75,-158.638179
157.792,5.91982102
157.833,22.41282102
157.875,37.69182102
157.917,51.89482102
157.958,-20.82917898
158,-2.867983386
158.042,-2.867983386
158.083,-2.867983386
158.125,17.38201661
158.167,-12.80898339
158.208,-11.36798339
158.25,-17.69798339
158.292,69.00101661
158.333,-71.45798339
158.375,-2.867983386
158.417,-2.867983386
158.458,37.03201661
158.5,21.01801661
158.542,-2.867983386
158.583,-2.867983386
158.625,19.74701661
158.667,-142.4839834
158.708,-2.867983386
158.75,51.77101661
158.792,72.62601661
158.833,-49.11898339
158.875,-2.867983386
158.917,-49.74998339
158.958,43.81401661
159,27.7540831
159.042,24.3950831
159.083,-13.2459169
159.125,-3.139916899
159.167,-3.139916899
159.208,30.5140831
159.25,-136.9459169
159.292,-3.139916899
159.333,123.8800831
159.375,-6.976916899
159.417,-3.139916899
159.458,61.3140831
159.5,-83.3139169
159.542,-3.139916899
159.583,-35.1589169
159.625,47.8430831
159.667,-8.669916899
159.708,3.773083101
159.75,-36.3109169
159.792,1.527083101
159.833,-30.2019169
159.875,14.5080831
159.917,-38.6339169
159.958,-3.139916899
160,19.11101937
160.042,-34.45398064
160.083,-3.151980635
160.125,59.68601937
160.167,-14.60398064
160.208,-3.151980635
160.25,-77.81798064
160.292,-3.151980635
160.333,-44.69498064
160.375,2.209019365
160.417,109.5850194
160.458,-9.964980635
160.5,-3.151980635
160.542,-127.9999806
160.583,-3.151980635
160.625,-43.11698064
160.667,63.86201937
160.708,-35.69498064
160.75,45.03101937
160.792,-28.23098064
160.833,36.49401937
160.875,-17.71298064
160.917,16.43401937
160.958,-37.41898064
161,20.51099136
161.042,-3.36600864
161.083,28.80699136
161.125,-46.96800864
161.167,20.18299136
161.208,-16.98400864
161.25,20.57099136
161.292,-12.70100864
161.333,0.62699136
161.375,5.42799136
161.417,37.83799136
161.458,-67.70800864
161.5,-2.58800864
161.542,-2.58800864
161.583,-144.6090086
161.625,38.13199136
161.667,-11.60500864
161.708,7.48499136
161.75,-2.58800864
161.792,47.05799136
161.833,-2.58800864
161.875,109.2069914
161.917,-95.82800864
161.958,-2.58800864
162,53.7563849
162.042,-66.7446151
162.083,-4.2786151
162.125,69.7763849
162.167,122.5903849
162.208,-62.9476151
162.25,-4.2786151
162.292,-36.1366151
162.333,-4.2786151
162.375,97.0123849
162.417,-37.9146151
162.458,-1.9566151
162.5,-55.9426151
162.542,1.0553849
162.583,-8.4916151
162.625,-55.4736151
162.667,-44.9316151
162.708,-25.5666151
162.75,-37.7986151
162.792,-88.6776151
162.833,14.7273849
162.875,-4.2786151
162.917,26.4193849
162.958,-4.2786151
163,-2.755949632
163.042,-2.755949632
163.083,-2.755949632
163.125,-2.755949632
163.167,-114.4909496
163.208,-2.755949632
163.25,129.7150504
163.292,-2.755949632
163.333,-75.39294963
163.375,-2.755949632
163.417,-2.755949632
163.458,-2.755949632
163.5,-2.755949632
163.542,-26.39094963
163.583,-48.47594963
163.625,-26.71294963
163.667,-59.26994963
163.708,-53.78394963
163.75,23.97605037
163.792,-2.755949632
163.833,-2.755949632
163.875,156.5750504
163.917,-75.86394963
163.958,-135.8139496
164,29.16610344
164.042,-9.621896565
164.083,35.02610344
164.125,102.5381034
164.167,-50.15889657
164.208,-3.163896565
164.25,-123.0488966
164.292,-86.4828966
164.333,85.28510344
164.375,-3.163896565
164.417,-3.163896565
164.458,53.99410344
164.5,-3.163896565
164.542,-140.1278966
164.583,-3.163896565
164.625,-3.163896565
164.667,-42.84389657
164.708,59.28310344
164.75,-3.163896565
164.792,-3.163896565
164.833,103.2941034
164.875,-3.163896565
164.917,64.97010344
164.958,-99.94289657
165,-27.87360874
165.042,-190.6686087
165.083,52.18039126
165.125,-99.09960874
165.167,91.1423913
165.208,-116.5706087
165.25,-13.30760874
165.292,-142.6756087
165.333,-5.96160874
165.375,-73.08660874
165.417,-17.33960874
165.458,88.29839126
165.5,-105.0706087
165.542,-15.27860874
165.583,-113.6646087
165.625,153.1983913
165.667,-46.74160874
165.708,21.33539126
165.75,-84.12160874
165.792,35.64439126
165.833,-54.49160874
165.875,91.36839126
165.917,-128.3006087
165.958,-6.47660874
166,-20.01289418
166.042,47.19410582
166.083,35.26210582
166.125,84.35810582
166.167,-37.51489418
166.208,21.83310582
166.25,24.30610582
166.292,5.01510582
166.333,21.83310582
166.375,-56.80489418
166.417,21.83310582
166.458,94.72510582
166.5,21.83310582
166.542,-120.2668942
166.583,21.83310582
166.625,21.39810582
166.667,89.40510582
166.708,21.83310582
166.75,34.78310582
166.792,21.83310582
166.833,31.63610582
166.875,9.86410582
166.917,27.93810582
166.958,21.83310582
167,1.315633762
167.042,-181.6373662
167.083,1.315633762
167.125,24.87063376
167.167,57.15563376
167.208,-122.1493662
167.25,19.54563376
167.292,-41.46936624
167.333,68.16763376
167.375,-21.51136624
167.417,7.276633762
167.458,114.8806338
167.5,-111.6823662
167.542,1.315633762
167.583,25.54063376
167.625,-134.9783662
167.667,52.04063376
167.708,-43.79536624
167.75,154.5866338
167.792,1.315633762
167.833,64.9316338
167.875,90.6946338
167.917,-21.04936624
167.958,0.79163376
168,-62.62546164
168.042,-1.621461642
168.083,-1.621461642
168.125,-119.9414616
168.167,114.2225384
168.208,-120.3844616
168.25,-1.621461642
168.292,-90.60646164
168.333,8.751538358
168.375,90.7445384
168.417,-74.29746164
168.458,-1.621461642
168.5,31.80553836
168.542,-20.58846164
168.583,-1.621461642
168.625,-108.4924616
168.667,29.87853836
168.708,-48.93746164
168.75,90.91253836
168.792,157.0535384
168.833,-111.5524616
168.875,71.88453836
168.917,-155.7374616
168.958,45.14753836
169,33.81869198
169.042,81.83369198
169.083,-124.659308
169.125,29.16369198
169.167,32.46569198
169.208,4.52669198
169.25,20.60269198
169.292,-34.34030803
169.333,-2.505308025
