$Trinity Lake qdt year 2016 YC 08/25/22,
",,,",
JDAY,qdt
57.292,70.79605703
57.333,-53.90394298
57.375,0.273057025
57.417,11.84105703
57.458,-9.442942975
57.5,0.273057025
57.542,70.94905703
57.583,54.66705703
57.625,-26.06294298
57.667,-49.51594298
57.708,50.52305703
57.75,0.273057025
57.792,146.674057
57.833,-16.96694298
57.875,-46.81294298
57.917,50.75605703
57.958,32.66605703
58,28.81702674
58.042,30.77002674
58.083,4.78402674
58.125,17.44602674
58.167,31.23102674
58.208,17.24502674
58.25,21.32302674
58.292,24.00202674
58.333,28.25102674
58.375,4.771026742
58.417,26.85702674
58.458,29.82202674
58.5,9.80802674
58.542,26.01502674
58.583,25.88002674
58.625,5.438026742
58.667,0.030026742
58.708,-16.43297326
58.75,10.86302674
58.792,0.030026742
58.833,99.61702674
58.875,64.75302674
58.917,-22.10497326
58.958,0.030026742
59,-0.960103943
59.042,32.11589606
59.083,31.74189606
59.125,15.78889606
59.167,59.50089606
59.208,-51.40010394
59.25,-0.960103943
59.292,31.39089606
59.333,25.93989606
59.375,33.94489606
59.417,48.20989606
59.458,35.16589606
59.5,-3.116103943
59.542,-0.960103943
59.583,-0.960103943
59.625,12.70489606
59.667,-38.11810394
59.708,37.81789606
59.75,-0.960103943
59.792,-0.960103943
59.833,-0.960103943
59.875,63.15289606
59.917,54.63589606
59.958,18.02489606
60,50.14320714
60.042,-16.52179286
60.083,0.381207136
60.125,0.381207136
60.167,37.70120714
60.208,51.84520714
60.25,-35.71379286
60.292,0.381207136
60.333,47.64120714
60.375,22.58920714
60.417,-19.30579286
60.458,0.381207136
60.5,43.80820714
60.542,54.05120714
60.583,-9.989792864
60.625,0.381207136
60.667,6.267207136
60.708,46.71920714
60.75,0.381207136
60.792,12.12720714
60.833,-18.47979286
60.875,48.76620714
60.917,0.381207136
60.958,0.381207136
61,59.33394346
61.042,44.15894346
61.083,-12.81505654
61.125,-0.256056538
61.167,6.599943462
61.208,46.37894346
61.25,-13.99605654
61.292,-0.256056538
61.333,20.98194346
61.375,26.38094346
61.417,-25.19805654
61.458,-0.256056538
61.5,40.56394346
61.542,45.35994346
61.583,46.37994346
61.625,-74.25405654
61.667,-0.256056538
61.708,-25.88405654
61.75,78.61394346
61.792,-0.256056538
61.833,59.37194346
61.875,-11.47205654
61.917,47.06194346
61.958,20.49494346
62,25.54144453
62.042,30.86344453
62.083,-9.863555475
62.125,0.178444525
62.167,8.738444525
62.208,-31.48455548
62.25,0.178444525
62.292,59.58544453
62.333,12.34444453
62.375,51.87044453
62.417,-19.93655548
62.458,0.178444525
62.5,9.872444525
62.542,53.68544453
62.583,-6.987555475
62.625,0.178444525
62.667,8.542444525
62.708,-16.96255548
62.75,-9.88555548
62.792,-10.96155548
62.833,46.39844453
62.875,61.76844453
62.917,55.81244453
62.958,46.86244453
63,6.41476386
63.042,-4.52923614
63.083,-8.30723614
63.125,-27.54123614
63.167,29.46276386
63.208,-17.16523614
63.25,11.23676386
63.292,81.61676386
63.333,85.00676386
63.375,-8.393236139
63.417,105.2957639
63.458,-56.60423614
63.5,149.9107639
63.542,-9.79723614
63.583,81.70976386
63.625,-11.80723614
63.667,132.0257639
63.708,49.58076386
63.75,-1.066236139
63.792,-2.029236139
63.833,51.02476386
63.875,70.9157639
63.917,64.80876386
63.958,-100.2902361
64,123.6800825
64.042,92.7490825
64.083,52.9290825
64.125,1.1980825
64.167,-60.4919175
64.208,152.7800825
64.25,0.233082499
64.292,182.6830825
64.333,-79.0239175
64.375,-70.3299175
64.417,139.9450825
64.458,87.7310825
64.5,-82.5429175
64.542,27.5230825
64.583,67.0870825
64.625,7.063082499
64.667,30.2160825
64.708,-31.9679175
64.75,93.6480825
64.792,-17.2959175
64.833,0.233082499
64.875,9.442082499
64.917,47.4010825
64.958,-8.3439175
65,-30.0602235
65.042,-206.3882235
65.083,-187.8222235
65.125,-100.0462235
65.167,-159.3082235
65.208,-232.4622235
65.25,-144.9972235
65.292,-123.0392235
65.333,-61.2072235
65.375,-152.5722235
65.417,-83.1362235
65.458,-96.2622235
65.5,53.66077648
65.542,20.27977648
65.583,-74.74622352
65.625,-0.523223521
65.667,168.1577765
65.708,382.6647765
65.75,352.1907765
65.792,445.8737765
65.833,457.5577765
65.875,532.0447765
65.917,1000.141777
65.958,959.6687765
66,762.558917
66.042,853.309917
66.083,490.529917
66.125,446.545917
66.167,650.683917
66.208,734.960917
66.25,479.886917
66.292,306.421917
66.333,182.118917
66.375,150.235917
66.417,379.121917
66.458,-5.127083039
66.5,45.96391696
66.542,212.478917
66.583,-26.69308304
66.625,-44.203083
66.667,131.348917
66.708,-86.494083
66.75,109.133917
66.792,52.50191696
66.833,-105.643083
66.875,-220.279083
66.917,240.322917
66.958,-130.576083
67,182.3426071
67.042,288.4906071
67.083,-14.2023929
67.125,110.8366071
67.167,193.5366071
67.208,130.5126071
67.25,186.1736071
67.292,130.2526071
67.333,29.81760713
67.375,81.02360713
67.417,183.0166071
67.458,-35.13439287
67.5,130.6866071
67.542,73.5506071
67.583,36.21860713
67.625,76.46460713
67.667,34.87260713
67.708,133.1636071
67.75,114.4016071
67.792,-107.1493929
67.833,-31.76039287
67.875,-104.0443929
67.917,36.5546071
67.958,11.88460713
68,-54.24952398
68.042,-4.18052398
68.083,63.67247602
68.125,-17.42752398
68.167,118.676476
68.208,-25.142524
68.25,158.391476
68.292,-45.64452398
68.333,-76.586524
68.375,-57.07552398
68.417,84.57847602
68.458,61.779476
68.5,-25.10552398
68.542,44.15447602
68.583,24.28447602
68.625,28.29447602
68.667,-77.54152398
68.708,19.803476
68.75,14.54447602
68.792,73.06147602
68.833,-52.82552398
68.875,-148.642524
68.917,106.952476
68.958,-71.93552398
69,48.6142197
69.042,64.9782197
69.083,74.9102197
69.125,-105.0467803
69.167,11.9882197
69.208,119.0212197
69.25,13.9492197
69.292,81.3762197
69.333,-146.0097803
69.375,92.8982197
69.417,-33.6957803
69.458,158.8332197
69.5,-146.4327803
69.542,69.0962197
69.583,-71.6777803
69.625,46.1272197
69.667,-71.3027803
69.708,4.6942197
69.75,129.7712197
69.792,-41.4327803
69.833,-155.3507803
69.875,48.1702197
69.917,68.3922197
69.958,17.9442197
70,-59.8450407
70.042,-428.4770407
70.083,-68.6940407
70.125,-165.8600407
70.167,76.7719593
70.208,-306.5080407
70.25,67.9429593
70.292,75.9299593
70.333,28.4799593
70.375,70.1069593
70.417,84.0849593
70.458,203.5409593
70.5,141.0599593
70.542,306.3519593
70.583,-87.7860407
70.625,18.9059593
70.667,229.3169593
70.708,100.5439593
70.75,217.5309593
70.792,-102.1940407
70.833,37.5609593
70.875,15.4919593
70.917,117.5899593
70.958,-83.5130407
71,85.469634
71.042,25.070634
71.083,-141.667366
71.125,-215.009366
71.167,299.987634
71.208,-87.570366
71.25,-76.305366
71.292,90.236634
71.333,47.062634
71.375,-28.978366
71.417,100.873634
71.458,176.059634
71.5,-1.528366
71.542,298.026634
71.583,-114.456366
71.625,50.386634
71.667,152.418634
71.708,105.751634
71.75,-198.452366
71.792,280.248634
71.833,-82.638366
71.875,-182.886366
71.917,192.506634
71.958,-172.041366
72,160.4340385
72.042,156.0420385
72.083,-149.5129615
72.125,90.5310385
72.167,-22.0919615
72.208,70.4950385
72.25,71.1480385
72.292,-54.26296151
72.333,5.5940385
72.375,59.6370385
72.417,106.1420385
72.458,47.85303849
72.5,37.5700385
72.542,-57.75996151
72.583,-43.95896151
72.625,5.34503849
72.667,22.24303849
72.708,69.45503849
72.75,120.5550385
72.792,-182.2559615
72.833,-196.6969615
72.875,33.28403849
72.917,55.22603849
72.958,104.2800385
73,-13.68992636
73.042,-0.4339264
73.083,-101.0879264
73.125,10.13507364
73.167,68.7290736
73.208,-75.15192636
73.25,-65.65192636
73.292,97.1220736
73.333,-69.60392636
73.375,57.72607364
73.417,48.0450736
73.458,36.15007364
73.5,24.86307364
73.542,40.84507364
73.583,15.16207364
73.625,21.51707364
73.667,198.8880736
73.708,22.2720736
73.75,242.6890736
73.792,-73.9429264
73.833,94.69307364
73.875,32.7570736
73.917,212.1610736
73.958,34.7800736
74,168.7349244
74.042,11.2859244
74.083,3.6299244
74.125,67.05292444
74.167,97.6779244
74.208,56.8849244
74.25,51.9609244
74.292,81.4249244
74.333,22.6589244
74.375,34.62592444
74.417,-34.40107556
74.458,76.2969244
74.5,57.4699244
74.542,-94.78007556
74.583,24.7399244
74.625,-68.36907556
74.667,51.34092444
74.708,53.60292444
74.75,-176.1440756
74.792,104.8129244
74.833,-94.44407556
74.875,-105.0770756
74.917,-32.00307556
74.958,-43.24607556
75,50.29681902
75.042,177.812819
75.083,-70.92218098
75.125,-41.14218098
75.167,66.94081902
75.208,120.401819
75.25,-52.25318098
75.292,13.29781902
75.333,-3.146180978
75.375,74.904819
75.417,-108.066181
75.458,24.27581902
75.5,65.616819
75.542,38.74281902
75.583,0.18681902
75.625,31.82581902
75.667,-43.42618098
75.708,-39.08418098
75.75,147.971819
75.792,-77.80018098
75.833,60.44481902
75.875,-132.517181
75.917,31.46681902
75.958,-78.15318098
76,67.25138809
76.042,-15.88761191
76.083,93.2943881
76.125,-147.7746119
76.167,126.3653881
76.208,-29.55461191
76.25,132.6633881
76.292,-124.7006119
76.333,56.73938809
76.375,-35.69761191
76.417,-30.18661191
76.458,89.42138809
76.5,-44.62761191
76.542,85.1433881
76.583,-61.44261191
76.625,-125.5096119
76.667,86.73338809
76.708,114.5903881
76.75,16.18538809
76.792,20.33338809
76.833,-156.0206119
76.875,96.28638809
76.917,-41.70961191
76.958,-79.46061191
77,120.5524627
77.042,101.2184627
77.083,-156.4105373
77.125,1.419462681
77.167,82.67446268
77.208,-37.76553732
77.25,-27.3645373
77.292,41.40646268
77.333,-1.741537319
77.375,65.0674627
77.417,-75.07153732
77.458,24.28746268
77.5,-10.85353732
77.542,18.33246268
77.583,-14.44453732
77.625,-0.20353732
77.667,11.19746268
77.708,53.94146268
77.75,-1.741537319
77.792,154.8844627
77.833,-106.5565373
77.875,-18.50353732
77.917,-46.62753732
77.958,7.05546268
78,48.40249913
78.042,138.6934991
78.083,-129.0695009
78.125,-9.56550087
78.167,28.05649913
78.208,-13.57450087
78.25,28.06649913
78.292,136.9514991
78.333,-104.7775009
78.375,0.399499132
78.417,-212.2285009
78.458,31.56549913
78.5,0.399499132
78.542,15.36249913
78.583,-9.870500868
78.625,35.02049913
78.667,12.24749913
78.708,32.47249913
78.75,43.51449913
78.792,57.07449913
78.833,25.73849913
78.875,13.60749913
78.917,0.68249913
78.958,52.54149913
79,134.4016672
79.042,-113.7783328
79.083,-44.78733276
79.125,-12.99633276
79.167,16.95266724
79.208,134.3646672
79.25,-76.86733276
79.292,-13.16733276
79.333,-6.743332756
79.375,-42.87633276
79.417,46.74866724
79.458,133.6976672
79.5,-44.92833276
79.542,-53.26033276
79.583,47.62666724
79.625,-0.817332756
79.667,-0.817332756
79.708,7.15166724
79.75,-46.76533276
79.792,44.83266724
79.833,17.93666724
79.875,-24.07333276
79.917,43.04466724
79.958,-56.11433276
80,20.16735004
80.042,2.74335004
80.083,-238.21365
80.125,-153.87765
80.167,-6.92564996
80.208,71.19635004
80.25,-137.24065
80.292,6.33635004
80.333,-173.10465
80.375,-40.84264996
80.417,24.03535004
80.458,97.08935004
80.5,97.43135
80.542,-53.51364996
80.583,21.78635
80.625,140.27435
80.667,135.37535
80.708,23.69635
80.75,77.96435004
80.792,248.88635
80.833,141.71835
80.875,35.22835004
80.917,11.96735
80.958,93.19335004
81,149.8136648
81.042,105.4296648
81.083,41.35766476
81.125,-98.88933524
81.167,-8.07033524
81.208,112.3456648
81.25,89.2086648
81.292,-42.15333524
81.333,-115.7123352
81.375,54.44966476
81.417,159.9106648
81.458,-135.1363352
81.5,19.15666476
81.542,81.84466476
81.583,-5.789335243
81.625,85.9736648
81.667,-214.7933352
81.708,-5.789335243
81.75,125.5106648
81.792,-17.18733524
81.833,-92.37833524
81.875,4.232664757
81.917,-91.09933524
81.958,43.54166476
82,-22.92633712
82.042,48.70166288
82.083,34.3996629
82.125,48.62066288
82.167,66.5816629
82.208,-30.62533712
82.25,-37.33533712
82.292,30.79166288
82.333,-1.371337124
82.375,111.9426629
82.417,-97.06733712
82.458,76.14566288
82.5,45.5406629
82.542,-67.37633712
82.583,28.14666288
82.625,-45.06233712
82.667,25.23866288
82.708,-1.371337124
82.75,-52.18533712
82.792,-23.35533712
82.833,8.850662876
82.875,-7.85933712
82.917,-59.22633712
82.958,59.03466288
83,-31.27702346
83.042,130.0739765
83.083,-44.53602346
83.125,-25.1020235
83.167,-48.53602346
83.208,122.3309765
83.25,124.0529765
83.292,-118.8670235
83.333,-81.53502346
83.375,37.97197654
83.417,78.0009765
83.458,-92.1680235
83.5,73.29197654
83.542,126.2749765
83.583,-97.82602346
83.625,-37.80002346
83.667,-31.16402346
83.708,-3.98802346
83.75,15.90297654
83.792,17.51797654
83.833,9.27897654
83.875,-18.75502346
83.917,25.80197654
83.958,-29.47902346
84,-24.45430497
84.042,35.49269503
84.083,-1.825304971
84.125,133.674695
84.167,-54.16230497
84.208,-17.02530497
84.25,-0.92830497
84.292,20.69469503
84.333,-35.97130497
84.375,-28.85630497
84.417,5.65469503
84.458,42.37269503
84.5,-1.825304971
84.542,77.43769503
84.583,119.852695
84.625,-152.356305
84.667,-55.56130497
84.708,119.528695
84.75,-43.74930497
84.792,31.97669503
84.833,-27.97230497
84.875,2.68669503
84.917,4.03769503
84.958,-21.51530497
85,8.82088842
85.042,3.93988842
85.083,0.31288842
85.125,-18.75611158
85.167,19.77488842
85.208,74.84288842
85.25,-1.650111576
85.292,-51.73311158
85.333,29.23788842
85.375,-1.650111576
85.417,3.664888424
85.458,-61.36711158
85.5,78.76188842
85.542,-1.650111576
85.583,81.46188842
85.625,-13.3261116
85.667,-156.4041116
85.708,0.608888424
85.75,83.89988842
85.792,-34.12811158
85.833,-1.650111576
85.875,-44.26111158
85.917,46.20288842
85.958,9.97388842
86,19.94989914
86.042,22.21789914
86.083,-17.04010086
86.125,-12.95410086
86.167,29.27289914
86.208,22.79389914
86.25,19.13989914
86.292,6.47489914
86.333,9.55689914
86.375,-52.01010087
86.417,-1.633100865
86.458,-1.633100865
86.5,-1.633100865
86.542,32.63389914
86.583,-44.27610086
86.625,7.223899135
86.667,26.84089914
86.708,-37.78810087
86.75,-1.633100865
86.792,44.91789914
86.833,-16.00310087
86.875,24.38189914
86.917,-25.13110086
86.958,14.64489914
87,34.57591291
87.042,24.67891291
87.083,-6.50308709
87.125,1.06391291
87.167,47.94991291
87.208,-28.97608709
87.25,-2.024087089
87.292,-2.024087089
87.333,-58.13508709
87.375,22.89791291
87.417,39.87091291
87.458,8.09791291
87.5,21.06291291
87.542,35.41891291
87.583,-5.98608709
87.625,-62.29608709
87.667,-2.024087089
87.708,-2.024087089
87.75,-3.987087089
87.792,-2.024087089
87.833,-5.431087089
87.875,-3.50708709
87.917,34.40591291
87.958,16.10391291
88,-25.65768615
88.042,-1.69568615
88.083,-54.47268615
88.125,25.71131385
88.167,38.73831385
88.208,30.97531385
88.25,32.22331385
88.292,6.63931385
88.333,5.78731385
88.375,21.17331385
88.417,32.81031385
88.458,-29.97068615
88.5,-1.69568615
88.542,0.41531385
88.583,-29.01468615
88.625,35.22231385
88.667,-4.25268615
88.708,-1.69568615
88.75,-87.06368615
88.792,-74.85768615
88.833,-81.28668615
88.875,75.57031385
88.917,43.95031385
88.958,26.89731385
89,-64.9115186
89.042,2.063481403
89.083,22.5444814
89.125,48.3994814
89.167,-32.5945186
89.208,2.063481403
89.25,34.7824814
89.292,56.3294814
89.333,-33.6765186
89.375,2.063481403
89.417,-47.9035186
89.458,68.3334814
89.5,2.063481403
89.542,110.9124814
89.583,-8.199518597
89.625,2.063481403
89.667,-98.1915186
89.708,6.129481403
89.75,2.063481403
89.792,131.1164814
89.833,-36.1825186
89.875,53.7164814
89.917,-129.7965186
89.958,2.063481403
90,68.5127263
90.042,-31.1012737
90.083,-2.8492737
90.125,9.0877263
90.167,44.6127263
90.208,-12.3672737
90.25,-2.8492737
90.292,-91.4302737
90.333,-2.8492737
90.375,17.6177263
90.417,94.5467263
90.458,-59.4712737
90.5,-2.8492737
90.542,-105.7242737
90.583,5.1247263
90.625,40.9967263
90.667,89.3637263
90.708,-55.6162737
90.75,-128.2912737
90.792,36.9747263
90.833,-2.8492737
90.875,116.0087263
90.917,68.9947263
90.958,50.4287263
91,-76.78331398
91.042,-0.437313983
91.083,47.87168602
91.125,-73.71031398
91.167,-0.437313983
91.208,95.181686
91.25,-72.59731398
91.292,-0.437313983
91.333,-120.283314
91.375,17.16268602
91.417,91.99668602
91.458,-15.29831398
91.5,-174.316314
91.542,18.30268602
91.583,47.22868602
91.625,98.877686
91.667,-21.43731398
91.708,-104.420314
91.75,44.06968602
91.792,-0.437313983
91.833,74.672686
91.875,-28.05431398
91.917,18.05968602
91.958,68.11068602
92,-2.6518096
92.042,66.4511904
92.083,19.6441904
92.125,-74.3908096
92.167,-1.073809597
92.208,23.3251904
92.25,65.4151904
92.292,-72.2358096
92.333,-134.5158096
92.375,-1.073809597
92.417,4.1541904
92.458,53.0431904
92.5,48.0451904
92.542,-56.3328096
92.583,-1.073809597
92.625,-1.073809597
92.667,-25.0858096
92.708,26.6211904
92.75,-11.8888096
92.792,74.1051904
92.833,-65.0818096
92.875,32.9561904
92.917,-1.073809597
92.958,35.9091904
93,-0.20173396
93.042,28.63926604
93.083,27.55426604
93.125,4.146266042
93.167,-0.15773396
93.208,4.71426604
93.25,27.63026604
93.292,-39.36973396
93.333,-0.259733958
93.375,-187.061734
93.417,-0.259733958
93.458,22.03626604
93.5,27.81426604
93.542,-35.14773396
93.583,-116.145734
93.625,-0.259733958
93.667,99.42026604
93.708,78.14426604
93.75,89.95426604
93.792,-79.50073396
93.833,20.07326604
93.875,69.56326604
93.917,20.52826604
93.958,1.84026604
94,4.26779153
94.042,7.41479153
94.083,-36.32420847
94.125,-23.32020847
94.167,10.81579153
94.208,8.17779153
94.25,1.64579153
94.292,-7.43520847
94.333,-23.99120847
94.375,-16.04820847
94.417,47.85879153
94.458,-1.065208469
94.5,-11.35620847
94.542,-12.36120847
94.583,-37.65820847
94.625,-7.72820847
94.667,65.14579153
94.708,-1.065208469
94.75,-31.47120847
94.792,74.97079153
94.833,-61.62820847
94.875,-1.065208469
94.917,171.3597915
94.958,-64.55720847
95,14.12024695
95.042,-15.79275305
95.083,54.41524695
95.125,90.51324695
95.167,-84.07075305
95.208,50.82724695
95.25,-4.76675305
95.292,7.32924695
95.333,-34.87975305
95.375,-18.71875305
95.417,3.04724695
95.458,4.91824695
95.5,5.78924695
95.542,43.28224695
95.583,-4.58075305
95.625,142.919247
95.667,-74.33275305
95.708,11.35924695
95.75,-22.16975305
95.792,-4.58075305
95.833,-31.11575305
95.875,-55.52175305
95.917,-4.58075305
95.958,-89.07775305
96,0.158097032
96.042,18.92809703
96.083,39.90909703
96.125,-103.469903
96.167,0.158097032
96.208,15.38109703
96.25,54.05309703
96.292,14.66909703
96.333,-29.63590297
96.375,-16.43590297
96.417,24.02309703
96.458,17.36409703
96.5,14.99009703
96.542,-6.24290297
96.583,-35.43290297
96.625,19.27009703
96.667,35.60509703
96.708,-18.42590297
96.75,22.69609703
96.792,-52.45090297
96.833,-110.246903
96.875,2.381097032
96.917,68.14909703
96.958,29.63909703
97,115.2182201
97.042,-38.40177992
97.083,-71.09377992
97.125,-11.91577992
97.167,35.79122008
97.208,-30.42577992
97.25,-0.096779919
97.292,-0.096779919
97.333,-125.0937799
97.375,-0.096779919
97.417,17.81422008
97.458,22.37322008
97.5,-62.49877992
97.542,-0.096779919
97.583,-0.096779919
97.625,25.90722008
97.667,16.47622008
97.708,58.22222008
97.75,-23.91177992
97.792,2.310220081
97.833,-7.78277992
97.875,30.69822008
97.917,37.52922008
97.958,-12.02277992
98,28.12723033
98.042,-1.554769672
98.083,-1.554769672
98.125,39.91423033
98.167,-87.66976967
98.208,-26.7297697
98.25,5.000230328
98.292,-1.554769672
98.333,194.7742303
98.375,-75.97376967
98.417,-27.90076967
98.458,-58.28276967
98.5,126.8772303
98.542,-1.554769672
98.583,46.8142303
98.625,-43.72676967
98.667,14.30223033
98.708,-17.52776967
98.75,24.07423033
98.792,47.88923033
98.833,-37.45176967
98.875,-1.30176967
98.917,-4.73976967
98.958,-12.93276967
99,11.20217851
99.042,119.4901785
99.083,-138.3198215
99.125,96.3861785
99.167,-1.9518215
99.208,-79.02782149
99.25,99.86217851
99.292,-1.395821486
99.333,-1.395821486
99.375,113.6271785
99.417,50.5731785
99.458,-89.06082149
99.5,0.576178514
99.542,-1.395821486
99.583,-1.395821486
99.625,88.3111785
99.667,87.8521785
99.708,-269.1988215
99.75,50.23517851
99.792,60.23217851
99.833,18.27117851
99.875,-12.19682149
99.917,-41.52282149
99.958,-34.11482149
100,48.47516298
100.042,-1.624837019
100.083,-1.624837019
100.125,100.835163
100.167,-90.66083702
100.208,118.632163
100.25,-28.65683702
100.292,-73.32583702
100.333,93.669163
100.375,-76.28783702
100.417,78.59916298
100.458,-1.624837019
100.5,-44.43883702
100.542,113.203163
100.583,-34.18683702
100.625,-104.503837
100.667,-1.92283702
100.708,-12.28183702
100.75,27.44816298
100.792,20.95216298
100.833,-13.84083702
100.875,-31.67383702
100.917,-8.57283702
100.958,-51.28483702
101,1.9987786
101.042,0.4057786
101.083,51.7957786
101.125,-36.0122214
101.167,18.3817786
101.208,101.3867786
101.25,-22.2232214
101.292,69.4407786
101.333,-142.7882214
101.375,36.2937786
101.417,116.8757786
101.458,-76.9572214
101.5,68.5157786
101.542,-58.8622214
101.583,19.5167786
101.625,-72.4252214
101.667,44.5507786
101.708,117.2177786
101.75,-138.8872214
101.792,3.5967786
101.833,80.2297786
101.875,58.6637786
101.917,-124.7702214
101.958,79.0637786
102,106.8144505
102.042,-64.92354954
102.083,-127.1235495
102.125,45.58845046
102.167,167.3084505
102.208,-73.81554954
102.25,67.79845046
102.292,-99.01254954
102.333,-30.94054954
102.375,105.0934505
102.417,0.466450463
102.458,15.11645046
102.5,139.0304505
102.542,-53.82154954
102.583,-138.1235495
102.625,-9.45454954
102.667,-28.49454954
102.708,40.08445046
102.75,-23.82054954
102.792,-15.27954954
102.833,-66.02254954
102.875,-38.42354954
102.917,48.86845046
102.958,175.1294505
103,-95.76162855
103.042,77.65737145
103.083,-123.0056286
103.125,61.38537145
103.167,114.6573715
103.208,-92.1646285
103.25,91.6803715
103.292,-85.91462855
103.333,62.91637145
103.375,-101.1166286
103.417,98.27737145
103.458,-44.26562855
103.5,137.6923715
103.542,-197.3656286
103.583,66.10937145
103.625,38.88837145
103.667,-136.5976286
103.708,-31.54062855
103.75,-29.20862855
103.792,3.51437145
103.833,38.50637145
103.875,159.0513715
103.917,-144.3716286
103.958,108.6563715
104,-30.39095134
104.042,-48.74195134
104.083,106.1780487
104.125,29.20004866
104.167,-81.74195134
104.208,53.47004866
104.25,142.8090487
104.292,-91.63095134
104.333,26.51404866
104.375,90.38104866
104.417,-67.92695134
104.458,5.48604866
104.5,-28.58495134
104.542,-29.25495134
104.583,20.07904866
104.625,96.19804866
104.667,-207.9419513
104.708,15.29904866
104.75,5.404048657
104.792,33.40404866
104.833,20.44704866
104.875,-7.514951343
104.917,-103.1859513
104.958,181.9230487
105,69.262538
105.042,-17.94746205
105.083,-82.31546205
105.125,-1.576462046
105.167,7.81153795
105.208,39.02053795
105.25,1.76153795
105.292,-71.20446205
105.333,-9.132462046
105.375,-38.95946205
105.417,-111.0864621
105.458,-94.01346205
105.5,6.237537954
105.542,111.426538
105.583,69.82853795
105.625,-32.21746205
105.667,11.01753795
105.708,22.69053795
105.75,-2.17346205
105.792,19.71053795
105.833,-18.46546205
105.875,-25.89046205
105.917,41.59853795
105.958,-28.55146205
106,-0.910619715
106.042,1.052380285
106.083,-13.02161971
106.125,16.51338029
106.167,36.30838029
106.208,-34.18061972
106.25,-0.910619715
106.292,11.01538029
106.333,-128.5146197
106.375,-0.910619715
106.417,53.01738029
106.458,39.39638029
106.5,36.76338029
106.542,25.93138029
106.583,-80.65361972
106.625,-0.910619715
106.667,26.66438029
106.708,-66.71261972
106.75,54.56238029
106.792,-24.98361972
106.833,47.82338029
106.875,-92.4976197
106.917,67.64738029
106.958,58.50038029
107,-14.60591561
107.042,0.004084389
107.083,12.74408439
107.125,-144.2539156
107.167,0.004084389
107.208,83.93108439
107.25,-21.50191561
107.292,0.004084389
107.333,-149.1219156
107.375,0.004084389
107.417,67.78308439
107.458,53.39408439
107.5,56.67508439
107.542,-36.73291561
107.583,0.004084389
107.625,6.482084389
107.667,58.70608439
107.708,-113.1879156
107.75,-88.85691561
107.792,46.95808439
107.833,0.004084389
107.875,92.67108439
107.917,89.69208439
107.958,24.35308439
108,-21.93548345
108.042,-2.320483454
108.083,-47.68948345
108.125,-34.18448345
108.167,-2.320483454
108.208,-146.2644835
108.25,36.08451655
108.292,84.15951655
108.333,5.41251655
108.375,-68.24248345
108.417,-2.320483454
108.458,0.467516546
108.5,68.82551655
108.542,-91.50248345
108.583,-2.320483454
108.625,7.189516546
108.667,-102.5474835
108.708,160.0465166
108.75,-2.320483454
108.792,141.6025166
108.833,-215.9094835
108.875,66.95551655
108.917,54.03051655
108.958,64.76951655
109,30.07406571
109.042,-24.12493429
109.083,-120.0109343
109.125,49.79206571
109.167,-23.80393429
109.208,-0.568934289
109.25,-0.568934289
109.292,-220.3819343
109.333,4.468065711
109.375,55.01006571
109.417,83.87706571
109.458,-61.37493429
109.5,-0.568934289
109.542,26.59106571
109.583,-38.04193429
109.625,50.85306571
109.667,-52.56893429
109.708,-0.568934289
109.75,-23.91893429
109.792,42.63706571
109.833,126.0220657
109.875,-78.35893429
109.917,27.03806571
109.958,57.41106571
110,45.33967648
110.042,17.56267648
110.083,-72.11232352
110.125,-2.178323519
110.167,-2.178323519
110.208,-70.01032352
110.25,78.48567648
110.292,-21.10432352
110.333,-2.178323519
110.375,33.81367648
110.417,-73.79332352
110.458,-2.178323519
110.5,-2.178323519
110.542,21.41367648
110.583,-108.6943235
110.625,9.011676481
110.667,97.04567648
110.708,69.67267648
110.75,42.18367648
110.792,-33.72932352
110.833,-2.178323519
110.875,21.34267648
110.917,-21.36132352
110.958,40.79167648
111,18.37828549
111.042,8.12228549
111.083,-20.90071451
111.125,8.243285489
111.167,11.73228549
111.208,12.46328549
111.25,12.90128549
111.292,-20.69171451
111.333,-130.7997145
111.375,-2.358714511
111.417,22.57628549
111.458,-23.91371451
111.5,-2.358714511
111.542,-2.358714511
111.583,-49.98771451
111.625,0.421285489
111.667,15.58628549
111.708,61.51028549
111.75,-45.22771451
111.792,8.863285489
111.833,36.26228549
111.875,23.77628549
111.917,36.05128549
111.958,39.44128549
112,-6.48679083
112.042,38.46120917
112.083,-8.18879083
112.125,0.189209165
112.167,-49.52079084
112.208,-4.373790835
112.25,-4.373790835
112.292,-174.5637908
112.333,-116.9117908
112.375,45.62020917
112.417,89.46320917
112.458,21.83420917
112.5,48.66720917
112.542,34.06520917
112.583,-23.72279084
112.625,-181.6107908
112.667,-4.373790835
112.708,-4.373790835
112.75,-4.373790835
112.792,114.5262092
112.833,69.22420917
112.875,86.98120917
112.917,76.35620917
112.958,-27.89079084
113,-125.7533582
113.042,28.83164178
113.083,86.98364178
113.125,92.9336418
113.167,-38.95035822
113.208,-26.09835822
113.25,9.910641775
113.292,0.984641775
113.333,0.984641775
113.375,102.0046418
113.417,20.05864178
113.458,55.0196418
113.5,-93.38435822
113.542,-82.77935823
113.583,7.169641775
113.625,47.37764178
113.667,87.36964178
113.708,-28.89435823
113.75,-179.2333582
113.792,0.984641775
