 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
  297.9042,     13.05,      0.40,    327.66,
  297.9462,     13.06,      0.40,    327.66,
  297.9879,     13.07,      0.40,    327.66,
  298.0292,     13.07,      0.40,    327.66,
  298.0712,     13.06,      0.40,    327.66,
  298.1128,     13.05,      0.40,    327.66,
  298.1549,     13.05,      0.40,    327.66,
  298.1962,     13.04,      0.40,    327.66,
  298.2381,     13.03,      0.40,    327.66,
  298.2799,     13.03,      0.40,    327.66,
  298.3212,     13.03,      0.40,    327.66,
  298.3631,     13.02,      0.40,    327.66,
  298.4049,     13.00,      0.40,    327.66,
  298.4462,     12.98,      0.40,    327.66,
  298.4883,     12.98,      0.40,    327.66,
  298.5299,     13.00,      0.40,    327.66,
  298.5719,     12.99,      0.40,    327.66,
  298.6130,     12.96,      0.40,    327.66,
  298.6549,     12.96,      0.40,    327.66,
  298.6969,     12.99,      0.40,    327.66,
  298.7381,     13.03,      0.40,    327.66,
  298.7801,     13.05,      0.40,    327.66,
  298.8218,     13.12,      0.40,    327.66,
  298.8635,     13.15,      0.40,    327.66,
  298.9049,     13.05,      0.40,    327.66,
  298.9469,     13.03,      0.40,    327.66,
  298.9886,     13.08,      0.40,    327.66,
  299.0306,     13.09,      0.40,    327.66,
  299.0719,     13.14,      0.40,    327.66,
  299.1136,     13.23,      0.40,    327.66,
  299.1556,     13.31,      0.40,    327.66,
  299.1969,     13.34,      0.40,    327.66,
  299.2386,     13.32,      0.40,    327.66,
  299.2806,     13.12,      0.40,    327.66,
  299.3219,     12.90,      0.40,    327.66,
  299.3639,     12.77,      0.40,    327.66,
  299.4056,     12.75,      0.40,    327.66,
  299.4476,     12.78,      0.40,    327.66,
  299.4889,     12.85,      0.40,    327.66,
  299.5306,     12.90,      0.40,    327.66,
  299.5726,     12.91,      0.40,    327.66,
  299.6139,     12.96,      0.40,    327.66,
  299.6555,     13.03,      0.40,    327.66,
  299.6976,     13.05,      0.40,    327.66,
  299.7390,     13.08,      0.40,    327.66,
  299.7806,     13.10,      0.40,    327.66,
  299.8225,     13.12,      0.40,    327.66,
  299.8645,     13.13,      0.40,    327.66,
  299.9061,     13.15,      0.40,    327.66,
  299.9476,     13.17,      0.40,    327.66,
  299.9892,     13.20,      0.40,    327.66,
  300.0313,     13.22,      0.40,    327.66,
  300.0726,     13.21,      0.40,    327.66,
  300.1145,     13.17,      0.40,    327.66,
  300.1562,     13.12,      0.40,    327.66,
  300.1976,     13.08,      0.40,    327.66,
  300.2397,     13.06,      0.40,    327.66,
  300.2813,     13.04,      0.40,    327.66,
  300.3233,     13.04,      0.40,    327.66,
  300.3646,     13.04,      0.40,    327.66,
  300.4063,     13.04,      0.40,    327.66,
  300.4483,     13.03,      0.40,    327.66,
  300.4896,     13.02,      0.40,    327.66,
  300.5313,     13.00,      0.40,    327.66,
  300.5733,     12.99,      0.40,    327.66,
  300.6146,     12.97,      0.40,    327.66,
  300.6563,     12.94,      0.40,    327.66,
  300.6983,     12.91,      0.40,    327.66,
  300.7396,     12.94,      1.08,    327.66,
  300.7818,     13.01,      1.80,    327.66,
  300.8232,     13.04,      1.79,    327.66,
  300.8650,     13.06,      0.40,    327.66,
  300.9070,     13.07,      0.40,    327.66,
  300.9482,     13.13,      0.40,    327.66,
  300.9900,     13.25,      0.40,    327.66,
  301.0320,     13.33,      0.40,    327.66,
  301.0733,     13.36,      0.40,    327.66,
  301.1154,     13.33,      0.40,    327.66,
  301.1570,     13.23,      0.40,    327.66,
  301.1990,     13.11,      0.40,    327.66,
  301.2403,     13.01,      0.40,    327.66,
  301.2823,     12.94,      0.40,    327.66,
  301.3240,     12.90,      0.40,    327.66,
  301.3653,     12.88,      0.40,    327.66,
  301.4074,     12.91,      0.40,    327.66,
  301.4490,     12.95,      0.40,    327.66,
  301.4904,     12.98,      0.40,    327.66,
  301.5320,     13.01,      0.40,    327.66,
  301.5740,     13.01,      0.40,    327.66,
  301.6159,     13.00,      0.40,    327.66,
  301.6577,     12.99,      0.40,    327.66,
  301.6990,     12.99,      0.41,    327.66,
  301.7409,     13.08,      3.50,    327.66,
  301.7824,     13.37,     49.83,    327.66,
  301.8243,     13.30,     15.04,    327.66,
  301.8655,     13.37,     50.68,    327.66,
  301.9072,     13.32,      3.11,    327.66,
  301.9494,     13.30,      0.40,    327.66,
  301.9907,     13.26,      0.40,    327.66,
  302.0327,     13.22,      0.40,    327.66,
  302.0747,     13.20,      0.40,    327.66,
  302.1157,     13.19,      0.40,    327.66,
  302.1577,     13.19,      0.40,    327.66,
  302.1997,     13.17,      0.40,    327.66,
  302.2414,     13.15,      0.40,    327.66,
  302.2827,     13.11,      0.40,    327.66,
  302.3247,     13.08,      0.40,    327.66,
  302.3663,     13.05,      0.40,    327.66,
  302.4077,     13.04,      0.40,    327.66,
  302.4497,     13.03,      0.40,    327.66,
  302.4913,     13.04,      0.40,    327.66,
  302.5333,     13.04,      0.40,    327.66,
  302.5747,     13.05,      0.40,    327.66,
  302.6164,     13.05,      0.40,    327.66,
  302.6583,     13.05,      0.40,    327.66,
  302.6997,     13.04,      0.40,    327.66,
  302.7412,     13.04,      0.40,    327.66,
  302.7833,     13.04,      0.40,    327.66,
  302.8247,     13.05,      0.40,    327.66,
  302.8669,     13.05,      0.40,    327.66,
  302.9083,     13.05,      0.40,    327.66,
  302.9503,     13.04,      0.40,    327.66,
  302.9919,     13.03,      0.40,    327.66,
  303.0333,     13.03,      0.40,    327.66,
  303.0753,     13.03,      0.40,    327.66,
  303.1168,     13.03,      0.40,    327.66,
  303.1583,     13.03,      0.40,    327.66,
  303.2003,     13.04,      0.40,    327.66,
  303.2418,     13.05,      0.40,    327.66,
  303.2833,     13.06,      0.40,    327.66,
  303.3253,     13.06,      0.40,    327.66,
  303.3668,     13.05,      0.40,    327.66,
  303.4090,     13.05,      0.40,    327.66,
  303.4503,     13.05,      0.40,    327.66,
  303.4924,     13.04,      0.40,    327.66,
  303.5340,     13.05,      0.40,    327.66,
  303.5753,     13.05,      0.40,    327.66,
  303.6171,     13.06,      0.40,    327.66,
  303.6590,     13.06,      0.40,    327.66,
  303.7003,     13.05,      0.40,    327.66,
  303.7421,     13.04,      0.40,    327.66,
  303.7840,     13.02,      0.40,    327.66,
  303.8260,     13.00,      0.40,    327.66,
  303.8674,     12.99,      0.40,    327.66,
  303.9090,     13.00,      0.40,    327.66,
  303.9510,     13.04,      0.40,    327.66,
  303.9926,     13.07,      0.40,    327.66,
  304.0340,     13.09,      0.40,    327.66,
  304.0760,     13.15,      0.40,    327.66,
  304.1179,     13.25,      0.40,    327.66,
  304.1596,     13.32,      0.40,    327.66,
  304.2010,     13.35,      0.40,    327.66,
  304.2429,     13.36,      0.40,    327.66,
  304.2847,     13.36,      0.40,    327.66,
  304.3260,     13.28,      0.40,    327.66,
  304.3679,     13.08,      0.40,    327.66,
  304.4097,     12.92,      0.40,    327.66,
  304.4510,     12.84,      0.40,    327.66,
  304.4930,     12.80,      0.40,    327.66,
  304.5345,     12.80,      0.40,    327.66,
  304.5760,     12.82,      0.40,    327.66,
  304.6179,     12.84,      0.40,    327.66,
  304.6600,     12.91,      0.40,    327.66,
  304.7013,     13.00,      0.40,    327.66,
  304.7434,     13.07,      0.40,    327.66,
  304.7847,     13.16,      0.40,    327.66,
  304.8267,     13.20,      0.40,    327.66,
  304.8680,     13.21,      0.40,    327.66,
  304.9102,     13.22,      0.40,    327.66,
  304.9517,     13.23,      0.40,    327.66,
  304.9932,     13.25,      0.40,    327.66,
  305.0347,     13.26,      0.40,    327.66,
  305.0767,     13.22,      0.40,    327.66,
  305.1184,     13.22,      0.40,    327.66,
  305.1604,     13.22,      0.40,    327.66,
  305.2017,     13.23,      0.40,    327.66,
  305.2435,     13.21,      0.40,    327.66,
  305.2854,     13.16,      0.40,    327.66,
  305.3267,     13.14,      0.40,    327.66,
  305.3685,     13.16,      3.50,    327.66,
  305.4101,     13.38,     51.77,    327.66,
  305.4519,     13.38,     53.56,    327.66,
  305.4936,     13.37,     54.27,    327.66,
  305.5354,     13.34,     58.65,    327.66,
  305.5770,     13.30,     54.38,    327.66,
  305.6188,     13.28,     56.81,    327.66,
  305.6602,     13.26,     55.32,    327.66,
  305.7019,     13.24,     55.88,    327.66,
  305.7438,     13.22,     53.73,    327.66,
  305.7856,     13.21,     53.51,    327.66,
  305.8271,     13.19,     53.78,    327.66,
  305.8687,     13.18,     51.52,    327.66,
  305.9107,     13.15,      3.02,    327.66,
  305.9524,     13.13,      0.40,    327.66,
  305.9943,     13.11,      0.40,    327.66,
  306.0361,     13.10,      0.40,    327.66,
  306.0774,     13.12,      0.40,    327.66,
  306.1191,     13.13,      0.40,    327.66,
  306.1611,     13.17,      0.40,    327.66,
  306.2024,     13.19,      0.40,    327.66,
  306.2442,     13.20,      0.40,    327.66,
  306.2861,     13.21,      0.40,    327.66,
  306.3274,     13.21,      0.40,    327.66,
  306.3692,     13.21,      0.40,    327.66,
  306.4110,     13.20,      0.40,    327.66,
  306.4531,     13.18,      0.40,    327.66,
  306.4949,     13.15,      0.40,    327.66,
  306.5360,     13.11,      0.40,    327.66,
  306.5781,     13.08,      0.40,    327.66,
  306.6199,     13.06,      0.40,    327.66,
  306.6617,     13.05,      0.40,    327.66,
  306.7031,     13.06,      0.40,    327.66,
  306.7449,     13.07,      1.01,    327.66,
  306.7861,     13.10,      2.31,    327.66,
  306.8281,     13.09,      0.71,    327.66,
  306.8700,     13.08,      0.45,    327.66,
  306.9118,     13.07,      0.40,    327.66,
  306.9531,     13.07,      0.40,    327.66,
  306.9950,     13.06,      0.40,    327.66,
  307.0366,     13.06,      0.40,    327.66,
  307.0781,     13.06,      0.40,    327.66,
  307.1203,     13.07,      0.40,    327.66,
  307.1618,     13.08,      0.40,    327.66,
  307.2031,     13.09,      0.40,    327.66,
  307.2453,     13.10,      0.40,    327.66,
  307.2868,     13.12,      0.40,    327.66,
  307.3288,     13.12,      0.40,    327.66,
  307.3703,     13.13,      0.40,    327.66,
  307.4118,     13.13,      0.40,    327.66,
  307.4538,     13.13,      0.40,    327.66,
  307.4952,     13.14,      0.40,    327.66,
  307.5368,     13.14,      0.40,    327.66,
  307.5788,     13.15,      0.40,    327.66,
  307.6202,     13.15,      0.40,    327.66,
  307.6618,     13.15,      0.40,    327.66,
  307.7038,     13.14,      0.40,    327.66,
  307.7453,     13.12,      0.40,    327.66,
  307.7875,     13.10,      0.40,    327.66,
  307.8288,     13.09,      0.40,    327.66,
  307.8704,     13.09,      0.40,    327.66,
  307.9125,     13.09,      0.40,    327.66,
  307.9538,     13.09,      0.40,    327.66,
  307.9960,     13.10,      0.40,    327.66,
  308.0375,     13.10,      0.40,    327.66,
  308.0788,     13.10,      0.40,    327.66,
  308.1205,     13.11,      0.40,    327.66,
  308.1625,     13.10,      0.40,    327.66,
  308.2045,     13.10,      0.40,    327.66,
  308.2461,     13.08,      0.40,    327.66,
  308.2875,     13.08,      0.40,    327.66,
  308.3295,     13.07,      0.40,    327.66,
  308.3710,     13.06,      0.40,    327.66,
  308.4125,     13.06,      0.40,    327.66,
  308.4545,     13.06,      0.40,    327.66,
  308.4960,     13.06,      0.40,    327.66,
  308.5375,     13.06,      0.40,    327.66,
  308.5795,     13.06,      0.40,    327.66,
  308.6216,     13.10,      3.48,    327.66,
  308.6628,     13.27,     46.77,    327.66,
  308.7044,     13.30,     49.08,    327.66,
  308.7461,     13.32,     50.48,    327.66,
  308.7881,     13.33,     51.09,    327.66,
  308.8295,     13.33,     51.35,    327.66,
  308.8713,     13.34,     51.39,    327.66,
  308.9128,     13.34,     47.54,    327.66,
  308.9550,     13.34,      2.85,    327.66,
  308.9962,     13.31,      0.40,    327.66,
  309.0382,     13.26,      0.40,    327.66,
  309.0802,     13.21,      0.40,    327.66,
  309.1219,     13.18,      0.40,    327.66,
  309.1632,     13.15,      0.40,    327.66,
  309.2052,     13.14,      0.40,    327.66,
  309.2469,     13.13,      0.40,    327.66,
  309.2882,     13.13,      0.40,    327.66,
  309.3302,     13.12,      0.40,    327.66,
  309.3719,     13.12,      0.40,    327.66,
  309.4132,     13.11,      0.40,    327.66,
  309.4552,     13.11,      0.40,    327.66,
  309.4969,     13.12,      0.40,    327.66,
  309.5389,     13.12,      0.40,    327.66,
  309.5802,     13.12,      0.40,    327.66,
  309.6218,     13.12,      0.40,    327.66,
  309.6639,     13.11,      0.40,    327.66,
  309.7052,     13.15,      3.58,    327.66,
  309.7471,     13.34,     45.47,    327.66,
  309.7887,     13.36,     48.38,    327.66,
  309.8305,     13.37,     47.12,    327.66,
  309.8721,     13.37,     47.51,    327.66,
  309.9138,     13.36,     49.00,    327.66,
  309.9553,     13.36,     42.37,    327.66,
  309.9973,     13.36,     36.99,    327.66,
  310.0393,     13.35,      2.58,    327.66,
  310.0809,     13.32,      0.40,    327.66,
  310.1226,     13.27,      0.40,    327.66,
  310.1639,     13.21,      0.40,    327.66,
  310.2059,     13.18,      0.40,    327.66,
  310.2476,     13.16,      0.40,    327.66,
  310.2889,     13.15,      0.40,    327.66,
  310.3309,     13.14,      0.40,    327.66,
  310.3727,     13.14,      0.40,    327.66,
  310.4146,     13.14,      0.40,    327.66,
  310.4559,     13.14,      0.40,    327.66,
  310.4975,     13.14,      0.40,    327.66,
  310.5396,     13.14,      0.40,    327.66,
  310.5809,     13.14,      0.40,    327.66,
  310.6231,     13.14,      0.40,    327.66,
  310.6646,     13.14,      0.40,    327.66,
  310.7059,     13.18,      3.74,    327.66,
  310.7479,     13.37,     54.84,    327.66,
  310.7894,     13.39,     57.04,    327.66,
  310.8312,     13.40,     57.35,    327.66,
  310.8728,     13.39,     56.39,    327.66,
  310.9149,     13.39,     37.04,    327.66,
  310.9566,     13.39,     39.04,    327.66,
  310.9983,     13.40,     38.30,    327.66,
  311.0399,     13.40,     19.35,    327.66,
  311.0816,     13.40,      0.40,    327.66,
  311.1231,     13.37,      0.79,    327.66,
  311.1653,     13.31,      0.40,    327.66,
  311.2066,     13.24,      0.40,    327.66,
  311.2481,     13.18,      0.40,    327.66,
  311.2903,     13.15,      0.40,    327.66,
  311.3316,     13.14,      0.40,    327.66,
  311.3738,     13.12,      0.40,    327.66,
  311.4153,     13.11,      0.40,    327.66,
  311.4566,     13.10,      0.40,    327.66,
  311.4987,     13.09,      0.40,    327.66,
  311.5403,     13.11,      0.40,    327.66,
  311.5823,     13.12,      0.40,    327.66,
  311.6237,     13.12,      0.40,    327.66,
  311.6653,     13.11,      0.40,    327.66,
  311.7073,     13.10,      0.40,    327.66,
  311.7487,     13.09,      0.40,    327.66,
  311.7903,     13.09,      0.40,    327.66,
  311.8323,     13.10,      0.40,    327.66,
  311.8737,     13.12,      0.40,    327.66,
  311.9153,     13.14,      0.40,    327.66,
  311.9573,     13.15,      0.40,    327.66,
  311.9987,     13.16,      0.40,    327.66,
  312.0410,     13.16,      0.40,    327.66,
  312.0823,     13.15,      0.40,    327.66,
  312.1240,     13.14,      0.40,    327.66,
  312.1660,     13.12,      0.40,    327.66,
  312.2073,     13.12,      0.40,    327.66,
  312.2490,     13.11,      0.40,    327.66,
  312.2910,     13.12,      0.40,    327.66,
  312.3323,     13.12,      0.40,    327.66,
  312.3740,     13.12,      0.40,    327.66,
  312.4160,     13.12,      0.40,    327.66,
  312.4580,     13.12,      0.40,    327.66,
  312.4996,     13.13,      0.40,    327.66,
  312.5410,     13.13,      0.40,    327.66,
  312.5830,     13.13,      0.40,    327.66,
  312.6246,     13.13,      0.40,    327.66,
  312.6660,     13.13,      0.40,    327.66,
  312.7080,     13.13,      0.40,    327.66,
  312.7495,     13.12,      0.40,    327.66,
  312.7910,     13.12,      0.40,    327.66,
  312.8330,     13.12,      0.40,    327.66,
  312.8745,     13.12,      0.40,    327.66,
  312.9167,     13.13,      0.40,    327.66,
  312.9580,     13.13,      0.40,    327.66,
  312.9995,     13.14,      0.40,    327.66,
  313.0417,     13.16,      0.40,    327.66,
  313.0830,     13.17,      0.40,    327.66,
  313.1247,     13.19,      0.40,    327.66,
  313.1667,     13.20,      0.40,    327.66,
  313.2080,     13.20,      0.40,    327.66,
  313.2496,     13.21,      0.40,    327.66,
  313.2917,     13.22,      0.79,    327.66,
  313.3330,     13.21,      0.40,    327.66,
  313.3750,     13.21,      1.01,    327.66,
  313.4167,     13.21,      1.01,    327.66,
  313.4583,     13.20,      1.26,    327.66,
  313.5000,     13.19,      0.97,    327.66,
  313.5417,     13.18,      0.97,    327.66,
  313.5833,     13.17,      0.61,    327.66,
  313.6250,     13.18,      0.49,    327.66,
  313.6667,     13.16,      0.49,    327.66,
  313.7085,     13.18,      0.90,    327.66,
  313.7500,     13.19,      6.33,    327.66,
  313.7920,     13.24,      0.87,    327.66,
  313.8335,     13.18,      0.77,    327.66,
  313.8752,     13.15,      0.40,    327.66,
  313.9170,     13.14,      0.40,    327.66,
  313.9585,     13.14,      0.40,    327.66,
  314.0007,     13.15,      0.40,    327.66,
  314.0420,     13.16,      0.40,    327.66,
  314.0838,     13.15,      0.40,    327.66,
  314.1257,     13.14,      0.40,    327.66,
  314.1670,     13.13,      0.40,    327.66,
  314.2088,     13.13,      0.40,    327.66,
  314.2505,     13.13,      0.40,    327.66,
  314.2927,     13.13,      0.40,    327.66,
  314.3338,     13.13,      0.40,    327.66,
  314.3757,     13.13,      0.40,    327.66,
  314.4177,     13.13,      0.40,    327.66,
  314.4591,     13.14,      0.40,    327.66,
  314.5007,     13.14,      0.40,    327.66,
  314.5427,     13.16,      3.69,    327.66,
  314.5841,     13.41,     49.32,    327.66,
  314.6258,     13.43,     50.20,    327.66,
  314.6674,     13.44,     50.12,    327.66,
  314.7092,     13.45,     50.72,    327.66,
  314.7511,     13.45,     53.58,    327.66,
  314.7927,     13.45,     51.37,    327.66,
  314.8343,     13.43,      4.02,    327.66,
  314.8761,     13.40,      0.87,    327.66,
  314.9177,     13.33,      0.50,    327.66,
  314.9596,     13.25,      0.40,    327.66,
  315.0014,     13.22,      0.44,    327.66,
  315.0427,     13.20,      0.40,    327.66,
  315.0847,     13.20,      0.40,    327.66,
  315.1264,     13.19,      0.40,    327.66,
  315.1684,     13.17,      0.40,    327.66,
  315.2097,     13.18,      0.81,    327.66,
  315.2514,     13.18,      2.05,    327.66,
  315.2934,     13.16,      0.40,    327.66,
  315.3347,     13.14,      0.40,    327.66,
  315.3764,     13.15,      0.40,    327.66,
  315.4184,     13.15,      0.40,    327.66,
  315.4601,     13.19,      7.23,    327.66,
  315.5015,     13.45,     54.35,    327.66,
  315.5435,     13.45,     56.35,    327.66,
  315.5849,     13.47,     53.39,    327.66,
  315.6265,     13.47,     53.27,    327.66,
  315.6685,     13.47,     53.67,    327.66,
  315.7103,     13.46,     53.57,    327.66,
  315.7518,     13.46,     55.43,    327.66,
  315.7936,     13.46,     46.57,    327.66,
  315.8350,     13.42,      2.89,    327.66,
  315.8771,     13.39,      0.40,    327.66,
  315.9184,     13.35,      0.40,    327.66,
  315.9605,     13.31,      0.40,    327.66,
  316.0021,     13.28,      0.40,    327.66,
  316.0441,     13.26,      0.40,    327.66,
  316.0854,     13.25,      0.40,    327.66,
  316.1271,     13.23,      0.40,    327.66,
  316.1691,     13.21,      0.40,    327.66,
  316.2103,     13.19,      0.40,    327.66,
  316.2521,     13.18,      0.40,    327.66,
  316.2941,     13.18,      0.42,    327.66,
  316.3358,     13.18,      0.76,    327.66,
  316.3778,     13.19,      0.40,    327.66,
  316.4191,     13.18,      0.40,    327.66,
  316.4607,     13.17,      0.40,    327.66,
  316.5028,     13.17,      0.40,    327.66,
  316.5441,     13.17,      0.40,    327.66,
  316.5857,     13.17,      0.40,    327.66,
  316.6278,     13.17,      0.40,    327.66,
  316.6691,     13.17,      0.40,    327.66,
  316.7107,     13.18,      3.38,    327.66,
  316.7526,     13.45,     54.62,    327.66,
  316.7943,     13.45,     54.49,    327.66,
  316.8359,     13.46,      3.16,    327.66,
  316.8778,     13.44,      0.40,    327.66,
  316.9198,     13.37,      0.40,    327.66,
  316.9610,     13.28,      0.40,    327.66,
  317.0028,     13.25,      0.67,    327.66,
  317.0448,     13.20,      0.40,    327.66,
  317.0863,     13.20,      0.40,    327.66,
  317.1278,     13.19,      0.40,    327.66,
  317.1698,     13.18,      0.40,    327.66,
  317.2113,     13.17,      0.40,    327.66,
  317.2535,     13.18,      0.48,    327.66,
  317.2948,     13.19,      0.98,    327.66,
  317.3363,     13.20,      0.78,    327.66,
  317.3785,     13.19,      1.45,    327.66,
  317.4198,     13.20,      1.23,    327.66,
  317.4617,     13.19,      0.40,    327.66,
  317.5035,     13.19,      0.79,    327.66,
  317.5448,     13.16,      0.45,    327.66,
  317.5867,     13.16,      0.40,    327.66,
  317.6285,     13.17,      0.47,    327.66,
  317.6705,     13.18,      0.40,    327.66,
  317.7117,     13.20,      3.43,    327.66,
  317.7534,     13.45,     54.38,    327.66,
  317.7949,     13.47,     48.26,    327.66,
  317.8370,     13.46,      3.50,    327.66,
  317.8785,     13.43,      0.68,    327.66,
  317.9205,     13.35,      0.85,    327.66,
  317.9620,     13.28,      0.89,    327.66,
  318.0035,     13.23,      0.63,    327.66,
  318.0455,     13.20,      0.40,    327.66,
  318.0869,     13.21,      0.40,    327.66,
  318.1292,     13.21,      0.40,    327.66,
  318.1705,     13.21,      0.40,    327.66,
  318.2119,     13.20,      0.40,    327.66,
  318.2542,     13.20,      0.40,    327.66,
  318.2955,     13.19,      0.40,    327.66,
  318.3375,     13.18,      0.40,    327.66,
  318.3794,     13.18,      0.40,    327.66,
  318.4205,     13.19,      0.40,    327.66,
  318.4625,     13.20,      0.40,    327.66,
  318.5042,     13.20,      0.40,    327.66,
  318.5462,     13.20,      0.40,    327.66,
  318.5874,     13.20,      0.40,    327.66,
  318.6292,     13.20,      0.40,    327.66,
  318.6712,     13.21,      0.50,    327.66,
  318.7124,     13.23,      1.60,    327.66,
  318.7542,     13.25,      2.27,    327.66,
  318.7962,     13.26,      2.28,    327.66,
  318.8380,     13.25,      1.26,    327.66,
  318.8792,     13.22,      0.48,    327.66,
  318.9212,     13.20,      0.40,    327.66,
  318.9630,     13.20,      0.40,    327.66,
  319.0049,     13.20,      0.40,    327.66,
  319.0462,     13.20,      0.40,    327.66,
  319.0876,     13.20,      0.40,    327.66,
  319.1299,     13.20,      0.40,    327.66,
  319.1712,     13.19,      0.40,    327.66,
  319.2133,     13.18,      0.40,    327.66,
  319.2549,     13.18,      0.40,    327.66,
  319.2962,     13.18,      0.40,    327.66,
  319.3382,     13.17,      0.40,    327.66,
  319.3799,     13.17,      0.40,    327.66,
  319.4219,     13.17,      0.40,    327.66,
  319.4632,     13.17,      0.40,    327.66,
  319.5049,     13.18,      0.40,    327.66,
  319.5469,     13.18,      0.40,    327.66,
  319.5882,     13.18,      0.40,    327.66,
  319.6302,     13.19,      0.40,    327.66,
  319.6718,     13.21,      0.67,    327.66,
  319.7136,     13.23,      4.45,    327.66,
  319.7550,     13.47,     48.44,    327.66,
  319.7966,     13.49,     48.32,    327.66,
  319.8383,     13.48,      3.10,    327.66,
  319.8806,     13.46,      0.46,    327.66,
  319.9219,     13.40,      0.40,    327.66,
  319.9635,     13.30,      0.40,    327.66,
  320.0056,     13.25,      0.40,    327.66,
  320.0469,     13.24,      0.40,    327.66,
  320.0891,     13.24,      0.40,    327.66,
  320.1306,     13.24,      0.40,    327.66,
  320.1719,     13.23,      0.40,    327.66,
  320.2140,     13.22,      0.40,    327.66,
  320.2556,     13.24,      1.12,    327.66,
  320.2976,     13.24,      1.51,    327.66,
  320.3390,     13.25,      1.02,    327.66,
  320.3806,     13.24,      1.58,    327.66,
  320.4226,     13.25,      1.60,    327.66,
  320.4639,     13.25,      1.87,    327.66,
  320.5056,     13.27,      4.19,    327.66,
  320.5476,     13.28,      0.46,    327.66,
  320.5888,     13.24,      1.10,    327.66,
  320.6312,     13.24,      1.67,    327.66,
  320.6726,     13.24,      1.64,    327.66,
  320.7144,     13.24,      1.23,    327.66,
  320.7557,     13.22,      0.43,    327.66,
  320.7976,     13.20,      0.40,    327.66,
  320.8392,     13.20,      0.40,    327.66,
  320.8807,     13.22,      0.40,    327.66,
  320.9229,     13.23,      0.40,    327.66,
  320.9643,     13.24,      0.40,    327.66,
  321.0063,     13.24,      0.40,    327.66,
  321.0476,     13.24,      0.40,    327.66,
  321.0894,     13.24,      0.40,    327.66,
  321.1313,     13.24,      0.40,    327.66,
  321.1733,     13.23,      0.40,    327.66,
  321.2144,     13.22,      0.40,    327.66,
  321.2563,     13.21,      0.56,    327.66,
  321.2983,     13.23,      1.04,    327.66,
  321.3394,     13.24,      1.31,    327.66,
  321.3813,     13.22,      0.40,    327.66,
  321.4233,     13.21,      0.40,    327.66,
  321.4651,     13.20,      0.41,    327.66,
  321.5063,     13.22,      1.13,    327.66,
  321.5483,     13.23,      1.02,    327.66,
  321.5901,     13.22,      0.79,    327.66,
  321.6320,     13.19,      0.40,    327.66,
  321.6733,     13.18,      0.40,    327.66,
  321.7147,     13.21,      1.93,    327.66,
  321.7566,     13.23,      0.40,    327.66,
  321.7984,     13.23,      3.08,    327.66,
  321.8400,     13.32,     38.88,    327.66,
  321.8818,     13.25,      2.98,    327.66,
  321.9233,     13.16,      0.40,    327.66,
  321.9651,     13.14,      0.40,    327.66,
  322.0070,     13.16,      0.40,    327.66,
  322.0490,     13.18,      0.40,    327.66,
  322.0901,     13.20,      0.40,    327.66,
  322.1320,     13.21,      0.40,    327.66,
  322.1740,     13.23,      0.40,    327.66,
  322.2157,     13.24,      0.40,    327.66,
  322.2570,     13.25,      0.40,    327.66,
  322.2990,     13.25,      0.40,    327.66,
  322.3407,     13.25,      0.40,    327.66,
  322.3820,     13.24,      0.40,    327.66,
  322.4240,     13.23,      0.40,    327.66,
  322.4657,     13.23,      0.40,    327.66,
  322.5077,     13.22,      0.40,    327.66,
  322.5490,     13.22,      0.40,    327.66,
  322.5907,     13.23,      0.40,    327.66,
  322.6327,     13.23,      0.40,    327.66,
  322.6740,     13.24,      0.40,    327.66,
  322.7157,     13.37,     28.49,    327.66,
  322.7573,     13.50,     50.41,    327.66,
  322.7990,     13.41,     24.41,    327.66,
  322.8408,     13.15,      0.40,    327.66,
  322.8828,     13.14,      0.40,    327.66,
  322.9247,     13.14,      0.40,    327.66,
  322.9663,     13.15,      0.40,    327.66,
  323.0077,     13.17,      0.40,    327.66,
  323.0497,     13.18,      0.40,    327.66,
  323.0911,     13.20,      0.40,    327.66,
  323.1327,     13.21,      0.40,    327.66,
  323.1747,     13.22,      0.40,    327.66,
  323.2160,     13.22,      0.40,    327.66,
  323.2577,     13.22,      0.40,    327.66,
  323.2997,     13.22,      0.40,    327.66,
  323.3410,     13.22,      0.40,    327.66,
  323.3833,     13.21,      0.40,    327.66,
  323.4247,     13.21,      0.40,    327.66,
  323.4667,     13.21,      0.40,    327.66,
  323.5083,     13.21,      0.40,    327.66,
  323.5497,     13.21,      0.40,    327.66,
  323.5917,     13.21,      0.40,    327.66,
  323.6333,     13.22,      0.40,    327.66,
  323.6747,     13.22,      0.40,    327.66,
  323.7163,     13.26,      3.29,    327.66,
  323.7582,     13.49,     51.12,    327.66,
  323.7999,     13.46,     50.32,    327.66,
  323.8420,     13.21,      3.06,    327.66,
  323.8833,     13.19,      0.40,    327.66,
  323.9253,     13.19,      0.40,    327.66,
  323.9667,     13.22,      0.40,    327.66,
  324.0083,     13.22,      0.40,    327.66,
  324.0503,     13.24,      0.40,    327.66,
  324.0921,     13.27,      0.40,    327.66,
  324.1333,     13.31,      0.40,    327.66,
  324.1753,     13.33,      0.40,    327.66,
  324.2172,     13.34,      0.40,    327.66,
  324.2590,     13.34,      0.40,    327.66,
