 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
  100.4963,      9.75,      0.40,    327.66,
  100.5382,      9.76,      3.20,    327.66,
  100.5799,      9.80,     47.83,    327.66,
  100.6215,      9.80,     49.89,    327.66,
  100.6632,      9.82,     56.40,    327.66,
  100.7048,      9.82,     56.49,    327.66,
  100.7464,      9.82,     56.57,    327.66,
  100.7883,      9.82,     56.33,    327.66,
  100.8300,      9.81,     56.70,    327.66,
  100.8717,      9.81,     56.70,    327.66,
  100.9134,      9.81,     56.71,    327.66,
  100.9552,      9.80,     56.57,    327.66,
  100.9967,      9.80,     48.51,    327.66,
  101.0385,      9.79,      3.08,    327.66,
  101.0801,      9.78,      0.40,    327.66,
  101.1219,      9.78,      0.40,    327.66,
  101.1639,      9.77,      0.40,    327.66,
  101.2052,      9.76,      0.40,    327.66,
  101.2472,      9.76,      0.40,    327.66,
  101.2889,      9.76,      0.40,    327.66,
  101.3302,      9.76,      0.40,    327.66,
  101.3725,      9.76,      0.40,    327.66,
  101.4139,      9.76,      0.40,    327.66,
  101.4559,      9.76,      0.40,    327.66,
  101.4974,      9.76,      0.40,    327.66,
  101.5389,      9.76,      0.40,    327.66,
  101.5809,      9.76,      0.40,    327.66,
  101.6225,      9.76,      0.40,    327.66,
  101.6639,      9.76,      0.40,    327.66,
  101.7059,      9.76,      0.40,    327.66,
  101.7475,      9.76,      0.40,    327.66,
  101.7889,      9.76,      0.40,    327.66,
  101.8309,      9.76,      0.40,    327.66,
  101.8724,      9.76,      0.40,    327.66,
  101.9146,      9.76,      0.40,    327.66,
  101.9559,      9.77,      0.40,    327.66,
  101.9979,      9.77,      0.40,    327.66,
  102.0397,      9.77,      0.40,    327.66,
  102.0809,      9.77,      0.40,    327.66,
  102.1226,      9.77,      0.40,    327.66,
  102.1646,      9.77,      0.40,    327.66,
  102.2059,      9.77,      0.40,    327.66,
  102.2480,      9.77,      0.40,    327.66,
  102.2896,      9.77,      0.40,    327.66,
  102.3316,      9.77,      0.40,    327.66,
  102.3733,      9.77,      0.87,    327.66,
  102.4148,      9.80,     31.99,    327.66,
  102.4561,      9.81,     47.22,    327.66,
  102.4981,      9.82,     46.94,    327.66,
  102.5397,      9.83,     46.90,    327.66,
  102.5813,      9.83,     46.78,    327.66,
  102.6233,      9.84,     47.05,    327.66,
  102.6648,      9.84,     47.51,    327.66,
  102.7064,      9.84,     56.31,    327.66,
  102.7483,      9.84,     56.99,    327.66,
  102.7897,      9.84,     56.86,    327.66,
  102.8314,      9.83,     56.85,    327.66,
  102.8734,      9.83,     56.86,    327.66,
  102.9151,      9.83,     56.91,    327.66,
  102.9565,      9.83,     56.68,    327.66,
  102.9985,      9.83,     47.84,    327.66,
  103.0399,      9.82,      2.98,    327.66,
  103.0816,      9.82,      0.40,    327.66,
  103.1240,      9.81,      0.40,    327.66,
  103.1653,      9.80,      0.40,    327.66,
  103.2073,      9.79,      0.40,    327.66,
  103.2486,      9.79,      0.40,    327.66,
  103.2903,      9.78,      0.40,    327.66,
  103.3323,      9.78,      0.50,    327.66,
  103.3737,      9.78,      0.40,    327.66,
  103.4153,      9.78,      0.40,    327.66,
  103.4573,      9.78,      0.40,    327.66,
  103.4989,      9.77,      0.40,    327.66,
  103.5410,      9.77,      0.40,    327.66,
  103.5823,      9.77,      0.40,    327.66,
  103.6243,      9.77,      0.40,    327.66,
  103.6660,      9.77,      0.40,    327.66,
  103.7073,      9.77,      0.40,    327.66,
  103.7493,      9.77,      0.40,    327.66,
  103.7910,      9.77,      0.40,    327.66,
  103.8323,      9.77,      0.40,    327.66,
  103.8746,      9.77,      0.40,    327.66,
  103.9160,      9.77,      0.40,    327.66,
  103.9580,      9.77,      0.40,    327.66,
  103.9993,      9.77,      0.40,    327.66,
  104.0408,      9.77,      0.40,    327.66,
  104.0830,      9.77,      0.40,    327.66,
  104.1245,      9.77,      0.40,    327.66,
  104.1660,      9.77,      0.40,    327.66,
  104.2080,      9.77,      0.40,    327.66,
  104.2493,      9.77,      0.40,    327.66,
  104.2913,      9.77,      0.40,    327.66,
  104.3330,      9.77,      0.40,    327.66,
  104.3744,      9.77,      0.40,    327.66,
  104.4167,      9.77,      0.40,    327.66,
  104.4580,      9.77,      0.40,    327.66,
  104.5000,      9.77,      0.40,    327.66,
  104.5417,      9.77,      0.40,    327.66,
  104.5830,      9.77,      0.40,    327.66,
  104.6250,      9.77,      0.40,    327.66,
  104.6667,      9.77,      0.40,    327.66,
  104.7080,      9.77,      0.40,    327.66,
  104.7500,      9.77,      0.40,    327.66,
  104.7917,      9.77,      0.40,    327.66,
  104.8330,      9.77,      0.40,    327.66,
  104.8750,      9.77,      0.40,    327.66,
  104.9166,      9.78,      0.40,    327.66,
  104.9583,      9.78,      0.40,    327.66,
  105.0000,      9.78,      0.40,    327.66,
  105.0417,      9.77,      0.40,    327.66,
  105.0833,      9.78,      0.40,    327.66,
  105.1250,      9.78,      0.40,    327.66,
  105.1667,      9.78,      0.40,    327.66,
  105.2083,      9.79,      0.40,    327.66,
  105.2500,      9.79,      0.40,    327.66,
  105.2920,      9.79,      0.40,    327.66,
  105.3337,      9.79,      0.40,    327.66,
  105.3757,      9.79,      0.40,    327.66,
  105.4170,      9.78,      0.40,    327.66,
  105.4587,      9.78,      0.40,    327.66,
  105.5007,      9.78,      0.40,    327.66,
  105.5420,      9.78,      0.40,    327.66,
  105.5836,      9.78,      0.40,    327.66,
  105.6257,      9.78,      0.40,    327.66,
  105.6670,      9.78,      0.40,    327.66,
  105.7091,      9.78,      0.40,    327.66,
  105.7507,      9.78,      0.40,    327.66,
  105.7927,      9.78,      0.40,    327.66,
  105.8341,      9.78,      0.40,    327.66,
  105.8757,      9.78,      0.40,    327.66,
  105.9177,      9.78,      0.40,    327.66,
  105.9590,      9.78,      0.40,    327.66,
  106.0007,      9.78,      0.40,    327.66,
  106.0427,      9.79,      0.40,    327.66,
  106.0841,      9.79,      0.40,    327.66,
  106.1257,      9.79,      0.40,    327.66,
  106.1677,      9.79,      0.40,    327.66,
  106.2091,      9.79,      0.40,    327.66,
  106.2514,      9.79,      0.40,    327.66,
  106.2927,      9.80,      0.40,    327.66,
  106.3343,      9.80,      0.40,    327.66,
  106.3764,      9.80,      0.40,    327.66,
  106.4177,      9.80,      0.40,    327.66,
  106.4597,      9.80,      0.40,    327.66,
  106.5014,      9.80,      0.40,    327.66,
  106.5427,      9.80,      0.40,    327.66,
  106.5847,      9.80,      0.40,    327.66,
  106.6264,      9.80,      0.40,    327.66,
  106.6684,      9.80,      0.40,    327.66,
  106.7098,      9.80,      0.40,    327.66,
  106.7514,      9.80,      0.40,    327.66,
  106.7934,      9.80,      0.40,    327.66,
  106.8346,      9.80,      0.40,    327.66,
  106.8764,      9.80,      0.40,    327.66,
  106.9184,      9.80,      0.40,    327.66,
  106.9601,      9.80,      0.40,    327.66,
  107.0014,      9.79,      0.40,    327.66,
  107.0434,      9.79,      0.40,    327.66,
  107.0851,      9.79,      0.40,    327.66,
  107.1271,      9.79,      0.40,    327.66,
  107.1684,      9.79,      0.40,    327.66,
  107.2103,      9.79,      0.40,    327.66,
  107.2521,      9.79,      0.40,    327.66,
  107.2934,      9.79,      0.40,    327.66,
  107.3353,      9.79,      0.40,    327.66,
  107.3771,      9.80,      0.40,    327.66,
  107.4184,      9.80,      0.40,    327.66,
  107.4604,      9.80,      0.40,    327.66,
  107.5021,      9.80,      0.40,    327.66,
  107.5441,      9.80,      0.40,    327.66,
  107.5852,      9.80,      0.40,    327.66,
  107.6271,      9.80,      0.40,    327.66,
  107.6691,      9.80,      0.40,    327.66,
  107.7108,      9.80,      0.40,    327.66,
  107.7521,      9.79,      0.40,    327.66,
  107.7941,      9.79,      0.40,    327.66,
  107.8359,      9.79,      0.40,    327.66,
  107.8778,      9.79,      0.40,    327.66,
  107.9191,      9.79,      0.40,    327.66,
  107.9609,      9.80,      0.40,    327.66,
  108.0028,      9.80,      0.40,    327.66,
  108.0441,      9.80,      0.40,    327.66,
  108.0860,      9.80,      0.40,    327.66,
  108.1278,      9.80,      0.40,    327.66,
  108.1691,      9.80,      0.40,    327.66,
  108.2107,      9.80,      0.40,    327.66,
  108.2528,      9.80,      0.40,    327.66,
  108.2948,      9.80,      0.40,    327.66,
  108.3364,      9.81,      0.40,    327.66,
  108.3778,      9.81,      0.40,    327.66,
  108.4198,      9.81,      0.40,    327.66,
  108.4609,      9.81,      0.40,    327.66,
  108.5028,      9.81,      0.40,    327.66,
  108.5448,      9.81,      0.40,    327.66,
  108.5861,      9.80,      0.40,    327.66,
  108.6278,      9.80,      0.40,    327.66,
  108.6698,      9.80,      0.40,    327.66,
  108.7113,      9.80,      0.40,    327.66,
  108.7535,      9.80,      0.40,    327.66,
  108.7948,      9.80,      0.40,    327.66,
  108.8365,      9.80,      0.40,    327.66,
  108.8785,      9.80,      0.40,    327.66,
  108.9198,      9.80,      0.40,    327.66,
  108.9615,      9.80,      0.40,    327.66,
  109.0035,      9.80,      0.40,    327.66,
  109.0448,      9.80,      0.40,    327.66,
  109.0868,      9.80,      0.40,    327.66,
  109.1284,      9.81,      0.40,    327.66,
  109.1705,      9.81,      0.40,    327.66,
  109.2121,      9.81,      0.40,    327.66,
  109.2535,      9.81,      0.40,    327.66,
  109.2955,      9.81,      0.40,    327.66,
  109.3373,      9.81,      0.40,    327.66,
  109.3785,      9.81,      0.40,    327.66,
  109.4205,      9.81,      0.40,    327.66,
  109.4622,      9.81,      0.40,    327.66,
  109.5035,      9.81,      0.40,    327.66,
  109.5455,      9.81,      0.40,    327.66,
  109.5868,      9.81,      0.40,    327.66,
  109.6292,      9.81,      0.40,    327.66,
  109.6705,      9.81,      0.40,    327.66,
  109.7119,      9.81,      0.40,    327.66,
  109.7542,      9.81,      0.40,    327.66,
  109.7955,      9.81,      0.40,    327.66,
  109.8373,      9.81,      0.40,    327.66,
  109.8792,      9.81,      0.40,    327.66,
  109.9205,      9.81,      0.40,    327.66,
  109.9625,      9.81,      0.40,    327.66,
  110.0042,      9.81,      0.40,    327.66,
  110.0462,      9.81,      0.40,    327.66,
  110.0876,      9.81,      0.40,    327.66,
  110.1292,      9.81,      0.40,    327.66,
  110.1712,      9.81,      0.40,    327.66,
  110.2124,      9.81,      0.40,    327.66,
  110.2542,      9.81,      0.40,    327.66,
  110.2962,      9.81,      0.40,    327.66,
  110.3377,      9.81,      0.40,    327.66,
  110.3792,      9.81,      0.40,    327.66,
  110.4212,      9.81,      0.40,    327.66,
  110.4630,      9.81,      0.40,    327.66,
  110.5049,      9.81,      0.40,    327.66,
  110.5462,      9.81,      0.40,    327.66,
  110.5877,      9.81,      0.40,    327.66,
  110.6299,      9.81,      0.40,    327.66,
  110.6712,      9.81,      0.40,    327.66,
  110.7134,      9.81,      0.40,    327.66,
  110.7549,      9.81,      0.40,    327.66,
  110.7962,      9.81,      0.40,    327.66,
  110.8382,      9.81,      0.40,    327.66,
  110.8799,      9.82,      0.40,    327.66,
  110.9219,      9.82,      0.40,    327.66,
  110.9629,      9.82,      0.40,    327.66,
  111.0049,      9.82,      0.40,    327.66,
  111.0469,      9.82,      0.40,    327.66,
  111.0887,      9.82,      0.40,    327.66,
  111.1299,      9.82,      0.40,    327.66,
  111.1719,      9.82,      0.40,    327.66,
  111.2133,      9.82,      0.40,    327.66,
  111.2549,      9.82,      0.40,    327.66,
  111.2969,      9.82,      0.40,    327.66,
  111.3385,      9.82,      0.40,    327.66,
  111.3806,      9.82,      0.40,    327.66,
  111.4219,      9.82,      0.40,    327.66,
  111.4635,      9.82,      0.40,    327.66,
  111.5056,      9.82,      0.40,    327.66,
  111.5469,      9.82,      0.40,    327.66,
  111.5888,      9.82,      0.40,    327.66,
  111.6306,      9.82,      0.40,    327.66,
  111.6719,      9.82,      0.40,    327.66,
  111.7141,      9.82,      0.40,    327.66,
  111.7556,      9.82,      0.40,    327.66,
  111.7975,      9.82,      0.40,    327.66,
  111.8393,      9.82,      0.40,    327.66,
  111.8806,      9.82,      0.40,    327.66,
  111.9226,      9.82,      0.40,    327.66,
  111.9640,      9.82,      0.40,    327.66,
  112.0056,      9.82,      0.40,    327.66,
  112.0476,      9.82,      0.40,    327.66,
  112.0895,      9.82,      0.40,    327.66,
  112.1306,      9.83,      0.40,    327.66,
  112.1726,      9.83,      0.40,    327.66,
  112.2144,      9.83,      0.40,    327.66,
  112.2563,      9.83,      0.40,    327.66,
  112.2976,      9.83,      0.40,    327.66,
  112.3391,      9.83,      0.40,    327.66,
  112.3813,      9.83,      0.40,    327.66,
  112.4226,      9.83,      0.40,    327.66,
  112.4644,      9.83,      0.40,    327.66,
  112.5063,      9.83,      0.40,    327.66,
  112.5476,      9.83,      0.40,    327.66,
  112.5894,      9.83,      0.40,    327.66,
  112.6313,      9.83,      0.40,    327.66,
  112.6733,      9.83,      0.40,    327.66,
  112.7148,      9.83,      0.40,    327.66,
  112.7563,      9.83,      0.40,    327.66,
  112.7983,      9.83,      0.40,    327.66,
  112.8396,      9.83,      0.40,    327.66,
  112.8813,      9.83,      0.40,    327.66,
  112.9233,      9.83,      0.40,    327.66,
  112.9647,      9.83,      0.40,    327.66,
  113.0063,      9.83,      0.40,    327.66,
  113.0483,      9.83,      0.40,    327.66,
  113.0901,      9.84,      0.40,    327.66,
  113.1320,      9.84,      0.40,    327.66,
  113.1733,      9.84,      0.40,    327.66,
  113.2148,      9.84,      0.40,    327.66,
  113.2570,      9.83,      0.40,    327.66,
  113.2983,      9.83,      0.40,    327.66,
  113.3402,      9.83,      0.40,    327.66,
  113.3820,      9.84,      0.40,    327.66,
  113.4233,      9.84,      0.40,    327.66,
  113.4654,      9.84,      0.40,    327.66,
  113.5070,      9.84,      0.40,    327.66,
  113.5490,      9.83,      0.40,    327.66,
  113.5901,      9.83,      0.40,    327.66,
  113.6320,      9.83,      0.40,    327.66,
  113.6740,      9.83,      0.40,    327.66,
  113.7157,      9.83,      0.40,    327.66,
  113.7569,      9.83,      0.40,    327.66,
  113.7989,      9.82,      0.40,    327.66,
  113.8403,      9.82,      0.40,    327.66,
  113.8819,      9.83,      0.40,    327.66,
  113.9240,      9.83,      0.40,    327.66,
  113.9654,      9.83,      0.40,    327.66,
  114.0077,      9.83,      0.40,    327.66,
  114.0490,      9.83,      0.40,    327.66,
  114.0911,      9.83,      0.40,    327.66,
  114.1327,      9.84,      0.40,    327.66,
  114.1740,      9.84,      0.40,    327.66,
  114.2161,      9.84,      0.40,    327.66,
  114.2577,      9.84,      0.40,    327.66,
  114.2990,      9.84,      0.40,    327.66,
  114.3411,      9.85,      0.40,    327.66,
  114.3827,      9.85,      0.40,    327.66,
  114.4247,      9.85,      0.40,    327.66,
  114.4663,      9.85,      0.40,    327.66,
  114.5077,      9.85,      0.40,    327.66,
  114.5497,      9.85,      0.40,    327.66,
  114.5909,      9.85,      0.40,    327.66,
  114.6328,      9.85,      0.40,    327.66,
  114.6747,      9.85,      0.40,    327.66,
  114.7162,      9.85,      0.40,    327.66,
  114.7582,      9.85,      0.40,    327.66,
  114.7996,      9.85,      0.40,    327.66,
  114.8411,      9.85,      0.40,    327.66,
  114.8833,      9.85,      0.40,    327.66,
  114.9247,      9.85,      0.40,    327.66,
  114.9662,      9.85,      0.40,    327.66,
  115.0083,      9.85,      0.40,    327.66,
  115.0497,      9.85,      0.40,    327.66,
  115.0912,      9.85,      0.40,    327.66,
  115.1333,      9.85,      0.40,    327.66,
  115.1747,      9.85,      0.40,    327.66,
  115.2166,      9.84,      0.40,    327.66,
  115.2585,      9.84,      0.40,    327.66,
  115.3003,      9.84,      0.40,    327.66,
  115.3416,      9.84,      0.40,    327.66,
  115.3832,      9.84,      0.40,    327.66,
  115.4253,      9.84,      0.40,    327.66,
  115.4670,      9.84,      0.40,    327.66,
  115.5083,      9.84,      0.40,    327.66,
  115.5503,      9.84,      0.40,    327.66,
  115.5920,      9.84,      0.40,    327.66,
  115.6333,      9.84,      0.40,    327.66,
  115.6753,      9.84,      0.40,    327.66,
  115.7168,      9.84,      0.40,    327.66,
  115.7590,      9.84,      0.40,    327.66,
  115.8003,      9.84,      0.40,    327.66,
  115.8423,      9.84,      0.40,    327.66,
  115.8840,      9.84,      0.40,    327.66,
  115.9253,      9.85,      0.40,    327.66,
  115.9672,      9.85,      0.40,    327.66,
  116.0090,      9.85,      0.40,    327.66,
  116.0503,      9.85,      0.40,    327.66,
  116.0923,      9.85,      0.40,    327.66,
  116.1340,      9.85,      0.40,    327.66,
  116.1760,      9.85,      0.40,    327.66,
  116.2171,      9.85,      0.40,    327.66,
  116.2590,      9.85,      0.40,    327.66,
  116.3010,      9.85,      0.40,    327.66,
  116.3423,      9.86,      0.40,    327.66,
  116.3840,      9.86,      0.40,    327.66,
  116.4260,      9.86,      0.40,    327.66,
  116.4676,      9.86,      0.40,    327.66,
  116.5090,      9.86,      0.40,    327.66,
  116.5510,      9.86,      0.40,    327.66,
  116.5925,      9.86,      0.40,    327.66,
  116.6347,      9.86,      0.40,    327.66,
  116.6760,      9.86,      0.40,    327.66,
  116.7181,      9.86,      0.40,    327.66,
  116.7597,      9.86,      0.40,    327.66,
  116.8010,      9.86,      0.40,    327.66,
  116.8426,      9.86,      0.40,    327.66,
  116.8847,      9.86,      0.40,    327.66,
  116.9260,      9.86,      0.40,    327.66,
  116.9677,      9.86,      0.40,    327.66,
  117.0097,      9.86,      0.40,    327.66,
  117.0517,      9.86,      0.40,    327.66,
  117.0935,      9.86,      0.40,    327.66,
  117.1347,      9.86,      0.40,    327.66,
  117.1767,      9.86,      0.40,    327.66,
  117.2186,      9.86,      0.40,    327.66,
  117.2597,      9.86,      0.40,    327.66,
  117.3017,      9.86,      0.40,    327.66,
  117.3433,      9.86,      0.40,    327.66,
  117.3847,      9.87,      0.40,    327.66,
  117.4267,      9.87,      0.40,    327.66,
  117.4684,      9.87,      0.40,    327.66,
  117.5104,      9.87,      0.40,    327.66,
  117.5517,      9.87,      0.40,    327.66,
  117.5936,      9.87,      0.40,    327.66,
  117.6354,      9.87,      0.40,    327.66,
  117.6767,      9.87,      0.40,    327.66,
  117.7187,      9.86,      0.40,    327.66,
  117.7602,      9.86,      0.40,    327.66,
  117.8017,      9.86,      0.40,    327.66,
  117.8438,      9.86,      0.40,    327.66,
  117.8854,      9.86,      0.40,    327.66,
  117.9274,      9.86,      0.40,    327.66,
  117.9687,      9.86,      0.40,    327.66,
  118.0107,      9.86,      0.40,    327.66,
  118.0524,      9.86,      0.40,    327.66,
  118.0941,      9.86,      0.40,    327.66,
  118.1354,      9.86,      0.40,    327.66,
  118.1774,      9.86,      0.40,    327.66,
  118.2188,      9.86,      0.40,    327.66,
  118.2604,      9.86,      0.40,    327.66,
  118.3024,      9.86,      0.40,    327.66,
  118.3441,      9.86,      0.40,    327.66,
  118.3861,      9.86,      0.40,    327.66,
  118.4274,      9.86,      0.40,    327.66,
  118.4690,      9.86,      0.40,    327.66,
  118.5111,      9.86,      0.40,    327.66,
  118.5524,      9.86,      0.40,    327.66,
  118.5945,      9.86,      0.40,    327.66,
  118.6361,      9.87,      0.40,    327.66,
  118.6774,      9.87,      0.40,    327.66,
  118.7191,      9.87,      0.40,    327.66,
  118.7611,      9.87,      0.40,    327.66,
  118.8031,      9.87,      0.40,    327.66,
  118.8443,      9.87,      0.40,    327.66,
  118.8861,      9.87,      0.40,    327.66,
  118.9281,      9.87,      0.40,    327.66,
  118.9693,      9.87,      0.40,    327.66,
  119.0111,      9.87,      0.40,    327.66,
  119.0531,      9.87,      0.40,    327.66,
  119.0950,      9.87,      0.40,    327.66,
  119.1361,      9.87,      0.40,    327.66,
  119.1781,      9.87,      0.40,    327.66,
  119.2199,      9.87,      0.40,    327.66,
  119.2618,      9.87,      0.40,    327.66,
  119.3031,      9.87,      0.40,    327.66,
  119.3450,      9.87,      0.40,    327.66,
  119.3868,      9.87,      0.40,    327.66,
  119.4281,      9.87,      0.40,    327.66,
  119.4699,      9.87,      0.40,    327.66,
  119.5118,      9.87,      0.40,    327.66,
  119.5531,      9.87,      0.40,    327.66,
  119.5948,      9.87,      0.40,    327.66,
  119.6368,      9.87,      0.40,    327.66,
  119.6788,      9.87,      0.40,    327.66,
  119.7204,      9.87,      0.40,    327.66,
  119.7618,      9.88,      0.40,    327.66,
  119.8037,      9.88,      0.40,    327.66,
  119.8455,      9.88,      0.40,    327.66,
  119.8868,      9.88,      0.40,    327.66,
  119.9288,      9.88,      0.40,    327.66,
  119.9707,      9.88,      0.40,    327.66,
  120.0118,      9.88,      0.40,    327.66,
  120.0538,      9.88,      0.40,    327.66,
  120.0957,      9.88,      0.40,    327.66,
  120.1375,      9.88,      0.40,    327.66,
  120.1788,      9.88,      0.40,    327.66,
  120.2206,      9.88,      0.40,    327.66,
  120.2625,      9.88,      0.40,    327.66,
  120.3038,      9.88,      0.40,    327.66,
  120.3457,      9.88,      0.40,    327.66,
  120.3875,      9.88,      0.40,    327.66,
  120.4288,      9.88,      0.40,    327.66,
  120.4710,      9.88,      0.40,    327.66,
  120.5125,      9.88,      0.40,    327.66,
  120.5545,      9.88,      0.40,    327.66,
  120.5959,      9.88,      0.40,    327.66,
  120.6375,      9.88,      0.40,    327.66,
  120.6795,      9.88,      0.40,    327.66,
  120.7212,      9.88,      0.40,    327.66,
  120.7625,      9.88,      0.40,    327.66,
  120.8045,      9.88,      0.40,    327.66,
  120.8462,      9.88,      0.40,    327.66,
  120.8875,      9.88,      0.40,    327.66,
  120.9295,      9.88,      0.40,    327.66,
  120.9710,      9.88,      0.40,    327.66,
  121.0132,      9.88,      0.40,    327.66,
  121.0545,      9.88,      0.40,    327.66,
  121.0964,      9.88,      0.40,    327.66,
  121.1382,      9.88,      0.40,    327.66,
  121.1795,      9.88,      0.40,    327.66,
  121.2217,      9.88,      0.40,    327.66,
  121.2632,      9.88,      0.40,    327.66,
  121.3045,      9.88,      0.40,    327.66,
  121.3462,      9.88,      0.40,    327.66,
  121.3882,      9.88,      0.40,    327.66,
  121.4302,      9.88,      0.40,    327.66,
  121.4719,      9.88,      0.40,    327.66,
  121.5132,      9.88,      0.40,    327.66,
  121.5552,      9.89,      0.40,    327.66,
  121.5969,      9.89,      0.40,    327.66,
  121.6382,      9.89,      0.40,    327.66,
  121.6802,      9.89,      0.40,    327.66,
  121.7219,      9.89,      0.40,    327.66,
  121.7632,      9.89,      0.40,    327.66,
  121.8052,      9.89,      0.40,    327.66,
  121.8466,      9.89,      0.40,    327.66,
  121.8889,      9.89,      0.40,    327.66,
  121.9302,      9.89,      0.40,    327.66,
  121.9721,      9.89,      0.40,    327.66,
  122.0139,      9.89,      0.40,    327.66,
  122.0552,      9.89,      0.40,    327.66,
  122.0969,      9.89,      0.40,    327.66,
  122.1389,      9.89,      0.40,    327.66,
  122.1802,      9.89,      0.40,    327.66,
  122.2219,      9.89,      0.40,    327.66,
  122.2639,      9.89,      0.40,    327.66,
  122.3059,      9.89,      0.40,    327.66,
  122.3476,      9.89,      0.40,    327.66,
  122.3889,      9.89,      0.40,    327.66,
  122.4309,      9.89,      0.40,    327.66,
  122.4721,      9.89,      0.40,    327.66,
  122.5139,      9.89,      0.40,    327.66,
  122.5559,      9.89,      0.40,    327.66,
  122.5978,      9.89,      0.40,    327.66,
  122.6389,      9.89,      0.40,    327.66,
  122.6809,      9.89,      0.40,    327.66,
  122.7226,      9.89,      0.40,    327.66,
  122.7646,      9.89,      0.40,    327.66,
  122.8059,      9.89,      0.40,    327.66,
  122.8474,      9.89,      0.40,    327.66,
  122.8896,      9.89,      0.40,    327.66,
  122.9309,      9.89,      0.40,    327.66,
  122.9725,      9.89,      0.40,    327.66,
  123.0146,      9.89,      0.40,    327.66,
  123.0559,      9.89,      0.40,    327.66,
  123.0977,      9.89,      0.40,    327.66,
  123.1396,      9.89,      0.40,    327.66,
  123.1816,      9.89,      0.40,    327.66,
  123.2228,      9.89,      0.40,    327.66,
  123.2646,      9.89,      0.40,    327.66,
  123.3066,      9.89,      0.40,    327.66,
  123.3483,      9.89,      0.40,    327.66,
  123.3896,      9.89,      0.40,    327.66,
  123.4316,      9.89,      0.40,    327.66,
  123.4732,      9.90,      0.40,    327.66,
  123.5153,      9.90,      0.40,    327.66,
  123.5566,      9.90,      0.40,    327.66,
  123.5982,      9.90,      0.40,    327.66,
  123.6403,      9.90,      0.40,    327.66,
  123.6816,      9.90,      0.40,    327.66,
  123.7232,      9.90,      0.40,    327.66,
  123.7653,      9.90,      0.40,    327.66,
  123.8066,      9.90,      0.40,    327.66,
  123.8483,      9.90,      0.40,    327.66,
  123.8903,      9.90,      0.40,    327.66,
  123.9323,      9.90,      0.40,    327.66,
  123.9740,      9.90,      0.40,    327.66,
  124.0153,      9.90,      0.40,    327.66,
  124.0573,      9.90,      0.40,    327.66,
  124.0988,      9.90,      0.40,    327.66,
  124.1403,      9.90,      0.40,    327.66,
  124.1823,      9.91,      0.40,    327.66,
  124.2239,      9.91,      0.40,    327.66,
  124.2653,      9.91,      0.40,    327.66,
  124.3073,      9.91,      0.40,    327.66,
  124.3490,      9.91,      0.40,    327.66,
  124.3910,      9.91,      0.40,    327.66,
  124.4323,      9.91,      0.40,    327.66,
  124.4739,      9.91,      0.40,    327.66,
  124.5160,      9.91,      0.40,    327.66,
  124.5573,      9.91,      0.40,    327.66,
  124.5990,      9.91,      0.40,    327.66,
  124.6410,      9.91,      0.40,    327.66,
  124.6823,      9.91,      0.40,    327.66,
  124.7240,      9.91,      0.40,    327.66,
  124.7660,      9.91,      0.40,    327.66,
  124.8080,      9.91,      0.40,    327.66,
  124.8497,      9.91,      0.40,    327.66,
  124.8910,      9.91,      0.40,    327.66,
  124.9330,      9.91,      0.40,    327.66,
  124.9747,      9.91,      0.40,    327.66,
  125.0160,      9.91,      0.40,    327.66,
  125.0580,      9.91,      0.40,    327.66,
  125.0996,      9.91,      0.40,    327.66,
  125.1410,      9.91,      0.40,    327.66,
  125.1830,      9.91,      0.40,    327.66,
  125.2245,      9.91,      0.40,    327.66,
  125.2667,      9.91,      0.40,    327.66,
  125.3080,      9.91,      0.40,    327.66,
  125.3494,      9.91,      0.40,    327.66,
  125.3917,      9.91,      0.40,    327.66,
  125.4330,      9.91,      0.40,    327.66,
  125.4750,      9.91,      0.40,    327.66,
  125.5167,      9.91,      0.40,    327.66,
  125.5580,      9.91,      0.40,    327.66,
  125.5997,      9.91,      0.40,    327.66,
  125.6417,      9.91,      0.40,    327.66,
  125.6837,      9.91,      0.40,    327.66,
  125.7252,      9.91,      0.40,    327.66,
  125.7667,      9.91,      0.40,    327.66,
  125.8087,      9.91,      0.40,    327.66,
  125.8502,      9.91,      0.40,    327.66,
  125.8917,      9.91,      0.40,    327.66,
  125.9337,      9.91,      0.40,    327.66,
  125.9750,      9.91,      0.40,    327.66,
  126.0167,      9.91,      0.40,    327.66,
  126.0587,      9.91,      0.40,    327.66,
  126.1003,      9.91,      0.40,    327.66,
  126.1424,      9.91,      0.40,    327.66,
  126.1837,      9.91,      0.40,    327.66,
  126.2255,      9.91,      0.40,    327.66,
  126.2674,      9.91,      0.40,    327.66,
  126.3087,      9.91,      0.40,    327.66,
  126.3507,      9.91,      0.40,    327.66,
  126.3924,      9.92,      0.40,    327.66,
  126.4337,      9.92,      0.40,    327.66,
  126.4759,      9.92,      0.40,    327.66,
  126.5174,      9.92,      0.40,    327.66,
  126.5594,      9.92,      0.40,    327.66,
  126.6009,      9.92,      0.40,    327.66,
  126.6424,      9.92,      0.40,    327.66,
  126.6844,      9.92,      0.40,    327.66,
  126.7260,      9.92,      0.40,    327.66,
  126.7674,      9.92,      0.40,    327.66,
  126.8094,      9.92,      0.40,    327.66,
  126.8510,      9.92,      0.40,    327.66,
