 Branch:,           3 , # of structures:,           3 , outlet temperatures
      JDAY,      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,
   63.7172,    -99.00,      8.69,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   63.7590,    -99.00,      8.68,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   63.8003,    -99.00,      8.69,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   63.8420,    -99.00,      8.70,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   63.8840,    -99.00,      8.71,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   63.9253,    -99.00,      8.71,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   63.9671,    -99.00,      8.72,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.0090,    -99.00,      8.71,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.0510,    -99.00,      8.72,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.0921,    -99.00,      8.72,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   64.1340,    -99.00,      8.72,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   64.1760,    -99.00,      8.70,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   64.2178,    -99.00,      8.71,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   64.2590,    -99.00,      8.71,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.3010,    -99.00,      8.71,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   64.3429,    -99.00,      8.70,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   64.3840,    -99.00,      8.70,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   64.4260,    -99.00,      8.70,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   64.4679,    -99.00,      8.70,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   64.5097,    -99.00,      8.70,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.5510,    -99.00,      8.69,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.5929,    -99.00,      8.68,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.6347,    -99.00,      8.68,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.6760,    -99.00,      8.69,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.7179,    -99.00,      8.68,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.7596,    -99.00,      8.66,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.8011,    -99.00,      8.65,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.8433,    -99.00,      8.64,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.8847,    -99.00,      8.63,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.9267,    -99.00,      8.63,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   64.9679,    -99.00,      8.63,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.0097,    -99.00,      8.61,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.0517,    -99.00,      8.60,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.0936,    -99.00,      8.59,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.1347,    -99.00,      8.59,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.1767,    -99.00,      8.58,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.2183,    -99.00,      8.57,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.2597,    -99.00,      8.56,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.3017,    -99.00,      8.54,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.3436,    -99.00,      8.53,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.3854,    -99.00,      8.52,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.4267,    -99.00,      8.52,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.4682,    -99.00,      8.53,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.5104,    -99.00,      8.54,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.5517,    -99.00,      8.55,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.5935,    -99.00,      8.55,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.6354,    -99.00,      8.56,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.6767,    -99.00,      8.56,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.7185,    -99.00,      8.57,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.7603,    -99.00,      8.58,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.8020,    -99.00,      8.59,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.8436,    -99.00,      8.60,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.8859,    -99.00,      8.61,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   65.9274,    -99.00,      8.61,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   65.9688,    -99.00,      8.62,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   66.0104,    -99.00,      8.62,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   66.0522,    -99.00,      8.63,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   66.0938,    -99.00,      8.63,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   66.1354,    -99.00,      8.63,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   66.1773,    -99.00,      8.64,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   66.2189,    -99.00,      8.64,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.2611,    -99.00,      8.64,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   66.3026,    -99.00,      8.66,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   66.3443,    -99.00,      8.75,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.3859,    -99.00,      9.07,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.4274,      8.67,      9.22,    -99.00,      0.61,      5.14,      0.00,    301.90,    340.05,    368.81,
   66.4692,      8.65,      9.11,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.5111,    -99.00,      8.99,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.5528,    -99.00,      9.00,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.5941,    -99.00,      9.11,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.6361,      8.66,      9.17,    -99.00,      1.23,      4.52,      0.00,    301.90,    340.05,    368.81,
   66.6781,      8.66,      9.07,    -99.00,      1.60,      4.14,      0.00,    301.90,    340.05,    368.81,
   66.7197,      8.64,      8.93,    -99.00,      0.15,      5.60,      0.00,    301.90,    340.05,    368.81,
   66.7611,      8.64,      8.84,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.8029,    -99.00,      8.79,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.8444,    -99.00,      8.75,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.8866,    -99.00,      8.73,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.9281,    -99.00,      8.73,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   66.9697,    -99.00,      8.74,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.0111,    -99.00,      8.75,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.0531,    -99.00,      8.77,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.0946,    -99.00,      8.79,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.1368,    -99.00,      8.82,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.1781,    -99.00,      8.84,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.2199,    -99.00,      8.88,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.2618,    -99.00,      8.96,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.3033,    -99.00,      9.05,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.3449,    -99.00,      9.11,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.3869,    -99.00,      9.15,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.4282,    -99.00,      9.19,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.4698,    -99.00,      9.25,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.5120,      8.69,      9.33,    -99.00,      0.22,      5.52,      0.00,    301.90,    340.05,    368.81,
   67.5535,      8.69,      9.47,    -99.00,      0.73,      5.01,      0.00,    301.90,    340.05,    368.81,
   67.5950,      8.70,      9.60,    -99.00,      1.43,      4.31,      0.00,    301.90,    340.05,    368.81,
   67.6371,      8.71,      9.56,    -99.00,      1.49,      4.26,      0.00,    301.90,    340.05,    368.81,
   67.6786,      8.73,      9.44,    -99.00,      0.88,      4.86,      0.00,    301.90,    340.05,    368.81,
   67.7203,      8.75,      9.36,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   67.7617,    -99.00,      9.40,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   67.8036,      8.81,      9.49,    -99.00,      0.15,      5.59,      0.00,    301.90,    340.05,    368.81,
   67.8455,      8.79,      9.48,    -99.00,      0.20,      5.55,      0.00,    301.90,    340.05,    368.81,
   67.8873,      8.75,      9.41,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   67.9288,    -99.00,      9.39,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   67.9702,    -99.00,      9.38,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   68.0122,    -99.00,      9.38,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   68.0540,    -99.00,      9.36,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   68.0953,    -99.00,      9.33,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   68.1374,    -99.00,      9.24,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   68.1788,    -99.00,      9.14,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   68.2205,    -99.00,      9.12,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   68.2623,    -99.00,      9.08,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   68.3041,    -99.00,      9.07,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   68.3457,    -99.00,      9.08,    -99.00,      0.00,      5.76,      0.00,    301.90,    340.05,    368.81,
   68.3872,    -99.00,      9.08,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   68.4292,    -99.00,      9.08,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   68.4709,    -99.00,      9.09,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   68.5123,    -99.00,      9.09,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   68.5543,    -99.00,      9.08,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   68.5960,    -99.00,      9.07,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   68.6378,    -99.00,      9.07,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   68.6793,    -99.00,      9.07,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   68.7211,    -99.00,      9.07,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   68.7626,    -99.00,      9.09,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   68.8043,    -99.00,      9.10,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   68.8462,    -99.00,      9.12,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   68.8877,    -99.00,      9.13,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   68.9293,    -99.00,      9.12,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   68.9711,    -99.00,      9.12,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   69.0128,    -99.00,      9.13,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   69.0545,    -99.00,      9.13,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   69.0964,    -99.00,      9.14,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   69.1382,    -99.00,      9.16,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   69.1798,    -99.00,      9.17,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   69.2212,    -99.00,      9.19,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   69.2631,    -99.00,      9.21,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   69.3046,      8.76,      9.23,    -99.00,      0.19,      5.52,      0.00,    301.90,    340.05,    368.81,
   69.3465,      8.77,      9.25,    -99.00,      0.42,      5.29,      0.00,    301.90,    340.05,    368.81,
   69.3882,      8.77,      9.26,    -99.00,      0.59,      5.12,      0.00,    301.90,    340.05,    368.81,
   69.4298,      8.77,      9.25,    -99.00,      0.65,      5.06,      0.00,    301.90,    340.05,    368.81,
   69.4715,      8.78,      9.27,    -99.00,      0.67,      5.03,      0.00,    301.90,    340.05,    368.81,
   69.5132,      8.78,      9.27,    -99.00,      0.70,      5.01,      0.00,    301.90,    340.05,    368.81,
   69.5548,      8.78,      9.27,    -99.00,      0.72,      4.99,      0.00,    301.90,    340.05,    368.81,
   69.5965,      8.78,      9.28,    -99.00,      0.77,      4.93,      0.00,    301.90,    340.05,    368.81,
   69.6385,      8.78,      9.29,    -99.00,      0.90,      4.81,      0.00,    301.90,    340.05,    368.81,
   69.6802,      8.78,      9.30,    -99.00,      0.66,      5.04,      0.00,    301.90,    340.05,    368.81,
   69.7219,      8.77,      9.31,    -99.00,      0.75,      4.97,      0.00,    301.90,    340.05,    368.81,
   69.7635,      8.77,      9.31,    -99.00,      1.23,      4.49,      0.00,    301.90,    340.05,    368.81,
   69.8052,      8.77,      9.31,    -99.00,      1.03,      4.66,      0.00,    301.90,    340.05,    368.81,
   69.8468,      8.77,      9.31,    -99.00,      1.04,      4.64,      0.00,    301.90,    340.05,    368.81,
   69.8884,      8.77,      9.31,    -99.00,      1.06,      4.65,      0.00,    301.90,    340.05,    368.81,
   69.9301,      8.77,      9.31,    -99.00,      1.29,      4.41,      0.00,    301.90,    340.05,    368.81,
   69.9719,      8.77,      9.22,    -99.00,      1.16,      4.51,      0.00,    301.90,    340.05,    368.81,
   70.0136,      8.78,      9.12,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   70.0553,    -99.00,      9.03,    -99.00,      0.00,      5.67,      0.00,    301.90,    340.05,    368.81,
   70.0969,    -99.00,      8.98,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.1389,    -99.00,      8.95,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   70.1806,    -99.00,      8.94,    -99.00,      0.00,      5.67,      0.00,    301.90,    340.05,    368.81,
   70.2222,    -99.00,      8.94,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   70.2640,    -99.00,      8.95,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.3057,    -99.00,      8.96,    -99.00,      0.00,      5.67,      0.00,    301.90,    340.05,    368.81,
   70.3474,    -99.00,      8.96,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.3890,    -99.00,      8.95,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.4307,    -99.00,      8.94,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.4724,    -99.00,      8.94,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.5140,    -99.00,      8.95,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.5557,    -99.00,      8.98,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.5973,    -99.00,      9.02,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.6394,    -99.00,      9.04,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.6810,    -99.00,      9.06,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.7225,    -99.00,      9.09,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.7642,    -99.00,      9.10,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.8060,    -99.00,      9.11,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.8478,    -99.00,      9.12,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.8894,    -99.00,      9.13,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.9310,    -99.00,      9.15,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   70.9726,    -99.00,      9.20,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   71.0146,      9.15,      9.39,    -99.00,      1.47,      4.22,      0.00,    301.90,    340.05,    368.81,
   71.0562,      9.22,      9.58,    -99.00,      4.35,      1.34,      0.00,    301.90,    340.05,    368.81,
   71.0982,      9.20,      9.67,    -99.00,      4.47,      1.21,      0.00,    301.90,    340.05,    368.81,
   71.1395,      9.05,      9.70,    -99.00,      3.24,      2.45,      0.00,    301.90,    340.05,    368.81,
   71.1812,      8.98,      9.69,    -99.00,      2.70,      2.99,      0.00,    301.90,    340.05,    368.81,
   71.2228,      9.00,      9.69,    -99.00,      2.87,      2.82,      0.00,    301.90,    340.05,    368.81,
   71.2648,      9.03,      9.69,    -99.00,      3.44,      2.25,      0.00,    301.90,    340.05,    368.81,
   71.3064,      9.04,      9.67,    -99.00,      3.29,      2.40,      0.00,    301.90,    340.05,    368.81,
   71.3481,      9.03,      9.62,    -99.00,      3.26,      2.43,      0.00,    301.90,    340.05,    368.81,
   71.3897,      9.00,      9.55,    -99.00,      2.08,      3.61,      0.00,    301.90,    340.05,    368.81,
   71.4317,      8.99,      9.48,    -99.00,      1.73,      3.96,      0.00,    301.90,    340.05,    368.81,
   71.4733,      8.98,      9.46,    -99.00,      1.78,      3.90,      0.00,    301.90,    340.05,    368.81,
   71.5150,      8.98,      9.47,    -99.00,      1.81,      3.90,      0.00,    301.90,    340.05,    368.81,
   71.5565,      8.98,      9.48,    -99.00,      1.92,      3.79,      0.00,    301.90,    340.05,    368.81,
   71.5983,      8.98,      9.49,    -99.00,      2.02,      3.67,      0.00,    301.90,    340.05,    368.81,
   71.6399,      8.97,      9.48,    -99.00,      1.58,      4.11,      0.00,    301.90,    340.05,    368.81,
   71.6816,      8.97,      9.45,    -99.00,      1.38,      4.31,      0.00,    301.90,    340.05,    368.81,
   71.7236,      8.96,      9.42,    -99.00,      1.08,      4.61,      0.00,    301.90,    340.05,    368.81,
   71.7649,      8.96,      9.37,    -99.00,      0.51,      5.16,      0.00,    301.90,    340.05,    368.81,
   71.8069,      8.95,      9.33,    -99.00,      0.16,      5.55,      0.00,    301.90,    340.05,    368.81,
   71.8483,      8.95,      9.31,    -99.00,      0.00,      5.67,      0.00,    301.90,    340.05,    368.81,
   71.8902,    -99.00,      9.28,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   71.9320,    -99.00,      9.25,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   71.9734,    -99.00,      9.23,    -99.00,      0.00,      5.67,      0.00,    301.90,    340.05,    368.81,
   72.0156,    -99.00,      9.24,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   72.0568,    -99.00,      9.25,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   72.0986,    -99.00,      9.26,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   72.1404,    -99.00,      9.27,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.1820,    -99.00,      9.28,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.2238,    -99.00,      9.28,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.2654,    -99.00,      9.26,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.3073,    -99.00,      9.26,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.3490,    -99.00,      9.22,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.3905,    -99.00,      9.18,    -99.00,      0.00,      5.71,      0.00,    301.90,    340.05,    368.81,
   72.4325,    -99.00,      9.16,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.4741,    -99.00,      9.16,    -99.00,      0.00,      5.71,      0.00,    301.90,    340.05,    368.81,
   72.5158,    -99.00,      9.17,    -99.00,      0.00,      5.71,      0.00,    301.90,    340.05,    368.81,
   72.5574,    -99.00,      9.19,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.5991,    -99.00,      9.21,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.6407,    -99.00,      9.23,    -99.00,      0.00,      5.71,      0.00,    301.90,    340.05,    368.81,
   72.6823,    -99.00,      9.25,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.7242,    -99.00,      9.26,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.7659,    -99.00,      9.26,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.8076,    -99.00,      9.27,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.8493,    -99.00,      9.27,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.8910,    -99.00,      9.28,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.9328,    -99.00,      9.30,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   72.9744,    -99.00,      9.33,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   73.0161,      9.04,      9.35,    -99.00,      0.16,      5.54,      0.00,    301.90,    340.05,    368.81,
   73.0578,      8.98,      9.37,    -99.00,      0.11,      5.59,      0.00,    301.90,    340.05,    368.81,
   73.0993,      8.99,      9.38,    -99.00,      0.30,      5.40,      0.00,    301.90,    340.05,    368.81,
   73.1411,      9.00,      9.39,    -99.00,      0.42,      5.27,      0.00,    301.90,    340.05,    368.81,
   73.1827,      9.01,      9.40,    -99.00,      0.51,      5.20,      0.00,    301.90,    340.05,    368.81,
   73.2246,      9.01,      9.39,    -99.00,      0.52,      5.19,      0.00,    301.90,    340.05,    368.81,
   73.2662,      9.01,      9.38,    -99.00,      0.39,      5.30,      0.00,    301.90,    340.05,    368.81,
   73.3082,      9.02,      9.35,    -99.00,      0.00,      5.72,      0.00,    301.90,    340.05,    368.81,
   73.3495,    -99.00,      9.31,    -99.00,      0.00,      5.71,      0.00,    301.90,    340.05,    368.81,
   73.3913,    -99.00,      9.26,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   73.4331,    -99.00,      9.24,    -99.00,      0.00,      5.72,      0.00,    301.90,    340.05,    368.81,
   73.4746,    -99.00,      9.24,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   73.5165,    -99.00,      9.23,    -99.00,      0.00,      5.71,      0.00,    301.90,    340.05,    368.81,
   73.5581,    -99.00,      9.24,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   73.5998,    -99.00,      9.26,    -99.00,      0.00,      5.68,      0.00,    301.90,    340.05,    368.81,
   73.6414,    -99.00,      9.28,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   73.6834,    -99.00,      9.30,    -99.00,      0.00,      5.71,      0.00,    301.90,    340.05,    368.81,
   73.7252,    -99.00,      9.32,    -99.00,      0.00,      5.67,      0.00,    301.90,    340.05,    368.81,
   73.7668,    -99.00,      9.33,    -99.00,      0.00,      5.70,      0.00,    301.90,    340.05,    368.81,
   73.8084,    -99.00,      9.34,    -99.00,      0.00,      5.67,      0.00,    301.90,    340.05,    368.81,
   73.8501,    -99.00,      9.35,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   73.8918,    -99.00,      9.36,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   73.9334,    -99.00,      9.37,    -99.00,      0.00,      5.69,      0.00,    301.90,    340.05,    368.81,
   73.9751,      9.33,      9.38,      9.38,      1.83,      3.86,      0.04,    301.90,    340.05,    368.81,
   74.0170,      9.35,      9.38,      9.38,      3.45,      2.25,      1.49,    301.90,    340.05,    368.81,
   74.0587,      9.36,      9.38,      9.38,      5.30,      0.40,      3.67,    301.90,    340.05,    368.81,
   74.1003,      9.36,      9.38,      9.38,      5.70,      0.00,      5.73,    301.90,    340.05,    368.81,
   74.1420,      9.37,    -99.00,      9.39,      5.71,      0.00,      7.44,    301.90,    340.05,    368.81,
   74.1836,      9.37,      9.39,      9.39,      0.00,      5.72,      9.07,    301.90,    340.05,    368.81,
   74.2256,      9.35,      9.39,      9.39,      0.10,      5.62,     10.60,    301.90,    340.05,    368.81,
   74.2670,      9.35,      9.39,      9.39,      0.00,      5.72,     12.70,    301.90,    340.05,    368.81,
   74.3086,    -99.00,      9.40,      9.40,      0.00,      5.72,     15.25,    301.90,    340.05,    368.81,
   74.3504,    -99.00,      9.41,      9.42,      0.00,      5.72,     17.59,    301.90,    340.05,    368.81,
   74.3923,    -99.00,      9.42,      9.53,      0.00,      5.72,     19.96,    301.90,    340.05,    368.81,
   74.4338,    -99.00,      9.47,      9.76,      0.00,      5.72,     21.85,    301.90,    340.05,    368.81,
