 Branch:,           3 , # of structures:,           3 , outlet temperatures
      JDAY,      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,
  269.7149,     11.38,     13.43,    -99.00,      1.92,      6.04,      0.00,    301.90,    340.05,    368.81,
  269.7566,     11.38,     13.43,    -99.00,      1.97,      6.01,      0.00,    301.90,    340.05,    368.81,
  269.7983,     11.38,     13.43,    -99.00,      1.99,      5.99,      0.00,    301.90,    340.05,    368.81,
  269.8402,     11.38,     13.42,    -99.00,      2.05,      5.93,      0.00,    301.90,    340.05,    368.81,
  269.8816,     11.38,     13.43,    -99.00,      2.05,      5.94,      0.00,    301.90,    340.05,    368.81,
  269.9240,     11.38,     13.44,    -99.00,      2.08,      5.91,      0.00,    301.90,    340.05,    368.81,
  269.9657,     11.39,     13.45,    -99.00,      2.23,      5.76,      0.00,    301.90,    340.05,    368.81,
  270.0070,     11.39,     13.45,    -99.00,      2.24,      5.74,      0.00,    301.90,    340.05,    368.81,
  270.0490,     11.39,     13.45,    -99.00,      2.44,      5.54,      0.00,    301.90,    340.05,    368.81,
  270.0907,     11.39,     13.45,    -99.00,      2.52,      5.47,      0.00,    301.90,    340.05,    368.81,
  270.1320,     11.39,     13.45,    -99.00,      2.52,      5.47,      0.00,    301.90,    340.05,    368.81,
  270.1740,     11.39,     13.45,    -99.00,      2.51,      5.48,      0.00,    301.90,    340.05,    368.81,
  270.2157,     11.39,     13.46,    -99.00,      2.52,      5.46,      0.00,    301.90,    340.05,    368.81,
  270.2570,     11.39,     13.47,    -99.00,      2.63,      5.36,      0.00,    301.90,    340.05,    368.81,
  270.2990,     11.39,     13.47,    -99.00,      2.57,      5.42,      0.00,    301.90,    340.05,    368.81,
  270.3407,     11.39,     13.48,    -99.00,      2.67,      5.32,      0.00,    301.90,    340.05,    368.81,
  270.3827,     11.39,     13.49,    -99.00,      2.61,      5.38,      0.00,    301.90,    340.05,    368.81,
  270.4240,     11.39,     13.49,    -99.00,      2.43,      5.56,      0.00,    301.90,    340.05,    368.81,
  270.4657,     11.39,     13.48,    -99.00,      2.23,      5.75,      0.00,    301.90,    340.05,    368.81,
  270.5077,     11.39,     13.48,    -99.00,      1.96,      6.02,      0.00,    301.90,    340.05,    368.81,
  270.5490,     11.39,     13.48,    -99.00,      1.87,      6.12,      0.00,    301.90,    340.05,    368.81,
  270.5906,     11.39,     13.47,    -99.00,      1.74,      6.24,      0.00,    301.90,    340.05,    368.81,
  270.6327,     11.39,     13.47,    -99.00,      1.65,      6.32,      0.00,    301.90,    340.05,    368.81,
  270.6740,     11.39,     13.46,    -99.00,      1.64,      6.34,      0.00,    301.90,    340.05,    368.81,
  270.7158,     11.40,     13.46,    -99.00,      1.71,      6.27,      0.00,    301.90,    340.05,    368.81,
  270.7574,     11.40,     13.45,    -99.00,      1.69,      6.29,      0.00,    301.90,    340.05,    368.81,
  270.7993,     11.40,     13.45,    -99.00,      1.79,      6.19,      0.00,    301.90,    340.05,    368.81,
  270.8407,     11.40,     13.45,    -99.00,      1.86,      6.12,      0.00,    301.90,    340.05,    368.81,
  270.8827,     11.40,     13.46,    -99.00,      2.07,      5.92,      0.00,    301.90,    340.05,    368.81,
  270.9242,     11.40,     13.47,    -99.00,      2.09,      5.89,      0.00,    301.90,    340.05,    368.81,
  270.9658,     11.40,     13.47,    -99.00,      2.31,      5.67,      0.00,    301.90,    340.05,    368.81,
  271.0077,     11.40,     13.48,    -99.00,      2.41,      5.58,      0.00,    301.90,    340.05,    368.81,
  271.0497,     11.40,     13.48,    -99.00,      2.42,      5.57,      0.00,    301.90,    340.05,    368.81,
  271.0913,     11.40,     13.49,    -99.00,      2.43,      5.54,      0.00,    301.90,    340.05,    368.81,
  271.1327,     11.40,     13.49,    -99.00,      2.46,      5.55,      0.00,    301.90,    340.05,    368.81,
  271.1747,     11.40,     13.49,    -99.00,      2.56,      5.43,      0.00,    301.90,    340.05,    368.81,
  271.2163,     11.40,     13.49,    -99.00,      2.44,      5.56,      0.00,    301.90,    340.05,    368.81,
  271.2583,     11.40,     13.48,    -99.00,      2.44,      5.56,      0.00,    301.90,    340.05,    368.81,
  271.2997,     11.41,     13.48,    -99.00,      2.44,      5.57,      0.00,    301.90,    340.05,    368.81,
  271.3413,     11.41,     13.48,    -99.00,      2.35,      5.63,      0.00,    301.90,    340.05,    368.81,
  271.3833,     11.41,     13.47,    -99.00,      2.15,      5.85,      0.00,    301.90,    340.05,    368.81,
  271.4247,     11.41,     13.46,    -99.00,      2.05,      5.94,      0.00,    301.90,    340.05,    368.81,
  271.4663,     11.41,     13.46,    -99.00,      1.72,      6.29,      0.00,    301.90,    340.05,    368.81,
  271.5080,     11.40,     13.46,    -99.00,      1.56,      6.43,      0.00,    301.90,    340.05,    368.81,
  271.5499,     11.40,     13.46,    -99.00,      1.36,      6.63,      0.00,    301.90,    340.05,    368.81,
  271.5916,     11.40,     13.46,    -99.00,      1.23,      6.72,      0.00,    301.90,    340.05,    368.81,
  271.6332,     11.40,     13.46,    -99.00,      1.17,      6.80,      0.00,    301.90,    340.05,    368.81,
  271.6749,     11.40,     13.47,    -99.00,      1.17,      6.80,      0.00,    301.90,    340.05,    368.81,
  271.7167,     11.40,     13.48,    -99.00,      1.28,      6.69,      0.00,    301.90,    340.05,    368.81,
  271.7581,     11.40,     13.49,    -99.00,      1.44,      6.53,      0.00,    301.90,    340.05,    368.81,
  271.7999,     11.40,     13.49,    -99.00,      1.46,      6.52,      0.00,    301.90,    340.05,    368.81,
  271.8418,     11.40,     13.51,    -99.00,      1.67,      6.33,      0.00,    301.90,    340.05,    368.81,
  271.8834,     11.40,     13.53,    -99.00,      1.80,      6.17,      0.00,    301.90,    340.05,    368.81,
  271.9249,     11.40,     13.52,    -99.00,      1.91,      6.08,      0.00,    301.90,    340.05,    368.81,
  271.9668,     11.41,     13.52,    -99.00,      2.08,      5.90,      0.00,    301.90,    340.05,    368.81,
  272.0083,     11.41,     13.52,    -99.00,      2.08,      5.91,      0.00,    301.90,    340.05,    368.81,
  272.0503,     11.41,     13.52,    -99.00,      2.09,      5.90,      0.00,    301.90,    340.05,    368.81,
  272.0920,     11.41,     13.52,    -99.00,      2.28,      5.72,      0.00,    301.90,    340.05,    368.81,
  272.1340,     11.41,     13.52,    -99.00,      2.26,      5.73,      0.00,    301.90,    340.05,    368.81,
  272.1753,     11.41,     13.51,    -99.00,      2.18,      5.81,      0.00,    301.90,    340.05,    368.81,
  272.2170,     11.41,     13.51,    -99.00,      2.25,      5.74,      0.00,    301.90,    340.05,    368.81,
  272.2590,     11.42,     13.51,    -99.00,      2.17,      5.83,      0.00,    301.90,    340.05,    368.81,
  272.3003,     11.42,     13.50,    -99.00,      2.16,      5.84,      0.00,    301.90,    340.05,    368.81,
  272.3420,     11.42,     13.49,    -99.00,      2.15,      5.86,      0.00,    301.90,    340.05,    368.81,
  272.3840,     11.42,     13.49,    -99.00,      2.02,      5.98,      0.00,    301.90,    340.05,    368.81,
  272.4253,     11.42,     13.48,    -99.00,      1.73,      6.27,      0.00,    301.90,    340.05,    368.81,
  272.4670,     11.42,     13.47,    -99.00,      1.51,      6.48,      0.00,    301.90,    340.05,    368.81,
  272.5091,     11.42,     13.47,    -99.00,      1.41,      6.57,      0.00,    301.90,    340.05,    368.81,
  272.5508,     11.42,     13.47,    -99.00,      1.08,      6.91,      0.00,    301.90,    340.05,    368.81,
  272.5924,     11.41,     13.47,    -99.00,      1.00,      6.99,      0.00,    301.90,    340.05,    368.81,
  272.6340,     11.41,     13.47,    -99.00,      0.92,      7.06,      0.00,    301.90,    340.05,    368.81,
  272.6758,     11.41,     13.47,    -99.00,      0.99,      6.98,      0.00,    301.90,    340.05,    368.81,
  272.7175,     11.41,     13.48,    -99.00,      1.09,      6.89,      0.00,    301.90,    340.05,    368.81,
  272.7592,     11.41,     13.48,    -99.00,      1.12,      6.87,      0.00,    301.90,    340.05,    368.81,
  272.8007,     11.41,     13.48,    -99.00,      1.13,      6.85,      0.00,    301.90,    340.05,    368.81,
  272.8423,     11.41,     13.48,    -99.00,      1.25,      6.74,      0.00,    301.90,    340.05,    368.81,
  272.8842,     11.41,     13.48,    -99.00,      1.44,      6.55,      0.00,    301.90,    340.05,    368.81,
  272.9263,     11.42,     13.48,    -99.00,      1.52,      6.46,      0.00,    301.90,    340.05,    368.81,
  272.9677,     11.42,     13.47,    -99.00,      1.62,      6.36,      0.00,    301.90,    340.05,    368.81,
  273.0097,     11.42,     13.47,    -99.00,      1.68,      6.31,      0.00,    301.90,    340.05,    368.81,
  273.0510,     11.42,     13.47,    -99.00,      1.67,      6.32,      0.00,    301.90,    340.05,    368.81,
  273.0927,     11.42,     13.47,    -99.00,      1.67,      6.30,      0.00,    301.90,    340.05,    368.81,
  273.1347,     11.42,     13.47,    -99.00,      1.68,      6.33,      0.00,    301.90,    340.05,    368.81,
  273.1760,     11.42,     13.47,    -99.00,      1.68,      6.31,      0.00,    301.90,    340.05,    368.81,
  273.2177,     11.43,     13.48,    -99.00,      1.69,      6.28,      0.00,    301.90,    340.05,    368.81,
  273.2597,     11.43,     13.48,    -99.00,      1.63,      6.38,      0.00,    301.90,    340.05,    368.81,
  273.3010,     11.43,     13.48,    -99.00,      1.64,      6.40,      0.00,    301.90,    340.05,    368.81,
  273.3427,     11.43,     13.48,    -99.00,      1.64,      6.38,      0.00,    301.90,    340.05,    368.81,
  273.3847,     11.43,     13.48,    -99.00,      1.64,      6.38,      0.00,    301.90,    340.05,    368.81,
  273.4267,     11.43,     13.47,    -99.00,      1.50,      6.51,      0.00,    301.90,    340.05,    368.81,
  273.4684,     11.43,     13.47,    -99.00,      1.29,      6.69,      0.00,    301.90,    340.05,    368.81,
  273.5096,     11.42,     13.49,    -99.00,      1.01,      6.98,      0.00,    301.90,    340.05,    368.81,
  273.5517,     11.42,     13.48,    -99.00,      0.87,      7.14,      0.00,    301.90,    340.05,    368.81,
  273.5931,     11.42,     13.47,    -99.00,      0.84,      7.14,      0.00,    301.90,    340.05,    368.81,
  273.6347,     11.42,     13.47,    -99.00,      0.95,      7.04,      0.00,    301.90,    340.05,    368.81,
  273.6764,     11.42,     13.48,    -99.00,      0.95,      7.01,      0.00,    301.90,    340.05,    368.81,
  273.7181,     11.42,     13.49,    -99.00,      0.87,      7.11,      0.00,    301.90,    340.05,    368.81,
  273.7598,     11.42,     13.49,    -99.00,      0.89,      7.09,      0.00,    301.90,    340.05,    368.81,
  273.8015,     11.42,     13.50,    -99.00,      0.82,      7.16,      0.00,    301.90,    340.05,    368.81,
  273.8434,     11.43,     13.50,    -99.00,      0.88,      7.10,      0.00,    301.90,    340.05,    368.81,
  273.8849,     11.43,     13.50,    -99.00,      1.13,      6.89,      0.00,    301.90,    340.05,    368.81,
  273.9271,     11.43,     13.50,    -99.00,      1.19,      6.78,      0.00,    301.90,    340.05,    368.81,
  273.9684,     11.43,     13.51,    -99.00,      1.32,      6.68,      0.00,    301.90,    340.05,    368.81,
  274.0104,     11.43,     13.51,    -99.00,      1.15,      6.84,      0.00,    301.90,    340.05,    368.81,
  274.0517,     11.43,     13.51,    -99.00,      1.35,      6.64,      0.00,    301.90,    340.05,    368.81,
  274.0934,     11.43,     13.51,    -99.00,      1.42,      6.57,      0.00,    301.90,    340.05,    368.81,
  274.1354,     11.43,     13.50,    -99.00,      1.41,      6.60,      0.00,    301.90,    340.05,    368.81,
  274.1767,     11.43,     13.49,    -99.00,      1.39,      6.62,      0.00,    301.90,    340.05,    368.81,
  274.2184,     11.43,     13.49,    -99.00,      1.37,      6.65,      0.00,    301.90,    340.05,    368.81,
  274.2604,     11.44,     13.49,    -99.00,      1.36,      6.66,      0.00,    301.90,    340.05,    368.81,
  274.3024,     11.44,     13.48,    -99.00,      1.36,      6.66,      0.00,    301.90,    340.05,    368.81,
  274.3441,     11.44,     13.48,    -99.00,      1.34,      6.68,      0.00,    301.90,    340.05,    368.81,
  274.3854,     11.44,     13.48,    -99.00,      1.32,      6.70,      0.00,    301.90,    340.05,    368.81,
  274.4274,     11.44,     13.49,    -99.00,      1.19,      6.84,      0.00,    301.90,    340.05,    368.81,
  274.4688,     11.44,     13.49,    -99.00,      1.18,      6.85,      0.00,    301.90,    340.05,    368.81,
  274.5104,     11.44,     13.49,    -99.00,      1.17,      6.85,      0.00,    301.90,    340.05,    368.81,
  274.5524,     11.44,     13.48,    -99.00,      1.16,      6.86,      0.00,    301.90,    340.05,    368.81,
  274.5939,     11.44,     13.48,    -99.00,      1.16,      6.85,      0.00,    301.90,    340.05,    368.81,
  274.6357,     11.43,     13.49,    -99.00,      1.06,      6.94,      0.00,    301.90,    340.05,    368.81,
  274.6772,     11.43,     13.50,    -99.00,      1.10,      6.91,      0.00,    301.90,    340.05,    368.81,
  274.7191,     11.43,     13.51,    -99.00,      1.05,      6.96,      0.00,    301.90,    340.05,    368.81,
  274.7607,     11.43,     13.52,    -99.00,      0.91,      6.55,      0.00,    301.90,    340.05,    368.81,
  274.8025,     11.43,     13.52,    -99.00,      1.04,      5.98,      0.00,    301.90,    340.05,    368.81,
  274.8439,     11.44,     13.52,    -99.00,      1.10,      5.90,      0.00,    301.90,    340.05,    368.81,
  274.8859,     11.44,     13.53,    -99.00,      1.12,      5.88,      0.00,    301.90,    340.05,    368.81,
  274.9279,     11.44,     13.53,    -99.00,      1.06,      5.94,      0.00,    301.90,    340.05,    368.81,
  274.9691,     11.44,     13.53,    -99.00,      1.01,      5.99,      0.00,    301.90,    340.05,    368.81,
  275.0111,     11.44,     13.53,    -99.00,      1.02,      6.00,      0.00,    301.90,    340.05,    368.81,
  275.0524,     11.44,     13.52,    -99.00,      0.99,      6.02,      0.00,    301.90,    340.05,    368.81,
  275.0941,     11.44,     13.52,    -99.00,      1.04,      5.97,      0.00,    301.90,    340.05,    368.81,
  275.1361,     11.44,     13.51,    -99.00,      1.10,      5.90,      0.00,    301.90,    340.05,    368.81,
  275.1781,     11.44,     13.50,    -99.00,      1.26,      5.77,      0.00,    301.90,    340.05,    368.81,
  275.2198,     11.45,     13.50,    -99.00,      1.42,      5.63,      0.00,    301.90,    340.05,    368.81,
  275.2611,     11.45,     13.49,    -99.00,      1.40,      5.62,      0.00,    301.90,    340.05,    368.81,
  275.3031,     11.45,     13.49,    -99.00,      1.31,      5.71,      0.00,    301.90,    340.05,    368.81,
  275.3448,     11.46,     13.48,    -99.00,      1.36,      5.66,      0.00,    301.90,    340.05,    368.81,
  275.3861,     11.46,     13.47,    -99.00,      1.45,      5.56,      0.00,    301.90,    340.05,    368.81,
  275.4281,     11.45,     13.47,    -99.00,      1.26,      5.76,      0.00,    301.90,    340.05,    368.81,
  275.4698,     11.45,     13.47,    -99.00,      0.91,      6.12,      0.00,    301.90,    340.05,    368.81,
  275.5114,     11.45,     13.46,    -99.00,      0.65,      6.38,      0.00,    301.90,    340.05,    368.81,
  275.5530,     11.44,     13.46,    -99.00,      0.39,      6.66,      0.00,    301.90,    340.05,    368.81,
  275.5948,     11.44,     13.47,    -99.00,      0.35,      6.67,      0.00,    301.90,    340.05,    368.81,
  275.6365,     11.44,     13.47,    -99.00,      0.30,      6.70,      0.00,    301.90,    340.05,    368.81,
  275.6781,     11.44,     13.48,    -99.00,      0.33,      6.69,      0.00,    301.90,    340.05,    368.81,
  275.7197,     11.44,     13.48,    -99.00,      0.34,      6.68,      0.00,    301.90,    340.05,    368.81,
  275.7614,     11.44,     13.49,    -99.00,      0.46,      6.56,      0.00,    301.90,    340.05,    368.81,
  275.8032,     11.45,     13.49,    -99.00,      0.55,      6.48,      0.00,    301.90,    340.05,    368.81,
  275.8448,     11.45,     13.49,    -99.00,      0.73,      6.26,      0.00,    301.90,    340.05,    368.81,
  275.8864,     11.45,     13.50,    -99.00,      0.63,      6.38,      0.00,    301.90,    340.05,    368.81,
  275.9287,     11.45,     13.50,    -99.00,      0.58,      6.43,      0.00,    301.90,    340.05,    368.81,
  275.9703,     11.45,     13.50,    -99.00,      0.52,      6.50,      0.00,    301.90,    340.05,    368.81,
  276.0118,     11.45,     13.50,    -99.00,      0.51,      6.51,      0.00,    301.90,    340.05,    368.81,
  276.0538,     11.45,     13.51,    -99.00,      0.52,      6.50,      0.00,    301.90,    340.05,    368.81,
  276.0955,     11.45,     13.52,    -99.00,      0.55,      6.48,      0.00,    301.90,    340.05,    368.81,
  276.1368,     11.45,     13.52,    -99.00,      0.64,      6.39,      0.00,    301.90,    340.05,    368.81,
  276.1788,     11.45,     13.53,    -99.00,      0.82,      6.21,      0.00,    301.90,    340.05,    368.81,
  276.2205,     11.45,     13.53,    -99.00,      0.91,      6.12,      0.00,    301.90,    340.05,    368.81,
  276.2618,     11.46,     13.53,    -99.00,      1.01,      6.02,      0.00,    301.90,    340.05,    368.81,
  276.3038,     11.46,     13.52,    -99.00,      0.90,      6.13,      0.00,    301.90,    340.05,    368.81,
  276.3455,     11.46,     13.52,    -99.00,      0.99,      6.04,      0.00,    301.90,    340.05,    368.81,
  276.3868,     11.46,     13.52,    -99.00,      0.81,      6.21,      0.00,    301.90,    340.05,    368.81,
  276.4288,     11.45,     13.51,    -99.00,      0.63,      6.40,      0.00,    301.90,    340.05,    368.81,
  276.4704,     11.46,     13.50,    -99.00,      0.60,      6.43,      0.00,    301.90,    340.05,    368.81,
  276.5125,     11.45,     13.49,    -99.00,      0.39,      6.64,      0.00,    301.90,    340.05,    368.81,
  276.5538,     11.45,     13.48,    -99.00,      0.20,      6.83,      0.00,    301.90,    340.05,    368.81,
  276.5955,     11.45,     13.48,    -99.00,      0.19,      6.84,      0.00,    301.90,    340.05,    368.81,
  276.6375,     11.45,     13.48,    -99.00,      0.18,      6.85,      0.00,    301.90,    340.05,    368.81,
  276.6788,     11.45,     13.48,    -99.00,      0.16,      6.86,      0.00,    301.90,    340.05,    368.81,
  276.7205,     11.45,     13.49,    -99.00,      0.18,      6.85,      0.00,    301.90,    340.05,    368.81,
  276.7622,     11.46,     13.49,    -99.00,      0.32,      6.71,      0.00,    301.90,    340.05,    368.81,
  276.8041,     11.46,     13.48,    -99.00,      0.20,      6.82,      0.00,    301.90,    340.05,    368.81,
  276.8460,     11.46,     13.48,    -99.00,      0.18,      6.84,      0.00,    301.90,    340.05,    368.81,
  276.8875,     11.46,     13.48,    -99.00,      0.36,      6.66,      0.00,    301.90,    340.05,    368.81,
  276.9295,     11.46,     13.48,    -99.00,      0.46,      6.56,      0.00,    301.90,    340.05,    368.81,
  276.9712,     11.46,     13.48,    -99.00,      0.53,      6.49,      0.00,    301.90,    340.05,    368.81,
  277.0125,     11.46,     13.48,    -99.00,      0.53,      6.49,      0.00,    301.90,    340.05,    368.81,
  277.0545,     11.46,     13.48,    -99.00,      0.59,      6.43,      0.00,    301.90,    340.05,    368.81,
  277.0962,     11.46,     13.49,    -99.00,      0.60,      6.43,      0.00,    301.90,    340.05,    368.81,
  277.1375,     11.46,     13.49,    -99.00,      0.61,      6.41,      0.00,    301.90,    340.05,    368.81,
  277.1795,     11.46,     13.49,    -99.00,      0.62,      6.40,      0.00,    301.90,    340.05,    368.81,
  277.2212,     11.46,     13.49,    -99.00,      0.55,      6.45,      0.00,    301.90,    340.05,    368.81,
  277.2625,     11.46,     13.48,    -99.00,      0.48,      6.56,      0.00,    301.90,    340.05,    368.81,
  277.3045,     11.46,     13.48,    -99.00,      0.47,      6.56,      0.00,    301.90,    340.05,    368.81,
  277.3462,     11.46,     13.48,    -99.00,      0.46,      6.56,      0.00,    301.90,    340.05,    368.81,
  277.3882,     11.46,     13.48,    -99.00,      0.53,      6.50,      0.00,    301.90,    340.05,    368.81,
  277.4295,     11.46,     13.48,    -99.00,      0.35,      6.68,      0.00,    301.90,    340.05,    368.81,
  277.4712,     11.46,     13.47,    -99.00,      0.26,      6.74,      0.00,    301.90,    340.05,    368.81,
  277.5132,     11.46,     13.49,    -99.00,      0.22,      6.81,      0.00,    301.90,    340.05,    368.81,
  277.5545,     11.46,     13.49,    -99.00,      0.07,      6.95,      0.00,    301.90,    340.05,    368.81,
  277.5962,     11.46,     13.49,    -99.00,      0.14,      6.90,      0.00,    301.90,    340.05,    368.81,
  277.6382,     11.46,     13.49,    -99.00,      0.13,      6.89,      0.00,    301.90,    340.05,    368.81,
  277.6795,     11.46,     13.49,    -99.00,      0.07,      6.95,      0.00,    301.90,    340.05,    368.81,
  277.7212,     11.46,     13.50,    -99.00,      0.15,      6.85,      0.00,    301.90,    340.05,    368.81,
  277.7632,     11.46,     13.50,    -99.00,      0.09,      6.93,      0.00,    301.90,    340.05,    368.81,
  277.8048,     11.46,     13.50,    -99.00,      0.10,      6.92,      0.00,    301.90,    340.05,    368.81,
  277.8465,     11.46,     13.49,    -99.00,      0.12,      6.90,      0.00,    301.90,    340.05,    368.81,
  277.8880,     11.46,     13.50,    -99.00,      0.08,      6.96,      0.00,    301.90,    340.05,    368.81,
  277.9297,     11.46,     13.50,    -99.00,      0.09,      6.91,      0.00,    301.90,    340.05,    368.81,
  277.9719,     11.46,     13.50,    -99.00,      0.09,      6.93,      0.00,    301.90,    340.05,    368.81,
  278.0132,     11.47,     13.50,    -99.00,      0.10,      6.92,      0.00,    301.90,    340.05,    368.81,
  278.0552,     11.47,     13.50,    -99.00,      0.10,      6.91,      0.00,    301.90,    340.05,    368.81,
  278.0969,     11.47,     13.50,    -99.00,      0.11,      6.90,      0.00,    301.90,    340.05,    368.81,
  278.1382,     11.47,     13.51,    -99.00,      0.12,      6.89,      0.00,    301.90,    340.05,    368.81,
  278.1802,     11.47,     13.50,    -99.00,      0.12,      6.92,      0.00,    301.90,    340.05,    368.81,
  278.2219,     11.47,     13.50,    -99.00,      0.11,      6.89,      0.00,    301.90,    340.05,    368.81,
  278.2639,     11.47,     13.50,    -99.00,      0.10,      6.92,      0.00,    301.90,    340.05,    368.81,
  278.3052,     11.47,     13.50,    -99.00,      0.06,      6.96,      0.00,    301.90,    340.05,    368.81,
  278.3469,     11.47,     13.50,    -99.00,      0.06,      6.95,      0.00,    301.90,    340.05,    368.81,
  278.3889,     11.47,     13.50,    -99.00,      0.11,      6.91,      0.00,    301.90,    340.05,    368.81,
  278.4302,     11.47,     13.51,    -99.00,      0.12,      6.90,      0.00,    301.90,    340.05,    368.81,
  278.4719,     11.47,     13.51,    -99.00,      0.00,      7.02,      0.00,    301.90,    340.05,    368.81,
  278.5139,    -99.00,     13.51,    -99.00,      0.00,      7.02,      0.00,    301.90,    340.05,    368.81,
  278.5552,    -99.00,     13.52,    -99.00,      0.00,      7.02,      0.00,    301.90,    340.05,    368.81,
  278.5969,    -99.00,     13.51,    -99.00,      0.00,      7.02,      0.00,    301.90,    340.05,    368.81,
  278.6389,    -99.00,     13.51,    -99.00,      0.00,      7.02,      0.00,    301.90,    340.05,    368.81,
  278.6806,    -99.00,     13.51,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  278.7221,    -99.00,     13.51,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  278.7637,    -99.00,     13.51,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  278.8058,    -99.00,     13.51,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  278.8475,    -99.00,     13.50,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  278.8891,    -99.00,     13.50,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  278.9305,    -99.00,     13.51,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  278.9726,    -99.00,     13.50,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.0139,    -99.00,     13.50,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.0559,    -99.00,     13.50,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.0976,    -99.00,     13.50,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.1396,    -99.00,     13.50,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.1809,    -99.00,     13.50,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.2226,    -99.00,     13.51,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.2646,     11.48,     13.50,    -99.00,      0.02,      6.99,      0.00,    301.90,    340.05,    368.81,
  279.3059,     11.48,     13.50,    -99.00,      0.08,      6.93,      0.00,    301.90,    340.05,    368.81,
  279.3476,     11.48,     13.51,    -99.00,      0.12,      6.89,      0.00,    301.90,    340.05,    368.81,
  279.3896,     11.48,     13.51,    -99.00,      0.13,      6.88,      0.00,    301.90,    340.05,    368.81,
  279.4309,     11.48,     13.52,    -99.00,      0.08,      6.92,      0.00,    301.90,    340.05,    368.81,
  279.4733,     11.48,     13.52,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.5146,    -99.00,     13.52,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.5566,    -99.00,     13.52,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.5983,    -99.00,     13.52,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.6396,    -99.00,     13.52,    -99.00,      0.00,      7.01,      0.00,    301.90,    340.05,    368.81,
  279.6816,    -99.00,     13.52,    -99.00,      0.00,      6.99,      0.00,    301.90,    340.05,    368.81,
  279.7231,    -99.00,     13.52,    -99.00,      0.00,      7.02,      0.00,    301.90,    340.05,    368.81,
  279.7648,    -99.00,     13.52,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  279.8064,    -99.00,     13.53,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  279.8479,    -99.00,     13.54,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  279.8899,    -99.00,     13.54,    -99.00,      0.00,      6.98,      0.00,    301.90,    340.05,    368.81,
  279.9316,    -99.00,     13.54,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  279.9733,    -99.00,     13.54,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  280.0153,    -99.00,     13.56,    -99.00,      0.00,      7.02,      0.00,    301.90,    340.05,    368.81,
  280.0566,    -99.00,     13.56,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  280.0983,    -99.00,     13.55,    -99.00,      0.00,      6.98,      0.00,    301.90,    340.05,    368.81,
  280.1403,    -99.00,     13.56,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  280.1816,    -99.00,     13.56,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  280.2233,    -99.00,     13.56,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  280.2653,    -99.00,     13.55,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  280.3073,    -99.00,     13.55,    -99.00,      0.00,      7.02,      0.00,    301.90,    340.05,    368.81,
  280.3490,     11.49,     13.53,    -99.00,      0.01,      6.97,      0.00,    301.90,    340.05,    368.81,
  280.3903,     11.49,     13.54,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  280.4323,    -99.00,     13.53,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  280.4740,    -99.00,     13.53,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  280.5153,    -99.00,     13.54,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
  280.5573,    -99.00,     13.52,    -99.00,      0.00,      7.00,      0.00,    301.90,    340.05,    368.81,
