JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),
     1.000,   453.840,   665.746,    22.500,     0.000,     0.000,     0.000,     0.450,    75.369,   963.009,     1.000,    20.303,  -800.927,     0.000,   223.935,   422.122,   383.296,   219.444,     0.000,
     1.042,   496.538,   665.745,    22.500,     0.000,     0.000,     0.000,     0.450,    75.368,   963.009,     1.000,    20.294,  -586.949,     0.000,   223.935,   421.713,   247.127,   142.044,     0.000,
     1.089,   493.464,   665.739,    22.501,     0.000,     0.000,     0.000,     0.450,    75.362,   963.009,     1.000,    20.298,  -745.080,     0.000,   223.936,   421.437,   348.478,   199.101,     0.000,
     1.125,   426.306,   665.740,    22.502,     0.000,     0.000,     0.000,     0.450,    75.363,   963.009,     1.000,    20.294,  -900.797,     0.000,   225.663,   421.206,   454.651,   250.603,     0.000,
     1.167,   407.836,   665.740,    22.499,     0.000,     0.000,     0.000,     0.450,    75.363,   963.009,     1.000,    20.288,  -600.282,     0.000,   222.438,   420.986,   253.659,   148.074,     0.000,
     1.213,   438.798,   665.743,    22.474,     0.000,     0.000,     0.000,     0.450,    75.366,   963.009,     1.000,    20.276,  -696.329,     0.000,   223.935,   420.850,   318.693,   180.721,     0.000,
     1.255,   426.257,   665.745,    22.451,     0.000,     0.000,     0.000,     0.450,    75.368,   963.009,     1.000,    20.235,  -616.902,     0.000,   222.162,   420.715,   264.014,   154.334,     0.000,
     1.292,   416.036,   665.747,    22.430,     0.000,     0.000,     0.000,     0.450,    75.370,   963.009,     1.000,    20.214,  -695.634,     0.000,   222.162,   420.593,   314.739,   182.463,     0.000,
     1.337,   414.108,   665.748,    22.405,     0.000,     0.000,    36.868,     0.450,    75.371,   963.009,     1.000,    20.206,  -706.318,    34.781,   223.936,   420.451,   347.015,   197.569,     0.000,
     1.375,    27.433,   665.748,    22.386,     0.000,     0.000,   184.278,     0.450,    75.371,   963.009,     1.000,    20.209,  -606.871,   173.847,   227.663,   420.333,   382.322,   205.726,     0.000,
     1.417,   359.651,   665.761,    22.358,     0.000,     0.000,   295.474,     0.450,    75.384,   963.009,     1.000,    20.209,  -397.615,   278.749,   231.280,   420.187,   322.411,   165.046,     0.000,
     1.463,   399.051,   665.763,    22.346,     0.000,     0.000,   390.495,     0.450,    75.386,   963.009,     1.000,    20.220,  -284.236,   368.392,   235.770,   420.115,   315.344,   152.940,     0.000,
     1.504,   405.189,   665.764,    22.336,     0.000,     0.000,   413.307,     0.450,    75.387,   963.009,     1.000,    20.186,  -104.521,   389.913,   242.366,   420.049,   218.247,    98.503,     0.000,
     1.542,   367.163,   665.753,    22.332,     0.000,     0.000,   415.200,     0.450,    75.376,   963.009,     1.000,    20.163,  -152.641,   391.698,   240.641,   420.027,   253.702,   111.250,     0.000,
     1.585,   153.956,   665.749,    22.325,     0.000,     0.000,   351.551,     0.450,    75.372,   963.009,     1.000,    20.137,  -229.907,   331.652,   240.125,   419.989,   261.632,   120.063,     0.000,
     1.629,   367.178,   665.742,    22.317,     0.000,     0.000,   245.930,     0.450,    75.365,   963.009,     1.000,    20.128,  -227.803,   232.009,   240.123,   419.948,   191.705,    88.282,     0.000,
     1.667,   346.512,   665.744,    22.300,     0.000,     0.000,   106.128,     0.450,    75.367,   963.009,     1.000,    20.130,  -391.611,   100.121,   234.128,   419.853,   204.315,   101.692,     0.000,
     1.712,   330.191,   665.750,    22.270,     0.000,     0.000,     4.981,     0.450,    75.373,   963.009,     1.000,    20.140,  -590.595,     4.699,   227.662,   419.683,   261.249,   142.023,     0.000,
     1.752,   228.264,   665.739,    22.253,     0.000,     0.000,     0.000,     0.450,    75.362,   963.009,     1.000,    20.132,  -560.196,     0.000,   227.660,   419.581,   238.092,   130.182,     0.000,
     1.792,   287.920,   665.734,    22.236,     0.000,     0.000,     0.000,     0.450,    75.357,   963.009,     1.000,    20.117,  -599.436,     0.000,   222.530,   419.485,   251.302,   151.180,     0.000,
     1.836,   259.739,   665.725,    22.216,     0.000,     0.000,     0.000,     0.450,    75.348,   963.009,     1.000,    20.092,  -571.798,     0.000,   222.162,   419.374,   234.459,   140.125,     0.000,
     1.878,   242.819,   665.723,    22.194,     0.000,     0.000,     0.000,     0.450,    75.346,   963.009,     1.000,    20.054,  -571.185,     0.000,   222.162,   419.249,   234.108,   139.990,     0.000,
     1.917,   225.485,   665.719,    22.177,     0.000,     0.000,     0.000,     0.450,    75.342,   963.009,     1.000,    20.032,  -570.159,     0.000,   222.162,   419.148,   233.291,   139.881,     0.000,
     1.960,   184.460,   665.716,    22.159,     0.000,     0.000,     0.000,     0.450,    75.339,   963.009,     1.000,    20.031,  -538.464,     0.000,   222.161,   419.048,   212.727,   128.850,     0.000,
     2.002,   212.991,   665.718,    22.141,     0.000,     0.000,     0.000,     0.450,    75.341,   963.009,     1.000,    20.029,  -481.692,     0.000,   220.403,   418.944,   174.438,   108.712,     0.000,
     2.042,   211.955,   665.717,    22.126,     0.000,     0.000,     0.000,     0.450,    75.340,   963.009,     1.000,    20.022,  -517.606,     0.000,   218.830,   418.863,   193.590,   123.983,     0.000,
     2.085,   208.941,   665.716,    22.109,     0.000,     0.000,     0.000,     0.450,    75.339,   963.009,     1.000,    20.004,  -519.791,     0.000,   218.724,   418.766,   194.573,   125.177,     0.000,
     2.127,   207.042,   665.717,    22.094,     0.000,     0.000,     0.000,     0.450,    75.340,   963.009,     1.000,    19.977,  -479.049,     0.000,   220.403,   418.677,   172.285,   108.491,     0.000,
     2.167,   208.371,   665.716,    22.079,     0.000,     0.000,     0.000,     0.450,    75.339,   963.009,     1.000,    19.953,  -495.932,     0.000,   218.773,   418.591,   179.276,   116.837,     0.000,
     2.210,   215.415,   665.717,    22.063,     0.000,     0.000,     0.000,     0.450,    75.340,   963.009,     1.000,    19.941,  -459.161,     0.000,   220.404,   418.505,   160.421,   100.638,     0.000,
     2.253,   226.476,   665.716,    22.049,     0.000,     0.000,     0.000,     0.450,    75.339,   963.009,     1.000,    19.934,  -456.656,     0.000,   220.403,   418.423,   158.062,   100.576,     0.000,
     2.292,   234.712,   665.721,    22.031,     0.000,     0.000,     0.000,     0.450,    75.344,   963.009,     1.000,    19.933,  -460.762,     0.000,   218.802,   418.322,   158.479,   102.764,     0.000,
     2.336,   238.899,   665.723,    22.016,     0.000,     0.000,    37.903,     0.450,    75.346,   963.009,     1.000,    19.936,  -458.923,    35.758,   218.725,   418.239,   178.347,   116.820,     0.000,
     2.378,   243.637,   665.725,    22.003,     0.000,     0.000,   182.305,     0.450,    75.348,   963.009,     1.000,    19.933,  -380.200,   171.986,   223.937,   418.164,   222.522,   135.437,     0.000,
     2.417,   237.421,   665.727,    21.995,     0.000,     0.000,   294.316,     0.450,    75.350,   963.009,     1.000,    19.925,  -208.770,   277.657,   231.024,   418.113,   193.230,   106.108,     0.000,
     2.461,   243.757,   665.730,    21.987,     0.000,     0.000,   286.869,     0.450,    75.353,   963.009,     1.000,    19.923,  -220.958,   270.631,   235.770,   418.073,   203.378,   105.908,     0.000,
