JDAY,SEG   2,SEG   3,SEG   4,SEG   5,SEG   6,SEG   7,SEG   8,SEG   9,SEG  10,SEG  11,SEG  12,SEG  13,SEG  14,SEG  15,SEG  16,SEG  17,SEG  18,SEG  19,SEG  20,SEG  21,SEG  22,SEG  23,SEG  24,SEG  25,SEG  26,SEG  27,SEG  28,SEG  29,SEG  30,SEG  31,SEG  32,SEG  33,SEG  34,SEG  35,SEG  36,SEG  37,SEG  38,SEG  39,SEG  40,SEG  41,SEG  42,SEG  43,SEG  44,SEG  45,SEG  46,SEG  47,SEG  48,SEG  49,SEG  50,SEG  51,SEG  52,SEG  55,SEG  56,SEG  57,SEG  58,SEG  61,SEG  62,SEG  63,SEG  64,SEG  65,SEG  66,SEG  67,SEG  68,SEG  69,SEG  70,SEG  73,SEG  74,SEG  75,SEG  76,SEG  77,SEG  78,SEG  79,SEG  80,SEG  81,SEG  82,SEG
     3.837, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.703, 665.704, 665.704, 665.705, 665.706, 665.706, 665.707, 665.707, 665.707, 665.708, 665.708, 665.708, 665.708, 665.708, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.705, 665.707, 665.708, 665.709, 665.710, 665.710, 665.710, 665.747, 665.747, 665.747, 665.747, 665.747, 665.707, 665.707, 665.708, 665.709, 665.709,
     3.879, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.698, 665.699, 665.700, 665.700, 665.701, 665.701, 665.702, 665.702, 665.702, 665.703, 665.703, 665.703, 665.703, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.705, 665.705, 665.704, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.704, 665.705, 665.705, 665.705, 665.705, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.699, 665.701, 665.703, 665.704, 665.704, 665.704, 665.705, 665.747, 665.747, 665.747, 665.747, 665.747, 665.701, 665.702, 665.703, 665.703, 665.704,
     3.917, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.696, 665.697, 665.698, 665.698, 665.699, 665.699, 665.700, 665.700, 665.700, 665.701, 665.701, 665.701, 665.701, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.703, 665.702, 665.702, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.697, 665.699, 665.701, 665.702, 665.703, 665.703, 665.703, 665.747, 665.747, 665.747, 665.747, 665.747, 665.700, 665.700, 665.701, 665.701, 665.702,
     3.962, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.684, 665.685, 665.685, 665.686, 665.686, 665.687, 665.687, 665.688, 665.688, 665.688, 665.688, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.692, 665.692, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.685, 665.687, 665.689, 665.690, 665.690, 665.690, 665.691, 665.747, 665.747, 665.747, 665.747, 665.747, 665.687, 665.688, 665.689, 665.689, 665.690,
     4.004, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.684, 665.685, 665.685, 665.686, 665.686, 665.686, 665.687, 665.688, 665.688, 665.688, 665.688, 665.688, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.684, 665.686, 665.688, 665.689, 665.689, 665.689, 665.690, 665.747, 665.747, 665.747, 665.747, 665.747, 665.687, 665.687, 665.688, 665.688, 665.689,
     4.042, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.685, 665.686, 665.687, 665.688, 665.688, 665.688, 665.689, 665.689, 665.689, 665.690, 665.690, 665.690, 665.690, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.692, 665.691, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.691, 665.692, 665.692, 665.692, 665.692, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.686, 665.688, 665.690, 665.691, 665.691, 665.691, 665.692, 665.747, 665.747, 665.747, 665.747, 665.747, 665.688, 665.689, 665.690, 665.690, 665.691,
     4.087, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.687, 665.689, 665.689, 665.690, 665.690, 665.690, 665.691, 665.691, 665.691, 665.692, 665.692, 665.692, 665.692, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.687, 665.689, 665.691, 665.692, 665.693, 665.693, 665.694, 665.747, 665.747, 665.747, 665.747, 665.747, 665.690, 665.690, 665.691, 665.692, 665.693,
     4.129, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.696, 665.698, 665.698, 665.699, 665.699, 665.699, 665.700, 665.700, 665.701, 665.701, 665.701, 665.701, 665.701, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.698, 665.700, 665.702, 665.702, 665.703, 665.703, 665.703, 665.747, 665.747, 665.747, 665.747, 665.747, 665.700, 665.700, 665.701, 665.702, 665.703,
     4.167, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.698, 665.700, 665.700, 665.701, 665.701, 665.701, 665.702, 665.702, 665.703, 665.703, 665.703, 665.703, 665.703, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.699, 665.701, 665.703, 665.704, 665.704, 665.705, 665.705, 665.747, 665.747, 665.747, 665.747, 665.747, 665.701, 665.702, 665.703, 665.703, 665.704,
     4.210, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.698, 665.699, 665.699, 665.700, 665.700, 665.700, 665.701, 665.701, 665.701, 665.702, 665.702, 665.702, 665.702, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.703, 665.704, 665.704, 665.704, 665.704, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.698, 665.700, 665.702, 665.703, 665.703, 665.703, 665.703, 665.747, 665.747, 665.747, 665.747, 665.747, 665.700, 665.701, 665.701, 665.702, 665.703,
     4.254, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.697, 665.698, 665.699, 665.699, 665.699, 665.700, 665.701, 665.701, 665.701, 665.701, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.704, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.697, 665.699, 665.701, 665.702, 665.703, 665.703, 665.703, 665.747, 665.747, 665.747, 665.747, 665.747, 665.700, 665.700, 665.701, 665.701, 665.702,
     4.292, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.697, 665.698, 665.699, 665.700, 665.700, 665.700, 665.701, 665.701, 665.702, 665.702, 665.702, 665.702, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.705, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.698, 665.700, 665.702, 665.703, 665.704, 665.704, 665.704, 665.747, 665.747, 665.747, 665.747, 665.747, 665.700, 665.701, 665.702, 665.702, 665.703,
     4.337, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.699, 665.700, 665.701, 665.701, 665.702, 665.702, 665.703, 665.703, 665.703, 665.704, 665.704, 665.704, 665.704, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.700, 665.702, 665.704, 665.705, 665.705, 665.705, 665.706, 665.747, 665.747, 665.747, 665.747, 665.747, 665.702, 665.702, 665.703, 665.704, 665.705,
     4.379, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.702, 665.703, 665.704, 665.704, 665.705, 665.705, 665.706, 665.706, 665.706, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.708, 665.707, 665.707, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.709, 665.709, 665.709, 665.709, 665.708, 665.709, 665.709, 665.709, 665.709, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.703, 665.705, 665.707, 665.708, 665.708, 665.708, 665.708, 665.747, 665.747, 665.747, 665.747, 665.747, 665.705, 665.705, 665.706, 665.707, 665.708,
     4.417, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.704, 665.705, 665.705, 665.706, 665.706, 665.707, 665.707, 665.708, 665.708, 665.708, 665.708, 665.708, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.711, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.705, 665.706, 665.708, 665.709, 665.710, 665.710, 665.710, 665.747, 665.747, 665.747, 665.747, 665.747, 665.707, 665.707, 665.708, 665.709, 665.709,
     4.460, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.706, 665.707, 665.707, 665.708, 665.708, 665.709, 665.709, 665.710, 665.710, 665.710, 665.710, 665.710, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.708, 665.709, 665.710, 665.711, 665.712, 665.712, 665.712, 665.747, 665.747, 665.747, 665.747, 665.747, 665.709, 665.709, 665.710, 665.711, 665.711,
     4.504, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.708, 665.709, 665.709, 665.710, 665.710, 665.710, 665.711, 665.712, 665.712, 665.712, 665.712, 665.712, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.715, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.710, 665.711, 665.713, 665.714, 665.714, 665.714, 665.714, 665.747, 665.747, 665.747, 665.747, 665.747, 665.711, 665.711, 665.712, 665.713, 665.714,
     4.542, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.709, 665.710, 665.710, 665.711, 665.712, 665.712, 665.713, 665.713, 665.713, 665.713, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.715, 665.716, 665.716, 665.716, 665.716, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.711, 665.712, 665.714, 665.715, 665.715, 665.715, 665.716, 665.747, 665.747, 665.747, 665.747, 665.747, 665.712, 665.713, 665.713, 665.714, 665.715,
     4.588, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.706, 665.707, 665.708, 665.709, 665.709, 665.709, 665.711, 665.711, 665.711, 665.711, 665.711, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.714, 665.714, 665.714, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.708, 665.710, 665.711, 665.712, 665.713, 665.713, 665.713, 665.747, 665.747, 665.747, 665.747, 665.747, 665.710, 665.710, 665.711, 665.712, 665.712,
     4.629, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.707, 665.708, 665.709, 665.709, 665.710, 665.710, 665.711, 665.711, 665.711, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.712, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.713, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.710, 665.711, 665.712, 665.713, 665.714, 665.714, 665.714, 665.747, 665.747, 665.747, 665.747, 665.747, 665.711, 665.711, 665.712, 665.712, 665.713,
     4.667, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.702, 665.702, 665.703, 665.704, 665.704, 665.704, 665.705, 665.706, 665.706, 665.706, 665.706, 665.706, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.703, 665.704, 665.706, 665.707, 665.708, 665.708, 665.709, 665.747, 665.747, 665.747, 665.747, 665.747, 665.704, 665.705, 665.706, 665.706, 665.707,
     4.710, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.696, 665.697, 665.697, 665.698, 665.698, 665.698, 665.699, 665.700, 665.700, 665.700, 665.701, 665.701, 665.701, 665.701, 665.701, 665.701, 665.701, 665.701, 665.701, 665.701, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.702, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.703, 665.702, 665.703, 665.703, 665.703, 665.704, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.697, 665.699, 665.701, 665.702, 665.703, 665.703, 665.703, 665.747, 665.747, 665.747, 665.747, 665.747, 665.699, 665.700, 665.701, 665.701, 665.702,
     4.755, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.688, 665.688, 665.689, 665.690, 665.690, 665.690, 665.691, 665.691, 665.692, 665.692, 665.692, 665.692, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.694, 665.695, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.688, 665.690, 665.692, 665.693, 665.694, 665.694, 665.694, 665.747, 665.747, 665.747, 665.747, 665.747, 665.690, 665.691, 665.692, 665.692, 665.693,
     4.792, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.684, 665.685, 665.685, 665.686, 665.686, 665.687, 665.687, 665.688, 665.688, 665.688, 665.688, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.689, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.690, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.685, 665.687, 665.689, 665.690, 665.690, 665.691, 665.691, 665.747, 665.747, 665.747, 665.747, 665.747, 665.687, 665.688, 665.688, 665.689, 665.690,
     4.836, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.686, 665.687, 665.687, 665.688, 665.688, 665.689, 665.690, 665.690, 665.690, 665.690, 665.690, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.693, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.687, 665.689, 665.691, 665.692, 665.692, 665.692, 665.693, 665.747, 665.747, 665.747, 665.747, 665.747, 665.690, 665.690, 665.691, 665.691, 665.692,
     4.876, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.682, 665.683, 665.683, 665.684, 665.684, 665.685, 665.685, 665.686, 665.686, 665.686, 665.686, 665.686, 665.687, 665.687, 665.687, 665.687, 665.687, 665.687, 665.687, 665.687, 665.687, 665.687, 665.687, 665.688, 665.688, 665.688, 665.688, 665.688, 665.688, 665.688, 665.688, 665.688, 665.688, 665.688, 665.689, 665.689, 665.689, 665.688, 665.689, 665.689, 665.689, 665.689, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.682, 665.684, 665.686, 665.687, 665.688, 665.688, 665.688, 665.747, 665.747, 665.747, 665.747, 665.747, 665.685, 665.685, 665.686, 665.687, 665.688,
     4.917, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.676, 665.677, 665.678, 665.679, 665.679, 665.679, 665.680, 665.680, 665.680, 665.681, 665.681, 665.681, 665.681, 665.681, 665.681, 665.682, 665.682, 665.682, 665.682, 665.682, 665.682, 665.682, 665.682, 665.682, 665.682, 665.682, 665.682, 665.682, 665.683, 665.683, 665.683, 665.683, 665.683, 665.683, 665.683, 665.683, 665.684, 665.685, 665.684, 665.684, 665.684, 665.683, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.677, 665.679, 665.681, 665.682, 665.683, 665.683, 665.684, 665.747, 665.747, 665.747, 665.747, 665.747, 665.679, 665.680, 665.681, 665.681, 665.682,
     4.961, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.679, 665.680, 665.681, 665.682, 665.682, 665.682, 665.683, 665.683, 665.684, 665.684, 665.684, 665.684, 665.684, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.687, 665.687, 665.686, 665.687, 665.687, 665.687, 665.687, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.681, 665.683, 665.684, 665.686, 665.686, 665.686, 665.687, 665.747, 665.747, 665.747, 665.747, 665.747, 665.683, 665.683, 665.684, 665.685, 665.686,
     5.005, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.680, 665.681, 665.681, 665.682, 665.683, 665.683, 665.683, 665.683, 665.684, 665.684, 665.684, 665.684, 665.684, 665.684, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.685, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.686, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.681, 665.682, 665.684, 665.685, 665.685, 665.685, 665.686, 665.747, 665.747, 665.747, 665.747, 665.747, 665.682, 665.682, 665.683, 665.684, 665.685,
     5.042, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.685, 665.686, 665.687, 665.688, 665.688, 665.688, 665.689, 665.689, 665.689, 665.690, 665.690, 665.690, 665.690, 665.690, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.691, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.692, 665.691, 665.692, 665.692, 665.692, 665.692, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.686, 665.688, 665.690, 665.691, 665.691, 665.691, 665.692, 665.747, 665.747, 665.747, 665.747, 665.747, 665.688, 665.689, 665.690, 665.690, 665.691,
     5.087, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.691, 665.692, 665.692, 665.693, 665.694, 665.694, 665.694, 665.695, 665.695, 665.695, 665.695, 665.695, 665.696, 665.696, 665.696, 665.696, 665.696, 665.696, 665.696, 665.696, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.698, 665.697, 665.697, 665.697, 665.698, 665.698, 665.698, 665.698, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.691, 665.693, 665.695, 665.696, 665.697, 665.697, 665.697, 665.747, 665.747, 665.747, 665.747, 665.747, 665.693, 665.694, 665.695, 665.695, 665.696,
     5.128, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.701, 665.702, 665.703, 665.703, 665.704, 665.704, 665.705, 665.705, 665.705, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.702, 665.704, 665.706, 665.707, 665.708, 665.708, 665.708, 665.747, 665.747, 665.747, 665.747, 665.747, 665.704, 665.705, 665.706, 665.706, 665.707,
     5.167, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.704, 665.705, 665.706, 665.707, 665.707, 665.707, 665.708, 665.708, 665.708, 665.709, 665.709, 665.709, 665.709, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.711, 665.710, 665.711, 665.711, 665.711, 665.711, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.705, 665.707, 665.709, 665.710, 665.710, 665.710, 665.711, 665.747, 665.747, 665.747, 665.747, 665.747, 665.707, 665.708, 665.708, 665.709, 665.710,
     5.212, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.708, 665.709, 665.710, 665.711, 665.711, 665.712, 665.712, 665.712, 665.713, 665.713, 665.713, 665.713, 665.713, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.715, 665.716, 665.716, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.709, 665.711, 665.713, 665.714, 665.715, 665.715, 665.715, 665.747, 665.747, 665.747, 665.747, 665.747, 665.711, 665.712, 665.713, 665.713, 665.714,
     5.251, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.712, 665.713, 665.714, 665.714, 665.715, 665.715, 665.716, 665.716, 665.716, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.713, 665.714, 665.716, 665.718, 665.718, 665.718, 665.719, 665.747, 665.747, 665.747, 665.747, 665.747, 665.715, 665.715, 665.716, 665.717, 665.718,
