JDAY,SEG   2,SEG   3,SEG   4,SEG   5,SEG   6,SEG   7,SEG   8,SEG   9,SEG  10,SEG  11,SEG  12,SEG  13,SEG  14,SEG  15,SEG  16,SEG  17,SEG  18,SEG  19,SEG  20,SEG  21,SEG  22,SEG  23,SEG  24,SEG  25,SEG  26,SEG  27,SEG  28,SEG  29,SEG  30,SEG  31,SEG  32,SEG  33,SEG  34,SEG  35,SEG  36,SEG  37,SEG  38,SEG  39,SEG  40,SEG  41,SEG  42,SEG  43,SEG  44,SEG  45,SEG  46,SEG  47,SEG  48,SEG  49,SEG  50,SEG  51,SEG  52,SEG  55,SEG  56,SEG  57,SEG  58,SEG  61,SEG  62,SEG  63,SEG  64,SEG  65,SEG  66,SEG  67,SEG  68,SEG  69,SEG  70,SEG  73,SEG  74,SEG  75,SEG  76,SEG  77,SEG  78,SEG  79,SEG  80,SEG  81,SEG  82,SEG
     2.378, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.720, 665.721, 665.721, 665.722, 665.722, 665.722, 665.724, 665.724, 665.724, 665.724, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.721, 665.723, 665.724, 665.725, 665.725, 665.725, 665.725, 665.747, 665.747, 665.747, 665.747, 665.747, 665.723, 665.723, 665.724, 665.724, 665.725,
     2.417, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.721, 665.722, 665.723, 665.724, 665.724, 665.724, 665.725, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.727, 665.726, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.726, 665.727, 665.727, 665.727, 665.727, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.723, 665.724, 665.726, 665.726, 665.727, 665.727, 665.727, 665.747, 665.747, 665.747, 665.747, 665.747, 665.725, 665.725, 665.726, 665.726, 665.726,
     2.461, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.724, 665.725, 665.725, 665.726, 665.726, 665.727, 665.728, 665.728, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.730, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.725, 665.726, 665.728, 665.729, 665.729, 665.729, 665.729, 665.747, 665.747, 665.747, 665.747, 665.747, 665.727, 665.727, 665.728, 665.728, 665.729,
     2.503, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.733, 665.734, 665.734, 665.735, 665.735, 665.736, 665.737, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.738, 665.739, 665.738, 665.739, 665.739, 665.739, 665.739, 665.739, 665.739, 665.739, 665.739, 665.739, 665.739, 665.739, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.735, 665.737, 665.738, 665.739, 665.739, 665.739, 665.739, 665.747, 665.747, 665.747, 665.747, 665.747, 665.737, 665.737, 665.738, 665.738, 665.739,
     2.542, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.734, 665.736, 665.736, 665.737, 665.737, 665.737, 665.739, 665.739, 665.739, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.740, 665.741, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.737, 665.738, 665.740, 665.740, 665.740, 665.740, 665.740, 665.747, 665.747, 665.747, 665.747, 665.747, 665.738, 665.738, 665.739, 665.739, 665.740,
     2.587, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.738, 665.739, 665.740, 665.740, 665.741, 665.741, 665.742, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.743, 665.742, 665.742, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.742, 665.742, 665.743, 665.744, 665.744, 665.744, 665.743, 665.747, 665.747, 665.747, 665.747, 665.747, 665.742, 665.742, 665.743, 665.743, 665.743,
     2.629, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.723, 665.724, 665.725, 665.725, 665.725, 665.726, 665.727, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.729, 665.729, 665.728, 665.728, 665.728, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.729, 665.728, 665.729, 665.729, 665.729, 665.729, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.725, 665.726, 665.727, 665.728, 665.728, 665.728, 665.728, 665.747, 665.747, 665.747, 665.747, 665.747, 665.726, 665.726, 665.727, 665.727, 665.728,
     2.667, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.719, 665.721, 665.721, 665.721, 665.722, 665.722, 665.723, 665.724, 665.724, 665.724, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.726, 665.726, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.722, 665.723, 665.725, 665.725, 665.725, 665.725, 665.725, 665.747, 665.747, 665.747, 665.747, 665.747, 665.723, 665.724, 665.724, 665.725, 665.725,
     2.712, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.722, 665.723, 665.723, 665.724, 665.724, 665.725, 665.726, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.728, 665.727, 665.727, 665.728, 665.728, 665.728, 665.727, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.728, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.726, 665.727, 665.728, 665.728, 665.729, 665.728, 665.728, 665.747, 665.747, 665.747, 665.747, 665.747, 665.726, 665.727, 665.727, 665.728, 665.728,
     2.750, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.716, 665.718, 665.718, 665.719, 665.719, 665.719, 665.720, 665.721, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.723, 665.723, 665.723, 665.723, 665.724, 665.723, 665.723, 665.723, 665.723, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.719, 665.720, 665.722, 665.722, 665.723, 665.723, 665.723, 665.747, 665.747, 665.747, 665.747, 665.747, 665.720, 665.721, 665.721, 665.722, 665.722,
     2.792, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.711, 665.713, 665.713, 665.714, 665.714, 665.714, 665.715, 665.716, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.714, 665.716, 665.717, 665.718, 665.718, 665.718, 665.718, 665.747, 665.747, 665.747, 665.747, 665.747, 665.716, 665.716, 665.717, 665.717, 665.718,
     2.836, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.703, 665.705, 665.705, 665.706, 665.706, 665.707, 665.707, 665.708, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.709, 665.710, 665.710, 665.710, 665.710, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.706, 665.707, 665.709, 665.709, 665.710, 665.710, 665.710, 665.747, 665.747, 665.747, 665.747, 665.747, 665.707, 665.708, 665.708, 665.709, 665.709,
     2.878, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.698, 665.700, 665.700, 665.701, 665.701, 665.701, 665.702, 665.703, 665.703, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.704, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.702, 665.703, 665.704, 665.705, 665.705, 665.705, 665.705, 665.747, 665.747, 665.747, 665.747, 665.747, 665.702, 665.703, 665.704, 665.704, 665.705,
     2.917, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.694, 665.695, 665.696, 665.696, 665.696, 665.697, 665.698, 665.698, 665.698, 665.699, 665.699, 665.699, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.696, 665.697, 665.699, 665.700, 665.700, 665.700, 665.700, 665.747, 665.747, 665.747, 665.747, 665.747, 665.698, 665.698, 665.699, 665.699, 665.700,
     2.961, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.690, 665.692, 665.692, 665.692, 665.693, 665.693, 665.694, 665.695, 665.695, 665.695, 665.696, 665.696, 665.696, 665.696, 665.696, 665.696, 665.696, 665.696, 665.696, 665.696, 665.696, 665.696, 665.696, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.698, 665.698, 665.697, 665.698, 665.698, 665.698, 665.699, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.693, 665.695, 665.696, 665.697, 665.697, 665.697, 665.698, 665.747, 665.747, 665.747, 665.747, 665.747, 665.695, 665.695, 665.696, 665.696, 665.697,
     3.003, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.693, 665.694, 665.694, 665.695, 665.695, 665.696, 665.697, 665.697, 665.697, 665.698, 665.698, 665.698, 665.698, 665.698, 665.698, 665.699, 665.698, 665.698, 665.699, 665.699, 665.699, 665.698, 665.698, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.694, 665.696, 665.698, 665.698, 665.699, 665.699, 665.699, 665.747, 665.747, 665.747, 665.747, 665.747, 665.696, 665.697, 665.698, 665.698, 665.698,
     3.042, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.694, 665.695, 665.695, 665.696, 665.696, 665.697, 665.698, 665.698, 665.698, 665.698, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.699, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.700, 665.699, 665.700, 665.700, 665.700, 665.700, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.695, 665.697, 665.699, 665.699, 665.700, 665.700, 665.700, 665.747, 665.747, 665.747, 665.747, 665.747, 665.697, 665.698, 665.698, 665.699, 665.699,
     3.086, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.691, 665.692, 665.692, 665.693, 665.693, 665.694, 665.695, 665.695, 665.695, 665.695, 665.696, 665.696, 665.696, 665.697, 665.697, 665.697, 665.697, 665.696, 665.697, 665.697, 665.697, 665.696, 665.696, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.697, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.691, 665.693, 665.695, 665.696, 665.696, 665.696, 665.697, 665.747, 665.747, 665.747, 665.747, 665.747, 665.693, 665.694, 665.695, 665.695, 665.696,
     3.126, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.703, 665.704, 665.704, 665.705, 665.706, 665.706, 665.707, 665.707, 665.707, 665.707, 665.708, 665.708, 665.708, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.708, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.708, 665.709, 665.709, 665.709, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.705, 665.707, 665.708, 665.709, 665.709, 665.709, 665.709, 665.747, 665.747, 665.747, 665.747, 665.747, 665.707, 665.707, 665.708, 665.708, 665.709,
     3.167, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.703, 665.704, 665.704, 665.705, 665.706, 665.706, 665.707, 665.707, 665.707, 665.708, 665.708, 665.708, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.704, 665.706, 665.708, 665.709, 665.709, 665.709, 665.709, 665.747, 665.747, 665.747, 665.747, 665.747, 665.706, 665.707, 665.708, 665.708, 665.708,
     3.211, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.699, 665.700, 665.701, 665.702, 665.702, 665.703, 665.704, 665.704, 665.704, 665.705, 665.705, 665.705, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.707, 665.706, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.701, 665.703, 665.705, 665.706, 665.706, 665.706, 665.707, 665.747, 665.747, 665.747, 665.747, 665.747, 665.703, 665.704, 665.705, 665.705, 665.706,
     3.252, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.701, 665.702, 665.703, 665.704, 665.704, 665.704, 665.705, 665.706, 665.706, 665.706, 665.706, 665.706, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.707, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.703, 665.705, 665.707, 665.707, 665.708, 665.708, 665.708, 665.747, 665.747, 665.747, 665.747, 665.747, 665.705, 665.705, 665.706, 665.707, 665.707,
     3.292, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.701, 665.702, 665.703, 665.704, 665.704, 665.705, 665.706, 665.706, 665.706, 665.706, 665.707, 665.707, 665.707, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.709, 665.709, 665.709, 665.709, 665.709, 665.708, 665.709, 665.709, 665.709, 665.709, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.704, 665.706, 665.707, 665.708, 665.708, 665.708, 665.709, 665.747, 665.747, 665.747, 665.747, 665.747, 665.705, 665.706, 665.707, 665.707, 665.708,
     3.335, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.702, 665.704, 665.704, 665.705, 665.705, 665.705, 665.706, 665.707, 665.707, 665.707, 665.707, 665.707, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.708, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.704, 665.705, 665.707, 665.708, 665.708, 665.708, 665.709, 665.747, 665.747, 665.747, 665.747, 665.747, 665.706, 665.706, 665.707, 665.707, 665.708,
     3.376, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.708, 665.709, 665.709, 665.710, 665.711, 665.711, 665.712, 665.712, 665.712, 665.713, 665.713, 665.713, 665.713, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.714, 665.715, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.709, 665.711, 665.713, 665.714, 665.714, 665.714, 665.714, 665.747, 665.747, 665.747, 665.747, 665.747, 665.712, 665.712, 665.713, 665.713, 665.714,
     3.417, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.710, 665.711, 665.711, 665.712, 665.713, 665.713, 665.714, 665.714, 665.714, 665.715, 665.715, 665.715, 665.715, 665.715, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.716, 665.715, 665.716, 665.716, 665.716, 665.716, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.711, 665.713, 665.715, 665.715, 665.716, 665.716, 665.716, 665.747, 665.747, 665.747, 665.747, 665.747, 665.713, 665.714, 665.714, 665.715, 665.715,
     3.461, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.711, 665.712, 665.713, 665.714, 665.714, 665.714, 665.715, 665.715, 665.716, 665.716, 665.716, 665.716, 665.717, 665.717, 665.717, 665.717, 665.717, 665.717, 665.718, 665.718, 665.718, 665.717, 665.717, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.718, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.713, 665.715, 665.717, 665.717, 665.718, 665.718, 665.718, 665.747, 665.747, 665.747, 665.747, 665.747, 665.715, 665.715, 665.716, 665.717, 665.717,
     3.503, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.712, 665.714, 665.714, 665.715, 665.715, 665.716, 665.717, 665.717, 665.717, 665.718, 665.718, 665.718, 665.718, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.715, 665.716, 665.718, 665.719, 665.720, 665.720, 665.720, 665.747, 665.747, 665.747, 665.747, 665.747, 665.717, 665.717, 665.718, 665.718, 665.719,
     3.542, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.713, 665.715, 665.715, 665.716, 665.717, 665.717, 665.718, 665.718, 665.718, 665.718, 665.719, 665.719, 665.719, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.721, 665.721, 665.720, 665.720, 665.720, 665.721, 665.721, 665.721, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.716, 665.717, 665.719, 665.720, 665.720, 665.720, 665.720, 665.747, 665.747, 665.747, 665.747, 665.747, 665.717, 665.718, 665.719, 665.719, 665.720,
     3.586, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.712, 665.714, 665.714, 665.715, 665.716, 665.716, 665.717, 665.717, 665.717, 665.718, 665.718, 665.718, 665.718, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.719, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.714, 665.716, 665.718, 665.719, 665.719, 665.719, 665.720, 665.747, 665.747, 665.747, 665.747, 665.747, 665.716, 665.717, 665.718, 665.718, 665.719,
     3.625, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.714, 665.716, 665.716, 665.717, 665.717, 665.718, 665.719, 665.719, 665.719, 665.719, 665.720, 665.720, 665.720, 665.720, 665.720, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.722, 665.721, 665.721, 665.721, 665.722, 665.721, 665.721, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.717, 665.718, 665.720, 665.721, 665.721, 665.721, 665.721, 665.747, 665.747, 665.747, 665.747, 665.747, 665.718, 665.719, 665.720, 665.720, 665.721,
     3.667, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.714, 665.715, 665.716, 665.717, 665.717, 665.717, 665.718, 665.719, 665.719, 665.719, 665.719, 665.719, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.721, 665.720, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.722, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.716, 665.718, 665.720, 665.720, 665.721, 665.721, 665.721, 665.747, 665.747, 665.747, 665.747, 665.747, 665.718, 665.718, 665.719, 665.720, 665.720,
     3.711, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.714, 665.715, 665.716, 665.717, 665.717, 665.718, 665.718, 665.719, 665.719, 665.719, 665.719, 665.719, 665.720, 665.720, 665.720, 665.720, 665.720, 665.720, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.721, 665.722, 665.722, 665.722, 665.721, 665.722, 665.722, 665.722, 665.722, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.718, 665.719, 665.721, 665.721, 665.722, 665.722, 665.722, 665.747, 665.747, 665.747, 665.747, 665.747, 665.719, 665.719, 665.720, 665.720, 665.721,
     3.753, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.703, 665.705, 665.705, 665.706, 665.706, 665.707, 665.707, 665.708, 665.708, 665.708, 665.708, 665.708, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.709, 665.710, 665.709, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.710, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.705, 665.706, 665.708, 665.709, 665.710, 665.710, 665.710, 665.747, 665.747, 665.747, 665.747, 665.747, 665.707, 665.707, 665.708, 665.708, 665.709,
     3.792, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.699, 665.701, 665.701, 665.702, 665.702, 665.703, 665.704, 665.704, 665.704, 665.704, 665.705, 665.705, 665.705, 665.705, 665.705, 665.705, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.706, 665.707, 665.707, 665.707, 665.707, 665.706, 665.707, 665.707, 665.707, 665.707, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.702, 665.703, 665.705, 665.706, 665.706, 665.706, 665.707, 665.747, 665.747, 665.747, 665.747, 665.747, 665.703, 665.704, 665.705, 665.705, 665.706,
