$//EF TRINITY/TEMP-WATER//1HOUR/sactrn_bc_script/
      JDAY,TEMP-WATER(C)
87.000,8.14
87.042,9.36
87.083,9.36
87.125,9.36
87.167,9.36
87.208,9.36
87.250,9.36
87.292,9.36
87.333,9.36
87.375,9.36
87.417,9.36
87.458,9.36
87.500,9.36
87.542,9.36
87.583,9.36
87.625,9.36
87.667,9.36
87.708,9.36
87.750,9.36
87.792,9.36
87.833,9.36
87.875,9.36
87.917,9.36
87.958,9.36
88.000,9.36
88.042,10.27
88.083,10.27
88.125,10.27
88.167,10.27
88.208,10.27
88.250,10.27
88.292,10.27
88.333,10.27
88.375,10.27
88.417,10.27
88.458,10.27
88.500,10.27
88.542,10.27
88.583,10.27
88.625,10.27
88.667,10.27
88.708,10.27
88.750,10.27
88.792,10.27
88.833,10.27
88.875,10.27
88.917,10.27
88.958,10.27
89.000,10.27
89.042,10.73
89.083,10.73
89.125,10.73
89.167,10.73
89.208,10.73
89.250,10.73
89.292,10.73
89.333,10.73
89.375,10.73
89.417,10.73
89.458,10.73
89.500,10.73
89.542,10.73
89.583,10.73
89.625,10.73
89.667,10.73
89.708,10.73
89.750,10.73
89.792,10.73
89.833,10.73
89.875,10.73
89.917,10.73
89.958,10.73
90.000,10.73
90.042,10.82
90.083,10.82
90.125,10.82
90.167,10.82
90.208,10.82
90.250,10.82
90.292,10.82
90.333,10.82
90.375,10.82
90.417,10.82
90.458,10.82
90.500,10.82
90.542,10.82
90.583,10.82
90.625,10.82
90.667,10.82
90.708,10.82
90.750,10.82
90.792,10.82
90.833,10.82
90.875,10.82
90.917,10.82
90.958,10.82
91.000,10.82
91.042,10.73
91.083,10.73
91.125,10.73
91.167,10.73
91.208,10.73
91.250,10.73
91.292,10.73
91.333,10.73
91.375,10.73
91.417,10.73
91.458,10.73
91.500,10.73
91.542,10.73
91.583,10.73
91.625,10.73
91.667,10.73
91.708,10.73
91.750,10.73
91.792,10.73
91.833,10.73
91.875,10.73
91.917,10.73
91.958,10.73
92.000,10.73
92.042,10.20
92.083,10.20
92.125,10.20
92.167,10.20
92.208,10.20
92.250,10.20
92.292,10.20
92.333,10.20
92.375,10.20
92.417,10.20
92.458,10.20
92.500,10.20
92.542,10.20
92.583,10.20
92.625,10.20
92.667,10.20
92.708,10.20
92.750,10.20
92.792,10.20
92.833,10.20
92.875,10.20
92.917,10.20
92.958,10.20
93.000,10.20
93.042,9.56
93.083,9.56
93.125,9.56
93.167,9.56
93.208,9.56
93.250,9.56
93.292,9.56
93.333,9.56
93.375,9.56
93.417,9.56
93.458,9.56
93.500,9.56
93.542,9.56
93.583,9.56
93.625,9.56
93.667,9.56
93.708,9.56
93.750,9.56
93.792,9.56
93.833,9.56
93.875,9.56
93.917,9.56
93.958,9.56
94.000,9.56
94.042,9.04
94.083,9.04
94.125,9.04
94.167,9.04
94.208,9.04
94.250,9.04
94.292,9.04
94.333,9.04
94.375,9.04
94.417,9.04
94.458,9.04
94.500,9.04
94.542,9.04
94.583,9.04
94.625,9.04
94.667,9.04
94.708,9.04
94.750,9.04
94.792,9.04
94.833,9.04
94.875,9.04
94.917,9.04
94.958,9.04
95.000,9.04
95.042,8.67
95.083,8.67
95.125,8.67
95.167,8.67
95.208,8.67
95.250,8.67
95.292,8.67
95.333,8.67
95.375,8.67
95.417,8.67
95.458,8.67
95.500,8.67
95.542,8.67
95.583,8.67
95.625,8.67
95.667,8.67
95.708,8.67
95.750,8.67
95.792,8.67
95.833,8.67
95.875,8.67
95.917,8.67
95.958,8.67
96.000,8.67
96.042,8.82
96.083,8.82
96.125,8.82
96.167,8.82
96.208,8.82
96.250,8.82
96.292,8.82
96.333,8.82
96.375,8.82
96.417,8.82
96.458,8.82
96.500,8.82
96.542,8.82
96.583,8.82
96.625,8.82
96.667,8.82
96.708,8.82
96.750,8.82
96.792,8.82
96.833,8.82
96.875,8.82
96.917,8.82
96.958,8.82
97.000,8.82
97.042,8.71
97.083,8.71
97.125,8.71
97.167,8.71
97.208,8.71
97.250,8.71
97.292,8.71
97.333,8.71
97.375,8.71
97.417,8.71
97.458,8.71
97.500,8.71
97.542,8.71
97.583,8.71
97.625,8.71
97.667,8.71
97.708,8.71
97.750,8.71
97.792,8.71
97.833,8.71
97.875,8.71
97.917,8.71
97.958,8.71
98.000,8.71
98.042,7.84
98.083,7.84
98.125,7.84
98.167,7.84
98.208,7.84
98.250,7.84
98.292,7.84
98.333,7.84
98.375,7.84
98.417,7.84
98.458,7.84
98.500,7.84
98.542,7.84
98.583,7.84
98.625,7.84
98.667,7.84
98.708,7.84
98.750,7.84
98.792,7.84
98.833,7.84
98.875,7.84
98.917,7.84
98.958,7.84
99.000,7.84
99.042,7.29
99.083,7.29
99.125,7.29
99.167,7.29
99.208,7.29
99.250,7.29
99.292,7.29
99.333,7.29
99.375,7.29
99.417,7.29
99.458,7.29
99.500,7.29
99.542,7.29
99.583,7.29
99.625,7.29
99.667,7.29
99.708,7.29
99.750,7.29
99.792,7.29
99.833,7.29
99.875,7.29
99.917,7.29
99.958,7.29
100.000,7.29
100.042,7.27
100.083,7.27
100.125,7.27
100.167,7.27
100.208,7.27
100.250,7.27
100.292,7.27
100.333,7.27
100.375,7.27
100.417,7.27
100.458,7.27
100.500,7.27
100.542,7.27
100.583,7.27
100.625,7.27
100.667,7.27
100.708,7.27
100.750,7.27
100.792,7.27
100.833,7.27
100.875,7.27
100.917,7.27
100.958,7.27
101.000,7.27
101.042,7.51
101.083,7.51
101.125,7.51
101.167,7.51
101.208,7.51
101.250,7.51
101.292,7.51
101.333,7.51
101.375,7.51
101.417,7.51
101.458,7.51
101.500,7.51
101.542,7.51
101.583,7.51
101.625,7.51
101.667,7.51
101.708,7.51
101.750,7.51
101.792,7.51
101.833,7.51
101.875,7.51
101.917,7.51
101.958,7.51
102.000,7.51
102.042,7.17
102.083,7.17
102.125,7.17
102.167,7.17
102.208,7.17
102.250,7.17
102.292,7.17
102.333,7.17
102.375,7.17
102.417,7.17
102.458,7.17
102.500,7.17
102.542,7.17
102.583,7.17
102.625,7.17
102.667,7.17
102.708,7.17
102.750,7.17
102.792,7.17
102.833,7.17
102.875,7.17
102.917,7.17
102.958,7.17
103.000,7.17
103.042,6.25
103.083,6.25
103.125,6.25
103.167,6.25
103.208,6.25
103.250,6.25
103.292,6.25
103.333,6.25
103.375,6.25
103.417,6.25
103.458,6.25
103.500,6.25
103.542,6.25
103.583,6.25
103.625,6.25
103.667,6.25
103.708,6.25
103.750,6.25
103.792,6.25
103.833,6.25
103.875,6.25
103.917,6.25
103.958,6.25
104.000,6.25
104.042,5.68
104.083,5.68
104.125,5.68
104.167,5.68
104.208,5.68
104.250,5.68
104.292,5.68
104.333,5.68
104.375,5.68
104.417,5.68
104.458,5.68
104.500,5.68
104.542,5.68
104.583,5.68
104.625,5.68
104.667,5.68
104.708,5.68
104.750,5.68
104.792,5.68
104.833,5.68
104.875,5.68
104.917,5.68
104.958,5.68
105.000,5.68
105.042,5.80
105.083,5.80
105.125,5.80
105.167,5.80
105.208,5.80
105.250,5.80
105.292,5.80
105.333,5.80
105.375,5.80
105.417,5.80
105.458,5.80
105.500,5.80
105.542,5.80
105.583,5.80
105.625,5.80
105.667,5.80
105.708,5.80
105.750,5.80
105.792,5.80
105.833,5.80
105.875,5.80
105.917,5.80
105.958,5.80
106.000,5.80
106.042,6.38
106.083,6.38
106.125,6.38
106.167,6.38
106.208,6.38
106.250,6.38
106.292,6.38
106.333,6.38
106.375,6.38
106.417,6.38
106.458,6.38
106.500,6.38
106.542,6.38
106.583,6.38
106.625,6.38
106.667,6.38
106.708,6.38
106.750,6.38
106.792,6.38
106.833,6.38
106.875,6.38
106.917,6.38
106.958,6.38
107.000,6.38
107.042,6.92
107.083,6.92
107.125,6.92
107.167,6.92
107.208,6.92
107.250,6.92
107.292,6.92
107.333,6.92
107.375,6.92
107.417,6.92
107.458,6.92
107.500,6.92
107.542,6.92
107.583,6.92
107.625,6.92
107.667,6.92
107.708,6.92
107.750,6.92
107.792,6.92
107.833,6.92
107.875,6.92
107.917,6.92
107.958,6.92
108.000,6.92
108.042,7.33
108.083,7.33
108.125,7.33
108.167,7.33
108.208,7.33
108.250,7.33
108.292,7.33
108.333,7.33
108.375,7.33
108.417,7.33
108.458,7.33
108.500,7.33
108.542,7.33
108.583,7.33
108.625,7.33
108.667,7.33
108.708,7.33
108.750,7.33
108.792,7.33
108.833,7.33
108.875,7.33
108.917,7.33
108.958,7.33
109.000,7.33
109.042,8.32
109.083,8.32
109.125,8.32
109.167,8.32
109.208,8.32
109.250,8.32
109.292,8.32
109.333,8.32
109.375,8.32
109.417,8.32
109.458,8.32
109.500,8.32
109.542,8.32
109.583,8.32
109.625,8.32
109.667,8.32
109.708,8.32
109.750,8.32
109.792,8.32
109.833,8.32
109.875,8.32
109.917,8.32
109.958,8.32
110.000,8.32
110.042,9.65
110.083,9.65
110.125,9.65
110.167,9.65
110.208,9.65
110.250,9.65
110.292,9.65
110.333,9.65
110.375,9.65
110.417,9.65
110.458,9.65
110.500,9.65
110.542,9.65
110.583,9.65
110.625,9.65
110.667,9.65
110.708,9.65
110.750,9.65
110.792,9.65
110.833,9.65
110.875,9.65
110.917,9.65
110.958,9.65
111.000,9.65
111.042,10.87
111.083,10.87
111.125,10.87
111.167,10.87
111.208,10.87
111.250,10.87
111.292,10.87
111.333,10.87
111.375,10.87
111.417,10.87
111.458,10.87
111.500,10.87
111.542,10.87
111.583,10.87
111.625,10.87
111.667,10.87
111.708,10.87
111.750,10.87
111.792,10.87
111.833,10.87
111.875,10.87
111.917,10.87
111.958,10.87
112.000,10.87
112.042,12.09
112.083,12.09
112.125,12.09
112.167,12.09
112.208,12.09
112.250,12.09
112.292,12.09
112.333,12.09
112.375,12.09
112.417,12.09
112.458,12.09
112.500,12.09
112.542,12.09
112.583,12.09
112.625,12.09
112.667,12.09
112.708,12.09
112.750,12.09
112.792,12.09
112.833,12.09
112.875,12.09
112.917,12.09
112.958,12.09
113.000,12.09
113.042,12.87
113.083,12.87
113.125,12.87
113.167,12.87
113.208,12.87
113.250,12.87
113.292,12.87
113.333,12.87
113.375,12.87
113.417,12.87
113.458,12.87
113.500,12.87
113.542,12.87
113.583,12.87
113.625,12.87
113.667,12.87
113.708,12.87
113.750,12.87
113.792,12.87
113.833,12.87
113.875,12.87
113.917,12.87
113.958,12.87
114.000,12.87
114.042,12.47
114.083,12.47
114.125,12.47
114.167,12.47
114.208,12.47
114.250,12.47
114.292,12.47
114.333,12.47
114.375,12.47
114.417,12.47
114.458,12.47
114.500,12.47
114.542,12.47
114.583,12.47
114.625,12.47
114.667,12.47
114.708,12.47
114.750,12.47
114.792,12.47
114.833,12.47
114.875,12.47
114.917,12.47
114.958,12.47
115.000,12.47
115.042,11.65
115.083,11.65
115.125,11.65
115.167,11.65
115.208,11.65
115.250,11.65
115.292,11.65
115.333,11.65
115.375,11.65
115.417,11.65
115.458,11.65
115.500,11.65
115.542,11.65
115.583,11.65
115.625,11.65
115.667,11.65
115.708,11.65
115.750,11.65
115.792,11.65
115.833,11.65
115.875,11.65
115.917,11.65
115.958,11.65
116.000,11.65
116.042,10.94
116.083,10.94
116.125,10.94
116.167,10.94
116.208,10.94
116.250,10.94
116.292,10.94
116.333,10.94
116.375,10.94
116.417,10.94
116.458,10.94
116.500,10.94
116.542,10.94
116.583,10.94
116.625,10.94
116.667,10.94
116.708,10.94
116.750,10.94
116.792,10.94
116.833,10.94
116.875,10.94
116.917,10.94
116.958,10.94
117.000,10.94
117.042,10.12
117.083,10.12
117.125,10.12
117.167,10.12
117.208,10.12
117.250,10.12
117.292,10.12
117.333,10.12
117.375,10.12
117.417,10.12
117.458,10.12
117.500,10.12
117.542,10.12
117.583,10.12
117.625,10.12
117.667,10.12
117.708,10.12
117.750,10.12
117.792,10.12
117.833,10.12
117.875,10.12
117.917,10.12
117.958,10.12
118.000,10.12
118.042,9.59
118.083,9.59
118.125,9.59
118.167,9.59
118.208,9.59
118.250,9.59
118.292,9.59
118.333,9.59
118.375,9.59
118.417,9.59
118.458,9.59
118.500,9.59
118.542,9.59
118.583,9.59
118.625,9.59
118.667,9.59
118.708,9.59
118.750,9.59
118.792,9.59
118.833,9.59
118.875,9.59
118.917,9.59
118.958,9.59
119.000,9.59
119.042,9.37
119.083,9.37
119.125,9.37
119.167,9.37
119.208,9.37
119.250,9.37
119.292,9.37
119.333,9.37
119.375,9.37
119.417,9.37
119.458,9.37
119.500,9.37
119.542,9.37
119.583,9.37
119.625,9.37
119.667,9.37
119.708,9.37
119.750,9.37
119.792,9.37
119.833,9.37
119.875,9.37
119.917,9.37
119.958,9.37
120.000,9.37
120.042,9.39
120.083,9.39
120.125,9.39
120.167,9.39
120.208,9.39
120.250,9.39
120.292,9.39
120.333,9.39
120.375,9.39
120.417,9.39
120.458,9.39
120.500,9.39
120.542,9.39
120.583,9.39
120.625,9.39
120.667,9.39
120.708,9.39
120.750,9.39
120.792,9.39
120.833,9.39
120.875,9.39
120.917,9.39
120.958,9.39
121.000,9.39
121.042,10.24
121.083,10.24
121.125,10.24
121.167,10.24
121.208,10.24
121.250,10.24
121.292,10.24
121.333,10.24
121.375,10.24
121.417,10.24
121.458,10.24
121.500,10.24
121.542,10.24
121.583,10.24
121.625,10.24
121.667,10.24
121.708,10.24
121.750,10.24
121.792,10.24
121.833,10.24
121.875,10.24
121.917,10.24
121.958,10.24
122.000,10.24
122.042,11.32
122.083,11.32
122.125,11.32
122.167,11.32
122.208,11.32
122.250,11.32
122.292,11.32
122.333,11.32
122.375,11.32
122.417,11.32
122.458,11.32
122.500,11.32
122.542,11.32
122.583,11.32
122.625,11.32
122.667,11.32
122.708,11.32
122.750,11.32
122.792,11.32
122.833,11.32
122.875,11.32
122.917,11.32
122.958,11.32
123.000,11.32
123.042,12.29
123.083,12.29
123.125,12.29
123.167,12.29
123.208,12.29
123.250,12.29
123.292,12.29
123.333,12.29
123.375,12.29
123.417,12.29
123.458,12.29
123.500,12.29
123.542,12.29
123.583,12.29
123.625,12.29
123.667,12.29
123.708,12.29
123.750,12.29
123.792,12.29
123.833,12.29
123.875,12.29
123.917,12.29
123.958,12.29
124.000,12.29
124.042,13.27
124.083,13.27
