JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),
    72.630,   476.767,   709.201,     7.226,     0.000,     0.000,   212.128,     0.450,   118.824,  1204.309,     1.000,     7.275,   116.445,   200.120,   271.844,   343.194,    20.562,    -8.236,     0.000,
    72.675,   661.739,   709.203,     7.221,     0.000,     0.000,   118.576,     0.450,   118.826,  1204.309,     1.000,     7.270,    22.205,   111.864,   265.172,   342.955,    14.249,    -2.372,     0.000,
    72.714,   597.108,   709.205,     7.217,     0.000,     0.000,    98.640,     0.450,   118.828,  1204.309,     1.000,     7.266,    -2.425,    93.057,   264.809,   342.667,    20.834,    -3.210,     0.000,
    72.758,   677.441,   709.207,     7.213,     0.000,     0.000,    14.932,     0.450,   118.830,  1204.309,     1.000,     7.261,   -94.231,    14.087,   258.240,   342.318,    22.006,     2.235,     0.000,
    72.798,   579.694,   709.209,     7.210,     0.000,     0.000,     0.000,     0.450,   118.832,  1204.309,     1.000,     7.256,  -115.417,     0.000,   254.914,   341.943,    23.390,     4.998,     0.000,
    72.841,   688.881,   709.211,     7.206,     0.000,     0.000,     0.000,     0.450,   118.834,  1204.309,     1.000,     7.251,  -123.540,     0.000,   248.584,   341.583,    21.647,     8.893,     0.000,
    72.882,   604.306,   709.213,     7.204,     0.000,     0.000,     0.000,     0.450,   118.836,  1204.309,     1.000,     7.247,  -125.837,     0.000,   248.302,   341.265,    23.423,     9.451,     0.000,
    72.920,   298.265,   709.214,     7.202,     0.000,     0.000,     0.000,     0.450,   118.837,  1204.309,     1.000,     7.243,  -123.759,     0.000,   249.532,   341.067,    20.851,    11.373,     0.000,
    72.964,   546.016,   709.216,     7.200,     0.000,     0.000,     0.000,     0.450,   118.839,  1204.309,     1.000,     7.239,  -108.638,     0.000,   262.319,   340.929,    18.786,    11.241,     0.000,
    73.007,   568.349,   709.218,     7.198,     0.000,     0.000,     0.000,     0.450,   118.841,  1204.309,     1.000,     7.236,  -127.332,     0.000,   246.656,   340.820,    18.712,    14.456,     0.000,
    73.048,   591.985,   709.220,     7.196,     0.000,     0.000,     0.000,     0.450,   118.843,  1204.309,     1.000,     7.232,  -133.867,     0.000,   244.933,   340.752,    19.753,    18.294,     0.000,
    73.090,   632.814,   709.222,     7.195,     0.000,     0.000,     0.000,     0.450,   118.845,  1204.309,     1.000,     7.229,  -134.702,     0.000,   245.482,   340.712,    19.813,    19.659,     0.000,
    73.133,   659.563,   709.224,     7.193,     0.000,     0.000,     0.000,     0.450,   118.847,  1204.309,     1.000,     7.225,  -138.803,     0.000,   243.885,   340.680,    20.909,    21.099,     0.000,
    73.175,   676.822,   709.226,     7.192,     0.000,     0.000,     0.000,     0.450,   118.849,  1204.309,     1.000,     7.222,  -135.432,     0.000,   244.510,   340.651,    19.554,    19.736,     0.000,
    73.212,   395.002,   709.228,     7.191,     0.000,     0.000,     0.000,     0.450,   118.851,  1204.309,     1.000,     7.219,  -130.331,     0.000,   245.119,   340.624,    17.331,    17.495,     0.000,
    73.258,   729.479,   709.230,     7.190,     0.000,     0.000,     0.004,     0.450,   118.853,  1204.309,     1.000,     7.215,  -130.465,     0.004,   245.789,   340.599,    17.744,    17.915,     0.000,
    73.293,    26.803,   709.232,     7.189,     0.000,     0.000,    16.578,     0.450,   118.855,  1204.309,     1.000,     7.213,  -113.106,    15.640,   246.517,   340.576,    17.261,    17.426,     0.000,
    73.337,   386.522,   709.234,     7.188,     0.000,     0.000,    64.778,     0.450,   118.857,  1204.309,     1.000,     7.211,   -61.003,    61.111,   249.391,   340.560,    15.526,    15.419,     0.000,
    73.383,   725.164,   709.236,     7.187,     0.000,     0.000,   216.085,     0.450,   118.859,  1204.309,     1.000,     7.210,    89.227,   203.854,   254.829,   340.572,    17.383,    11.501,     0.000,
    73.419,   149.391,   709.237,     7.186,     0.000,     0.000,   201.287,     0.450,   118.860,  1204.309,     1.000,     7.209,    75.284,   189.894,   254.077,   340.650,    19.211,     8.825,     0.000,
    73.463,   515.738,   709.240,     7.185,     0.000,     0.000,   676.313,     0.450,   118.863,  1204.309,     1.000,     7.212,   557.655,   638.031,   273.651,   341.290,    19.257,    -6.520,     0.000,
    73.505,   480.306,   709.242,     7.184,     0.000,     0.000,   158.437,     0.450,   118.865,  1204.309,     1.000,     7.213,    38.070,   149.468,   261.820,   341.830,    26.512,     4.877,     0.000,
    73.549,   628.992,   709.244,     7.182,     0.000,     0.000,   227.113,     0.450,   118.867,  1204.309,     1.000,     7.211,    96.336,   214.257,   259.551,   341.624,    26.981,     8.868,     0.000,
    73.590,   618.500,   709.246,     7.181,     0.000,     0.000,   309.747,     0.450,   118.869,  1204.309,     1.000,     7.210,   197.469,   292.214,   266.655,   341.605,    17.569,     2.225,     0.000,
    73.633,   684.521,   709.248,     7.180,     0.000,     0.000,   223.127,     0.450,   118.871,  1204.309,     1.000,     7.209,   129.483,   210.498,   277.285,   341.739,    23.952,    -7.392,     0.000,
    73.671,   415.287,   709.250,     7.179,     0.000,     0.000,   127.503,     0.450,   118.873,  1204.309,     1.000,     7.208,    24.245,   120.286,   268.528,   341.756,    21.021,     1.791,     0.000,
    73.716,   735.706,   709.252,     7.178,     0.000,     0.000,   139.393,     0.450,   118.875,  1204.309,     1.000,     7.207,    37.155,   131.503,   269.443,   341.653,    20.638,     1.499,     0.000,
    73.759,   788.949,   709.253,     7.176,     0.000,     0.000,    18.867,     0.450,   118.876,  1204.309,     1.000,     7.204,   -90.313,    17.799,   264.079,   341.503,    23.698,     6.990,     0.000,
    73.800,   721.341,   709.255,     7.175,     0.000,     0.000,     0.000,     0.450,   118.878,  1204.309,     1.000,     7.201,  -123.181,     0.000,   261.959,   341.166,    34.620,     9.353,     0.000,
    73.841,   687.785,   709.257,     7.174,     0.000,     0.000,     0.000,     0.450,   118.880,  1204.309,     1.000,     7.198,  -134.301,     0.000,   264.501,   340.856,    43.240,    14.706,     0.000,
    73.880,   473.596,   709.259,     7.172,     0.000,     0.000,     0.000,     0.450,   118.882,  1204.309,     1.000,     7.195,  -136.529,     0.000,   260.649,   340.642,    38.361,    18.175,     0.000,
    73.925,   652.375,   709.261,     7.171,     0.000,     0.000,     0.000,     0.450,   118.884,  1204.309,     1.000,     7.192,  -144.109,     0.000,   259.339,   340.539,    41.963,    20.946,     0.000,
    73.965,   614.573,   709.263,     7.169,     0.000,     0.000,     0.000,     0.450,   118.886,  1204.309,     1.000,     7.189,  -163.075,     0.000,   239.651,   340.492,    44.221,    18.014,     0.000,
    74.006,   550.356,   709.265,     7.168,     0.000,     0.000,     0.000,     0.450,   118.888,  1204.309,     1.000,     7.186,  -143.273,     0.000,   259.074,   340.444,    39.623,    22.280,     0.000,
    74.050,   715.469,   709.267,     7.167,     0.000,     0.000,     0.000,     0.450,   118.890,  1204.309,     1.000,     7.183,  -143.237,     0.000,   257.264,   340.407,    37.852,    22.242,     0.000,
    74.091,   683.928,   709.270,     7.166,     0.000,     0.000,     0.000,     0.450,   118.893,  1204.309,     1.000,     7.180,  -146.036,     0.000,   253.267,   340.376,    35.275,    23.653,     0.000,
    74.128,   272.998,   709.271,     7.164,     0.000,     0.000,     0.000,     0.450,   118.894,  1204.309,     1.000,     7.178,  -145.292,     0.000,   251.604,   340.350,    33.852,    22.695,     0.000,
    74.174,   643.716,   709.274,     7.163,     0.000,     0.000,     0.000,     0.450,   118.897,  1204.309,     1.000,     7.175,  -151.907,     0.000,   245.715,   340.327,    28.520,    28.775,     0.000,
    74.218,   905.188,   709.277,     7.161,     0.000,     0.000,     0.000,     0.450,   118.900,  1204.309,     1.000,     7.172,  -170.675,     0.000,   242.208,   340.306,    34.579,    37.997,     0.000,
    74.251,    14.204,   709.278,     7.160,     0.000,     0.000,     0.097,     0.450,   118.901,  1204.309,     1.000,     7.170,  -162.359,     0.091,   240.799,   340.286,    30.002,    32.960,     0.000,
    74.293,    95.833,   709.280,     7.159,     0.000,     0.000,     3.937,     0.450,   118.903,  1204.309,     1.000,     7.168,  -153.479,     3.715,   241.409,   340.270,    28.025,    30.308,     0.000,
    74.335,    30.142,   709.282,     7.158,     0.000,     0.000,    10.029,     0.450,   118.905,  1204.309,     1.000,     7.166,  -152.345,     9.461,   240.196,   340.254,    29.681,    32.067,     0.000,
    74.379,   395.165,   709.285,     7.157,     0.000,     0.000,    11.933,     0.450,   118.908,  1204.309,     1.000,     7.164,  -134.543,    11.257,   242.987,   340.241,    23.721,    24.825,     0.000,
    74.420,   317.420,   709.287,     7.156,     0.000,     0.000,    32.891,     0.450,   118.910,  1204.309,     1.000,     7.162,  -113.551,    31.029,   243.904,   340.231,    24.706,    23.548,     0.000,
    74.463,   466.967,   709.289,     7.156,     0.000,     0.000,    32.944,     0.450,   118.912,  1204.309,     1.000,     7.160,   -93.917,    31.080,   247.181,   340.222,    16.850,    15.106,     0.000,
    74.508,   717.157,   709.291,     7.155,     0.000,     0.000,   226.038,     0.450,   118.914,  1204.309,     1.000,     7.161,   105.718,   213.243,   252.161,   340.236,    14.423,     5.027,     0.000,
    74.552,   908.499,   709.294,     7.155,     0.000,     0.000,   169.295,     0.450,   118.917,  1204.309,     1.000,     7.161,    30.347,   159.712,   245.068,   340.304,    19.319,    14.810,     0.000,
    74.594,   958.140,   709.296,     7.155,     0.000,     0.000,   122.527,     0.450,   118.919,  1204.309,     1.000,     7.161,   -18.261,   115.591,   244.114,   340.301,    19.858,    17.807,     0.000,
    74.636,   960.908,   709.298,     7.155,     0.000,     0.000,   156.315,     0.450,   118.921,  1204.309,     1.000,     7.161,     8.561,   147.467,   241.049,   340.288,    20.294,    19.372,     0.000,
    74.678,   968.216,   709.300,     7.155,     0.000,     0.000,    84.641,     0.450,   118.923,  1204.309,     1.000,     7.161,   -76.358,    79.850,   235.957,   340.273,    25.357,    26.534,     0.000,
    74.718,   967.263,   709.302,     7.156,     0.000,     0.000,    36.820,     0.450,   118.925,  1204.309,     1.000,     7.160,  -118.796,    34.735,   235.230,   340.233,    23.711,    24.817,     0.000,
    74.762,   997.921,   709.304,     7.156,     0.000,     0.000,     9.961,     0.450,   118.927,  1204.309,     1.000,     7.158,  -144.684,     9.397,   234.569,   340.198,    23.671,    24.781,     0.000,
    74.804,   980.541,   709.306,     7.158,     0.000,     0.000,     0.000,     0.450,   118.929,  1204.309,     1.000,     7.156,  -154.621,     0.000,   233.973,   340.179,    23.651,    24.763,     0.000,
    74.842,   874.631,   709.308,     7.159,     0.000,     0.000,     0.000,     0.450,   118.931,  1204.309,     1.000,     7.155,  -159.182,     0.000,   231.457,   340.173,    24.446,    26.019,     0.000,
    74.887,  1031.647,   709.311,     7.162,     0.000,     0.000,     0.000,     0.450,   118.934,  1204.309,     1.000,     7.153,  -159.623,     0.000,   230.998,   340.166,    24.440,    26.014,     0.000,
    74.926,   814.025,   709.313,     7.164,     0.000,     0.000,     0.000,     0.450,   118.936,  1204.309,     1.000,     7.152,  -178.368,     0.000,   228.632,   340.172,    32.096,    34.733,     0.000,
    74.960,    25.164,   709.314,     7.157,     0.000,     0.000,     0.000,     0.450,   118.937,  1204.309,     1.000,     7.151,  -112.493,     0.000,   280.909,   340.164,    25.788,    27.450,     0.000,
    75.004,   389.115,   709.317,     7.156,     0.000,     0.000,     0.000,     0.450,   118.940,  1204.309,     1.000,     7.150,  -163.375,     0.000,   230.008,   340.158,    25.782,    27.444,     0.000,
    75.049,   637.803,   709.319,     7.154,     0.000,     0.000,     0.000,     0.450,   118.942,  1204.309,     1.000,     7.149,  -167.106,     0.000,   228.081,   340.152,    26.429,    28.605,     0.000,
    75.085,    15.395,   709.321,     7.154,     0.000,     0.000,     0.000,     0.450,   118.944,  1204.309,     1.000,     7.149,  -167.142,     0.000,   228.115,   340.147,    26.465,    28.645,     0.000,
    75.128,   262.229,   709.323,     7.153,     0.000,     0.000,     0.000,     0.450,   118.946,  1204.309,     1.000,     7.149,  -170.053,     0.000,   228.156,   340.144,    27.884,    30.181,     0.000,
    75.174,   618.322,   709.326,     7.153,     0.000,     0.000,     0.000,     0.450,   118.949,  1204.309,     1.000,     7.149,  -173.927,     0.000,   228.191,   340.142,    29.762,    32.214,     0.000,
    75.210,   204.037,   709.328,     7.153,     0.000,     0.000,     0.000,     0.450,   118.951,  1204.309,     1.000,     7.149,  -176.561,     0.000,   226.352,   340.142,    29.890,    32.882,     0.000,
    75.256,   582.143,   709.330,     7.153,     0.000,     0.000,     0.004,     0.450,   118.953,  1204.309,     1.000,     7.149,  -180.749,     0.004,   226.392,   340.144,    31.905,    35.097,     0.000,
    75.300,   713.830,   709.333,     7.153,     0.000,     0.000,    16.000,     0.450,   118.956,  1204.309,     1.000,     7.150,  -141.666,    15.095,   232.249,   340.149,    24.132,    24.729,     0.000,
    75.341,   702.196,   709.335,     7.153,     0.000,     0.000,    79.732,     0.450,   118.958,  1204.309,     1.000,     7.152,   -53.929,    75.219,   243.094,   340.163,    20.989,    11.089,     0.000,
    75.377,   206.466,   709.337,     7.153,     0.000,     0.000,   296.866,     0.450,   118.960,  1204.309,     1.000,     7.156,   145.727,   280.063,   243.150,   340.216,    25.376,    11.893,     0.000,
    75.422,   447.846,   709.339,     7.153,     0.000,     0.000,   510.016,     0.450,   118.962,  1204.309,     1.000,     7.163,   338.686,   481.147,   243.197,   340.628,    31.741,    13.289,     0.000,
    75.466,   687.089,   709.341,     7.153,     0.000,     0.000,   575.640,     0.450,   118.964,  1204.309,     1.000,     7.171,   406.999,   543.057,   244.658,   341.267,    31.030,     8.419,     0.000,
    75.504,   394.620,   709.343,     7.153,     0.000,     0.000,   503.937,     0.450,   118.966,  1204.309,     1.000,     7.179,   344.921,   475.413,   250.597,   341.678,    37.075,     2.335,     0.000,
    75.548,   575.755,   709.346,     7.154,     0.000,     0.000,   352.641,     0.450,   118.969,  1204.309,     1.000,     7.185,   171.879,   332.680,   238.862,   341.926,    34.890,    22.848,     0.000,
    75.592,   759.340,   709.348,     7.154,     0.000,     0.000,   404.361,     0.450,   118.971,  1204.309,     1.000,     7.191,   249.357,   381.473,   247.768,   341.946,    32.094,     5.844,     0.000,
    75.634,   782.577,   709.350,     7.155,     0.000,     0.000,   304.774,     0.450,   118.973,  1204.309,     1.000,     7.196,   141.179,   287.523,   244.870,   342.124,    39.586,     9.504,     0.000,
    75.676,   806.036,   709.353,     7.157,     0.000,     0.000,   215.161,     0.450,   118.976,  1204.309,     1.000,     7.200,    34.696,   202.982,   236.888,   342.017,    36.821,    26.336,     0.000,
    75.713,   484.981,   709.355,     7.158,     0.000,     0.000,   208.165,     0.450,   118.978,  1204.309,     1.000,     7.204,    26.443,   196.382,   241.317,   341.847,    48.346,    21.064,     0.000,
    75.754,   409.429,   709.357,     7.160,     0.000,     0.000,    15.978,     0.450,   118.980,  1204.309,     1.000,     7.206,  -155.072,    15.073,   236.996,   341.599,    41.745,    23.798,     0.000,
    75.794,   152.348,   709.359,     7.162,     0.000,     0.000,     0.000,     0.450,   118.982,  1204.309,     1.000,     7.207,  -181.386,     0.000,   234.925,   341.147,    43.908,    31.256,     0.000,
    75.838,   428.987,   709.361,     7.163,     0.000,     0.000,     0.000,     0.450,   118.984,  1204.309,     1.000,     7.208,  -159.541,     0.000,   232.909,   340.908,    27.378,    24.164,     0.000,
    75.883,   759.977,   709.364,     7.164,     0.000,     0.000,     0.000,     0.450,   118.987,  1204.309,     1.000,     7.208,  -182.392,     0.000,   230.998,   340.758,    37.647,    34.985,     0.000,
    75.927,   855.294,   709.366,     7.165,     0.000,     0.000,     0.000,     0.450,   118.989,  1204.309,     1.000,     7.208,  -167.643,     0.000,   231.054,   340.685,    28.151,    29.861,     0.000,
    75.961,   127.931,   709.368,     7.165,     0.000,     0.000,     0.000,     0.450,   118.991,  1204.309,     1.000,     7.207,  -153.882,     0.000,   239.298,   340.661,    25.266,    27.253,     0.000,
    76.005,   485.817,   709.370,     7.165,     0.000,     0.000,     0.000,     0.450,   118.993,  1204.309,     1.000,     7.206,  -163.917,     0.000,   229.210,   340.643,    25.248,    27.237,     0.000,
    76.046,   353.600,   709.373,     7.164,     0.000,     0.000,     0.000,     0.450,   118.996,  1204.309,     1.000,     7.205,  -163.472,     0.000,   229.149,   340.621,    25.013,    26.987,     0.000,
    76.090,   689.067,   709.375,     7.163,     0.000,     0.000,     0.000,     0.450,   118.998,  1204.309,     1.000,     7.203,  -163.473,     0.000,   229.088,   340.600,    24.992,    26.969,     0.000,
    76.136,   975.882,   709.378,     7.161,     0.000,     0.000,     0.000,     0.450,   119.001,  1208.701,     1.000,     7.200,  -171.260,     0.000,   227.147,   340.578,    28.253,    29.577,     0.000,
    76.178,   931.338,   709.380,     7.159,     0.000,     0.000,     0.000,     0.450,   119.003,  1208.701,     1.000,     7.198,  -173.793,     0.000,   227.076,   340.556,    28.762,    31.552,     0.000,
    76.219,   928.139,   709.382,     7.157,     0.000,     0.000,     0.000,     0.450,   119.005,  1208.701,     1.000,     7.195,  -171.403,     0.000,   227.020,   340.534,    27.603,    30.286,     0.000,
    76.261,   901.020,   709.384,     7.156,     0.000,     0.000,     0.010,     0.450,   119.007,  1208.701,     1.000,     7.192,  -171.805,     0.010,   226.966,   340.513,    28.003,    30.265,     0.000,
    76.293,    11.739,   709.386,     7.154,     0.000,     0.000,    41.045,     0.450,   119.009,  1208.701,     1.000,     7.190,  -125.059,    38.722,   228.829,   340.495,    25.285,    26.829,     0.000,
    76.337,   362.887,   709.388,     7.153,     0.000,     0.000,   207.154,     0.450,   119.011,  1208.701,     1.000,     7.189,    37.268,   195.428,   230.708,   340.491,    23.927,    24.450,     0.000,
    76.382,   707.163,   709.391,     7.153,     0.000,     0.000,   144.471,     0.450,   119.014,  1208.701,     1.000,     7.189,   -20.701,   136.294,   232.641,   340.499,    25.371,    23.765,     0.000,
    76.428,  1035.358,   709.393,     7.152,     0.000,     0.000,   372.565,     0.450,   119.016,  1208.701,     1.000,     7.190,   223.641,   351.477,   241.927,   340.597,    21.376,     7.790,     0.000,
    76.464,   527.870,   709.395,     7.152,     0.000,     0.000,   448.299,     0.450,   119.018,  1208.701,     1.000,     7.192,   285.404,   422.924,   243.345,   341.024,    28.512,    11.329,     0.000,
    76.509,   850.140,   709.398,     7.152,     0.000,     0.000,   516.927,     0.450,   119.021,  1208.701,     1.000,     7.195,   354.795,   487.667,   250.604,   341.504,    40.207,     1.765,     0.000,
    76.543,    12.913,   709.399,     7.151,     0.000,     0.000,   427.841,     0.450,   119.022,  1208.701,     1.000,     7.198,   293.586,   403.623,   259.642,   342.045,    34.180,    -6.545,     0.000,
    76.587,   362.887,   709.402,     7.151,     0.000,     0.000,   539.821,     0.450,   119.025,  1208.701,     1.000,     7.201,   388.532,   509.265,   259.591,   342.497,    44.341,    -6.514,     0.000,
    76.632,   707.163,   709.405,     7.151,     0.000,     0.000,   327.694,     0.450,   119.028,  1208.701,     1.000,     7.204,   174.583,   309.145,   253.472,   342.753,    45.225,     0.056,     0.000,
    76.678,   930.761,   709.407,     7.150,     0.000,     0.000,   211.099,     0.450,   119.030,  1208.701,     1.000,     7.206,    72.567,   199.150,   250.397,   342.778,    30.957,     3.245,     0.000,
    76.719,   972.592,   709.409,     7.150,     0.000,     0.000,   181.189,     0.450,   119.032,  1208.701,     1.000,     7.208,    42.796,   170.933,   247.417,   342.707,    27.393,     5.454,     0.000,
    76.762,  1018.544,   709.411,     7.150,     0.000,     0.000,    12.970,     0.450,   119.034,  1208.701,     1.000,     7.209,  -125.613,    12.235,   243.008,   342.509,    26.402,    11.945,     0.000,
    76.801,   887.631,   709.414,     7.150,     0.000,     0.000,     0.000,     0.450,   119.037,  1208.701,     1.000,     7.210,  -141.513,     0.000,   240.721,   342.202,    25.607,    14.426,     0.000,
    76.845,  1060.543,   709.416,     7.151,     0.000,     0.000,     0.000,     0.450,   119.039,  1208.701,     1.000,     7.210,  -153.506,     0.000,   236.317,   341.884,    26.958,    20.982,     0.000,
    76.882,   622.522,   709.418,     7.151,     0.000,     0.000,     0.000,     0.450,   119.041,  1208.701,     1.000,     7.210,  -152.883,     0.000,   234.160,   341.645,    24.545,    20.852,     0.000,
    76.920,   287.428,   709.420,     7.151,     0.000,     0.000,     0.000,     0.450,   119.043,  1208.701,     1.000,     7.210,  -155.817,     0.000,   232.050,   341.436,    23.518,    22.913,     0.000,
    76.964,   616.127,   709.422,     7.151,     0.000,     0.000,     0.000,     0.450,   119.045,  1208.701,     1.000,     7.209,  -157.562,     0.000,   233.037,   341.261,    23.989,    25.349,     0.000,
    77.004,   397.911,   709.425,     7.152,     0.000,     0.000,     0.000,     0.450,   119.048,  1208.701,     1.000,     7.208,  -164.941,     0.000,   230.007,   341.109,    26.922,    26.917,     0.000,
    77.047,   508.081,   709.427,     7.152,     0.000,     0.000,     0.000,     0.450,   119.050,  1208.701,     1.000,     7.206,  -182.671,     0.000,   224.286,   340.970,    31.432,    34.555,     0.000,
    77.092,   818.269,   709.430,     7.152,     0.000,     0.000,     0.000,     0.450,   119.053,  1208.701,     1.000,     7.204,  -177.330,     0.000,   224.257,   340.851,    28.745,    31.991,     0.000,
    77.128,   285.436,   709.432,     7.151,     0.000,     0.000,     0.000,     0.450,   119.055,  1208.701,     1.000,     7.203,  -177.083,     0.000,   224.231,   340.757,    28.650,    31.907,     0.000,
    77.170,   317.386,   709.434,     7.151,     0.000,     0.000,     0.000,     0.450,   119.057,  1208.701,     1.000,     7.201,  -164.880,     0.000,   227.928,   340.685,    25.077,    27.045,     0.000,
    77.215,   680.346,   709.437,     7.151,     0.000,     0.000,     0.000,     0.450,   119.060,  1208.701,     1.000,     7.198,  -171.248,     0.000,   226.030,   340.633,    27.020,    29.626,     0.000,
    77.260,   996.095,   709.439,     7.150,     0.000,     0.000,     1.051,     0.450,   119.062,  1208.701,     1.000,     7.196,  -170.155,     0.992,   226.007,   340.590,    26.976,    29.587,     0.000,
    77.306,  1325.802,   709.442,     7.148,     0.000,     0.000,    18.899,     0.450,   119.065,  1208.701,     1.000,     7.193,  -146.753,    17.829,   227.858,   340.559,    24.950,    26.931,     0.000,
    77.349,  1371.129,   709.444,     7.146,     0.000,     0.000,   115.624,     0.450,   119.067,  1208.701,     1.000,     7.192,   -49.628,   109.079,   229.796,   340.540,    23.263,    24.700,     0.000,
    77.391,  1375.881,   709.447,     7.142,     0.000,     0.000,   302.901,     0.450,   119.070,  1208.701,     1.000,     7.192,   153.082,   285.756,   238.065,   340.561,    15.142,    15.035,     0.000,
    77.432,  1313.723,   709.449,     7.138,     0.000,     0.000,   575.691,     0.450,   119.072,  1208.701,     1.000,     7.196,   444.763,   543.105,   252.801,   341.005,    11.703,    -1.566,     0.000,
    77.472,  1201.116,   709.451,     7.134,     0.000,     0.000,   684.290,     0.450,   119.074,  1208.701,     1.000,     7.202,   536.098,   645.557,   258.837,   341.972,    33.451,    -7.127,     0.000,
    77.502,    59.240,   709.453,     7.130,     0.000,     0.000,   688.436,     0.450,   119.076,  1208.701,     1.000,     7.206,   554.694,   649.468,   268.068,   343.056,    33.024,   -13.238,     0.000,
    77.547,   438.394,   709.456,     7.124,     0.000,     0.000,   509.948,     0.450,   119.079,  1208.701,     1.000,     7.210,   378.382,   481.083,   264.973,   343.758,    33.768,    -9.853,     0.000,
    77.591,   776.642,   709.458,     7.118,     0.000,     0.000,   333.603,     0.450,   119.081,  1208.701,     1.000,     7.212,   207.822,   314.720,   264.958,   343.918,    38.283,   -10.346,     0.000,
    77.636,   901.313,   709.461,     7.113,     0.000,     0.000,   218.151,     0.450,   119.084,  1208.701,     1.000,     7.212,   109.514,   205.803,   268.101,   343.876,    32.997,   -12.483,     0.000,
    77.668,   100.639,   709.462,     7.111,     0.000,     0.000,   143.465,     0.450,   119.085,  1208.701,     1.000,     7.210,    20.238,   135.345,   258.753,   343.650,    35.019,    -4.810,     0.000,
    77.713,   462.436,   709.465,     7.108,     0.000,     0.000,    85.670,     0.450,   119.088,  1208.701,     1.000,     7.207,   -36.294,    80.820,   255.728,   343.254,    31.940,    -2.351,     0.000,
    77.759,   819.233,   709.468,     7.105,     0.000,     0.000,     9.961,     0.450,   119.091,  1208.701,     1.000,     7.204,  -112.674,     9.397,   252.681,   342.672,    32.123,    -0.043,     0.000,
    77.803,   928.743,   709.471,     7.102,     0.000,     0.000,     0.000,     0.450,   119.094,  1208.701,     1.000,     7.200,  -117.227,     0.000,   249.665,   341.992,    23.097,     1.802,     0.000,
    77.844,   998.171,   709.473,     7.100,     0.000,     0.000,     0.000,     0.450,   119.096,  1208.701,     1.000,     7.197,  -123.209,     0.000,   246.733,   341.675,    24.087,     4.181,     0.000,
    77.887,  1075.237,   709.475,     7.098,     0.000,     0.000,     0.000,     0.450,   119.098,  1208.701,     1.000,     7.195,  -123.473,     0.000,   243.779,   341.444,    19.502,     6.307,     0.000,
    77.930,  1145.537,   709.478,     7.096,     0.000,     0.000,     0.000,     0.450,   119.101,  1208.701,     1.000,     7.194,  -127.114,     0.000,   240.907,   341.277,    18.130,     8.614,     0.000,
    77.961,   312.795,   709.480,     7.095,     0.000,     0.000,     0.000,     0.450,   119.103,  1208.701,     1.000,     7.193,  -127.201,     0.000,   242.365,   341.108,    17.045,    11.413,     0.000,
    78.007,   670.503,   709.482,     7.093,     0.000,     0.000,     0.000,     0.450,   119.105,  1208.701,     1.000,     7.191,  -134.324,     0.000,   240.124,   340.967,    18.878,    14.604,     0.000,
    78.052,   981.683,   709.485,     7.092,     0.000,     0.000,     0.000,     0.450,   119.108,  1208.701,     1.000,     7.190,  -138.083,     0.000,   237.944,   340.857,    18.831,    16.339,     0.000,
    78.097,  1277.778,   709.487,     7.092,     0.000,     0.000,     0.000,     0.450,   119.110,  1208.701,     1.000,     7.189,  -139.618,     0.000,   238.082,   340.770,    19.774,    17.155,     0.000,
    78.140,  1335.896,   709.490,     7.092,     0.000,     0.000,     0.000,     0.450,   119.113,  1208.701,     1.000,     7.189,  -134.750,     0.000,   238.303,   340.704,    16.794,    15.555,     0.000,
    78.183,  1387.325,   709.492,     7.092,     0.000,     0.000,     0.000,     0.450,   119.115,  1208.701,     1.000,     7.188,  -157.780,     0.000,   232.288,   340.651,    24.179,    25.238,     0.000,
    78.223,  1245.110,   709.495,     7.093,     0.000,     0.000,     0.001,     0.450,   119.118,  1208.701,     1.000,     7.187,  -145.178,     0.001,   234.760,   340.609,    19.406,    19.924,     0.000,
    78.264,  1135.110,   709.497,     7.093,     0.000,     0.000,     1.996,     0.450,   119.120,  1208.701,     1.000,     7.185,  -152.198,     1.883,   233.167,   340.576,    22.831,    23.842,     0.000,
    78.298,   612.512,   709.499,     7.094,     0.000,     0.000,    86.676,     0.450,   119.122,  1208.701,     1.000,     7.185,   -55.533,    81.770,   237.947,   340.556,    17.263,    17.431,     0.000,
    78.339,   525.611,   709.501,     7.095,     0.000,     0.000,   294.878,     0.450,   119.124,  1208.701,     1.000,     7.186,   157.898,   278.187,   243.828,   340.599,    15.730,     7.789,     0.000,
    78.384,   846.502,   709.504,     7.095,     0.000,     0.000,   451.212,     0.450,   119.127,  1208.701,     1.000,     7.190,   323.649,   425.672,   256.523,   340.998,    19.186,    -1.637,     0.000,
    78.419,   146.452,   709.506,     7.095,     0.000,     0.000,   604.643,     0.450,   119.129,  1208.701,     1.000,     7.195,   477.683,   570.418,   266.744,   341.711,    27.601,    -9.834,     0.000,
    78.463,   505.593,   709.509,     7.096,     0.000,     0.000,   701.486,     0.450,   119.132,  1208.701,     1.000,     7.205,   592.528,   661.779,   280.680,   342.712,    25.328,   -18.109,     0.000,
