$WITHDRAWAL AT SEG52                                         ELEV OF WITHDRAWAL CENTERLINE:609.     

JDAY,T(C)
    75.861,  -99.00
    75.901,  -99.00
    75.947,  -99.00
    75.981,  -99.00
    76.024,  -99.00
    76.065,  -99.00
    76.107,  -99.00
    76.147,  -99.00
    76.189,  -99.00
    76.230,  -99.00
    76.271,  -99.00
    76.313,  -99.00
    76.356,  -99.00
    76.400,  -99.00
    76.440,  -99.00
    76.484,  -99.00
    76.530,  -99.00
    76.563,  -99.00
    76.606,  -99.00
    76.650,  -99.00
    76.688,  -99.00
    76.730,  -99.00
    76.773,  -99.00
    76.823,  -99.00
    76.858,  -99.00
    76.897,  -99.00
    76.940,  -99.00
    76.979,  -99.00
    77.026,  -99.00
    77.067,  -99.00
    77.112,  -99.00
    77.148,  -99.00
    77.193,  -99.00
    77.232,  -99.00
    77.272,  -99.00
    77.321,  -99.00
    77.365,  -99.00
    77.407,  -99.00
    77.448,  -99.00
    77.486,  -99.00
    77.521,  -99.00
    77.563,  -99.00
    77.610,  -99.00
    77.646,  -99.00
    77.690,  -99.00
    77.731,  -99.00
    77.779,  -99.00
    77.813,  -99.00
    77.856,  -99.00
    77.900,  -99.00
    77.943,  -99.00
    77.983,  -99.00
    78.023,  -99.00
    78.064,  -99.00
    78.112,  -99.00
    78.156,  -99.00
    78.199,  -99.00
    78.237,  -99.00
    78.277,  -99.00
    78.313,  -99.00
    78.359,  -99.00
    78.404,  -99.00
    78.438,  -99.00
    78.483,  -99.00
    78.523,  -99.00
    78.563,  -99.00
    78.609,  -99.00
    78.655,  -99.00
    78.691,  -99.00
    78.739,  -99.00
    78.772,  -99.00
    78.815,  -99.00
    78.857,  -99.00
    78.899,  -99.00
    78.942,  -99.00
    78.981,  -99.00
    79.023,  -99.00
    79.064,  -99.00
    79.105,  -99.00
    79.149,  -99.00
    79.189,  -99.00
    79.230,  -99.00
    79.274,  -99.00
    79.322,  -99.00
    79.357,  -99.00
    79.397,  -99.00
    79.442,  -99.00
    79.482,  -99.00
    79.522,  -99.00
    79.566,  -99.00
    79.606,  -99.00
    79.653,  -99.00
    79.694,  -99.00
    79.738,  -99.00
    79.773,  -99.00
    79.813,  -99.00
    79.858,  -99.00
    79.902,  -99.00
    79.940,  -99.00
    79.980,  -99.00
    80.021,  -99.00
    80.064,  -99.00
    80.105,  -99.00
    80.149,  -99.00
    80.189,  -99.00
    80.239,  -99.00
    80.277,  -99.00
    80.321,  -99.00
    80.361,  -99.00
    80.404,  -99.00
    80.445,  -99.00
    80.486,  -99.00
    80.529,  -99.00
    80.573,  -99.00
    80.614,  -99.00
    80.646,  -99.00
    80.692,  -99.00
    80.737,  -99.00
    80.772,  -99.00
    80.820,  -99.00
    80.855,  -99.00
    80.903,  -99.00
    80.943,  -99.00
    80.982,  -99.00
    81.032,  -99.00
    81.067,  -99.00
    81.108,  -99.00
    81.155,  -99.00
    81.194,  -99.00
    81.232,  -99.00
    81.276,  -99.00
    81.314,  -99.00
    81.357,  -99.00
    81.398,  -99.00
    81.440,  -99.00
    81.483,  -99.00
    81.523,  -99.00
    81.563,  -99.00
    81.606,  -99.00
    81.647,  -99.00
    81.692,  -99.00
    81.731,  -99.00
    81.771,  -99.00
    81.815,  -99.00
    81.859,  -99.00
    81.898,  -99.00
    81.939,  -99.00
    81.984,  -99.00
    82.025,  -99.00
    82.065,  -99.00
    82.108,  -99.00
    82.148,  -99.00
    82.192,  -99.00
    82.236,  -99.00
    82.280,  -99.00
    82.316,  -99.00
    82.357,  -99.00
    82.400,  -99.00
    82.447,  -99.00
    82.481,  -99.00
    82.522,  -99.00
    82.568,  -99.00
    82.607,  -99.00
    82.651,  -99.00
    82.688,  -99.00
    82.733,  -99.00
    82.778,  -99.00
    82.816,  -99.00
    82.858,  -99.00
    82.901,  -99.00
    82.943,  -99.00
    82.983,  -99.00
    83.024,  -99.00
    83.066,  -99.00
    83.107,  -99.00
    83.151,  -99.00
    83.194,  -99.00
    83.230,  -99.00
    83.274,  -99.00
    83.318,  -99.00
    83.360,  -99.00
    83.404,  -99.00
    83.447,  -99.00
    83.485,  -99.00
    83.526,  -99.00
    83.563,  -99.00
    83.614,  -99.00
    83.646,  -99.00
    83.689,  -99.00
    83.731,  -99.00
    83.780,  -99.00
    83.819,  -99.00
    83.864,  -99.00
    83.898,  -99.00
    83.942,  -99.00
    83.987,  -99.00
    84.025,  -99.00
    84.065,  -99.00
    84.116,  -99.00
    84.148,  -99.00
    84.190,  -99.00
    84.232,  -99.00
    84.274,  -99.00
    84.316,  -99.00
    84.357,  -99.00
    84.399,  -99.00
    84.442,  -99.00
    84.485,  -99.00
    84.529,  -99.00
    84.564,  -99.00
    84.606,  -99.00
    84.652,  -99.00
    84.694,  -99.00
    84.737,  -99.00
    84.780,  -99.00
    84.814,  -99.00
    84.861,  -99.00
    84.904,  -99.00
    84.938,  -99.00
    84.982,  -99.00
    85.024,  -99.00
    85.067,  -99.00
    85.111,  -99.00
    85.153,  -99.00
    85.199,  -99.00
    85.235,  -99.00
    85.271,  -99.00
    85.317,  -99.00
    85.362,  -99.00
    85.399,  -99.00
    85.440,  -99.00
    85.487,  -99.00
    85.528,  -99.00
    85.563,  -99.00
    85.607,  -99.00
    85.647,  -99.00
    85.693,  -99.00
    85.731,  -99.00
    85.774,  -99.00
    85.814,  -99.00
    85.858,  -99.00
    85.896,  -99.00
    85.944,  -99.00
    85.987,  -99.00
    86.029,  -99.00
    86.071,  -99.00
    86.112,  -99.00
    86.154,  -99.00
    86.196,  -99.00
    86.237,  -99.00
    86.280,  -99.00
    86.325,  -99.00
    86.360,  -99.00
    86.404,  -99.00
    86.442,  -99.00
    86.488,  -99.00
    86.528,  -99.00
    86.566,  -99.00
    86.612,  -99.00
    86.652,  -99.00
    86.693,  -99.00
    86.735,  -99.00
    86.778,  -99.00
    86.821,  -99.00
    86.862,  -99.00
    86.906,  -99.00
    86.942,  -99.00
    86.981,  -99.00
    87.031,  -99.00
    87.065,  -99.00
    87.111,  -99.00
    87.152,  -99.00
    87.190,  -99.00
    87.232,  -99.00
    87.274,  -99.00
    87.316,  -99.00
    87.357,  -99.00
    87.400,  -99.00
    87.442,  -99.00
    87.481,  -99.00
    87.523,  -99.00
    87.563,  -99.00
    87.613,  -99.00
    87.651,  -99.00
    87.696,  -99.00
    87.735,  -99.00
    87.777,  -99.00
    87.818,  -99.00
    87.860,  -99.00
    87.902,  -99.00
    87.944,  -99.00
    87.986,  -99.00
    88.029,  -99.00
    88.072,  -99.00
    88.109,  -99.00
    88.153,  -99.00
    88.195,  -99.00
    88.236,  -99.00
    88.281,  -99.00
    88.316,  -99.00
    88.357,  -99.00
    88.400,  -99.00
    88.445,  -99.00
    88.484,  -99.00
    88.525,  -99.00
    88.566,  -99.00
    88.609,  -99.00
    88.651,  -99.00
    88.692,  -99.00
    88.730,  -99.00
    88.771,  -99.00
    88.815,  -99.00
    88.859,  -99.00
    88.898,  -99.00
    88.942,  -99.00
    88.986,  -99.00
    89.021,  -99.00
    89.065,  -99.00
    89.105,  -99.00
    89.146,  -99.00
    89.188,  -99.00
    89.230,  -99.00
    89.275,  -99.00
    89.313,  -99.00
    89.356,  -99.00
    89.402,  -99.00
    89.440,  -99.00
    89.482,  -99.00
    89.521,  -99.00
    89.563,  -99.00
    89.610,  -99.00
    89.652,  -99.00
    89.691,  -99.00
    89.731,  -99.00
    89.775,  -99.00
    89.817,  -99.00
    89.857,  -99.00
    89.899,  -99.00
    89.941,  -99.00
    89.984,  -99.00
    90.021,  -99.00
    90.065,  -99.00
    90.106,  -99.00
    90.152,  -99.00
    90.193,  -99.00
    90.234,  -99.00
    90.277,  -99.00
    90.319,  -99.00
    90.354,  -99.00
    90.399,  -99.00
    90.444,  -99.00
    90.479,  -99.00
    90.525,  -99.00
    90.566,  -99.00
    90.606,  -99.00
    90.648,  -99.00
    90.692,  -99.00
    90.731,  -99.00
    90.773,  -99.00
    90.816,  -99.00
    90.857,  -99.00
    90.897,  -99.00
    90.942,  -99.00
    90.980,  -99.00
    91.022,  -99.00
    91.064,  -99.00
    91.105,  -99.00
    91.148,  -99.00
    91.190,  -99.00
    91.230,  -99.00
    91.274,  -99.00
    91.316,  -99.00
    91.358,  -99.00
    91.401,  -99.00
    91.443,  -99.00
    91.483,  -99.00
    91.523,  -99.00
    91.564,  -99.00
    91.605,  -99.00
    91.647,  -99.00
    91.688,  -99.00
    91.730,  -99.00
    91.772,  -99.00
    91.814,  -99.00
    91.855,  -99.00
    91.901,  -99.00
    91.940,  -99.00
    91.981,  -99.00
    92.024,  -99.00
    92.064,  -99.00
    92.107,  -99.00
    92.151,  -99.00
    92.192,  -99.00
    92.232,  -99.00
    92.272,  -99.00
    92.318,  -99.00
    92.356,  -99.00
    92.399,  -99.00
    92.442,  -99.00
    92.484,  -99.00
    92.527,  -99.00
    92.565,  -99.00
    92.605,  -99.00
    92.651,  -99.00
    92.692,  -99.00
    92.734,  -99.00
    92.773,  -99.00
    92.816,  -99.00
    92.859,  -99.00
    92.899,  -99.00
    92.940,  -99.00
    92.980,  -99.00
    93.023,  -99.00
    93.063,  -99.00
    93.110,  -99.00
    93.147,  -99.00
    93.191,  -99.00
    93.233,  -99.00
    93.273,  -99.00
    93.317,  -99.00
    93.358,  -99.00
    93.401,  -99.00
    93.438,  -99.00
    93.480,  -99.00
    93.525,  -99.00
    93.566,  -99.00
    93.606,  -99.00
    93.646,  -99.00
    93.689,  -99.00
    93.732,  -99.00
    93.771,  -99.00
    93.816,  -99.00
    93.859,  -99.00
    93.896,  -99.00
    93.938,  -99.00
    93.982,  -99.00
    94.026,  -99.00
    94.068,  -99.00
    94.109,  -99.00
    94.152,  -99.00
    94.191,  -99.00
    94.231,  -99.00
    94.272,  -99.00
    94.319,  -99.00
    94.358,  -99.00
    94.396,  -99.00
    94.439,  -99.00
    94.485,  -99.00
    94.528,  -99.00
    94.563,  -99.00
    94.607,  -99.00
    94.651,  -99.00
    94.692,  -99.00
    94.734,  -99.00
    94.776,  -99.00
    94.818,  -99.00
    94.859,  -99.00
    94.902,  -99.00
    94.939,  -99.00
    94.980,  -99.00
    95.021,  -99.00
    95.063,  -99.00
    95.110,  -99.00
    95.152,  -99.00
    95.188,  -99.00
    95.236,  -99.00
    95.273,  -99.00
    95.314,  -99.00
    95.355,  -99.00
    95.397,  -99.00
    95.439,  -99.00
    95.480,  -99.00
    95.528,  -99.00
    95.563,  -99.00
    95.610,  -99.00
    95.651,  -99.00
    95.694,  -99.00
    95.736,  -99.00
    95.775,  -99.00
    95.819,  -99.00
    95.856,  -99.00
    95.899,  -99.00
    95.943,  -99.00
    95.983,  -99.00
    96.025,  -99.00
    96.067,  -99.00
    96.108,  -99.00
    96.150,  -99.00
    96.192,  -99.00
    96.233,  -99.00
    96.275,  -99.00
    96.317,  -99.00
    96.358,  -99.00
    96.401,  -99.00
    96.442,  -99.00
    96.483,  -99.00
    96.525,  -99.00
    96.567,  -99.00
    96.608,  -99.00
    96.651,  -99.00
    96.692,  -99.00
    96.733,  -99.00
    96.775,  -99.00
    96.818,  -99.00
    96.858,  -99.00
    96.900,  -99.00
    96.942,  -99.00
    96.983,  -99.00
    97.025,  -99.00
    97.068,  -99.00
    97.109,  -99.00
    97.151,  -99.00
    97.194,  -99.00
    97.231,  -99.00
    97.272,  -99.00
    97.314,  -99.00
    97.362,  -99.00
    97.399,  -99.00
    97.438,  -99.00
    97.481,  -99.00
    97.525,  -99.00
    97.566,  -99.00
    97.610,  -99.00
    97.649,  -99.00
    97.694,  -99.00
    97.729,  -99.00
    97.771,  -99.00
    97.813,  -99.00
    97.855,  -99.00
    97.896,  -99.00
    97.939,  -99.00
    97.983,  -99.00
    98.025,  -99.00
    98.066,  -99.00
    98.106,  -99.00
    98.147,  -99.00
    98.192,  -99.00
    98.233,  -99.00
    98.277,  -99.00
    98.314,  -99.00
    98.359,  -99.00
    98.399,  -99.00
    98.443,  -99.00
    98.481,  -99.00
    98.524,  -99.00
    98.566,  -99.00
    98.606,  -99.00
    98.649,  -99.00
    98.688,  -99.00
    98.735,  -99.00
    98.771,  -99.00
    98.814,  -99.00
    98.855,  -99.00
    98.899,  -99.00
    98.940,  -99.00
    98.982,  -99.00
    99.024,  -99.00
    99.068,  -99.00
    99.105,  -99.00
    99.146,  -99.00
    99.189,  -99.00
    99.231,  -99.00
    99.273,  -99.00
    99.316,  -99.00
    99.360,  -99.00
    99.399,  -99.00
    99.438,  -99.00
    99.481,  -99.00
    99.522,  -99.00
    99.563,  -99.00
    99.611,  -99.00
    99.647,  -99.00
    99.690,  -99.00
    99.730,  -99.00
    99.774,  -99.00
    99.815,  -99.00
    99.857,  -99.00
    99.899,  -99.00
    99.938,  -99.00
    99.982,  -99.00
   100.022,  -99.00
   100.063,  -99.00
   100.109,  -99.00
   100.150,  -99.00
   100.191,  -99.00
   100.231,  -99.00
   100.275,  -99.00
   100.315,  -99.00
   100.358,  -99.00
   100.399,  -99.00
   100.438,  -99.00
   100.482,  -99.00
   100.526,  -99.00
   100.565,  -99.00
   100.608,  -99.00
   100.651,  -99.00
   100.691,  -99.00
   100.731,  -99.00
   100.772,  -99.00
   100.816,  -99.00
   100.859,  -99.00
   100.902,  -99.00
   100.944,  -99.00
   100.982,  -99.00
   101.027,  -99.00
   101.068,  -99.00
   101.105,  -99.00
   101.147,  -99.00
   101.189,  -99.00
   101.230,  -99.00
   101.278,  -99.00
   101.319,  -99.00
   101.360,  -99.00
   101.403,  -99.00
   101.441,  -99.00
   101.479,  -99.00
   101.522,  -99.00
   101.564,  -99.00
   101.605,  -99.00
   101.647,  -99.00
   101.689,  -99.00
   101.730,  -99.00
   101.773,  -99.00
   101.814,  -99.00
   101.855,  -99.00
   101.897,  -99.00
   101.939,  -99.00
   101.981,  -99.00
   102.023,  -99.00
   102.065,  -99.00
   102.106,  -99.00
   102.148,  -99.00
   102.191,  -99.00
   102.231,  -99.00
   102.274,  -99.00
   102.316,  -99.00
   102.355,  -99.00
   102.399,  -99.00
   102.438,  -99.00
   102.484,  -99.00
   102.524,  -99.00
   102.567,  -99.00
   102.607,  -99.00
   102.647,  -99.00
   102.692,  -99.00
   102.733,  -99.00
   102.775,  -99.00
   102.818,  -99.00
   102.858,  -99.00
   102.901,  -99.00
   102.940,  -99.00
   102.980,  -99.00
   103.022,  -99.00
   103.066,  -99.00
   103.106,  -99.00
   103.149,  -99.00
   103.191,  -99.00
   103.230,  -99.00
   103.272,  -99.00
   103.313,  -99.00
   103.357,  -99.00
   103.403,  -99.00
   103.444,  -99.00
   103.484,  -99.00
   103.525,  -99.00
   103.566,  -99.00
   103.606,  -99.00
   103.647,  -99.00
   103.688,  -99.00
   103.735,  -99.00
   103.774,  -99.00
   103.813,  -99.00
   103.854,  -99.00
   103.897,  -99.00
   103.939,  -99.00
   103.981,  -99.00
   104.024,  -99.00
   104.064,  -99.00
   104.105,  -99.00
   104.147,  -99.00
   104.195,  -99.00
   104.232,  -99.00
   104.272,  -99.00
   104.314,  -99.00
   104.355,  -99.00
   104.397,  -99.00
   104.439,  -99.00
   104.480,  -99.00
   104.522,  -99.00
   104.563,  -99.00
   104.611,  -99.00
   104.651,  -99.00
   104.692,  -99.00
   104.733,  -99.00
   104.776,  -99.00
   104.819,  -99.00
   104.854,  -99.00
   104.899,  -99.00
   104.938,  -99.00
   104.985,  -99.00
   105.027,  -99.00
   105.063,  -99.00
   105.105,  -99.00
   105.147,  -99.00
   105.189,  -99.00
   105.231,  -99.00
   105.272,  -99.00
   105.315,  -99.00
   105.358,  -99.00
   105.402,  -99.00
   105.442,  -99.00
   105.483,  -99.00
   105.522,  -99.00
   105.567,  -99.00
   105.608,  -99.00
   105.650,  -99.00
   105.692,  -99.00
   105.731,  -99.00
   105.772,  -99.00
   105.816,  -99.00
   105.859,  -99.00
   105.898,  -99.00
   105.943,  -99.00
   105.984,  -99.00
   106.026,  -99.00
   106.068,  -99.00
   106.109,  -99.00
   106.151,  -99.00
   106.193,  -99.00
   106.235,  -99.00
   106.277,  -99.00
   106.319,  -99.00
   106.360,  -99.00
   106.403,  -99.00
   106.445,  -99.00
   106.485,  -99.00
   106.527,  -99.00
   106.569,  -99.00
   106.609,  -99.00
   106.651,  -99.00
   106.693,  -99.00
   106.734,  -99.00
   106.775,  -99.00
   106.813,  -99.00
   106.858,  -99.00
   106.898,  -99.00
   106.939,  -99.00
   106.980,  -99.00
   107.025,  -99.00
   107.065,  -99.00
   107.104,  -99.00
   107.151,  -99.00
   107.194,  -99.00
   107.234,  -99.00
   107.276,  -99.00
   107.318,  -99.00
   107.360,  -99.00
   107.402,  -99.00
   107.443,  -99.00
   107.483,  -99.00
   107.526,  -99.00
   107.565,  -99.00
   107.605,  -99.00
   107.647,  -99.00
   107.689,  -99.00
   107.730,  -99.00
   107.773,  -99.00
   107.816,  -99.00
   107.856,  -99.00
   107.904,  -99.00
   107.942,  -99.00
   107.983,  -99.00
   108.022,  -99.00
   108.064,  -99.00
   108.109,  -99.00
   108.149,  -99.00
   108.192,  -99.00
   108.235,  -99.00
   108.278,  -99.00
   108.320,  -99.00
   108.360,  -99.00
   108.401,  -99.00
   108.443,  -99.00
   108.483,  -99.00
   108.521,  -99.00
   108.569,  -99.00
   108.606,  -99.00
   108.648,  -99.00
   108.689,  -99.00
   108.736,  -99.00
   108.778,  -99.00
   108.815,  -99.00
   108.854,  -99.00
   108.897,  -99.00
   108.939,  -99.00
   108.980,  -99.00
   109.022,  -99.00
   109.065,  -99.00
   109.112,  -99.00
   109.150,  -99.00
   109.189,  -99.00
   109.230,  -99.00
   109.276,  -99.00
   109.318,  -99.00
   109.358,  -99.00
   109.398,  -99.00
   109.441,  -99.00
   109.479,  -99.00
   109.522,  -99.00
   109.563,  -99.00
   109.610,  -99.00
   109.649,  -99.00
   109.688,  -99.00
   109.730,  -99.00
   109.774,  -99.00
   109.815,  -99.00
   109.854,  -99.00
   109.901,  -99.00
   109.943,  -99.00
   109.984,  -99.00
   110.027,  -99.00
   110.069,  -99.00
   110.107,  -99.00
   110.151,  -99.00
   110.188,  -99.00
   110.234,  -99.00
   110.273,  -99.00
   110.315,  -99.00
   110.356,  -99.00
   110.400,  -99.00
   110.441,  -99.00
   110.482,  -99.00
   110.525,  -99.00
   110.563,  -99.00
   110.609,  -99.00
   110.649,  -99.00
   110.691,  -99.00
   110.733,  -99.00
   110.775,  -99.00
   110.814,  -99.00
   110.855,  -99.00
   110.899,  -99.00
   110.941,  -99.00
   110.980,  -99.00
