JDAY,SEG   2,SEG   3,SEG   4,SEG   5,SEG   6,SEG   7,SEG   8,SEG   9,SEG  10,SEG  11,SEG  12,SEG  13,SEG  14,SEG  15,SEG  16,SEG  17,SEG  18,SEG  19,SEG  20,SEG  21,SEG  22,SEG  23,SEG  24,SEG  25,SEG  26,SEG  27,SEG  28,SEG  29,SEG  30,SEG  31,SEG  32,SEG  33,SEG  34,SEG  35,SEG  36,SEG  37,SEG  38,SEG  39,SEG  40,SEG  41,SEG  42,SEG  43,SEG  44,SEG  45,SEG  46,SEG  47,SEG  48,SEG  49,SEG  50,SEG  51,SEG  52,SEG  55,SEG  56,SEG  57,SEG  58,SEG  61,SEG  62,SEG  63,SEG  64,SEG  65,SEG  66,SEG  67,SEG  68,SEG  69,SEG  70,SEG  73,SEG  74,SEG  75,SEG  76,SEG  77,SEG  78,SEG  79,SEG  80,SEG  81,SEG  82,SEG
    66.917, 708.994, 708.994, 708.994, 708.994, 708.994, 708.994, 708.994, 708.995, 708.995, 708.995, 708.995, 708.995, 708.994, 708.994, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.874, 708.994, 708.994, 708.995, 708.994, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.994, 708.995, 708.995, 708.994, 708.994, 708.994, 708.994, 708.994, 708.994, 708.994, 708.995, 708.994, 708.994,
    66.962, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.874, 708.995, 708.995, 708.995, 708.995, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.995, 708.995, 708.995, 708.995, 708.995, 708.995, 708.996, 708.996, 708.996, 708.996,
    67.007, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.874, 708.996, 708.996, 708.996, 708.996, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.996, 708.997, 708.997, 708.996,
    67.042, 708.998, 708.998, 708.997, 708.997, 708.997, 708.997, 708.998, 708.998, 708.998, 708.998, 708.998, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.998, 708.998, 708.997, 708.997, 708.874, 708.997, 708.997, 708.998, 708.998, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997, 708.997,
    67.087, 708.999, 708.999, 708.999, 708.999, 708.999, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.999, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.999, 708.999, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.999, 708.999, 708.999, 708.999, 708.874, 708.998, 708.998, 708.998, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.998, 708.998, 708.998, 708.999, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998, 708.998,
    67.132, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 709.000, 709.000, 709.000, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 709.000, 709.000, 709.000, 709.000, 709.000, 708.874, 708.999, 708.999, 708.999, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 708.999, 709.000, 709.000, 709.000, 708.999, 708.999, 708.999, 708.999, 708.999, 708.999, 709.000, 708.999,
    67.176, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.001, 709.001, 709.001, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.000, 709.001, 709.001, 709.001, 709.001, 709.000, 708.874, 709.000, 709.000, 709.000, 709.002, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.000, 709.001, 709.001, 709.001, 709.000, 709.000, 709.000, 709.000, 709.000, 709.001, 709.001, 709.000,
    67.209, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 708.874, 709.002, 709.001, 709.002, 709.002, 709.002, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001, 709.001,
    67.254, 709.003, 709.003, 709.003, 709.003, 709.003, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 708.874, 709.002, 709.002, 709.002, 709.003, 709.003, 709.003, 709.003, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.003, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002, 709.002,
    67.292, 709.003, 709.003, 709.003, 709.003, 709.003, 709.004, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.004, 709.004, 709.004, 709.004, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.004, 709.004, 709.003, 709.003, 708.874, 709.004, 709.003, 709.003, 709.004, 709.004, 709.004, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003, 709.003,
    67.335, 709.005, 709.005, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 708.874, 709.004, 709.004, 709.004, 709.005, 709.005, 709.005, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004, 709.004,
    67.380, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 708.874, 709.005, 709.005, 709.005, 709.005, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.005, 709.006, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005, 709.005,
    67.417, 709.006, 709.006, 709.006, 709.006, 709.006, 709.007, 709.007, 709.006, 709.006, 709.006, 709.006, 709.007, 709.007, 709.007, 709.007, 709.007, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 708.874, 709.007, 709.007, 709.006, 709.007, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006, 709.006,
    67.459, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 708.874, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007, 709.007,
    67.501, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 708.874, 709.008, 709.008, 709.008, 709.009, 709.009, 709.009, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008, 709.008,
    67.543, 709.010, 709.010, 709.010, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 708.874, 709.009, 709.009, 709.009, 709.010, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009, 709.009,
    67.584, 709.011, 709.011, 709.011, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 708.874, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010, 709.010,
    67.626, 709.012, 709.012, 709.012, 709.011, 709.011, 709.011, 709.011, 709.012, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 708.874, 709.011, 709.011, 709.011, 709.012, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011, 709.011,
    67.670, 709.013, 709.013, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 708.874, 709.012, 709.012, 709.012, 709.013, 709.013, 709.013, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012, 709.012,
    67.709, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.014, 709.013, 709.014, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 708.874, 709.013, 709.013, 709.014, 709.014, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013, 709.013,
    67.751, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 708.874, 709.014, 709.014, 709.014, 709.015, 709.015, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014, 709.014,
    67.796, 709.016, 709.016, 709.016, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 708.874, 709.015, 709.015, 709.015, 709.016, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015, 709.015,
    67.836, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 708.874, 709.016, 709.016, 709.016, 709.017, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016, 709.016,
    67.878, 709.018, 709.018, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 708.874, 709.017, 709.017, 709.017, 709.018, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017, 709.017,
    67.920, 709.018, 709.019, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 708.874, 709.018, 709.018, 709.018, 709.019, 709.019, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018, 709.018,
    67.963, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 708.874, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019, 709.019,
    68.005, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 708.874, 709.020, 709.020, 709.020, 709.021, 709.021, 709.021, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020, 709.020,
    68.047, 709.022, 709.022, 709.022, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.022, 709.022, 709.022, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 709.021, 708.874, 709.021, 709.021, 709.021, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.021, 709.021, 709.021, 709.022, 709.022, 709.022, 709.021, 709.022, 709.022, 709.022, 709.022, 709.021, 709.021,
    68.084, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.022, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.022, 709.023, 708.874, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.022, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.023, 709.022, 709.022, 709.022, 709.023,
    68.126, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 708.874, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024, 709.024,
    68.168, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 708.874, 709.025, 709.025, 709.025, 709.025, 709.026, 709.026, 709.026, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025, 709.025,
    68.210, 709.026, 709.026, 709.026, 709.026, 709.026, 709.026, 709.026, 709.026, 709.026, 709.026, 709.026, 709.026, 709.026, 709.026, 709.026, 709.026, 709.027, 709.026, 709.027, 709.027, 709.026, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 708.874, 709.026, 709.026, 709.026, 709.026, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027,
    68.255, 709.027, 709.027, 709.027, 709.027, 709.027, 709.027, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 708.874, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028, 709.028,
    68.297, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.030, 709.030, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 708.874, 709.029, 709.029, 709.029, 709.029, 709.030, 709.030, 709.030, 709.030, 709.030, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029, 709.029,
    68.334, 709.030, 709.031, 709.031, 709.031, 709.030, 709.030, 709.030, 709.031, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030, 708.874, 709.031, 709.031, 709.031, 709.031, 709.031, 709.031, 709.031, 709.031, 709.030, 709.030, 709.030, 709.030, 709.030, 709.031, 709.031, 709.031, 709.031, 709.030, 709.030, 709.030, 709.030, 709.030, 709.030,
